BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
   103	1.030	      -4.0	       2.0	       0.0	       0.8	      -7.7	      -1.4	      -3.2	       4.6	      -2.7	       1.7	       1.9	       1.3	      -0.9	       4.2	     -10.4	       0.9	      -4.2	     -10.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.7	    -180.0	      90.0	     -18.7	    -180.0	      90.0	       1.6	     -10.7	       6.2	       0.8	     -13.5	      11.7	
   104	1.040	      -4.1	       2.0	       0.1	       0.9	      -7.7	      -1.4	      -3.1	       4.7	      -2.6	       1.6	       1.9	       1.5	      -1.0	       4.2	     -10.4	       1.0	      -4.2	     -10.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.8	    -180.0	      90.0	     -18.7	    -180.0	      90.0	       1.6	     -10.7	       6.2	       0.9	     -13.6	      11.7	
   105	1.050	      -4.3	       2.0	       0.1	       0.9	      -7.7	      -1.3	      -3.0	       4.7	      -2.5	       1.6	       1.9	       1.7	      -1.0	       4.2	     -10.5	       1.0	      -4.2	     -10.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.8	     180.0	      90.0	     -18.7	    -180.0	      90.0	       1.6	     -10.7	       6.2	       0.9	     -13.7	      11.9	
   106	1.060	      -4.4	       2.0	       0.1	       1.0	      -7.7	      -1.3	      -3.0	       4.7	      -2.4	       1.7	       1.8	       1.8	      -1.0	       4.1	     -10.6	       1.0	      -4.1	     -10.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.8	     180.0	      90.0	     -18.7	     180.0	      90.0	       1.6	     -10.6	       6.2	       0.9	     -13.8	      12.0	
   107	1.070	      -4.5	       2.1	       0.1	       1.1	      -7.8	      -1.3	      -3.0	       4.7	      -2.3	       1.9	       1.8	       2.0	      -1.1	       4.1	     -10.8	       1.1	      -4.1	     -10.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.8	    -180.0	      90.0	     -18.7	     180.0	      90.0	       1.6	     -10.5	       6.1	       0.9	     -14.0	      12.2	
   108	1.080	      -4.6	       2.1	       0.1	       1.2	      -7.8	      -1.4	      -3.1	       4.7	      -2.3	       2.1	       1.8	       2.2	      -1.1	       4.1	     -10.9	       1.1	      -4.1	     -10.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.8	    -180.0	      90.0	     -18.7	    -180.0	      90.0	       1.6	     -10.5	       6.1	       0.9	     -14.2	      12.3	
   109	1.090	      -4.7	       2.1	       0.1	       1.3	      -7.8	      -1.4	      -3.1	       4.7	      -2.2	       2.3	       1.8	       2.3	      -1.2	       4.1	     -11.1	       1.2	      -4.1	     -11.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.8	     180.0	      90.0	     -18.7	    -180.0	      90.0	       1.6	     -10.4	       6.1	       0.9	     -14.4	      12.5	
   110	1.100	      -4.8	       2.1	       0.2	       1.3	      -7.8	      -1.3	      -3.1	       4.8	      -2.2	       2.5	       1.8	       2.5	      -1.2	       4.1	     -11.2	       1.2	      -4.1	     -11.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.7	    -180.0	      90.0	       1.7	     -10.3	       6.1	       0.9	     -14.7	      12.6	
   111	1.110	      -4.8	       2.1	       0.2	       1.4	      -7.9	      -1.3	      -3.0	       4.8	      -2.2	       2.7	       1.7	       2.6	      -1.2	       4.1	     -11.3	       1.2	      -4.1	     -11.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.7	     180.0	      90.0	       1.7	     -10.3	       6.1	       0.9	     -14.9	      12.8	
   112	1.120	      -4.9	       2.1	       0.3	       1.4	      -7.9	      -1.3	      -2.9	       4.8	      -2.1	       2.8	       1.7	       2.7	      -1.3	       4.1	     -11.5	       1.3	      -4.1	     -11.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.7	    -180.0	      90.0	       1.7	     -10.2	       6.1	       0.8	     -15.1	      12.9	
   113	1.130	      -4.9	       2.2	       0.4	       1.4	      -8.0	      -1.3	      -2.9	       4.9	      -2.1	       2.9	       1.7	       2.8	      -1.3	       4.1	     -11.6	       1.3	      -4.1	     -11.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.7	     180.0	      90.0	       1.8	     -10.2	       6.2	       0.8	     -15.3	      13.0	
   114	1.140	      -5.0	       2.2	       0.5	       1.4	      -8.0	      -1.2	      -2.7	       4.9	      -2.0	       2.9	       1.7	       2.9	      -1.4	       4.1	     -11.7	       1.4	      -4.1	     -11.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.7	     180.0	      90.0	       1.8	     -10.2	       6.2	       0.7	     -15.3	      13.0	
   115	1.150	      -5.0	       2.2	       0.6	       1.5	      -8.1	      -1.2	      -2.6	       5.0	      -2.0	       2.8	       1.7	       3.0	      -1.4	       4.1	     -11.9	       1.4	      -4.1	     -11.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.7	    -180.0	      90.0	       1.8	     -10.2	       6.2	       0.7	     -15.4	      13.1	
   116	1.160	      -5.0	       2.2	       0.7	       1.5	      -8.1	      -1.1	      -2.5	       5.0	      -1.9	       2.7	       1.6	       3.2	      -1.5	       4.1	     -12.1	       1.5	      -4.1	     -12.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	    -180.0	      90.0	     -18.7	     180.0	      90.0	       1.8	     -10.2	       6.2	       0.6	     -15.4	      13.2	
   117	1.170	      -5.0	       2.2	       0.8	       1.5	      -8.1	      -1.1	      -2.5	       5.1	      -1.8	       2.7	       1.6	       3.3	      -1.5	       4.1	     -12.4	       1.5	      -4.1	     -12.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.6	     180.0	      90.0	       1.8	     -10.2	       6.2	       0.6	     -15.3	      13.3	
   118	1.180	      -4.9	       2.2	       0.9	       1.5	      -8.1	      -1.1	      -2.4	       5.1	      -1.7	       2.6	       1.6	       3.5	      -1.5	       4.1	     -12.6	       1.5	      -4.1	     -12.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	    -180.0	      90.0	     -18.6	     180.0	      90.0	       1.8	     -10.2	       6.2	       0.6	     -15.3	      13.4	
   119	1.190	      -4.9	       2.2	       0.9	       1.5	      -8.1	      -1.1	      -2.4	       5.1	      -1.7	       2.6	       1.6	       3.7	      -1.6	       4.1	     -12.9	       1.6	      -4.1	     -12.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.6	     180.0	      90.0	       1.8	     -10.2	       6.2	       0.5	     -15.2	      13.5	
   120	1.200	      -4.9	       2.2	       1.0	       1.5	      -8.1	      -1.1	      -2.5	       5.1	      -1.7	       2.6	       1.6	       3.8	      -1.7	       4.1	     -13.1	       1.7	      -4.1	     -13.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	    -180.0	      90.0	     -18.6	    -180.0	      90.0	       1.8	     -10.2	       6.2	       0.5	     -15.2	      13.6	
   121	1.210	      -4.9	       2.2	       1.0	       1.5	      -8.1	      -1.1	      -2.6	       5.1	      -1.6	       2.6	       1.6	       4.0	      -1.7	       4.1	     -13.3	       1.7	      -4.1	     -13.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.6	     180.0	      90.0	       1.8	     -10.1	       6.2	       0.5	     -15.1	      13.7	
   122	1.220	      -4.8	       2.2	       1.0	       1.4	      -8.1	      -1.1	      -2.7	       5.1	      -1.6	       2.6	       1.5	       4.1	      -1.8	       4.1	     -13.5	       1.8	      -4.1	     -13.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.6	    -180.0	      90.0	       1.9	     -10.1	       6.2	       0.5	     -15.1	      13.8	
   123	1.230	      -4.8	       2.1	       1.0	       1.3	      -8.1	      -1.1	      -2.8	       5.1	      -1.6	       2.6	       1.5	       4.2	      -1.9	       4.2	     -13.6	       1.9	      -4.2	     -13.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.5	    -180.0	      90.0	       1.9	     -10.0	       6.2	       0.5	     -15.0	      13.9	
   124	1.240	      -4.7	       2.1	       1.0	       1.2	      -8.1	      -1.1	      -2.8	       5.1	      -1.5	       2.6	       1.5	       4.3	      -2.0	       4.2	     -13.6	       2.0	      -4.2	     -13.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.5	     180.0	      90.0	       1.9	     -10.0	       6.2	       0.5	     -14.9	      14.0	
   125	1.250	      -4.6	       2.1	       1.1	       1.1	      -8.1	      -1.0	      -2.8	       5.1	      -1.4	       2.6	       1.5	       4.4	      -2.0	       4.3	     -13.7	       2.0	      -4.3	     -13.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.9	     180.0	      90.0	     -18.5	     180.0	      90.0	       1.9	      -9.9	       6.2	       0.5	     -14.9	      14.2	
   126	1.260	      -4.5	       2.1	       1.2	       1.0	      -8.1	      -1.0	      -2.7	       5.1	      -1.4	       2.6	       1.5	       4.5	      -2.0	       4.3	     -13.8	       2.0	      -4.3	     -13.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.0	    -180.0	      90.0	     -18.5	    -180.0	      90.0	       1.9	      -9.9	       6.2	       0.5	     -14.9	      14.3	
   127	1.270	      -4.5	       2.1	       1.3	       0.9	      -8.0	      -0.9	      -2.6	       5.1	      -1.3	       2.6	       1.5	       4.7	      -2.1	       4.3	     -13.9	       2.1	      -4.3	     -13.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.0	    -180.0	      90.0	     -18.4	     180.0	      90.0	       1.8	      -9.9	       6.2	       0.6	     -14.9	      14.5	
   128	1.280	      -4.5	       2.1	       1.4	       0.9	      -8.0	      -0.8	      -2.4	       5.1	      -1.2	       2.5	       1.5	       4.8	      -2.1	       4.4	     -14.0	       2.1	      -4.4	     -14.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.0	    -180.0	      90.0	     -18.3	    -180.0	      90.0	       1.8	      -9.9	       6.2	       0.6	     -14.9	      14.6	
   129	1.290	      -4.4	       2.1	       1.6	       0.8	      -8.1	      -0.7	      -2.2	       5.1	      -1.1	       2.5	       1.5	       5.0	      -2.1	       4.4	     -14.0	       2.1	      -4.4	     -14.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.0	    -180.0	      90.0	     -18.3	     180.0	      90.0	       1.8	      -9.9	       6.3	       0.6	     -15.0	      14.8	
   130	1.300	      -4.4	       2.2	       1.7	       0.8	      -8.1	      -0.6	      -2.0	       5.1	      -1.0	       2.5	       1.5	       5.1	      -2.1	       4.5	     -14.1	       2.1	      -4.5	     -14.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.0	    -180.0	      90.0	     -18.2	    -180.0	      90.0	       1.8	      -9.9	       6.3	       0.7	     -15.1	      15.0	
   131	1.310	      -4.4	       2.2	       1.9	       0.8	      -8.1	      -0.4	      -1.9	       5.1	      -0.9	       2.5	       1.5	       5.2	      -2.1	       4.6	     -14.2	       2.1	      -4.6	     -14.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.1	     180.0	      90.0	     -18.1	     180.0	      90.0	       1.7	     -10.0	       6.4	       0.7	     -15.1	      15.2	
   132	1.320	      -4.3	       2.3	       2.1	       0.7	      -8.2	      -0.3	      -1.7	       5.1	      -0.8	       2.6	       1.5	       5.3	      -2.1	       4.7	     -14.3	       2.1	      -4.7	     -14.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.1	     180.0	      90.0	     -18.0	     180.0	      90.0	       1.7	     -10.0	       6.5	       0.7	     -15.2	      15.4	
   133	1.330	      -4.3	       2.3	       2.4	       0.7	      -8.2	      -0.2	      -1.6	       5.1	      -0.8	       2.6	       1.5	       5.4	      -2.0	       4.7	     -14.4	       2.0	      -4.7	     -14.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.2	     180.0	      90.0	     -18.0	     180.0	      90.0	       1.7	     -10.1	       6.6	       0.7	     -15.2	      15.6	
   134	1.340	      -4.3	       2.4	       2.6	       0.7	      -8.2	      -0.0	      -1.5	       5.1	      -0.7	       2.7	       1.5	       5.4	      -2.0	       4.8	     -14.5	       2.0	      -4.8	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.2	    -180.0	      90.0	     -17.9	    -180.0	      90.0	       1.7	     -10.2	       6.7	       0.7	     -15.2	      15.7	
   135	1.350	      -4.2	       2.4	       2.9	       0.7	      -8.2	       0.1	      -1.4	       5.0	      -0.7	       2.7	       1.6	       5.5	      -2.0	       4.9	     -14.5	       2.0	      -4.9	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.3	     180.0	      90.0	     -17.8	     180.0	      90.0	       1.7	     -10.3	       6.9	       0.7	     -15.2	      15.8	
   136	1.360	      -4.2	       2.4	       3.3	       0.7	      -8.2	       0.2	      -1.4	       5.0	      -0.7	       2.8	       1.6	       5.5	      -2.0	       4.9	     -14.6	       2.0	      -4.9	     -14.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.5	     180.0	      90.0	     -17.7	    -180.0	      90.0	       1.6	     -10.5	       7.0	       0.7	     -15.2	      16.0	
   137	1.370	      -4.1	       2.5	       3.6	       0.7	      -8.1	       0.4	      -1.3	       4.8	      -0.7	       2.9	       1.7	       5.5	      -2.0	       4.9	     -14.7	       2.0	      -4.9	     -14.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.6	     180.0	      90.0	     -17.7	    -180.0	      90.0	       1.6	     -10.6	       7.1	       0.7	     -15.2	      16.1	
   138	1.380	      -4.0	       2.5	       4.1	       0.7	      -8.0	       0.6	      -1.3	       4.7	      -0.7	       3.0	       1.7	       5.5	      -2.0	       4.9	     -14.8	       2.0	      -4.9	     -14.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -24.8	    -180.0	      90.0	     -17.6	    -180.0	      90.0	       1.6	     -10.8	       7.3	       0.8	     -15.2	      16.3	
   139	1.390	      -3.8	       2.5	       4.6	       0.6	      -8.0	       0.9	      -1.3	       4.6	      -0.7	       3.1	       1.8	       5.6	      -2.0	       4.9	     -14.8	       2.0	      -4.9	     -14.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -25.0	     180.0	      90.0	     -17.6	    -180.0	      90.0	       1.6	     -10.9	       7.5	       0.8	     -15.2	      16.5	
   140	1.400	      -3.7	       2.6	       5.3	       0.6	      -7.9	       1.2	      -1.3	       4.4	      -0.7	       3.2	       1.8	       5.6	      -2.0	       4.9	     -14.9	       2.0	      -4.9	     -14.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -25.3	    -180.0	      90.0	     -17.5	    -180.0	      90.0	       1.5	     -11.1	       7.7	       0.8	     -15.1	      16.6	
   141	1.410	      -3.5	       2.6	       6.1	       0.5	      -7.9	       1.6	      -1.4	       4.3	      -0.7	       3.4	       1.9	       5.7	      -1.9	       4.9	     -15.0	       1.9	      -4.9	     -15.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -25.5	    -180.0	      90.0	     -17.5	    -180.0	      90.0	       1.5	     -11.3	       7.9	       0.7	     -15.1	      16.8	
   142	1.420	      -3.2	       2.7	       7.0	       0.5	      -7.8	       2.1	      -1.5	       4.2	      -0.6	       3.5	       1.9	       5.8	      -1.9	       4.9	     -15.1	       1.9	      -4.9	     -15.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -25.7	    -180.0	      90.0	     -17.4	    -180.0	      90.0	       1.5	     -11.5	       8.2	       0.7	     -15.1	      17.0	
   143	1.430	      -3.1	       2.8	       8.0	       0.4	      -7.8	       2.7	      -1.5	       4.1	      -0.5	       3.7	       1.9	       6.0	      -1.8	       5.0	     -15.2	       1.8	      -5.0	     -15.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -26.0	    -180.0	      90.0	     -17.4	    -180.0	      90.0	       1.5	     -11.6	       8.5	       0.7	     -15.1	      17.1	
   144	1.440	      -2.9	       3.0	       9.1	       0.4	      -7.8	       3.3	      -1.6	       4.1	      -0.4	       3.8	       1.9	       6.1	      -1.8	       5.0	     -15.2	       1.8	      -5.0	     -15.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -26.3	    -180.0	      90.0	     -17.4	     180.0	      90.0	       1.4	     -11.8	       8.7	       0.8	     -15.1	      17.3	
   145	1.450	      -2.9	       3.1	      10.4	       0.5	      -7.8	       4.0	      -1.6	       4.0	      -0.4	       4.0	       1.9	       6.2	      -1.7	       5.0	     -15.3	       1.7	      -5.0	     -15.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -26.6	    -180.0	      90.0	     -17.3	     180.0	      90.0	       1.4	     -11.9	       8.9	       0.8	     -15.1	      17.4	
   146	1.460	      -2.9	       3.2	      11.7	       0.6	      -7.8	       4.8	      -1.6	       3.9	      -0.3	       4.2	       2.0	       6.3	      -1.7	       5.0	     -15.5	       1.7	      -5.0	     -15.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -27.1	     180.0	      90.0	     -17.3	     180.0	      90.0	       1.4	     -12.0	       9.1	       0.8	     -15.2	      17.6	
   147	1.470	      -3.2	       3.3	      13.2	       0.8	      -7.7	       5.6	      -1.7	       3.8	      -0.3	       4.4	       2.0	       6.3	      -1.6	       4.9	     -15.6	       1.6	      -4.9	     -15.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -27.6	     180.0	      90.0	     -17.3	     180.0	      90.0	       1.4	     -12.1	       9.2	       0.9	     -15.3	      17.8	
   148	1.480	      -3.5	       3.5	      14.7	       1.1	      -7.6	       6.5	      -1.8	       3.7	      -0.3	       4.6	       2.0	       6.4	      -1.6	       4.9	     -15.7	       1.6	      -4.9	     -15.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -28.2	     180.0	      90.0	     -17.2	    -180.0	      90.0	       1.3	     -12.1	       9.3	       1.0	     -15.4	      18.0	
   149	1.490	      -4.0	       3.6	      16.3	       1.5	      -7.4	       7.4	      -1.9	       3.5	      -0.4	       4.8	       2.0	       6.4	      -1.5	       4.8	     -15.9	       1.5	      -4.8	     -15.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -28.8	    -180.0	      90.0	     -17.2	    -180.0	      90.0	       1.3	     -12.2	       9.3	       1.1	     -15.4	      18.1	
   150	1.500	      -4.5	       3.9	      17.8	       1.9	      -7.3	       8.3	      -2.0	       3.3	      -0.5	       5.0	       2.1	       6.4	      -1.5	       4.7	     -16.0	       1.5	      -4.7	     -16.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -29.5	     180.0	      90.0	     -17.2	     180.0	      90.0	       1.2	     -12.3	       9.3	       1.2	     -15.5	      18.3	
   151	1.510	      -5.1	       4.1	      19.4	       2.5	      -7.1	       9.2	      -2.1	       3.1	      -0.6	       5.2	       2.1	       6.3	      -1.4	       4.6	     -16.2	       1.4	      -4.6	     -16.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -30.1	     180.0	      90.0	     -17.2	    -180.0	      90.0	       1.1	     -12.5	       9.4	       1.2	     -15.5	      18.4	
   152	1.520	      -5.7	       4.5	      20.8	       3.1	      -6.9	      10.0	      -2.1	       2.9	      -0.7	       5.3	       2.1	       6.3	      -1.3	       4.5	     -16.3	       1.3	      -4.5	     -16.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -30.7	     180.0	      90.0	     -17.2	     180.0	      90.0	       1.0	     -12.7	       9.4	       1.2	     -15.5	      18.5	
   153	1.530	      -6.2	       4.9	      22.2	       3.6	      -6.7	      10.9	      -2.1	       2.7	      -0.8	       5.4	       2.2	       6.2	      -1.1	       4.3	     -16.4	       1.1	      -4.3	     -16.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -31.2	    -180.0	      90.0	     -17.2	     180.0	      90.0	       0.9	     -13.1	       9.4	       1.2	     -15.5	      18.5	
   154	1.540	      -6.5	       5.4	      23.4	       4.1	      -6.5	      11.7	      -2.2	       2.5	      -0.9	       5.5	       2.3	       6.2	      -0.9	       4.2	     -16.5	       0.9	      -4.2	     -16.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -31.5	    -180.0	      90.0	     -17.2	    -180.0	      90.0	       0.8	     -13.4	       9.5	       1.2	     -15.4	      18.6	
   155	1.550	      -6.8	       5.8	      24.4	       4.5	      -6.4	      12.6	      -2.3	       2.3	      -1.0	       5.6	       2.3	       6.1	      -0.7	       4.0	     -16.6	       0.7	      -4.0	     -16.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -31.7	    -180.0	      90.0	     -17.2	    -180.0	      90.0	       0.7	     -13.8	       9.6	       1.2	     -15.3	      18.6	
   156	1.560	      -6.9	       6.2	      25.3	       4.7	      -6.2	      13.4	      -2.4	       2.1	      -1.1	       5.8	       2.4	       6.0	      -0.4	       3.9	     -16.7	       0.4	      -3.9	     -16.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -31.8	    -180.0	      90.0	     -17.2	    -180.0	      90.0	       0.7	     -14.2	       9.7	       1.2	     -15.2	      18.7	
   157	1.570	      -6.8	       6.6	      26.0	       4.9	      -6.1	      14.2	      -2.7	       1.9	      -1.2	       6.1	       2.4	       6.0	      -0.1	       3.8	     -16.8	       0.1	      -3.8	     -16.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -31.8	    -180.0	      90.0	     -17.2	     180.0	      90.0	       0.6	     -14.6	       9.7	       1.2	     -15.0	      18.7	
   158	1.580	      -6.7	       6.9	      26.5	       5.0	      -6.0	      15.0	      -3.0	       1.8	      -1.3	       6.4	       2.4	       5.8	       0.2	       3.6	     -16.8	      -0.2	      -3.6	     -16.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -31.8	     180.0	      90.0	     -17.2	    -180.0	      90.0	       0.6	     -14.9	       9.7	       1.2	     -14.8	      18.7	
   159	1.590	      -6.6	       7.1	      26.9	       5.0	      -5.9	      15.8	      -3.3	       1.6	      -1.4	       6.6	       2.5	       5.7	       0.5	       3.5	     -16.8	      -0.5	      -3.5	     -16.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -31.7	    -180.0	      90.0	     -17.2	    -180.0	      90.0	       0.6	     -15.2	       9.7	       1.2	     -14.6	      18.7	
   160	1.600	      -6.5	       7.3	      27.1	       4.9	      -5.8	      16.6	      -3.6	       1.5	      -1.5	       6.8	       2.5	       5.6	       0.8	       3.4	     -16.9	      -0.8	      -3.4	     -16.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -31.4	     180.0	      90.0	     -17.3	    -180.0	      90.0	       0.6	     -15.4	       9.6	       1.2	     -14.4	      18.7	
