BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
   261	2.610	      10.7	       3.9	      18.8	       0.9	      -9.6	     -10.4	      -6.9	       2.5	      22.2	       3.6	       0.6	      10.6	      -5.4	       9.0	     -14.4	       5.4	      -9.0	     -14.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -50.5	    -180.0	      90.0	     -17.1	     180.0	      90.0	       2.1	     -15.5	       8.7	       1.6	      -5.5	      -3.4	
   262	2.620	      10.8	       4.3	      21.1	       0.8	      -9.9	     -10.0	      -7.0	       2.7	      21.9	       5.7	       0.3	      12.1	      -5.0	       9.2	     -14.6	       5.0	      -9.2	     -14.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -53.8	    -180.0	      90.0	     -17.9	     180.0	      90.0	       2.2	     -15.2	       6.9	       1.6	      -7.5	      -2.8	
   263	2.630	      10.6	       4.7	      23.6	       0.7	     -10.2	      -9.4	      -7.0	       2.8	      21.6	       7.4	      -0.0	      13.6	      -4.6	       9.3	     -14.8	       4.6	      -9.3	     -14.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -57.3	     180.0	      90.0	     -18.4	     180.0	      90.0	       2.2	     -14.7	       4.7	       1.5	      -9.3	      -2.0	
   264	2.640	      10.3	       5.1	      26.2	       0.6	     -10.4	      -8.8	      -6.8	       3.0	      21.1	       8.6	      -0.3	      14.8	      -4.3	       9.4	     -14.9	       4.3	      -9.4	     -14.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -61.1	    -180.0	      90.0	     -18.9	     180.0	      90.0	       2.3	     -14.0	       2.3	       1.5	     -10.8	      -1.1	
   265	2.650	       9.9	       5.4	      28.9	       0.7	     -10.7	      -7.9	      -6.5	       3.1	      20.4	       9.2	      -0.4	      15.7	      -3.9	       9.5	     -14.9	       3.9	      -9.5	     -14.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -65.1	    -180.0	      90.0	     -19.2	    -180.0	      90.0	       2.5	     -13.1	      -0.4	       1.4	     -11.9	      -0.3	
   266	2.660	       9.3	       5.7	      31.6	       0.8	     -10.8	      -6.9	      -6.1	       3.3	      19.6	       9.2	      -0.5	      16.2	      -3.6	       9.5	     -14.9	       3.6	      -9.5	     -14.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -69.1	     180.0	      90.0	     -19.4	    -180.0	      90.0	       2.7	     -12.0	      -3.2	       1.4	     -12.5	       0.5	
   267	2.670	       8.7	       5.8	      34.5	       0.9	     -10.9	      -5.7	      -5.6	       3.4	      18.7	       9.0	      -0.6	      16.4	      -3.3	       9.5	     -14.8	       3.3	      -9.5	     -14.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -72.9	     180.0	      90.0	     -19.6	    -180.0	      90.0	       3.0	     -10.9	      -5.8	       1.4	     -12.8	       1.2	
   268	2.680	       8.2	       5.8	      37.4	       1.0	     -10.9	      -4.3	      -5.1	       3.4	      17.8	       8.6	      -0.6	      16.4	      -3.0	       9.5	     -14.8	       3.0	      -9.5	     -14.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -76.4	    -180.0	      90.0	     -19.7	    -180.0	      90.0	       3.3	     -10.0	      -8.0	       1.3	     -12.8	       1.8	
   269	2.690	       8.1	       5.6	      40.4	       1.0	     -10.9	      -2.7	      -4.6	       3.5	      16.9	       8.2	      -0.6	      16.4	      -2.6	       9.5	     -14.7	       2.6	      -9.5	     -14.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -79.2	    -180.0	      90.0	     -19.8	    -180.0	      90.0	       3.5	      -9.6	      -9.6	       1.3	     -12.8	       2.4	
   270	2.700	       8.3	       5.4	      43.4	       0.9	     -10.9	      -1.0	      -4.2	       3.6	      15.9	       7.9	      -0.5	      16.2	      -2.3	       9.4	     -14.6	       2.3	      -9.4	     -14.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -81.3	    -180.0	      90.0	     -19.8	    -180.0	      90.0	       3.8	      -9.7	     -10.5	       1.2	     -12.9	       3.0	
   271	2.710	       8.8	       5.1	      46.3	       0.8	     -10.8	       0.7	      -3.8	       3.6	      15.0	       7.7	      -0.4	      16.0	      -2.1	       9.4	     -14.6	       2.1	      -9.4	     -14.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -82.3	    -180.0	      90.0	     -19.9	    -180.0	      90.0	       3.9	     -10.7	     -10.8	       1.2	     -13.1	       3.7	
   272	2.720	       9.6	       4.7	      49.1	       0.6	     -10.7	       2.5	      -3.5	       3.5	      14.0	       7.8	      -0.4	      15.8	      -1.8	       9.3	     -14.5	       1.8	      -9.3	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -82.3	     180.0	      90.0	     -19.9	     180.0	      90.0	       4.0	     -12.2	     -10.6	       1.2	     -13.5	       4.4	
   273	2.730	      10.5	       4.4	      51.5	       0.4	     -10.5	       4.3	      -3.2	       3.5	      13.1	       8.2	      -0.2	      15.6	      -1.5	       9.2	     -14.5	       1.5	      -9.2	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -81.6	     180.0	      90.0	     -19.9	    -180.0	      90.0	       4.0	     -14.1	     -10.1	       1.1	     -14.0	       5.1	
   274	2.740	      11.3	       4.1	      53.7	       0.1	     -10.4	       5.9	      -3.0	       3.4	      12.1	       8.7	      -0.1	      15.4	      -1.3	       9.1	     -14.5	       1.3	      -9.1	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -80.4	     180.0	      90.0	     -19.9	     180.0	      90.0	       3.9	     -16.0	      -9.2	       1.1	     -14.7	       5.8	
   275	2.750	      11.8	       3.8	      55.5	      -0.2	     -10.2	       7.5	      -2.9	       3.3	      11.0	       9.3	      -0.0	      15.0	      -1.0	       8.9	     -14.5	       1.0	      -8.9	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -79.0	     180.0	      90.0	     -19.9	     180.0	      90.0	       3.8	     -17.7	      -8.2	       1.2	     -15.3	       6.5	
   276	2.760	      11.9	       3.7	      56.8	      -0.5	     -10.1	       9.0	      -2.8	       3.2	      10.0	       9.8	       0.1	      14.6	      -0.6	       8.7	     -14.5	       0.6	      -8.7	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -77.5	     180.0	      90.0	     -19.9	     180.0	      90.0	       3.6	     -18.9	      -7.0	       1.2	     -15.8	       7.2	
   277	2.770	      11.6	       3.6	      57.7	      -0.8	      -9.9	      10.3	      -2.7	       3.0	       8.9	      10.3	       0.2	      14.1	      -0.2	       8.5	     -14.5	       0.2	      -8.5	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -75.9	     180.0	      90.0	     -19.9	    -180.0	      90.0	       3.4	     -19.5	      -5.7	       1.2	     -16.1	       7.8	
   278	2.780	      10.9	       3.7	      58.2	      -1.0	      -9.8	      11.5	      -2.5	       2.9	       7.7	      10.6	       0.3	      13.5	       0.2	       8.2	     -14.5	      -0.2	      -8.2	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -74.3	     180.0	      90.0	     -19.9	     180.0	      90.0	       3.2	     -19.4	      -4.5	       1.2	     -16.2	       8.3	
   279	2.790	       9.9	       3.9	      58.2	      -1.1	      -9.6	      12.6	      -2.4	       2.7	       6.5	      10.8	       0.5	      12.8	       0.7	       7.9	     -14.4	      -0.7	      -7.9	     -14.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -72.5	    -180.0	      90.0	     -19.8	    -180.0	      90.0	       2.9	     -18.8	      -3.4	       1.2	     -16.2	       8.8	
   280	2.800	       8.7	       4.3	      57.8	      -1.2	      -9.5	      13.6	      -2.2	       2.5	       5.4	      10.9	       0.6	      12.1	       1.2	       7.6	     -14.4	      -1.2	      -7.6	     -14.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -70.5	    -180.0	      90.0	     -19.8	    -180.0	      90.0	       2.7	     -18.0	      -2.5	       1.2	     -16.2	       9.2	
   281	2.810	       7.4	       4.8	      57.0	      -1.1	      -9.3	      14.4	      -2.1	       2.3	       4.2	      11.2	       0.8	      11.4	       1.7	       7.3	     -14.3	      -1.7	      -7.3	     -14.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -68.4	    -180.0	      90.0	     -19.8	    -180.0	      90.0	       2.5	     -17.1	      -1.6	       1.2	     -16.2	       9.6	
   282	2.820	       6.2	       5.4	      55.8	      -0.9	      -9.1	      15.2	      -2.0	       2.1	       3.0	      11.4	       0.9	      10.8	       2.2	       6.9	     -14.2	      -2.2	      -6.9	     -14.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -66.0	    -180.0	      90.0	     -19.8	    -180.0	      90.0	       2.3	     -16.2	      -0.8	       1.3	     -16.2	      10.0	
   283	2.830	       5.0	       6.1	      54.4	      -0.5	      -8.9	      15.8	      -2.0	       1.9	       1.9	      11.7	       1.0	      10.1	       2.7	       6.6	     -14.1	      -2.7	      -6.6	     -14.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -63.4	    -180.0	      90.0	     -19.9	     180.0	      90.0	       2.1	     -15.4	      -0.0	       1.3	     -16.2	      10.4	
   284	2.840	       3.9	       6.8	      52.6	       0.0	      -8.8	      16.3	      -2.0	       1.6	       0.8	      12.0	       1.2	       9.5	       3.1	       6.3	     -14.1	      -3.1	      -6.3	     -14.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -60.5	    -180.0	      90.0	     -19.9	    -180.0	      90.0	       1.9	     -14.8	       0.7	       1.3	     -16.2	      10.8	
   285	2.850	       2.7	       7.6	      50.7	       0.6	      -8.6	      16.8	      -1.9	       1.4	      -0.3	      12.3	       1.3	       8.9	       3.5	       6.0	     -14.0	      -3.5	      -6.0	     -14.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -57.5	    -180.0	      90.0	     -20.0	    -180.0	      90.0	       1.7	     -14.4	       1.4	       1.3	     -16.2	      11.1	
   286	2.860	       1.5	       8.3	      48.5	       1.2	      -8.5	      17.3	      -1.9	       1.3	      -1.3	      12.4	       1.5	       8.4	       3.9	       5.7	     -13.9	      -3.9	      -5.7	     -13.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -54.3	    -180.0	      90.0	     -20.0	    -180.0	      90.0	       1.5	     -14.1	       2.0	       1.3	     -16.3	      11.5	
   287	2.870	       0.2	       9.0	      46.1	       1.9	      -8.3	      17.7	      -1.7	       1.1	      -2.4	      12.5	       1.6	       7.7	       4.3	       5.4	     -13.9	      -4.3	      -5.4	     -13.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -51.1	    -180.0	      90.0	     -20.1	    -180.0	      90.0	       1.3	     -13.9	       2.4	       1.3	     -16.4	      11.8	
   288	2.880	      -1.1	       9.5	      43.6	       2.5	      -8.2	      18.0	      -1.4	       1.0	      -3.4	      12.6	       1.8	       7.1	       4.6	       5.1	     -13.8	      -4.6	      -5.1	     -13.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -48.1	    -180.0	      90.0	     -20.2	     180.0	      90.0	       1.2	     -14.0	       2.7	       1.3	     -16.5	      12.2	
   289	2.890	      -2.5	       9.9	      40.9	       3.0	      -8.2	      18.3	      -1.2	       0.9	      -4.4	      12.6	       1.9	       6.5	       4.9	       4.9	     -13.7	      -4.9	      -4.9	     -13.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -45.2	     180.0	      90.0	     -20.3	    -180.0	      90.0	       1.1	     -14.1	       2.9	       1.3	     -16.6	      12.5	
   290	2.900	      -4.1	      10.0	      38.0	       3.3	      -8.1	      18.6	      -0.9	       0.8	      -5.3	      12.5	       2.1	       5.9	       5.2	       4.7	     -13.6	      -5.2	      -4.7	     -13.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -42.3	     180.0	      90.0	     -20.4	     180.0	      90.0	       1.0	     -14.3	       3.0	       1.3	     -16.7	      12.7	
   291	2.910	      -5.6	       9.9	      35.0	       3.5	      -8.0	      18.9	      -0.5	       0.7	      -6.2	      12.4	       2.2	       5.3	       5.5	       4.5	     -13.5	      -5.5	      -4.5	     -13.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -39.4	    -180.0	      90.0	     -20.5	    -180.0	      90.0	       1.0	     -14.2	       2.9	       1.2	     -16.7	      13.0	
   292	2.920	      -7.3	       9.6	      32.0	       3.5	      -8.0	      19.1	      -0.2	       0.7	      -7.1	      12.2	       2.3	       4.8	       5.8	       4.3	     -13.4	      -5.8	      -4.3	     -13.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -36.5	     180.0	      90.0	     -20.7	     180.0	      90.0	       1.0	     -13.8	       2.8	       1.2	     -16.7	      13.4	
   293	2.930	      -8.9	       9.0	      28.9	       3.2	      -8.0	      19.2	       0.0	       0.7	      -7.9	      12.1	       2.4	       4.4	       6.0	       4.2	     -13.3	      -6.0	      -4.2	     -13.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -33.6	    -180.0	      90.0	     -20.8	     180.0	      90.0	       1.0	     -13.1	       2.7	       1.2	     -16.7	      13.7	
   294	2.940	     -10.4	       8.3	      25.8	       2.8	      -8.0	      19.3	       0.3	       0.7	      -8.6	      12.0	       2.5	       4.0	       6.3	       4.1	     -13.3	      -6.3	      -4.1	     -13.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -30.8	     180.0	      90.0	     -21.0	    -180.0	      90.0	       1.0	     -12.0	       2.5	       1.1	     -16.7	      14.0	
   295	2.950	     -11.6	       7.5	      22.6	       2.1	      -8.0	      19.3	       0.5	       0.7	      -9.3	      11.9	       2.5	       3.8	       6.6	       4.0	     -13.2	      -6.6	      -4.0	     -13.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -28.1	    -180.0	      90.0	     -21.2	     180.0	      90.0	       1.1	     -10.7	       2.2	       1.1	     -16.7	      14.4	
   296	2.960	     -12.4	       6.6	      19.6	       1.3	      -8.0	      19.4	       0.7	       0.7	      -9.9	      11.9	       2.6	       3.6	       6.8	       4.0	     -13.1	      -6.8	      -4.0	     -13.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -25.5	     180.0	      90.0	     -21.4	     180.0	      90.0	       1.2	      -9.4	       1.9	       1.1	     -16.8	      14.8	
   297	2.970	     -12.7	       5.8	      16.7	       0.5	      -8.1	      19.4	       0.9	       0.8	     -10.5	      11.9	       2.6	       3.5	       7.1	       4.0	     -13.0	      -7.1	      -4.0	     -13.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.0	    -180.0	      90.0	     -21.5	    -180.0	      90.0	       1.3	      -8.3	       1.7	       1.0	     -16.8	      15.3	
   298	2.980	     -12.5	       5.1	      13.9	      -0.3	      -8.3	      19.5	       1.1	       0.9	     -11.0	      11.9	       2.6	       3.4	       7.3	       4.0	     -12.9	      -7.3	      -4.0	     -12.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -20.6	     180.0	      90.0	     -21.8	     180.0	      90.0	       1.4	      -7.4	       1.5	       1.0	     -16.8	      15.7	
   299	2.990	     -11.9	       4.5	      11.4	      -1.1	      -8.4	      19.5	       1.3	       1.0	     -11.5	      11.9	       2.5	       3.5	       7.5	       4.0	     -12.8	      -7.5	      -4.0	     -12.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -18.3	    -180.0	      90.0	     -22.0	     180.0	      90.0	       1.4	      -6.7	       1.3	       0.9	     -16.8	      16.1	
   300	3.000	     -11.0	       3.9	       9.0	      -1.6	      -8.6	      19.6	       1.4	       1.2	     -12.0	      11.8	       2.5	       3.6	       7.7	       4.1	     -12.7	      -7.7	      -4.1	     -12.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -16.1	    -180.0	      90.0	     -22.3	    -180.0	      90.0	       1.5	      -6.2	       1.2	       0.9	     -16.7	      16.5	
   301	3.010	     -10.1	       3.4	       6.9	      -1.9	      -8.8	      19.7	       1.5	       1.4	     -12.5	      11.8	       2.4	       3.7	       7.8	       4.2	     -12.6	      -7.8	      -4.2	     -12.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -14.1	     180.0	      90.0	     -22.6	    -180.0	      90.0	       1.5	      -5.7	       1.1	       0.9	     -16.5	      16.9	
   302	3.020	      -9.3	       3.0	       5.0	      -2.1	      -8.9	      19.7	       1.5	       1.5	     -13.0	      11.7	       2.3	       3.9	       8.0	       4.2	     -12.6	      -8.0	      -4.2	     -12.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -12.3	    -180.0	      90.0	     -23.1	    -180.0	      90.0	       1.5	      -5.3	       1.0	       0.8	     -16.3	      17.2	
   303	3.030	      -8.9	       2.6	       3.3	      -2.2	      -9.0	      19.7	       1.4	       1.6	     -13.5	      11.7	       2.3	       4.1	       8.1	       4.3	     -12.6	      -8.1	      -4.3	     -12.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -10.8	     180.0	      90.0	     -23.6	    -180.0	      90.0	       1.5	      -4.8	       0.9	       0.8	     -16.1	      17.4	
   304	3.040	      -8.8	       2.3	       2.0	      -2.1	      -9.0	      19.7	       1.3	       1.6	     -14.0	      11.7	       2.2	       4.3	       8.2	       4.2	     -12.6	      -8.2	      -4.2	     -12.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	      -9.7	    -180.0	      90.0	     -24.2	    -180.0	      90.0	       1.5	      -4.2	       0.8	       0.8	     -15.8	      17.5	
   305	3.050	      -9.0	       2.0	       1.1	      -1.9	      -9.0	      19.7	       1.1	       1.5	     -14.6	      11.6	       2.2	       4.5	       8.3	       4.2	     -12.7	      -8.3	      -4.2	     -12.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	      -8.9	     180.0	      90.0	     -24.9	     180.0	      90.0	       1.5	      -3.8	       0.8	       0.8	     -15.4	      17.4	
   306	3.060	      -9.4	       1.9	       0.6	      -1.6	      -8.9	      19.8	       1.0	       1.4	     -15.2	      11.5	       2.2	       4.7	       8.3	       4.1	     -12.8	      -8.3	      -4.1	     -12.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	      -8.5	     180.0	      90.0	     -25.9	    -180.0	      90.0	       1.5	      -3.6	       0.8	       0.8	     -15.0	      17.3	
   307	3.070	      -9.9	       1.9	       0.6	      -1.2	      -8.8	      19.9	       0.8	       1.3	     -15.8	      11.4	       2.3	       5.0	       8.4	       4.0	     -12.9	      -8.4	      -4.0	     -12.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	      -8.4	    -180.0	      90.0	     -27.0	    -180.0	      90.0	       1.5	      -3.6	       0.7	       0.8	     -14.5	      17.0	
   308	3.080	     -10.4	       1.9	       1.0	      -0.8	      -8.7	      20.0	       0.7	       1.1	     -16.4	      11.2	       2.3	       5.2	       8.5	       3.9	     -12.9	      -8.5	      -3.9	     -12.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	      -8.8	    -180.0	      90.0	     -28.3	    -180.0	      90.0	       1.5	      -3.7	       0.4	       0.7	     -14.0	      16.6	
   309	3.090	     -10.9	       1.9	       1.8	      -0.3	      -8.6	      20.1	       0.5	       0.8	     -16.9	      11.0	       2.4	       5.6	       8.6	       3.8	     -13.0	      -8.6	      -3.8	     -13.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	      -9.6	    -180.0	      90.0	     -29.7	    -180.0	      90.0	       1.5	      -3.8	      -0.1	       0.7	     -13.4	      16.1	
   310	3.100	     -11.3	       2.0	       2.8	       0.1	      -8.5	      20.3	       0.4	       0.5	     -17.4	      10.8	       2.4	       6.1	       8.8	       3.7	     -13.0	      -8.8	      -3.7	     -13.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -10.9	    -180.0	      90.0	     -31.3	    -180.0	      90.0	       1.5	      -3.8	      -0.9	       0.8	     -12.8	      15.5	
   311	3.110	     -11.4	       2.1	       4.0	       0.4	      -8.4	      20.6	       0.1	       0.3	     -17.8	      10.6	       2.4	       6.7	       8.9	       3.5	     -13.1	      -8.9	      -3.5	     -13.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -12.6	     180.0	      90.0	     -33.1	    -180.0	      90.0	       1.5	      -3.6	      -1.9	       0.8	     -12.1	      14.7	
   312	3.120	     -11.1	       2.2	       5.5	       0.5	      -8.2	      20.9	      -0.1	      -0.0	     -18.1	      10.5	       2.4	       7.4	       9.0	       3.3	     -13.3	      -9.0	      -3.3	     -13.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -14.6	    -180.0	      90.0	     -35.0	     180.0	      90.0	       1.6	      -3.3	      -3.1	       0.8	     -11.4	      13.9	
   313	3.130	     -10.1	       2.3	       7.2	       0.5	      -8.1	      21.3	      -0.5	      -0.3	     -18.3	      10.3	       2.4	       8.4	       9.0	       3.1	     -13.4	      -9.0	      -3.1	     -13.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -16.6	    -180.0	      90.0	     -37.2	    -180.0	      90.0	       1.6	      -3.3	      -4.1	       0.9	     -10.7	      12.9	
   314	3.140	      -8.5	       2.4	       9.2	       0.3	      -7.9	      21.7	      -0.9	      -0.6	     -18.4	      10.2	       2.3	       9.5	       9.0	       2.9	     -13.7	      -9.0	      -2.9	     -13.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -18.6	     180.0	      90.0	     -39.6	    -180.0	      90.0	       1.7	      -3.8	      -4.8	       0.9	     -10.1	      11.7	
   315	3.150	      -6.2	       2.4	      11.4	       0.1	      -7.7	      22.1	      -1.4	      -0.9	     -18.3	      10.0	       2.2	      10.8	       8.9	       2.7	     -13.9	      -8.9	      -2.7	     -13.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -20.3	     180.0	      90.0	     -42.2	     180.0	      90.0	       1.7	      -5.0	      -5.0	       1.0	      -9.4	      10.4	
   316	3.160	      -3.4	       2.4	      13.7	      -0.1	      -7.5	      22.5	      -2.0	      -1.1	     -18.2	       9.8	       2.1	      12.3	       8.8	       2.5	     -14.2	      -8.8	      -2.5	     -14.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -21.7	     180.0	      90.0	     -45.2	     180.0	      90.0	       1.7	      -7.0	      -4.8	       1.2	      -8.7	       8.8	
   317	3.170	      -0.6	       2.4	      15.9	      -0.1	      -7.2	      22.7	      -2.7	      -1.4	     -18.0	       9.5	       1.9	      14.1	       8.6	       2.2	     -14.4	      -8.6	      -2.2	     -14.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -22.8	    -180.0	      90.0	     -48.4	    -180.0	      90.0	       1.7	      -9.3	      -4.3	       1.3	      -8.0	       7.0	
   318	3.180	       1.9	       2.4	      17.8	       0.0	      -6.9	      22.7	      -3.3	      -1.6	     -17.6	       9.1	       1.7	      16.1	       8.4	       2.0	     -14.5	      -8.4	      -2.0	     -14.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.6	     180.0	      90.0	     -52.0	     180.0	      90.0	       1.8	     -11.8	      -3.6	       1.6	      -7.3	       4.8	
