BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
   136	1.360	      -9.7	       1.7	      -1.0	      -1.5	      -9.7	      -3.7	      -4.8	       0.7	      -4.9	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.1	       5.5	      -6.9	      -1.1	      -5.5	      -6.9	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.1	       3.5	
   137	1.370	      -9.6	       1.7	      -1.0	      -1.5	      -9.7	      -3.7	      -4.9	       0.7	      -4.9	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.6	      -2.1	      -5.8	       1.6	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.1	       5.5	      -6.9	      -1.1	      -5.5	      -6.9	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.1	       3.5	
   138	1.380	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.7	      -4.9	       0.7	      -4.9	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.0	       5.5	      -6.9	      -1.0	      -5.5	      -6.9	     -24.6	    -180.0	      90.0	      14.2	       0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.2	       3.5	
   139	1.390	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.9	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.0	       5.5	      -6.9	      -1.0	      -5.5	      -6.9	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.1	       3.5	
   140	1.400	      -9.7	       1.7	      -1.0	      -1.5	      -9.7	      -3.6	      -4.9	       0.7	      -4.9	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.0	       5.5	      -6.9	      -1.0	      -5.5	      -6.9	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.1	       3.5	
   141	1.410	      -9.7	       1.7	      -1.0	      -1.5	      -9.7	      -3.6	      -4.9	       0.7	      -4.9	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.0	       5.5	      -6.9	      -1.0	      -5.5	      -6.9	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.9	       1.1	      -8.1	       3.5	
   142	1.420	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.8	       0.7	      -4.9	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.0	       5.5	      -6.9	      -1.0	      -5.5	      -6.9	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.1	       3.5	
   143	1.430	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.8	       0.7	      -4.9	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.0	       5.5	      -6.9	      -1.0	      -5.5	      -6.9	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.2	       3.5	
   144	1.440	      -9.7	       1.7	      -1.0	      -1.5	      -9.7	      -3.6	      -4.8	       0.7	      -4.8	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.0	       5.5	      -6.9	      -1.0	      -5.5	      -6.9	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.1	       3.5	
   145	1.450	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.8	       0.7	      -4.8	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.0	       5.5	      -6.9	      -1.0	      -5.5	      -6.9	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.9	       1.1	      -8.1	       3.5	
   146	1.460	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.8	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.7	      -3.0	      -0.2	       8.7	       1.1	       5.5	      -7.0	      -1.1	      -5.5	      -7.0	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.1	       3.5	
   147	1.470	      -9.6	       1.7	      -0.9	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.8	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.8	      -3.0	      -0.2	       8.8	       1.1	       5.5	      -7.0	      -1.1	      -5.5	      -7.0	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.1	       3.5	
   148	1.480	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.8	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.8	      -3.0	      -0.2	       8.8	       1.1	       5.5	      -7.0	      -1.1	      -5.5	      -7.0	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   149	1.490	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.8	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.8	      -3.0	      -0.2	       8.8	       1.1	       5.5	      -7.0	      -1.1	      -5.5	      -7.0	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.8	       1.0	      -8.1	       3.5	
   150	1.500	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.8	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.8	      -3.0	      -0.2	       8.8	       1.1	       5.5	      -7.0	      -1.1	      -5.5	      -7.0	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   151	1.510	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.8	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.8	      -3.0	      -0.2	       8.8	       1.1	       5.5	      -7.0	      -1.1	      -5.5	      -7.0	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   152	1.520	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.9	      -3.0	      -0.2	       8.9	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   153	1.530	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.9	      -3.0	      -0.2	       8.9	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   154	1.540	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.9	      -3.0	      -0.2	       8.9	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   155	1.550	      -9.7	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.9	      -3.0	      -0.2	       8.9	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   156	1.560	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.8	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       8.9	      -3.0	      -0.2	       8.9	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.1	       3.5	
   157	1.570	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.8	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       9.0	      -3.0	      -0.2	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   158	1.580	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.8	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       9.0	      -3.0	      -0.2	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.5	
   159	1.590	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.8	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       9.0	      -3.0	      -0.2	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.5	
   160	1.600	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.8	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       9.0	      -3.0	      -0.2	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.1	       3.5	
   161	1.610	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.2	       9.0	      -3.0	      -0.2	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.2	       3.5	
   162	1.620	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.8	       0.8	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.2	       9.0	      -3.0	      -0.2	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.2	       3.5	
   163	1.630	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.8	       0.8	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       9.0	      -3.0	      -0.2	       9.0	       1.1	       5.5	      -7.2	      -1.1	      -5.5	      -7.2	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.2	       3.5	
   164	1.640	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.7	      -2.1	      -5.8	       1.7	       3.0	       0.2	       9.0	      -3.0	      -0.2	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.2	       3.5	
   165	1.650	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.2	       3.6	
   166	1.660	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.2	       3.5	
   167	1.670	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.6	      -4.9	       0.8	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.6	
   168	1.680	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.6	      -4.9	       0.8	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.6	
   169	1.690	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.8	       0.8	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.5	
   170	1.700	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.8	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.5	      -7.1	      -1.1	      -5.5	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.5	
   171	1.710	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.8	       0.7	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.6	
   172	1.720	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.7	       1.8	      -2.1	      -5.7	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.6	
   173	1.730	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.6	      -4.9	       0.7	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       8.9	      -3.0	      -0.3	       8.9	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.3	       3.6	
   174	1.740	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.9	       0.7	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.7	       1.8	      -2.1	      -5.7	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.3	       3.6	
   175	1.750	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.8	       0.7	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.7	       1.8	      -2.1	      -5.7	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.2	       3.6	
   176	1.760	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.9	       0.7	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.7	       1.8	      -2.1	      -5.7	       1.8	       3.0	       0.3	       8.9	      -3.0	      -0.3	       8.9	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.2	       3.6	
   177	1.770	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.9	       0.7	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.7	       1.8	      -2.1	      -5.7	       1.8	       3.0	       0.3	       8.9	      -3.0	      -0.3	       8.9	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.6	
   178	1.780	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.9	       0.7	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.7	       1.8	      -2.1	      -5.7	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.0	       5.4	      -7.1	      -1.0	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.2	       3.6	
   179	1.790	      -9.6	       1.7	      -1.0	      -1.5	      -9.8	      -3.5	      -4.9	       0.7	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.7	       1.8	      -2.1	      -5.7	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.9	       1.1	      -8.2	       3.6	
   180	1.800	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.7	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.0	       5.4	      -7.1	      -1.0	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.9	       1.1	      -8.2	       3.6	
   181	1.810	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.0	       5.4	      -7.1	      -1.0	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.1	      -8.1	       3.6	
   182	1.820	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.0	       5.4	      -7.1	      -1.0	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.8	       1.0	      -8.2	       3.6	
   183	1.830	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.7	      -4.7	       0.4	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       1.9	       1.1	      -8.2	       3.6	
   184	1.840	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.0	      -8.1	       3.6	
   185	1.850	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.0	      -8.1	       3.6	
   186	1.860	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.0	      -3.0	      -0.3	       9.0	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.6	
   187	1.870	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.8	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.1	      -3.0	      -0.3	       9.1	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.6	
   188	1.880	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.1	      -3.0	      -0.3	       9.1	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.6	
   189	1.890	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.8	      -2.1	      -5.8	       1.8	       3.0	       0.3	       9.1	      -3.0	      -0.3	       9.1	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   190	1.900	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.9	      -2.1	      -5.8	       1.9	       3.0	       0.3	       9.1	      -3.0	      -0.3	       9.1	       1.0	       5.4	      -7.1	      -1.0	      -5.4	      -7.1	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.6	
   191	1.910	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.5	       2.1	       5.8	       1.9	      -2.1	      -5.8	       1.9	       3.0	       0.3	       9.1	      -3.0	      -0.3	       9.1	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.8	       1.1	      -8.1	       3.5	
   192	1.920	      -9.6	       1.7	      -1.0	      -1.6	      -9.8	      -3.5	      -4.9	       0.8	      -4.7	       0.3	       2.9	      -2.6	       2.1	       5.8	       1.9	      -2.1	      -5.8	       1.9	       3.0	       0.3	       9.1	      -3.0	      -0.3	       9.1	       1.1	       5.4	      -7.1	      -1.1	      -5.4	      -7.1	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -11.9	       1.9	       1.1	      -8.1	       3.5	
