BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
   243	2.430	      -9.2	       1.8	      -0.9	      -1.7	      -9.9	      -3.5	      -5.0	       0.8	      -4.6	       0.7	       3.0	      -2.4	       2.1	       5.8	       2.1	      -2.1	      -5.8	       2.1	       2.8	       0.2	       9.5	      -2.8	      -0.2	       9.5	       0.9	       5.6	      -7.3	      -0.9	      -5.6	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.3	       2.1	       1.1	      -8.3	       3.9	
   244	2.440	      -9.2	       1.8	      -0.9	      -1.7	      -9.9	      -3.5	      -5.0	       0.8	      -4.6	       0.7	       3.0	      -2.4	       2.1	       5.8	       2.1	      -2.1	      -5.8	       2.1	       2.8	       0.2	       9.5	      -2.8	      -0.2	       9.5	       0.9	       5.6	      -7.3	      -0.9	      -5.6	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.4	       2.1	       1.1	      -8.3	       3.9	
   245	2.450	      -9.1	       1.8	      -0.9	      -1.7	      -9.9	      -3.5	      -5.0	       0.8	      -4.6	       0.7	       3.0	      -2.4	       2.1	       5.8	       2.1	      -2.1	      -5.8	       2.1	       2.8	       0.2	       9.5	      -2.8	      -0.2	       9.5	       0.9	       5.5	      -7.3	      -0.9	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.4	       2.1	       1.1	      -8.3	       3.9	
   246	2.460	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.0	       0.9	      -4.5	       0.6	       3.0	      -2.4	       2.1	       5.8	       2.2	      -2.1	      -5.8	       2.2	       2.8	       0.2	       9.5	      -2.8	      -0.2	       9.5	       0.9	       5.6	      -7.3	      -0.9	      -5.6	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.4	       2.1	       1.0	      -8.3	       3.9	
   247	2.470	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.0	       0.9	      -4.6	       0.7	       3.0	      -2.4	       2.1	       5.8	       2.2	      -2.1	      -5.8	       2.2	       2.8	       0.2	       9.5	      -2.8	      -0.2	       9.5	       0.9	       5.6	      -7.3	      -0.9	      -5.6	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.4	       2.1	       1.1	      -8.4	       3.9	
   248	2.480	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.0	       0.9	      -4.6	       0.7	       3.0	      -2.4	       2.1	       5.8	       2.2	      -2.1	      -5.8	       2.2	       2.8	       0.2	       9.5	      -2.8	      -0.2	       9.5	       0.9	       5.6	      -7.3	      -0.9	      -5.6	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.4	       2.1	       1.1	      -8.4	       3.9	
   249	2.490	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.0	       0.9	      -4.6	       0.7	       3.0	      -2.4	       2.1	       5.8	       2.2	      -2.1	      -5.8	       2.2	       2.8	       0.3	       9.5	      -2.8	      -0.3	       9.5	       0.9	       5.5	      -7.2	      -0.9	      -5.5	      -7.2	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.4	       2.1	       1.1	      -8.4	       3.9	
   250	2.500	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.0	       0.9	      -4.6	       0.7	       3.0	      -2.4	       2.2	       5.8	       2.2	      -2.2	      -5.8	       2.2	       2.8	       0.3	       9.5	      -2.8	      -0.3	       9.5	       0.8	       5.5	      -7.2	      -0.8	      -5.5	      -7.2	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.4	       2.1	       1.1	      -8.4	       3.9	
   251	2.510	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.0	       0.9	      -4.6	       0.7	       3.0	      -2.4	       2.2	       5.8	       2.2	      -2.2	      -5.8	       2.2	       2.8	       0.3	       9.5	      -2.8	      -0.3	       9.5	       0.8	       5.5	      -7.2	      -0.8	      -5.5	      -7.2	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.3	       2.1	       1.1	      -8.4	       3.9	
   252	2.520	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.1	       0.9	      -4.6	       0.7	       3.0	      -2.4	       2.2	       5.8	       2.2	      -2.2	      -5.8	       2.2	       2.8	       0.3	       9.5	      -2.8	      -0.3	       9.5	       0.8	       5.5	      -7.2	      -0.8	      -5.5	      -7.2	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.3	       2.1	       1.1	      -8.4	       3.9	
   253	2.530	      -9.2	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.1	       0.9	      -4.5	       0.7	       3.0	      -2.4	       2.2	       5.9	       2.2	      -2.2	      -5.9	       2.2	       2.8	       0.3	       9.5	      -2.8	      -0.3	       9.5	       0.8	       5.5	      -7.2	      -0.8	      -5.5	      -7.2	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.4	       3.9	
   254	2.540	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.1	       0.9	      -4.5	       0.7	       3.0	      -2.4	       2.2	       5.8	       2.2	      -2.2	      -5.8	       2.2	       2.8	       0.3	       9.6	      -2.8	      -0.3	       9.6	       0.8	       5.5	      -7.3	      -0.8	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.3	       2.1	       1.1	      -8.4	       3.9	
   255	2.550	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.4	      -5.1	       0.9	      -4.5	       0.7	       3.0	      -2.4	       2.2	       5.9	       2.2	      -2.2	      -5.9	       2.2	       2.8	       0.3	       9.6	      -2.8	      -0.3	       9.6	       0.8	       5.5	      -7.3	      -0.8	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.4	       3.9	
   256	2.560	      -9.2	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -5.1	       0.9	      -4.5	       0.7	       3.0	      -2.4	       2.2	       5.9	       2.2	      -2.2	      -5.9	       2.2	       2.8	       0.3	       9.6	      -2.8	      -0.3	       9.6	       0.8	       5.5	      -7.3	      -0.8	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.4	       3.8	
   257	2.570	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -5.1	       0.9	      -4.5	       0.7	       3.0	      -2.4	       2.2	       5.8	       2.3	      -2.2	      -5.8	       2.3	       2.8	       0.3	       9.6	      -2.8	      -0.3	       9.6	       0.8	       5.5	      -7.3	      -0.8	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.4	       3.9	
   258	2.580	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -5.1	       0.9	      -4.5	       0.6	       3.0	      -2.4	       2.2	       5.9	       2.3	      -2.2	      -5.9	       2.3	       2.8	       0.3	       9.6	      -2.8	      -0.3	       9.6	       0.8	       5.5	      -7.3	      -0.8	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.4	       3.9	
   259	2.590	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -5.1	       0.9	      -4.5	       0.6	       3.0	      -2.4	       2.2	       5.9	       2.3	      -2.2	      -5.9	       2.3	       2.8	       0.3	       9.6	      -2.8	      -0.3	       9.6	       0.8	       5.5	      -7.3	      -0.8	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.3	       3.8	
   260	2.600	      -9.1	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -5.1	       0.9	      -4.5	       0.6	       3.0	      -2.4	       2.2	       5.9	       2.3	      -2.2	      -5.9	       2.3	       2.8	       0.3	       9.6	      -2.8	      -0.3	       9.6	       0.8	       5.5	      -7.3	      -0.8	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.4	       3.8	
   261	2.610	      -9.2	       1.8	      -0.9	      -1.7	     -10.0	      -3.3	      -5.1	       0.9	      -4.5	       0.6	       3.0	      -2.4	       2.3	       5.9	       2.3	      -2.3	      -5.9	       2.3	       2.8	       0.3	       9.7	      -2.8	      -0.3	       9.7	       0.8	       5.5	      -7.3	      -0.8	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.0	       1.1	      -8.4	       3.9	
   262	2.620	      -9.2	       1.8	      -1.0	      -1.7	     -10.0	      -3.2	      -5.1	       0.9	      -4.5	       0.6	       3.0	      -2.5	       2.3	       5.9	       2.3	      -2.3	      -5.9	       2.3	       2.8	       0.3	       9.7	      -2.8	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.0	       1.1	      -8.3	       3.8	
   263	2.630	      -9.2	       1.8	      -0.9	      -1.7	     -10.0	      -3.2	      -5.1	       0.9	      -4.4	       0.6	       3.0	      -2.5	       2.3	       5.9	       2.3	      -2.3	      -5.9	       2.3	       2.8	       0.3	       9.7	      -2.8	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.0	       1.1	      -8.3	       3.8	
   264	2.640	      -9.1	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -5.1	       0.9	      -4.4	       0.6	       3.0	      -2.5	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.3	       9.7	      -2.8	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.0	       1.1	      -8.3	       3.8	
   265	2.650	      -9.1	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -5.1	       0.9	      -4.4	       0.6	       3.0	      -2.5	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.3	       9.8	      -2.8	      -0.3	       9.8	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.0	       1.1	      -8.3	       3.8	
   266	2.660	      -9.2	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -5.1	       0.9	      -4.4	       0.6	       3.0	      -2.5	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.4	       9.8	      -2.8	      -0.4	       9.8	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.0	       1.1	      -8.4	       3.8	
   267	2.670	      -9.1	       1.8	      -0.9	      -1.7	     -10.1	      -3.2	      -5.1	       0.9	      -4.4	       0.5	       3.0	      -2.5	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.4	       9.8	      -2.8	      -0.4	       9.8	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.0	       1.1	      -8.3	       3.8	
   268	2.680	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.2	      -5.1	       0.9	      -4.5	       0.5	       3.0	      -2.5	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.4	       9.8	      -2.8	      -0.4	       9.8	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.0	       1.1	      -8.3	       3.8	
   269	2.690	      -9.2	       1.8	      -1.0	      -1.7	     -10.0	      -3.2	      -5.1	       0.9	      -4.5	       0.6	       3.0	      -2.6	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.3	       9.8	      -2.8	      -0.3	       9.8	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.0	       1.1	      -8.3	       3.8	
   270	2.700	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.2	      -5.1	       0.9	      -4.5	       0.5	       3.0	      -2.6	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.3	       9.8	      -2.8	      -0.3	       9.8	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.0	       1.0	      -8.3	       3.8	
   271	2.710	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.2	      -5.1	       0.9	      -4.5	       0.6	       3.0	      -2.6	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.3	       9.8	      -2.8	      -0.3	       9.8	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.3	       3.8	
   272	2.720	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.2	      -5.1	       1.0	      -4.5	       0.6	       3.0	      -2.6	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.3	       9.8	      -2.8	      -0.3	       9.8	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.3	       3.8	
   273	2.730	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.2	      -5.2	       1.0	      -4.5	       0.6	       3.0	      -2.6	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.3	       9.8	      -2.8	      -0.3	       9.8	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.3	       3.8	
   274	2.740	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.2	      -5.1	       1.0	      -4.5	       0.6	       3.0	      -2.5	       2.3	       5.9	       2.4	      -2.3	      -5.9	       2.4	       2.8	       0.3	       9.7	      -2.8	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.3	       3.9	
   275	2.750	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.2	      -5.2	       1.0	      -4.5	       0.6	       3.0	      -2.5	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.8	       0.3	       9.7	      -2.8	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.4	       3.9	
   276	2.760	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.5	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.8	       0.3	       9.7	      -2.8	      -0.3	       9.7	       0.7	       5.5	      -7.2	      -0.7	      -5.5	      -7.2	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.4	       3.9	
   277	2.770	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       0.9	      -4.5	       0.6	       3.0	      -2.5	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.8	       0.3	       9.7	      -2.8	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.3	       3.9	
   278	2.780	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.5	       0.6	       3.0	      -2.5	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.3	       3.9	
   279	2.790	      -9.0	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.5	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.1	      -8.3	       3.9	
   280	2.800	      -9.0	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.5	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.4	       3.9	
   281	2.810	      -9.0	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.4	       3.9	
   282	2.820	      -9.0	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.4	       3.9	
   283	2.830	      -9.0	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.1	       1.0	      -4.6	       0.6	       3.0	      -2.5	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.6	      -2.9	      -0.3	       9.6	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.4	       3.9	
   284	2.840	      -9.0	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.1	       1.0	      -4.6	       0.6	       3.0	      -2.5	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   285	2.850	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.1	       1.0	      -4.6	       0.6	       3.0	      -2.5	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.6	      -2.9	      -0.3	       9.6	       0.7	       5.5	      -7.3	      -0.7	      -5.5	      -7.3	     -24.6	     180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.2	       1.0	      -8.4	       4.0	
   286	2.860	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.6	      -2.9	      -0.3	       9.6	       0.7	       5.5	      -7.2	      -0.7	      -5.5	      -7.2	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.1	       1.0	      -8.4	       3.9	
   287	2.870	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.4	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.6	      -2.9	      -0.3	       9.6	       0.7	       5.5	      -7.2	      -0.7	      -5.5	      -7.2	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.1	       1.0	      -8.4	       4.0	
   288	2.880	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.1	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.6	      -2.9	      -0.3	       9.6	       0.7	       5.6	      -7.2	      -0.7	      -5.6	      -7.2	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.2	       2.1	       1.0	      -8.4	       4.0	
   289	2.890	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.4	      -5.1	       1.0	      -4.7	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.6	      -2.9	      -0.3	       9.6	       0.7	       5.6	      -7.2	      -0.7	      -5.6	      -7.2	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.1	       1.0	      -8.4	       3.9	
   290	2.900	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.4	      -5.2	       1.0	      -4.7	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.3	      -2.4	      -5.9	       2.3	       2.9	       0.3	       9.6	      -2.9	      -0.3	       9.6	       0.7	       5.6	      -7.2	      -0.7	      -5.6	      -7.2	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.1	       1.0	      -8.4	       3.9	
   291	2.910	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.4	      -5.2	       1.0	      -4.7	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.9	       0.3	       9.6	      -2.9	      -0.3	       9.6	       0.7	       5.6	      -7.2	      -0.7	      -5.6	      -7.2	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.1	       2.1	       1.0	      -8.4	       3.9	
   292	2.920	      -9.1	       1.8	      -1.0	      -1.8	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.9	       0.3	       9.6	      -2.9	      -0.3	       9.6	       0.7	       5.6	      -7.2	      -0.7	      -5.6	      -7.2	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.1	       2.1	       1.1	      -8.4	       3.9	
   293	2.930	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.7	       5.6	      -7.2	      -0.7	      -5.6	      -7.2	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       3.9	
   294	2.940	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.7	       5.6	      -7.2	      -0.7	      -5.6	      -7.2	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.1	      -8.4	       4.0	
   295	2.950	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.7	       5.6	      -7.2	      -0.7	      -5.6	      -7.2	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.1	      -8.4	       4.0	
   296	2.960	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.2	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       2.9	       0.3	       9.7	      -2.9	      -0.3	       9.7	       0.8	       5.6	      -7.2	      -0.8	      -5.6	      -7.2	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       3.9	
   297	2.970	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.1	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       3.0	       0.3	       9.7	      -3.0	      -0.3	       9.7	       0.8	       5.6	      -7.2	      -0.8	      -5.6	      -7.2	     -24.6	     180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       3.9	
   298	2.980	      -9.1	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.1	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       3.0	       0.2	       9.7	      -3.0	      -0.2	       9.7	       0.8	       5.6	      -7.2	      -0.8	      -5.6	      -7.2	     -24.6	    -180.0	      90.0	      14.1	      -0.0	      90.0	       1.5	     -12.0	       2.1	       1.0	      -8.4	       3.9	
   299	2.990	      -9.2	       1.8	      -1.0	      -1.7	     -10.1	      -3.3	      -5.1	       1.0	      -4.6	       0.6	       3.0	      -2.6	       2.4	       5.9	       2.4	      -2.4	      -5.9	       2.4	       3.0	       0.2	       9.7	      -3.0	      -0.2	       9.7	       0.8	       5.6	      -7.2	      -0.8	      -5.6	      -7.2	     -24.6	    -180.0	      90.0	      14.1	       0.0	      90.0	       1.5	     -12.0	       2.1	       1.1	      -8.5	       3.9	
