BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   445	4.450	  0.476149	  0.982689	  0.643559	  0.669759	  0.959888	  0.790483	  0.573144	  0.873410	  0.831858	  0.564526	  0.694664	  0.939526	  0.553242	  0.479851	  0.815660	  0.536620	  0.412756	  0.816439	  0.517327	  0.310166	  0.867547	  0.509417	  0.073391	  0.820973	  0.614309	  0.015295	  0.875151	  0.688313	  0.988157	  0.507581	  0.573488	  0.915574	  0.456028	  0.564582	  0.707238	  0.339358	  0.551113	  0.484231	  0.447312	  0.549706	  0.425997	  0.446038	  0.532559	  0.315700	  0.391731	  0.515221	  0.072469	  0.441003	  0.631410	  0.024928	  0.408578	  0.452607	  0.018109	  0.754354	  0.450769	  0.022643	  0.490216	  0.581644	  1.474555	  0.814482	  0.516825	  1.487581	  0.639416	  0.595831	  1.475141	  0.476052	
   446	4.460	  0.476144	  0.982687	  0.643556	  0.669778	  0.959904	  0.790499	  0.573054	  0.873418	  0.831855	  0.564544	  0.694658	  0.939527	  0.553219	  0.479839	  0.815651	  0.536627	  0.412746	  0.816443	  0.517319	  0.310152	  0.867534	  0.509426	  0.073415	  0.820977	  0.614305	  0.015292	  0.875153	  0.688218	  0.988166	  0.507546	  0.573460	  0.915549	  0.456050	  0.564598	  0.707224	  0.339373	  0.551118	  0.484225	  0.447321	  0.549695	  0.425996	  0.446047	  0.532559	  0.315711	  0.391748	  0.515239	  0.072453	  0.441011	  0.631376	  0.024949	  0.408591	  0.452643	  0.018094	  0.754343	  0.450793	  0.022627	  0.490198	  0.581586	  1.474580	  0.814439	  0.516666	  1.487591	  0.639373	  0.595737	  1.475105	  0.476025	
   447	4.470	  0.476060	  0.982664	  0.643567	  0.669781	  0.959899	  0.790488	  0.573124	  0.873412	  0.831857	  0.564563	  0.694649	  0.939523	  0.553222	  0.479835	  0.815643	  0.536626	  0.412717	  0.816436	  0.517296	  0.310164	  0.867525	  0.509365	  0.073406	  0.820984	  0.614302	  0.015285	  0.875155	  0.688168	  0.988173	  0.507523	  0.573455	  0.915555	  0.456072	  0.564569	  0.707217	  0.339384	  0.551130	  0.484228	  0.447348	  0.549717	  0.425987	  0.446068	  0.532574	  0.315726	  0.391766	  0.515223	  0.072451	  0.441007	  0.631353	  0.024945	  0.408611	  0.452560	  0.018098	  0.754357	  0.450770	  0.022658	  0.490193	  0.581511	  1.474591	  0.814396	  0.516582	  1.487583	  0.639352	  0.595657	  1.475083	  0.475984	
   448	4.480	  0.476053	  0.982623	  0.643566	  0.669735	  0.959893	  0.790465	  0.573084	  0.873408	  0.831879	  0.564538	  0.694633	  0.939514	  0.553244	  0.479833	  0.815636	  0.536606	  0.412716	  0.816435	  0.517290	  0.310149	  0.867533	  0.509367	  0.073387	  0.820979	  0.614300	  0.015277	  0.875148	  0.688144	  0.988195	  0.507520	  0.573492	  0.915550	  0.456067	  0.564549	  0.707210	  0.339382	  0.551134	  0.484231	  0.447353	  0.549781	  0.425974	  0.446056	  0.532575	  0.315719	  0.391756	  0.515284	  0.072448	  0.441021	  0.631342	  0.024941	  0.408574	  0.452519	  0.018090	  0.754375	  0.450764	  0.022640	  0.490202	  0.581413	  1.474601	  0.814343	  0.516448	  1.487552	  0.639320	  0.595532	  1.475055	  0.475954	
   449	4.490	  0.476060	  0.982593	  0.643579	  0.669691	  0.959879	  0.790468	  0.573062	  0.873395	  0.831894	  0.564531	  0.694626	  0.939507	  0.553238	  0.479812	  0.815630	  0.536572	  0.412723	  0.816436	  0.517267	  0.310144	  0.867534	  0.509388	  0.073403	  0.820995	  0.614267	  0.015283	  0.875125	  0.688112	  0.988199	  0.507512	  0.573519	  0.915515	  0.456071	  0.564574	  0.707190	  0.339390	  0.551124	  0.484207	  0.447358	  0.549780	  0.425967	  0.446064	  0.532609	  0.315685	  0.391763	  0.515291	  0.072418	  0.441032	  0.631373	  0.024944	  0.408569	  0.452586	  0.018058	  0.754365	  0.450814	  0.022607	  0.490207	  0.581237	  1.474613	  0.814314	  0.516261	  1.487533	  0.639267	  0.595474	  1.475021	  0.475927	
   450	4.500	  0.476027	  0.982563	  0.643593	  0.669681	  0.959898	  0.790476	  0.573025	  0.873366	  0.831900	  0.564504	  0.694613	  0.939513	  0.553155	  0.479810	  0.815632	  0.536547	  0.412708	  0.816420	  0.517249	  0.310137	  0.867522	  0.509357	  0.073388	  0.820985	  0.614246	  0.015293	  0.875127	  0.688114	  0.988192	  0.507483	  0.573438	  0.915505	  0.456087	  0.564543	  0.707163	  0.339418	  0.551118	  0.484213	  0.447354	  0.549826	  0.425945	  0.446076	  0.532605	  0.315673	  0.391787	  0.515247	  0.072427	  0.441030	  0.631400	  0.024932	  0.408591	  0.452601	  0.018038	  0.754363	  0.450827	  0.022571	  0.490226	  0.581130	  1.474621	  0.814278	  0.516171	  1.487521	  0.639226	  0.595395	  1.474986	  0.475887	
   451	4.510	  0.475960	  0.982537	  0.643578	  0.669625	  0.959915	  0.790483	  0.573024	  0.873354	  0.831899	  0.564481	  0.694632	  0.939531	  0.553104	  0.479791	  0.815655	  0.536582	  0.412696	  0.816420	  0.517239	  0.310113	  0.867497	  0.509323	  0.073386	  0.820963	  0.614284	  0.015281	  0.875150	  0.688099	  0.988183	  0.507480	  0.573398	  0.915508	  0.456080	  0.564572	  0.707155	  0.339439	  0.551125	  0.484207	  0.447371	  0.549801	  0.425942	  0.446088	  0.532611	  0.315678	  0.391808	  0.515248	  0.072427	  0.441030	  0.631382	  0.024931	  0.408589	  0.452565	  0.018036	  0.754383	  0.450821	  0.022553	  0.490251	  0.581045	  1.474617	  0.814241	  0.516141	  1.487514	  0.639195	  0.595291	  1.474941	  0.475855	
   452	4.520	  0.475899	  0.982500	  0.643563	  0.669677	  0.959919	  0.790522	  0.572952	  0.873355	  0.831893	  0.564502	  0.694624	  0.939537	  0.553143	  0.479761	  0.815640	  0.536589	  0.412678	  0.816416	  0.517262	  0.310082	  0.867491	  0.509281	  0.073381	  0.820969	  0.614271	  0.015253	  0.875161	  0.688096	  0.988163	  0.507501	  0.573467	  0.915484	  0.456100	  0.564594	  0.707143	  0.339453	  0.551112	  0.484191	  0.447383	  0.549720	  0.425953	  0.446085	  0.532600	  0.315664	  0.391801	  0.515248	  0.072388	  0.441034	  0.631383	  0.024932	  0.408592	  0.452519	  0.018057	  0.754420	  0.450793	  0.022540	  0.490238	  0.580997	  1.474617	  0.814211	  0.516071	  1.487481	  0.639176	  0.595187	  1.474915	  0.475823	
   453	4.530	  0.475865	  0.982466	  0.643566	  0.669641	  0.959937	  0.790529	  0.572872	  0.873350	  0.831902	  0.564500	  0.694616	  0.939534	  0.553146	  0.479755	  0.815623	  0.536564	  0.412685	  0.816416	  0.517218	  0.310073	  0.867499	  0.509257	  0.073363	  0.820973	  0.614236	  0.015256	  0.875148	  0.688162	  0.988183	  0.507524	  0.573481	  0.915457	  0.456116	  0.564555	  0.707121	  0.339449	  0.551096	  0.484185	  0.447393	  0.549681	  0.425941	  0.446093	  0.532616	  0.315656	  0.391809	  0.515235	  0.072375	  0.441040	  0.631387	  0.024926	  0.408620	  0.452618	  0.018019	  0.754420	  0.450787	  0.022513	  0.490223	  0.580937	  1.474626	  0.814180	  0.515980	  1.487460	  0.639147	  0.595106	  1.474880	  0.475772	
   454	4.540	  0.475877	  0.982422	  0.643564	  0.669537	  0.959926	  0.790533	  0.572901	  0.873322	  0.831912	  0.564442	  0.694606	  0.939530	  0.553127	  0.479760	  0.815621	  0.536552	  0.412675	  0.816414	  0.517188	  0.310068	  0.867497	  0.509243	  0.073345	  0.820960	  0.614230	  0.015257	  0.875163	  0.688089	  0.988195	  0.507514	  0.573449	  0.915420	  0.456136	  0.564519	  0.707119	  0.339456	  0.551074	  0.484167	  0.447403	  0.549651	  0.425935	  0.446106	  0.532579	  0.315663	  0.391801	  0.515241	  0.072376	  0.441032	  0.631387	  0.024904	  0.408628	  0.452669	  0.017957	  0.754417	  0.450813	  0.022513	  0.490228	  0.580774	  1.474641	  0.814134	  0.515891	  1.487438	  0.639084	  0.595007	  1.474843	  0.475719	
   455	4.550	  0.475830	  0.982379	  0.643565	  0.669517	  0.959951	  0.790534	  0.572846	  0.873320	  0.831920	  0.564373	  0.694591	  0.939508	  0.553046	  0.479750	  0.815609	  0.536483	  0.412660	  0.816414	  0.517172	  0.310065	  0.867492	  0.509181	  0.073342	  0.820964	  0.614195	  0.015235	  0.875162	  0.688029	  0.988186	  0.507490	  0.573434	  0.915384	  0.456136	  0.564525	  0.707103	  0.339454	  0.551012	  0.484153	  0.447400	  0.549639	  0.425930	  0.446123	  0.532564	  0.315659	  0.391812	  0.515210	  0.072350	  0.441037	  0.631368	  0.024904	  0.408620	  0.452712	  0.017917	  0.754426	  0.450858	  0.022445	  0.490249	  0.580623	  1.474629	  0.814090	  0.515823	  1.487419	  0.639022	  0.594954	  1.474822	  0.475663	
   456	4.560	  0.475780	  0.982363	  0.643570	  0.669475	  0.959966	  0.790533	  0.572790	  0.873308	  0.831925	  0.564299	  0.694577	  0.939508	  0.552990	  0.479739	  0.815614	  0.536373	  0.412665	  0.816403	  0.517116	  0.310084	  0.867494	  0.509130	  0.073344	  0.820976	  0.614183	  0.015216	  0.875155	  0.688066	  0.988179	  0.507487	  0.573387	  0.915390	  0.456134	  0.564504	  0.707095	  0.339473	  0.551007	  0.484133	  0.447396	  0.549622	  0.425904	  0.446143	  0.532562	  0.315624	  0.391832	  0.515188	  0.072333	  0.441044	  0.631352	  0.024920	  0.408607	  0.452753	  0.017886	  0.754428	  0.450857	  0.022408	  0.490253	  0.580555	  1.474633	  0.814037	  0.515792	  1.487415	  0.639000	  0.594916	  1.474798	  0.475626	
   457	4.570	  0.475730	  0.982358	  0.643587	  0.669329	  0.959954	  0.790535	  0.572697	  0.873291	  0.831916	  0.564245	  0.694563	  0.939519	  0.552951	  0.479739	  0.815625	  0.536318	  0.412661	  0.816402	  0.517065	  0.310070	  0.867498	  0.509096	  0.073348	  0.820978	  0.614179	  0.015208	  0.875152	  0.688051	  0.988157	  0.507473	  0.573344	  0.915386	  0.456134	  0.564469	  0.707083	  0.339471	  0.550970	  0.484129	  0.447415	  0.549604	  0.425895	  0.446136	  0.532525	  0.315628	  0.391811	  0.515167	  0.072328	  0.441028	  0.631351	  0.024905	  0.408617	  0.452748	  0.017881	  0.754434	  0.450867	  0.022371	  0.490272	  0.580514	  1.474647	  0.813998	  0.515762	  1.487395	  0.638979	  0.594845	  1.474758	  0.475594	
   458	4.580	  0.475721	  0.982347	  0.643577	  0.669403	  0.959977	  0.790533	  0.572622	  0.873297	  0.831903	  0.564166	  0.694552	  0.939512	  0.552923	  0.479734	  0.815620	  0.536306	  0.412638	  0.816405	  0.516993	  0.310066	  0.867479	  0.509067	  0.073332	  0.820964	  0.614154	  0.015200	  0.875152	  0.687979	  0.988171	  0.507467	  0.573338	  0.915353	  0.456144	  0.564443	  0.707077	  0.339477	  0.550980	  0.484129	  0.447429	  0.549590	  0.425879	  0.446126	  0.532502	  0.315630	  0.391826	  0.515151	  0.072324	  0.441043	  0.631331	  0.024879	  0.408629	  0.452688	  0.017890	  0.754454	  0.450869	  0.022361	  0.490301	  0.580444	  1.474641	  0.813966	  0.515740	  1.487380	  0.638954	  0.594754	  1.474725	  0.475554	
   459	4.590	  0.475718	  0.982327	  0.643563	  0.669372	  0.959958	  0.790532	  0.572636	  0.873308	  0.831898	  0.564127	  0.694538	  0.939507	  0.552861	  0.479721	  0.815598	  0.536249	  0.412646	  0.816388	  0.516949	  0.310058	  0.867460	  0.509102	  0.073319	  0.820960	  0.614120	  0.015210	  0.875164	  0.687944	  0.988177	  0.507485	  0.573316	  0.915348	  0.456146	  0.564368	  0.707093	  0.339478	  0.550962	  0.484105	  0.447439	  0.549564	  0.425860	  0.446116	  0.532485	  0.315612	  0.391850	  0.515147	  0.072329	  0.441062	  0.631332	  0.024856	  0.408634	  0.452664	  0.017908	  0.754469	  0.450875	  0.022352	  0.490286	  0.580341	  1.474660	  0.813926	  0.515652	  1.487374	  0.638896	  0.594663	  1.474683	  0.475491	
   460	4.600	  0.475606	  0.982323	  0.643552	  0.669256	  0.959939	  0.790525	  0.572640	  0.873306	  0.831908	  0.564087	  0.694538	  0.939504	  0.552787	  0.479730	  0.815595	  0.536191	  0.412646	  0.816372	  0.516936	  0.310055	  0.867464	  0.509058	  0.073309	  0.820967	  0.614103	  0.015217	  0.875165	  0.687933	  0.988158	  0.507495	  0.573266	  0.915356	  0.456163	  0.564343	  0.707095	  0.339456	  0.550937	  0.484097	  0.447437	  0.549526	  0.425857	  0.446123	  0.532474	  0.315608	  0.391846	  0.515164	  0.072313	  0.441060	  0.631314	  0.024873	  0.408637	  0.452693	  0.017891	  0.754473	  0.450838	  0.022344	  0.490275	  0.580332	  1.474686	  0.813883	  0.515656	  1.487354	  0.638845	  0.594635	  1.474643	  0.475437	
   461	4.610	  0.475511	  0.982310	  0.643539	  0.669186	  0.959967	  0.790509	  0.572550	  0.873309	  0.831919	  0.564017	  0.694553	  0.939498	  0.552757	  0.479736	  0.815594	  0.536150	  0.412641	  0.816352	  0.516887	  0.310065	  0.867454	  0.508992	  0.073307	  0.820987	  0.614071	  0.015208	  0.875158	  0.687891	  0.988180	  0.507482	  0.573207	  0.915353	  0.456171	  0.564314	  0.707085	  0.339456	  0.550869	  0.484098	  0.447447	  0.549463	  0.425876	  0.446135	  0.532464	  0.315608	  0.391863	  0.515143	  0.072300	  0.441069	  0.631249	  0.024893	  0.408625	  0.452697	  0.017875	  0.754469	  0.450786	  0.022350	  0.490275	  0.580286	  1.474689	  0.813841	  0.515601	  1.487350	  0.638802	  0.594649	  1.474605	  0.475393	
   462	4.620	  0.475517	  0.982307	  0.643536	  0.669099	  0.959989	  0.790511	  0.572461	  0.873320	  0.831922	  0.563986	  0.694565	  0.939514	  0.552777	  0.479733	  0.815579	  0.536057	  0.412654	  0.816345	  0.516874	  0.310081	  0.867454	  0.508963	  0.073303	  0.821002	  0.614097	  0.015201	  0.875154	  0.687856	  0.988177	  0.507464	  0.573172	  0.915347	  0.456163	  0.564315	  0.707075	  0.339460	  0.550815	  0.484120	  0.447464	  0.549402	  0.425886	  0.446139	  0.532421	  0.315605	  0.391869	  0.515149	  0.072288	  0.441074	  0.631244	  0.024899	  0.408619	  0.452735	  0.017852	  0.754479	  0.450793	  0.022335	  0.490285	  0.580243	  1.474701	  0.813814	  0.515545	  1.487355	  0.638783	  0.594610	  1.474579	  0.475361	
   463	4.630	  0.475462	  0.982322	  0.643530	  0.669200	  0.959998	  0.790518	  0.572389	  0.873312	  0.831909	  0.563928	  0.694563	  0.939526	  0.552741	  0.479740	  0.815578	  0.536028	  0.412642	  0.816333	  0.516834	  0.310076	  0.867437	  0.508971	  0.073292	  0.821001	  0.614080	  0.015222	  0.875154	  0.687817	  0.988172	  0.507468	  0.573119	  0.915368	  0.456174	  0.564274	  0.707066	  0.339471	  0.550751	  0.484116	  0.447460	  0.549346	  0.425870	  0.446147	  0.532342	  0.315625	  0.391874	  0.515127	  0.072309	  0.441065	  0.631269	  0.024889	  0.408632	  0.452693	  0.017851	  0.754489	  0.450725	  0.022365	  0.490264	  0.580203	  1.474712	  0.813785	  0.515472	  1.487341	  0.638721	  0.594492	  1.474552	  0.475306	
   464	4.640	  0.475380	  0.982318	  0.643508	  0.669219	  0.960034	  0.790532	  0.572402	  0.873297	  0.831918	  0.563887	  0.694537	  0.939508	  0.552676	  0.479743	  0.815579	  0.536000	  0.412659	  0.816337	  0.516766	  0.310084	  0.867429	  0.508964	  0.073307	  0.821022	  0.614098	  0.015245	  0.875156	  0.687803	  0.988171	  0.507481	  0.573047	  0.915377	  0.456179	  0.564223	  0.707072	  0.339455	  0.550705	  0.484117	  0.447448	  0.549322	  0.425870	  0.446169	  0.532342	  0.315630	  0.391872	  0.515133	  0.072305	  0.441054	  0.631252	  0.024891	  0.408623	  0.452675	  0.017866	  0.754485	  0.450738	  0.022357	  0.490252	  0.580153	  1.474727	  0.813764	  0.515480	  1.487322	  0.638684	  0.594456	  1.474541	  0.475253	
   465	4.650	  0.475376	  0.982309	  0.643500	  0.669240	  0.960064	  0.790537	  0.572389	  0.873326	  0.831917	  0.563866	  0.694532	  0.939495	  0.552590	  0.479759	  0.815573	  0.535959	  0.412679	  0.816316	  0.516714	  0.310087	  0.867426	  0.508938	  0.073309	  0.821041	  0.614135	  0.015220	  0.875161	  0.687785	  0.988145	  0.507484	  0.572926	  0.915406	  0.456177	  0.564207	  0.707089	  0.339456	  0.550655	  0.484132	  0.447448	  0.549330	  0.425878	  0.446159	  0.532294	  0.315633	  0.391877	  0.515098	  0.072310	  0.441060	  0.631259	  0.024879	  0.408641	  0.452681	  0.017872	  0.754491	  0.450757	  0.022358	  0.490258	  0.580121	  1.474748	  0.813731	  0.515468	  1.487335	  0.638629	  0.594423	  1.474524	  0.475201	
   466	4.660	  0.475345	  0.982313	  0.643487	  0.669109	  0.960045	  0.790556	  0.572348	  0.873350	  0.831896	  0.563817	  0.694545	  0.939499	  0.552539	  0.479763	  0.815578	  0.535901	  0.412683	  0.816300	  0.516675	  0.310086	  0.867402	  0.508974	  0.073304	  0.821039	  0.614135	  0.015211	  0.875162	  0.687778	  0.988143	  0.507476	  0.572878	  0.915434	  0.456163	  0.564208	  0.707096	  0.339468	  0.550606	  0.484139	  0.447446	  0.549228	  0.425911	  0.446160	  0.532234	  0.315650	  0.391866	  0.515081	  0.072332	  0.441054	  0.631278	  0.024905	  0.408650	  0.452714	  0.017879	  0.754497	  0.450718	  0.022402	  0.490269	  0.580081	  1.474781	  0.813705	  0.515436	  1.487366	  0.638575	  0.594321	  1.474494	  0.475152	
   467	4.670	  0.475274	  0.982361	  0.643488	  0.668881	  0.960005	  0.790551	  0.572301	  0.873377	  0.831886	  0.563750	  0.694563	  0.939490	  0.552484	  0.479768	  0.815572	  0.535843	  0.412704	  0.816292	  0.516632	  0.310095	  0.867372	  0.508974	  0.073311	  0.821040	  0.614144	  0.015225	  0.875164	  0.687705	  0.988131	  0.507490	  0.572899	  0.915459	  0.456171	  0.564189	  0.707111	  0.339470	  0.550561	  0.484137	  0.447443	  0.549150	  0.425924	  0.446164	  0.532214	  0.315655	  0.391871	  0.515121	  0.072316	  0.441060	  0.631262	  0.024920	  0.408637	  0.452687	  0.017893	  0.754478	  0.450730	  0.022390	  0.490256	  0.580043	  1.474813	  0.813673	  0.515421	  1.487390	  0.638526	  0.594333	  1.474474	  0.475116	
   468	4.680	  0.475247	  0.982397	  0.643490	  0.668881	  0.960014	  0.790557	  0.572256	  0.873395	  0.831889	  0.563744	  0.694583	  0.939489	  0.552465	  0.479784	  0.815566	  0.535845	  0.412701	  0.816288	  0.516601	  0.310099	  0.867377	  0.509004	  0.073317	  0.821040	  0.614151	  0.015240	  0.875169	  0.687717	  0.988125	  0.507504	  0.572866	  0.915479	  0.456183	  0.564132	  0.707106	  0.339469	  0.550500	  0.484150	  0.447433	  0.549149	  0.425942	  0.446164	  0.532171	  0.315666	  0.391881	  0.515110	  0.072320	  0.441044	  0.631216	  0.024911	  0.408646	  0.452640	  0.017911	  0.754454	  0.450713	  0.022393	  0.490253	  0.580040	  1.474839	  0.813638	  0.515322	  1.487416	  0.638492	  0.594341	  1.474444	  0.475073	
   469	4.690	  0.475254	  0.982402	  0.643472	  0.668856	  0.960010	  0.790555	  0.572198	  0.873404	  0.831892	  0.563698	  0.694597	  0.939477	  0.552461	  0.479800	  0.815543	  0.535833	  0.412697	  0.816275	  0.516588	  0.310104	  0.867383	  0.509016	  0.073327	  0.821037	  0.614165	  0.015255	  0.875190	  0.687735	  0.988109	  0.507503	  0.572822	  0.915497	  0.456181	  0.564061	  0.707106	  0.339446	  0.550545	  0.484161	  0.447439	  0.549181	  0.425947	  0.446188	  0.532139	  0.315676	  0.391871	  0.515118	  0.072329	  0.441025	  0.631242	  0.024899	  0.408658	  0.452644	  0.017921	  0.754442	  0.450707	  0.022413	  0.490248	  0.580037	  1.474853	  0.813613	  0.515272	  1.487439	  0.638447	  0.594272	  1.474425	  0.475031	
   470	4.700	  0.475219	  0.982418	  0.643450	  0.668857	  0.959997	  0.790572	  0.572228	  0.873411	  0.831903	  0.563674	  0.694594	  0.939474	  0.552444	  0.479815	  0.815541	  0.535766	  0.412712	  0.816264	  0.516575	  0.310134	  0.867372	  0.509075	  0.073347	  0.821022	  0.614167	  0.015247	  0.875186	  0.687603	  0.988094	  0.507479	  0.572762	  0.915517	  0.456172	  0.563966	  0.707136	  0.339443	  0.550553	  0.484168	  0.447447	  0.549176	  0.425928	  0.446163	  0.532174	  0.315689	  0.391871	  0.515108	  0.072321	  0.441042	  0.631260	  0.024907	  0.408652	  0.452562	  0.017982	  0.754422	  0.450760	  0.022436	  0.490234	  0.579971	  1.474855	  0.813579	  0.515307	  1.487452	  0.638393	  0.594274	  1.474408	  0.474996	
   471	4.710	  0.475124	  0.982458	  0.643439	  0.668821	  0.960009	  0.790589	  0.572179	  0.873422	  0.831901	  0.563637	  0.694613	  0.939473	  0.552433	  0.479817	  0.815543	  0.535716	  0.412721	  0.816252	  0.516569	  0.310153	  0.867348	  0.509104	  0.073368	  0.821013	  0.614145	  0.015285	  0.875178	  0.687529	  0.988070	  0.507494	  0.572697	  0.915551	  0.456173	  0.563934	  0.707151	  0.339435	  0.550551	  0.484187	  0.447447	  0.549183	  0.425947	  0.446131	  0.532157	  0.315704	  0.391855	  0.515149	  0.072325	  0.441038	  0.631257	  0.024913	  0.408640	  0.452524	  0.018014	  0.754413	  0.450691	  0.022483	  0.490205	  0.579960	  1.474869	  0.813567	  0.515277	  1.487493	  0.638339	  0.594311	  1.474387	  0.474951	
   472	4.720	  0.475122	  0.982465	  0.643419	  0.668775	  0.960013	  0.790598	  0.572164	  0.873406	  0.831910	  0.563631	  0.694624	  0.939462	  0.552403	  0.479831	  0.815542	  0.535739	  0.412724	  0.816260	  0.516564	  0.310155	  0.867339	  0.509128	  0.073379	  0.821025	  0.614191	  0.015308	  0.875171	  0.687537	  0.988046	  0.507499	  0.572666	  0.915575	  0.456151	  0.563945	  0.707152	  0.339413	  0.550511	  0.484188	  0.447446	  0.549169	  0.425964	  0.446142	  0.532105	  0.315717	  0.391852	  0.515153	  0.072364	  0.441020	  0.631269	  0.024912	  0.408623	  0.452540	  0.018039	  0.754407	  0.450676	  0.022481	  0.490189	  0.579988	  1.474886	  0.813552	  0.515184	  1.487517	  0.638261	  0.594302	  1.474374	  0.474894	
   473	4.730	  0.475130	  0.982481	  0.643417	  0.668820	  0.960058	  0.790591	  0.572174	  0.873412	  0.831925	  0.563665	  0.694603	  0.939480	  0.552408	  0.479815	  0.815556	  0.535689	  0.412738	  0.816265	  0.516539	  0.310160	  0.867345	  0.509130	  0.073391	  0.821026	  0.614188	  0.015323	  0.875166	  0.687464	  0.988050	  0.507505	  0.572646	  0.915563	  0.456139	  0.563997	  0.707154	  0.339424	  0.550468	  0.484190	  0.447422	  0.549099	  0.425967	  0.446156	  0.532099	  0.315716	  0.391842	  0.515131	  0.072364	  0.441009	  0.631290	  0.024923	  0.408620	  0.452548	  0.018049	  0.754399	  0.450735	  0.022477	  0.490182	  0.580005	  1.474905	  0.813531	  0.515156	  1.487538	  0.638227	  0.594271	  1.474365	  0.474858	
   474	4.740	  0.475056	  0.982506	  0.643433	  0.668725	  0.960081	  0.790605	  0.572232	  0.873420	  0.831918	  0.563695	  0.694612	  0.939492	  0.552430	  0.479813	  0.815557	  0.535694	  0.412756	  0.816272	  0.516537	  0.310169	  0.867352	  0.509133	  0.073378	  0.820999	  0.614179	  0.015323	  0.875154	  0.687460	  0.988047	  0.507517	  0.572603	  0.915591	  0.456140	  0.563977	  0.707167	  0.339435	  0.550506	  0.484182	  0.447422	  0.549135	  0.425971	  0.446142	  0.532089	  0.315703	  0.391820	  0.515166	  0.072351	  0.441022	  0.631321	  0.024943	  0.408623	  0.452508	  0.018074	  0.754407	  0.450744	  0.022480	  0.490196	  0.579966	  1.474923	  0.813500	  0.515184	  1.487562	  0.638175	  0.594276	  1.474339	  0.474844	
   475	4.750	  0.475019	  0.982500	  0.643422	  0.668674	  0.960081	  0.790633	  0.572236	  0.873431	  0.831908	  0.563647	  0.694646	  0.939498	  0.552389	  0.479837	  0.815549	  0.535657	  0.412769	  0.816259	  0.516533	  0.310170	  0.867342	  0.509190	  0.073390	  0.820972	  0.614218	  0.015316	  0.875133	  0.687384	  0.988038	  0.507485	  0.572543	  0.915619	  0.456160	  0.563955	  0.707173	  0.339427	  0.550495	  0.484186	  0.447419	  0.549166	  0.425992	  0.446141	  0.532094	  0.315717	  0.391818	  0.515157	  0.072378	  0.441025	  0.631360	  0.024956	  0.408631	  0.452480	  0.018093	  0.754407	  0.450733	  0.022530	  0.490199	  0.579939	  1.474958	  0.813488	  0.515148	  1.487579	  0.638105	  0.594225	  1.474346	  0.474804	
   476	4.760	  0.475000	  0.982502	  0.643411	  0.668703	  0.960067	  0.790607	  0.572147	  0.873444	  0.831899	  0.563616	  0.694655	  0.939497	  0.552381	  0.479846	  0.815560	  0.535625	  0.412783	  0.816240	  0.516515	  0.310175	  0.867337	  0.509247	  0.073397	  0.820969	  0.614257	  0.015304	  0.875133	  0.687349	  0.988040	  0.507487	  0.572521	  0.915611	  0.456160	  0.563962	  0.707174	  0.339433	  0.550509	  0.484193	  0.447411	  0.549161	  0.425998	  0.446158	  0.532086	  0.315732	  0.391843	  0.515185	  0.072402	  0.441014	  0.631327	  0.024953	  0.408638	  0.452517	  0.018068	  0.754396	  0.450775	  0.022525	  0.490194	  0.579932	  1.474976	  0.813470	  0.515175	  1.487589	  0.638085	  0.594192	  1.474332	  0.474768	
   477	4.770	  0.474937	  0.982517	  0.643401	  0.668658	  0.960077	  0.790613	  0.572170	  0.873453	  0.831897	  0.563653	  0.694647	  0.939475	  0.552334	  0.479871	  0.815544	  0.535623	  0.412796	  0.816236	  0.516505	  0.310168	  0.867359	  0.509278	  0.073404	  0.820968	  0.614267	  0.015317	  0.875145	  0.687401	  0.988026	  0.507508	  0.572574	  0.915598	  0.456162	  0.563977	  0.707168	  0.339438	  0.550490	  0.484193	  0.447413	  0.549146	  0.425996	  0.446160	  0.532065	  0.315748	  0.391841	  0.515230	  0.072390	  0.441006	  0.631318	  0.024963	  0.408628	  0.452562	  0.018050	  0.754385	  0.450797	  0.022524	  0.490166	  0.579923	  1.474989	  0.813446	  0.515188	  1.487634	  0.638070	  0.594190	  1.474296	  0.474747	
