BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   122	1.220	  0.468840	  0.981652	  0.645549	  0.662618	  0.961471	  0.792161	  0.567537	  0.873487	  0.833483	  0.561140	  0.694260	  0.940647	  0.550486	  0.479894	  0.816344	  0.533868	  0.412619	  0.817083	  0.515375	  0.309804	  0.867852	  0.509261	  0.073126	  0.821161	  0.614217	  0.015269	  0.875114	  0.681653	  0.989869	  0.509695	  0.566422	  0.915750	  0.458069	  0.559718	  0.707330	  0.341011	  0.548052	  0.484234	  0.448580	  0.547160	  0.426136	  0.447127	  0.530579	  0.315857	  0.392825	  0.515157	  0.072379	  0.441127	  0.631309	  0.024934	  0.408644	  0.452470	  0.018032	  0.754446	  0.450746	  0.022492	  0.490215	  0.569114	  1.475152	  0.817157	  0.504529	  1.487020	  0.641724	  0.584475	  1.476651	  0.478988	
   123	1.230	  0.468829	  0.981646	  0.645577	  0.662647	  0.961464	  0.792138	  0.567606	  0.873475	  0.833508	  0.561094	  0.694265	  0.940647	  0.550487	  0.479882	  0.816360	  0.533904	  0.412621	  0.817081	  0.515384	  0.309809	  0.867860	  0.509204	  0.073114	  0.821174	  0.614236	  0.015262	  0.875110	  0.681765	  0.989889	  0.509742	  0.566407	  0.915749	  0.458072	  0.559735	  0.707329	  0.341030	  0.548014	  0.484248	  0.448581	  0.547091	  0.426122	  0.447128	  0.530563	  0.315860	  0.392826	  0.515163	  0.072368	  0.441153	  0.631299	  0.024906	  0.408663	  0.452498	  0.018030	  0.754445	  0.450732	  0.022504	  0.490214	  0.569068	  1.475165	  0.817151	  0.504502	  1.487021	  0.641720	  0.584445	  1.476629	  0.478977	
   124	1.240	  0.468805	  0.981641	  0.645583	  0.662656	  0.961472	  0.792137	  0.567590	  0.873465	  0.833526	  0.561063	  0.694253	  0.940667	  0.550473	  0.479883	  0.816359	  0.533903	  0.412629	  0.817066	  0.515375	  0.309798	  0.867877	  0.509215	  0.073094	  0.821189	  0.614213	  0.015253	  0.875101	  0.681696	  0.989894	  0.509713	  0.566360	  0.915757	  0.458070	  0.559682	  0.707331	  0.341032	  0.548037	  0.484234	  0.448589	  0.547033	  0.426115	  0.447127	  0.530531	  0.315864	  0.392826	  0.515143	  0.072370	  0.441162	  0.631330	  0.024881	  0.408673	  0.452463	  0.018034	  0.754446	  0.450720	  0.022510	  0.490235	  0.569049	  1.475183	  0.817140	  0.504421	  1.487043	  0.641711	  0.584421	  1.476619	  0.478970	
   125	1.250	  0.468764	  0.981638	  0.645567	  0.662590	  0.961484	  0.792136	  0.567558	  0.873466	  0.833519	  0.561033	  0.694248	  0.940655	  0.550463	  0.479888	  0.816355	  0.533872	  0.412621	  0.817082	  0.515384	  0.309792	  0.867878	  0.509179	  0.073083	  0.821204	  0.614230	  0.015245	  0.875112	  0.681614	  0.989887	  0.509703	  0.566342	  0.915755	  0.458062	  0.559629	  0.707319	  0.341049	  0.548045	  0.484222	  0.448582	  0.547064	  0.426119	  0.447123	  0.530467	  0.315867	  0.392843	  0.515119	  0.072388	  0.441181	  0.631290	  0.024908	  0.408660	  0.452425	  0.018082	  0.754452	  0.450682	  0.022529	  0.490246	  0.569032	  1.475208	  0.817125	  0.504409	  1.487042	  0.641685	  0.584393	  1.476627	  0.478964	
   126	1.260	  0.468698	  0.981642	  0.645568	  0.662540	  0.961484	  0.792144	  0.567543	  0.873455	  0.833504	  0.561055	  0.694251	  0.940661	  0.550446	  0.479895	  0.816358	  0.533871	  0.412601	  0.817086	  0.515379	  0.309784	  0.867874	  0.509218	  0.073102	  0.821204	  0.614213	  0.015246	  0.875145	  0.681549	  0.989899	  0.509708	  0.566305	  0.915747	  0.458066	  0.559592	  0.707330	  0.341047	  0.548017	  0.484225	  0.448574	  0.547057	  0.426132	  0.447107	  0.530369	  0.315890	  0.392829	  0.515140	  0.072383	  0.441179	  0.631226	  0.024909	  0.408656	  0.452445	  0.018061	  0.754464	  0.450711	  0.022525	  0.490262	  0.568976	  1.475220	  0.817109	  0.504436	  1.487043	  0.641690	  0.584336	  1.476609	  0.478960	
   127	1.270	  0.468673	  0.981635	  0.645568	  0.662512	  0.961490	  0.792150	  0.567492	  0.873472	  0.833516	  0.561028	  0.694281	  0.940654	  0.550426	  0.479912	  0.816360	  0.533874	  0.412594	  0.817095	  0.515320	  0.309781	  0.867879	  0.509258	  0.073105	  0.821197	  0.614182	  0.015256	  0.875151	  0.681531	  0.989900	  0.509709	  0.566239	  0.915746	  0.458065	  0.559596	  0.707338	  0.341038	  0.547976	  0.484232	  0.448574	  0.546994	  0.426127	  0.447099	  0.530406	  0.315870	  0.392823	  0.515149	  0.072363	  0.441168	  0.631213	  0.024928	  0.408679	  0.452486	  0.018034	  0.754480	  0.450703	  0.022516	  0.490254	  0.568951	  1.475230	  0.817082	  0.504440	  1.487040	  0.641680	  0.584275	  1.476614	  0.478947	
   128	1.280	  0.468676	  0.981629	  0.645544	  0.662471	  0.961483	  0.792122	  0.567435	  0.873474	  0.833506	  0.561020	  0.694283	  0.940668	  0.550413	  0.479925	  0.816358	  0.533887	  0.412588	  0.817125	  0.515287	  0.309784	  0.867875	  0.509190	  0.073111	  0.821211	  0.614184	  0.015268	  0.875136	  0.681455	  0.989902	  0.509700	  0.566199	  0.915762	  0.458066	  0.559570	  0.707342	  0.341018	  0.547875	  0.484244	  0.448571	  0.546944	  0.426091	  0.447107	  0.530397	  0.315856	  0.392806	  0.515189	  0.072346	  0.441151	  0.631242	  0.024922	  0.408680	  0.452507	  0.018038	  0.754501	  0.450759	  0.022480	  0.490256	  0.568989	  1.475246	  0.817075	  0.504381	  1.487034	  0.641633	  0.584232	  1.476612	  0.478922	
   129	1.290	  0.468649	  0.981627	  0.645535	  0.662494	  0.961518	  0.792105	  0.567404	  0.873480	  0.833486	  0.560963	  0.694288	  0.940644	  0.550397	  0.479925	  0.816359	  0.533790	  0.412600	  0.817098	  0.515277	  0.309783	  0.867864	  0.509154	  0.073132	  0.821212	  0.614163	  0.015276	  0.875147	  0.681388	  0.989919	  0.509696	  0.566210	  0.915773	  0.458062	  0.559511	  0.707340	  0.341014	  0.547862	  0.484249	  0.448559	  0.546883	  0.426112	  0.447101	  0.530372	  0.315851	  0.392799	  0.515116	  0.072353	  0.441140	  0.631275	  0.024934	  0.408662	  0.452538	  0.018025	  0.754488	  0.450760	  0.022446	  0.490264	  0.568914	  1.475271	  0.817052	  0.504349	  1.487050	  0.641601	  0.584154	  1.476605	  0.478886	
   130	1.300	  0.468599	  0.981630	  0.645534	  0.662423	  0.961521	  0.792073	  0.567297	  0.873473	  0.833468	  0.560881	  0.694291	  0.940597	  0.550337	  0.479925	  0.816342	  0.533709	  0.412608	  0.817052	  0.515267	  0.309771	  0.867859	  0.509187	  0.073147	  0.821189	  0.614150	  0.015296	  0.875150	  0.681349	  0.989928	  0.509687	  0.566191	  0.915761	  0.458050	  0.559474	  0.707354	  0.341000	  0.547853	  0.484248	  0.448548	  0.546847	  0.426127	  0.447092	  0.530311	  0.315878	  0.392783	  0.515095	  0.072378	  0.441131	  0.631283	  0.024940	  0.408652	  0.452450	  0.018063	  0.754480	  0.450691	  0.022465	  0.490248	  0.568834	  1.475275	  0.817025	  0.504344	  1.487045	  0.641569	  0.584146	  1.476599	  0.478863	
   131	1.310	  0.468592	  0.981639	  0.645532	  0.662467	  0.961549	  0.792080	  0.567231	  0.873483	  0.833459	  0.560859	  0.694284	  0.940593	  0.550282	  0.479934	  0.816324	  0.533672	  0.412625	  0.817044	  0.515232	  0.309761	  0.867856	  0.509181	  0.073151	  0.821197	  0.614154	  0.015298	  0.875136	  0.681381	  0.989908	  0.509678	  0.566187	  0.915758	  0.458033	  0.559479	  0.707358	  0.340985	  0.547803	  0.484256	  0.448540	  0.546850	  0.426110	  0.447085	  0.530334	  0.315883	  0.392794	  0.515109	  0.072379	  0.441120	  0.631266	  0.024944	  0.408651	  0.452413	  0.018067	  0.754487	  0.450636	  0.022484	  0.490240	  0.568784	  1.475292	  0.816996	  0.504275	  1.487034	  0.641552	  0.584143	  1.476583	  0.478835	
   132	1.320	  0.468587	  0.981622	  0.645524	  0.662418	  0.961563	  0.792095	  0.567212	  0.873495	  0.833448	  0.560816	  0.694297	  0.940595	  0.550300	  0.479926	  0.816324	  0.533654	  0.412606	  0.817056	  0.515169	  0.309761	  0.867841	  0.509107	  0.073148	  0.821205	  0.614110	  0.015308	  0.875119	  0.681454	  0.989920	  0.509683	  0.566221	  0.915777	  0.458020	  0.559474	  0.707362	  0.340982	  0.547754	  0.484260	  0.448538	  0.546824	  0.426118	  0.447064	  0.530303	  0.315883	  0.392783	  0.515048	  0.072398	  0.441114	  0.631230	  0.024965	  0.408660	  0.452494	  0.018024	  0.754459	  0.450650	  0.022474	  0.490208	  0.568818	  1.475302	  0.816974	  0.504292	  1.487045	  0.641554	  0.584104	  1.476578	  0.478815	
   133	1.330	  0.468582	  0.981597	  0.645471	  0.662326	  0.961598	  0.792059	  0.567208	  0.873487	  0.833436	  0.560735	  0.694313	  0.940569	  0.550283	  0.479942	  0.816318	  0.533655	  0.412606	  0.817064	  0.515181	  0.309768	  0.867846	  0.509069	  0.073179	  0.821185	  0.614116	  0.015309	  0.875117	  0.681356	  0.989943	  0.509654	  0.566211	  0.915770	  0.458014	  0.559458	  0.707374	  0.340951	  0.547758	  0.484272	  0.448508	  0.546802	  0.426113	  0.447067	  0.530259	  0.315890	  0.392766	  0.515023	  0.072408	  0.441114	  0.631221	  0.024959	  0.408654	  0.452480	  0.018020	  0.754456	  0.450670	  0.022459	  0.490196	  0.568854	  1.475324	  0.816959	  0.504288	  1.487048	  0.641506	  0.584051	  1.476582	  0.478789	
   134	1.340	  0.468540	  0.981614	  0.645444	  0.662299	  0.961617	  0.792019	  0.567176	  0.873488	  0.833423	  0.560677	  0.694323	  0.940547	  0.550277	  0.479957	  0.816308	  0.533589	  0.412642	  0.817048	  0.515144	  0.309771	  0.867826	  0.509083	  0.073189	  0.821182	  0.614106	  0.015317	  0.875130	  0.681279	  0.989944	  0.509613	  0.566215	  0.915759	  0.457987	  0.559417	  0.707374	  0.340908	  0.547673	  0.484287	  0.448482	  0.546770	  0.426108	  0.447046	  0.530258	  0.315889	  0.392769	  0.515042	  0.072403	  0.441105	  0.631235	  0.024982	  0.408642	  0.452458	  0.018013	  0.754443	  0.450735	  0.022436	  0.490197	  0.568819	  1.475333	  0.816922	  0.504202	  1.487035	  0.641443	  0.584033	  1.476599	  0.478760	
   135	1.350	  0.468474	  0.981640	  0.645418	  0.662364	  0.961650	  0.792026	  0.567118	  0.873503	  0.833406	  0.560670	  0.694331	  0.940527	  0.550246	  0.479976	  0.816279	  0.533557	  0.412646	  0.817029	  0.515128	  0.309787	  0.867808	  0.509140	  0.073194	  0.821182	  0.614054	  0.015354	  0.875119	  0.681318	  0.989938	  0.509595	  0.566195	  0.915775	  0.457960	  0.559395	  0.707367	  0.340887	  0.547592	  0.484288	  0.448492	  0.546733	  0.426116	  0.447019	  0.530194	  0.315897	  0.392760	  0.515027	  0.072394	  0.441097	  0.631229	  0.025018	  0.408652	  0.452461	  0.018013	  0.754434	  0.450709	  0.022475	  0.490177	  0.568789	  1.475338	  0.816897	  0.504164	  1.487028	  0.641414	  0.584031	  1.476587	  0.478749	
   136	1.360	  0.468456	  0.981642	  0.645387	  0.662345	  0.961671	  0.792010	  0.567087	  0.873529	  0.833386	  0.560628	  0.694352	  0.940509	  0.550223	  0.479981	  0.816273	  0.533546	  0.412658	  0.817029	  0.515078	  0.309789	  0.867801	  0.509161	  0.073196	  0.821143	  0.614063	  0.015377	  0.875096	  0.681171	  0.989921	  0.509572	  0.566196	  0.915785	  0.457943	  0.559377	  0.707376	  0.340864	  0.547588	  0.484303	  0.448472	  0.546735	  0.426112	  0.446983	  0.530104	  0.315915	  0.392708	  0.514982	  0.072403	  0.441090	  0.631247	  0.025016	  0.408659	  0.452492	  0.017980	  0.754445	  0.450730	  0.022460	  0.490173	  0.568789	  1.475351	  0.816889	  0.504193	  1.487045	  0.641370	  0.584052	  1.476576	  0.478721	
   137	1.370	  0.468447	  0.981636	  0.645361	  0.662358	  0.961700	  0.791976	  0.567056	  0.873553	  0.833340	  0.560592	  0.694364	  0.940484	  0.550214	  0.479982	  0.816275	  0.533541	  0.412658	  0.817004	  0.515086	  0.309802	  0.867777	  0.509115	  0.073213	  0.821138	  0.614067	  0.015367	  0.875088	  0.681152	  0.989933	  0.509565	  0.566184	  0.915764	  0.457902	  0.559340	  0.707388	  0.340837	  0.547606	  0.484310	  0.448449	  0.546739	  0.426117	  0.446961	  0.530130	  0.315913	  0.392692	  0.515002	  0.072411	  0.441093	  0.631249	  0.025038	  0.408643	  0.452541	  0.017937	  0.754425	  0.450684	  0.022448	  0.490173	  0.568761	  1.475375	  0.816848	  0.504231	  1.487015	  0.641339	  0.584089	  1.476581	  0.478696	
   138	1.380	  0.468422	  0.981648	  0.645303	  0.662312	  0.961688	  0.791966	  0.566992	  0.873546	  0.833319	  0.560540	  0.694373	  0.940451	  0.550175	  0.479995	  0.816265	  0.533530	  0.412658	  0.816963	  0.515048	  0.309816	  0.867757	  0.509069	  0.073229	  0.821130	  0.614107	  0.015358	  0.875096	  0.681184	  0.989944	  0.509560	  0.566183	  0.915770	  0.457865	  0.559323	  0.707403	  0.340798	  0.547551	  0.484316	  0.448416	  0.546725	  0.426125	  0.446950	  0.530126	  0.315921	  0.392660	  0.515021	  0.072407	  0.441113	  0.631222	  0.025043	  0.408614	  0.452568	  0.017951	  0.754404	  0.450666	  0.022450	  0.490158	  0.568806	  1.475397	  0.816828	  0.504229	  1.487041	  0.641325	  0.584069	  1.476592	  0.478665	
   139	1.390	  0.468389	  0.981667	  0.645253	  0.662211	  0.961699	  0.791927	  0.567003	  0.873532	  0.833286	  0.560460	  0.694369	  0.940413	  0.550173	  0.480000	  0.816253	  0.533508	  0.412652	  0.816951	  0.514992	  0.309821	  0.867762	  0.509076	  0.073250	  0.821130	  0.614094	  0.015355	  0.875093	  0.681113	  0.989948	  0.509529	  0.566183	  0.915805	  0.457839	  0.559295	  0.707409	  0.340770	  0.547500	  0.484322	  0.448385	  0.546674	  0.426108	  0.446944	  0.530094	  0.315920	  0.392619	  0.514997	  0.072400	  0.441080	  0.631274	  0.025037	  0.408645	  0.452576	  0.017971	  0.754402	  0.450665	  0.022438	  0.490141	  0.568921	  1.475400	  0.816821	  0.504276	  1.487071	  0.641314	  0.584070	  1.476590	  0.478625	
   140	1.400	  0.468462	  0.981674	  0.645214	  0.662241	  0.961739	  0.791927	  0.566966	  0.873540	  0.833249	  0.560445	  0.694370	  0.940398	  0.550151	  0.479999	  0.816207	  0.533479	  0.412654	  0.816941	  0.515007	  0.309800	  0.867751	  0.509098	  0.073269	  0.821125	  0.614027	  0.015356	  0.875055	  0.681050	  0.989936	  0.509477	  0.566190	  0.915808	  0.457813	  0.559297	  0.707405	  0.340745	  0.547495	  0.484328	  0.448361	  0.546685	  0.426112	  0.446920	  0.530063	  0.315905	  0.392630	  0.514964	  0.072395	  0.441066	  0.631233	  0.025038	  0.408644	  0.452557	  0.017976	  0.754388	  0.450649	  0.022443	  0.490113	  0.568858	  1.475408	  0.816789	  0.504310	  1.487053	  0.641266	  0.584075	  1.476594	  0.478601	
   141	1.410	  0.468470	  0.981660	  0.645193	  0.662185	  0.961718	  0.791894	  0.566919	  0.873557	  0.833237	  0.560404	  0.694377	  0.940369	  0.550098	  0.479989	  0.816199	  0.533474	  0.412659	  0.816941	  0.514954	  0.309798	  0.867730	  0.509128	  0.073266	  0.821117	  0.614039	  0.015374	  0.875068	  0.681098	  0.989920	  0.509451	  0.566235	  0.915801	  0.457783	  0.559305	  0.707409	  0.340715	  0.547461	  0.484329	  0.448362	  0.546629	  0.426121	  0.446898	  0.530040	  0.315917	  0.392612	  0.514963	  0.072373	  0.441039	  0.631161	  0.025033	  0.408588	  0.452498	  0.018001	  0.754380	  0.450699	  0.022417	  0.490096	  0.568904	  1.475410	  0.816762	  0.504314	  1.487063	  0.641197	  0.584139	  1.476603	  0.478589	
   142	1.420	  0.468425	  0.981678	  0.645168	  0.662111	  0.961682	  0.791852	  0.566927	  0.873562	  0.833218	  0.560373	  0.694367	  0.940315	  0.550041	  0.480001	  0.816189	  0.533417	  0.412661	  0.816923	  0.514938	  0.309809	  0.867695	  0.509109	  0.073255	  0.821126	  0.614059	  0.015388	  0.875076	  0.681046	  0.989901	  0.509418	  0.566200	  0.915792	  0.457759	  0.559287	  0.707417	  0.340689	  0.547398	  0.484347	  0.448333	  0.546626	  0.426133	  0.446880	  0.530021	  0.315937	  0.392592	  0.514976	  0.072355	  0.441022	  0.631209	  0.025027	  0.408575	  0.452509	  0.017990	  0.754382	  0.450712	  0.022431	  0.490084	  0.568967	  1.475408	  0.816760	  0.504360	  1.487100	  0.641204	  0.584171	  1.476600	  0.478568	
   143	1.430	  0.468360	  0.981681	  0.645126	  0.662046	  0.961672	  0.791811	  0.566941	  0.873552	  0.833184	  0.560360	  0.694367	  0.940276	  0.550087	  0.480008	  0.816139	  0.533446	  0.412655	  0.816885	  0.514964	  0.309805	  0.867679	  0.509129	  0.073256	  0.821115	  0.614056	  0.015383	  0.875057	  0.681119	  0.989875	  0.509411	  0.566177	  0.915794	  0.457721	  0.559300	  0.707430	  0.340671	  0.547398	  0.484345	  0.448310	  0.546568	  0.426150	  0.446883	  0.530036	  0.315927	  0.392571	  0.514975	  0.072367	  0.441004	  0.631210	  0.025038	  0.408600	  0.452583	  0.017965	  0.754374	  0.450757	  0.022397	  0.490081	  0.569002	  1.475393	  0.816746	  0.504380	  1.487103	  0.641200	  0.584201	  1.476597	  0.478563	
   144	1.440	  0.468304	  0.981708	  0.645106	  0.662054	  0.961679	  0.791771	  0.566975	  0.873545	  0.833141	  0.560351	  0.694371	  0.940237	  0.550069	  0.480001	  0.816111	  0.533444	  0.412645	  0.816872	  0.514979	  0.309819	  0.867668	  0.509136	  0.073256	  0.821095	  0.614056	  0.015370	  0.875055	  0.681028	  0.989878	  0.509357	  0.566206	  0.915794	  0.457713	  0.559270	  0.707422	  0.340637	  0.547439	  0.484330	  0.448298	  0.546571	  0.426141	  0.446876	  0.530020	  0.315909	  0.392562	  0.515007	  0.072353	  0.440991	  0.631269	  0.025044	  0.408617	  0.452573	  0.017940	  0.754405	  0.450710	  0.022409	  0.490081	  0.569031	  1.475391	  0.816714	  0.504437	  1.487096	  0.641194	  0.584267	  1.476577	  0.478546	
   145	1.450	  0.468321	  0.981706	  0.645070	  0.662064	  0.961658	  0.791732	  0.566954	  0.873548	  0.833107	  0.560368	  0.694363	  0.940199	  0.550044	  0.479995	  0.816105	  0.533470	  0.412648	  0.816877	  0.514973	  0.309824	  0.867635	  0.509154	  0.073257	  0.821089	  0.614085	  0.015346	  0.875060	  0.680951	  0.989863	  0.509315	  0.566187	  0.915797	  0.457705	  0.559224	  0.707414	  0.340601	  0.547432	  0.484323	  0.448274	  0.546595	  0.426137	  0.446849	  0.530020	  0.315907	  0.392548	  0.515012	  0.072346	  0.440987	  0.631277	  0.025026	  0.408601	  0.452550	  0.017942	  0.754409	  0.450657	  0.022409	  0.490102	  0.569054	  1.475385	  0.816708	  0.504515	  1.487108	  0.641166	  0.584316	  1.476577	  0.478539	
   146	1.460	  0.468332	  0.981690	  0.645038	  0.662119	  0.961637	  0.791698	  0.566948	  0.873532	  0.833076	  0.560351	  0.694355	  0.940185	  0.550045	  0.479983	  0.816113	  0.533452	  0.412646	  0.816864	  0.514973	  0.309818	  0.867623	  0.509140	  0.073261	  0.821095	  0.614140	  0.015331	  0.875068	  0.681094	  0.989844	  0.509321	  0.566200	  0.915799	  0.457652	  0.559219	  0.707417	  0.340590	  0.547467	  0.484305	  0.448254	  0.546626	  0.426112	  0.446835	  0.530065	  0.315887	  0.392528	  0.515006	  0.072359	  0.441018	  0.631272	  0.025005	  0.408604	  0.452573	  0.017950	  0.754379	  0.450652	  0.022400	  0.490110	  0.569068	  1.475386	  0.816684	  0.504585	  1.487115	  0.641174	  0.584385	  1.476578	  0.478527	
   147	1.470	  0.468353	  0.981696	  0.645011	  0.662045	  0.961586	  0.791651	  0.566961	  0.873523	  0.833052	  0.560329	  0.694374	  0.940189	  0.550074	  0.479953	  0.816100	  0.533461	  0.412643	  0.816831	  0.515038	  0.309822	  0.867620	  0.509141	  0.073269	  0.821095	  0.614177	  0.015318	  0.875086	  0.681066	  0.989813	  0.509276	  0.566233	  0.915797	  0.457601	  0.559233	  0.707394	  0.340576	  0.547468	  0.484298	  0.448238	  0.546632	  0.426095	  0.446819	  0.530073	  0.315868	  0.392537	  0.515019	  0.072371	  0.441029	  0.631259	  0.024997	  0.408618	  0.452563	  0.017977	  0.754386	  0.450663	  0.022417	  0.490103	  0.569062	  1.475367	  0.816661	  0.504665	  1.487128	  0.641174	  0.584455	  1.476580	  0.478509	
   148	1.480	  0.468383	  0.981702	  0.644966	  0.662149	  0.961586	  0.791633	  0.566981	  0.873492	  0.833038	  0.560341	  0.694376	  0.940203	  0.550071	  0.479951	  0.816080	  0.533497	  0.412637	  0.816799	  0.515029	  0.309826	  0.867620	  0.509213	  0.073257	  0.821088	  0.614181	  0.015315	  0.875075	  0.681043	  0.989783	  0.509243	  0.566202	  0.915785	  0.457579	  0.559255	  0.707389	  0.340548	  0.547515	  0.484280	  0.448224	  0.546703	  0.426069	  0.446806	  0.530100	  0.315867	  0.392532	  0.515038	  0.072358	  0.441023	  0.631292	  0.024981	  0.408625	  0.452538	  0.017996	  0.754397	  0.450664	  0.022423	  0.490100	  0.569089	  1.475351	  0.816638	  0.504665	  1.487157	  0.641153	  0.584537	  1.476576	  0.478487	
   149	1.490	  0.468385	  0.981720	  0.644942	  0.662123	  0.961559	  0.791600	  0.566988	  0.873478	  0.833023	  0.560367	  0.694366	  0.940194	  0.550073	  0.479944	  0.816054	  0.533453	  0.412646	  0.816778	  0.515015	  0.309823	  0.867601	  0.509255	  0.073218	  0.821100	  0.614140	  0.015319	  0.875065	  0.681090	  0.989778	  0.509236	  0.566192	  0.915777	  0.457548	  0.559320	  0.707394	  0.340527	  0.547561	  0.484279	  0.448203	  0.546738	  0.426075	  0.446806	  0.530156	  0.315862	  0.392517	  0.515050	  0.072332	  0.441018	  0.631260	  0.024970	  0.408605	  0.452465	  0.018018	  0.754410	  0.450679	  0.022424	  0.490120	  0.569156	  1.475327	  0.816634	  0.504727	  1.487164	  0.641138	  0.584596	  1.476570	  0.478473	
   150	1.500	  0.468340	  0.981711	  0.644932	  0.662091	  0.961538	  0.791548	  0.566996	  0.873492	  0.833023	  0.560375	  0.694374	  0.940166	  0.550082	  0.479937	  0.816052	  0.533479	  0.412649	  0.816796	  0.514997	  0.309828	  0.867592	  0.509248	  0.073193	  0.821094	  0.614166	  0.015286	  0.875057	  0.681111	  0.989769	  0.509223	  0.566269	  0.915764	  0.457515	  0.559318	  0.707389	  0.340510	  0.547595	  0.484288	  0.448187	  0.546767	  0.426078	  0.446783	  0.530198	  0.315861	  0.392488	  0.515087	  0.072327	  0.441021	  0.631249	  0.024941	  0.408599	  0.452468	  0.018015	  0.754422	  0.450644	  0.022452	  0.490107	  0.569222	  1.475321	  0.816632	  0.504791	  1.487178	  0.641146	  0.584676	  1.476577	  0.478462	
   151	1.510	  0.468360	  0.981713	  0.644910	  0.662108	  0.961534	  0.791517	  0.567062	  0.873496	  0.833008	  0.560394	  0.694350	  0.940143	  0.550078	  0.479951	  0.816048	  0.533515	  0.412638	  0.816758	  0.515006	  0.309827	  0.867589	  0.509255	  0.073219	  0.821084	  0.614161	  0.015294	  0.875077	  0.681201	  0.989751	  0.509200	  0.566373	  0.915759	  0.457505	  0.559360	  0.707371	  0.340491	  0.547631	  0.484281	  0.448198	  0.546811	  0.426069	  0.446765	  0.530222	  0.315837	  0.392473	  0.515130	  0.072336	  0.441011	  0.631251	  0.024921	  0.408615	  0.452520	  0.018005	  0.754410	  0.450662	  0.022439	  0.490111	  0.569282	  1.475305	  0.816617	  0.504895	  1.487205	  0.641157	  0.584773	  1.476574	  0.478459	
   152	1.520	  0.468398	  0.981706	  0.644898	  0.662108	  0.961510	  0.791504	  0.567032	  0.873490	  0.832987	  0.560404	  0.694349	  0.940127	  0.550061	  0.479974	  0.816035	  0.533539	  0.412643	  0.816749	  0.515020	  0.309838	  0.867588	  0.509243	  0.073195	  0.821093	  0.614145	  0.015288	  0.875100	  0.681190	  0.989729	  0.509172	  0.566383	  0.915751	  0.457488	  0.559355	  0.707370	  0.340465	  0.547712	  0.484259	  0.448175	  0.546855	  0.426070	  0.446758	  0.530232	  0.315829	  0.392458	  0.515158	  0.072317	  0.441000	  0.631287	  0.024909	  0.408626	  0.452591	  0.017992	  0.754404	  0.450694	  0.022422	  0.490134	  0.569324	  1.475289	  0.816610	  0.504916	  1.487247	  0.641132	  0.584795	  1.476579	  0.478465	
   153	1.530	  0.468377	  0.981704	  0.644894	  0.662093	  0.961479	  0.791474	  0.566983	  0.873506	  0.832972	  0.560351	  0.694357	  0.940126	  0.550053	  0.479961	  0.816031	  0.533513	  0.412640	  0.816775	  0.515028	  0.309839	  0.867587	  0.509292	  0.073167	  0.821115	  0.614173	  0.015265	  0.875105	  0.681193	  0.989721	  0.509143	  0.566371	  0.915754	  0.457475	  0.559377	  0.707363	  0.340447	  0.547787	  0.484244	  0.448173	  0.546885	  0.426068	  0.446751	  0.530275	  0.315797	  0.392444	  0.515181	  0.072279	  0.441012	  0.631328	  0.024898	  0.408632	  0.452543	  0.018018	  0.754402	  0.450731	  0.022415	  0.490140	  0.569376	  1.475275	  0.816599	  0.504964	  1.487255	  0.641140	  0.584810	  1.476584	  0.478442	
   154	1.540	  0.468429	  0.981672	  0.644868	  0.662048	  0.961462	  0.791423	  0.567056	  0.873503	  0.832951	  0.560323	  0.694366	  0.940120	  0.550069	  0.479950	  0.816020	  0.533537	  0.412633	  0.816767	  0.515048	  0.309832	  0.867569	  0.509313	  0.073164	  0.821120	  0.614211	  0.015254	  0.875101	  0.681214	  0.989713	  0.509126	  0.566423	  0.915756	  0.457448	  0.559399	  0.707350	  0.340431	  0.547844	  0.484248	  0.448158	  0.546932	  0.426067	  0.446754	  0.530311	  0.315787	  0.392460	  0.515167	  0.072273	  0.441020	  0.631351	  0.024880	  0.408634	  0.452588	  0.018006	  0.754409	  0.450696	  0.022431	  0.490143	  0.569403	  1.475263	  0.816580	  0.505016	  1.487258	  0.641151	  0.584866	  1.476581	  0.478415	
