BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   229	2.290	 -0.815718	  0.987627	  0.661612	 -0.604804	  0.959152	  0.804184	 -0.703514	  0.878234	  0.848950	 -0.685347	  0.684160	  0.941784	 -0.664820	  0.482378	  0.812409	 -0.676120	  0.411377	  0.812139	 -0.686325	  0.304301	  0.856280	 -0.727325	  0.075245	  0.797646	 -0.617130	  0.026074	  0.819767	 -0.601347	  0.987132	  0.523649	 -0.716753	  0.911843	  0.469756	 -0.672374	  0.700131	  0.361326	 -0.616250	  0.498373	  0.472221	 -0.636179	  0.449848	  0.467042	 -0.718283	  0.372368	  0.428465	 -0.860178	  0.188558	  0.492722	 -0.800079	  0.090303	  0.456197	 -0.803095	  0.020846	  0.746645	 -0.935532	  0.181707	  0.554910	 -0.597695	  1.452520	  0.869885	 -0.677053	  1.494734	  0.701176	 -0.599314	  1.484486	  0.532752	
   230	2.300	 -0.807134	  0.988033	  0.662007	 -0.596178	  0.959284	  0.805184	 -0.696379	  0.878113	  0.848966	 -0.680713	  0.684515	  0.942286	 -0.662685	  0.482035	  0.812717	 -0.674588	  0.411209	  0.812248	 -0.685374	  0.304205	  0.856226	 -0.727264	  0.075258	  0.797519	 -0.617492	  0.026073	  0.819575	 -0.592296	  0.988335	  0.524763	 -0.707264	  0.913287	  0.469936	 -0.658009	  0.702603	  0.361143	 -0.599578	  0.500520	  0.473032	 -0.618138	  0.451350	  0.468249	 -0.698156	  0.371288	  0.429140	 -0.833469	  0.181884	  0.492967	 -0.768389	  0.087606	  0.456008	 -0.803144	  0.020959	  0.746436	 -0.908551	  0.171029	  0.554660	 -0.589024	  1.453864	  0.869841	 -0.668949	  1.495220	  0.701339	 -0.591983	  1.484780	  0.532717	
   231	2.310	 -0.798499	  0.988350	  0.662534	 -0.588126	  0.959133	  0.806003	 -0.688347	  0.877622	  0.849161	 -0.675936	  0.685332	  0.942680	 -0.660908	  0.481708	  0.812967	 -0.673081	  0.410961	  0.812254	 -0.684226	  0.304019	  0.856128	 -0.727203	  0.075279	  0.797357	 -0.617521	  0.026069	  0.819544	 -0.584324	  0.989123	  0.525402	 -0.697824	  0.914581	  0.470040	 -0.643693	  0.704985	  0.361029	 -0.582788	  0.502115	  0.473882	 -0.600104	  0.452303	  0.469496	 -0.678161	  0.369740	  0.429492	 -0.805889	  0.174611	  0.493085	 -0.735296	  0.084326	  0.456212	 -0.803218	  0.021106	  0.746227	 -0.880449	  0.159679	  0.554510	 -0.580451	  1.455064	  0.869667	 -0.660948	  1.495620	  0.701311	 -0.584176	  1.484767	  0.532592	
   232	2.320	 -0.789949	  0.988508	  0.663205	 -0.579935	  0.958589	  0.806800	 -0.680565	  0.877159	  0.849196	 -0.670790	  0.685516	  0.943083	 -0.659226	  0.481324	  0.813228	 -0.671261	  0.410634	  0.812246	 -0.682866	  0.303730	  0.856009	 -0.727086	  0.075294	  0.797163	 -0.617550	  0.026091	  0.819508	 -0.575630	  0.989547	  0.526158	 -0.688186	  0.915736	  0.470351	 -0.629298	  0.707261	  0.360764	 -0.567137	  0.503972	  0.474440	 -0.582955	  0.453214	  0.470475	 -0.657645	  0.367374	  0.429963	 -0.777378	  0.166855	  0.493527	 -0.701787	  0.080962	  0.456781	 -0.803253	  0.021233	  0.746028	 -0.851268	  0.147838	  0.554520	 -0.571435	  1.456088	  0.869499	 -0.652803	  1.495836	  0.701152	 -0.576330	  1.484540	  0.532324	
   233	2.330	 -0.781434	  0.988613	  0.663831	 -0.571486	  0.957650	  0.807571	 -0.673170	  0.876851	  0.849240	 -0.665028	  0.684814	  0.943520	 -0.656425	  0.480686	  0.813324	 -0.669107	  0.410280	  0.812246	 -0.681315	  0.303429	  0.855812	 -0.726916	  0.075311	  0.796993	 -0.617460	  0.026103	  0.819632	 -0.567175	  0.989866	  0.526863	 -0.678375	  0.916690	  0.470698	 -0.615638	  0.709415	  0.360346	 -0.552143	  0.505810	  0.475035	 -0.566101	  0.453853	  0.471734	 -0.637037	  0.364628	  0.430407	 -0.748178	  0.158696	  0.493926	 -0.668156	  0.077580	  0.457060	 -0.803288	  0.021389	  0.745842	 -0.821122	  0.135699	  0.554802	 -0.562631	  1.456956	  0.869256	 -0.644486	  1.495850	  0.700914	 -0.568678	  1.484115	  0.532046	
   234	2.340	 -0.772949	  0.988570	  0.664243	 -0.563264	  0.956818	  0.808165	 -0.665541	  0.876355	  0.849491	 -0.659704	  0.684034	  0.943715	 -0.653233	  0.480015	  0.813320	 -0.666971	  0.409939	  0.812169	 -0.679614	  0.303109	  0.855567	 -0.726839	  0.075400	  0.796766	 -0.617331	  0.026095	  0.819752	 -0.558982	  0.990123	  0.527320	 -0.668669	  0.917349	  0.470947	 -0.602296	  0.711316	  0.360028	 -0.537235	  0.507314	  0.475677	 -0.549180	  0.453992	  0.472772	 -0.616482	  0.361795	  0.430882	 -0.718865	  0.150658	  0.494058	 -0.633925	  0.073989	  0.457110	 -0.803261	  0.021535	  0.745636	 -0.789833	  0.123484	  0.555335	 -0.553694	  1.457844	  0.868832	 -0.636132	  1.495826	  0.700496	 -0.560796	  1.483511	  0.531680	
   235	2.350	 -0.764439	  0.988469	  0.664466	 -0.554394	  0.956136	  0.808713	 -0.657665	  0.875588	  0.849588	 -0.654308	  0.683692	  0.943837	 -0.650339	  0.479470	  0.813228	 -0.664625	  0.409592	  0.811915	 -0.677930	  0.302788	  0.855289	 -0.726708	  0.075503	  0.796502	 -0.617743	  0.026107	  0.819498	 -0.550719	  0.990110	  0.527687	 -0.659102	  0.917816	  0.471092	 -0.589408	  0.712892	  0.359947	 -0.522839	  0.508366	  0.476069	 -0.533566	  0.454432	  0.473499	 -0.595673	  0.358555	  0.431207	 -0.689234	  0.142227	  0.494753	 -0.600227	  0.070664	  0.457047	 -0.803157	  0.021686	  0.745392	 -0.757680	  0.111363	  0.556041	 -0.544987	  1.458571	  0.868264	 -0.627525	  1.495692	  0.699943	 -0.552897	  1.482726	  0.531081	
   236	2.360	 -0.755617	  0.988244	  0.664676	 -0.545276	  0.955013	  0.809248	 -0.649744	  0.874801	  0.849585	 -0.648661	  0.683725	  0.943896	 -0.647574	  0.478973	  0.812887	 -0.662260	  0.409319	  0.811576	 -0.676309	  0.302489	  0.854988	 -0.726548	  0.075588	  0.796222	 -0.617890	  0.026099	  0.819399	 -0.541548	  0.989960	  0.528255	 -0.649060	  0.917991	  0.471477	 -0.577074	  0.714024	  0.359921	 -0.508999	  0.509080	  0.476743	 -0.517609	  0.454326	  0.474248	 -0.574871	  0.355137	  0.431579	 -0.659343	  0.133325	  0.495641	 -0.566656	  0.067496	  0.456887	 -0.803061	  0.021852	  0.745121	 -0.724661	  0.099542	  0.556698	 -0.536200	  1.459123	  0.867591	 -0.618902	  1.495416	  0.699298	 -0.544850	  1.481721	  0.530299	
   237	2.370	 -0.746633	  0.987913	  0.664960	 -0.536818	  0.953848	  0.809691	 -0.641701	  0.874061	  0.849570	 -0.642438	  0.683554	  0.944016	 -0.644936	  0.478518	  0.812539	 -0.659946	  0.409083	  0.811162	 -0.674811	  0.302283	  0.854658	 -0.726435	  0.075682	  0.795919	 -0.617974	  0.026090	  0.819327	 -0.532485	  0.989701	  0.528787	 -0.639615	  0.918197	  0.471810	 -0.565246	  0.714738	  0.360006	 -0.496432	  0.509706	  0.477123	 -0.503414	  0.454263	  0.474661	 -0.555102	  0.351875	  0.431559	 -0.627491	  0.125731	  0.495887	 -0.531335	  0.064949	  0.457057	 -0.803009	  0.022045	  0.744810	 -0.691013	  0.088243	  0.557201	 -0.526854	  1.459596	  0.866804	 -0.610496	  1.495037	  0.698544	 -0.536699	  1.480575	  0.529401	
   238	2.380	 -0.737552	  0.987536	  0.665279	 -0.528484	  0.952877	  0.810253	 -0.633866	  0.873302	  0.849524	 -0.635447	  0.682856	  0.944341	 -0.642197	  0.478045	  0.812328	 -0.657813	  0.408850	  0.810768	 -0.673385	  0.302161	  0.854283	 -0.726347	  0.075815	  0.795643	 -0.618139	  0.026096	  0.819260	 -0.523946	  0.989484	  0.529171	 -0.630588	  0.918434	  0.472005	 -0.554480	  0.715029	  0.360200	 -0.483994	  0.509552	  0.477353	 -0.489806	  0.453946	  0.474986	 -0.535758	  0.348693	  0.431834	 -0.594987	  0.118833	  0.495764	 -0.495461	  0.062878	  0.457168	 -0.803042	  0.022314	  0.744489	 -0.656760	  0.077540	  0.557467	 -0.517745	  1.459929	  0.865857	 -0.601883	  1.494482	  0.697796	 -0.528625	  1.479334	  0.528484	
   239	2.390	 -0.728519	  0.987081	  0.665524	 -0.519800	  0.951632	  0.810608	 -0.625802	  0.872362	  0.849611	 -0.629175	  0.682367	  0.944442	 -0.639251	  0.477508	  0.812101	 -0.655902	  0.408675	  0.810411	 -0.671871	  0.302093	  0.853902	 -0.726274	  0.076007	  0.795273	 -0.618359	  0.026134	  0.819189	 -0.515297	  0.989092	  0.529603	 -0.621936	  0.918517	  0.472020	 -0.544874	  0.714997	  0.360418	 -0.473109	  0.509346	  0.477603	 -0.476295	  0.453145	  0.475461	 -0.517590	  0.345684	  0.432193	 -0.561812	  0.112056	  0.495764	 -0.460847	  0.060359	  0.457652	 -0.803030	  0.022601	  0.744140	 -0.622208	  0.067802	  0.557455	 -0.508448	  1.460202	  0.864887	 -0.593284	  1.493811	  0.696829	 -0.520372	  1.478013	  0.527510	
   240	2.400	 -0.719645	  0.986498	  0.665598	 -0.511185	  0.950375	  0.810730	 -0.617370	  0.871306	  0.849753	 -0.622899	  0.681986	  0.944590	 -0.636272	  0.476941	  0.811865	 -0.653947	  0.408547	  0.810068	 -0.670216	  0.302027	  0.853481	 -0.726354	  0.076301	  0.794838	 -0.618619	  0.026160	  0.819138	 -0.505949	  0.988423	  0.530159	 -0.612583	  0.918070	  0.472164	 -0.535893	  0.714523	  0.360712	 -0.463356	  0.508786	  0.477830	 -0.463658	  0.452133	  0.475767	 -0.499663	  0.342569	  0.432681	 -0.528546	  0.106277	  0.495473	 -0.425669	  0.058443	  0.458223	 -0.802878	  0.022868	  0.743793	 -0.587245	  0.059126	  0.557135	 -0.499293	  1.460437	  0.863842	 -0.584250	  1.493017	  0.695738	 -0.511989	  1.476500	  0.526292	
   241	2.410	 -0.710853	  0.985876	  0.665609	 -0.502462	  0.949308	  0.811007	 -0.609253	  0.870370	  0.849774	 -0.616333	  0.681343	  0.944645	 -0.633187	  0.476357	  0.811522	 -0.651533	  0.408296	  0.809775	 -0.668465	  0.301937	  0.852986	 -0.726387	  0.076618	  0.794449	 -0.618841	  0.026137	  0.819088	 -0.496390	  0.987525	  0.530674	 -0.602435	  0.917071	  0.472493	 -0.527535	  0.713437	  0.361063	 -0.453872	  0.507603	  0.477732	 -0.451643	  0.450717	  0.475757	 -0.481648	  0.339323	  0.432892	 -0.495533	  0.101304	  0.495134	 -0.389742	  0.056422	  0.459196	 -0.802709	  0.023227	  0.743427	 -0.552612	  0.051874	  0.556493	 -0.489851	  1.460462	  0.862728	 -0.575268	  1.492130	  0.694528	 -0.503379	  1.474774	  0.525006	
   242	2.420	 -0.701841	  0.985082	  0.665647	 -0.493100	  0.948065	  0.811228	 -0.601001	  0.869405	  0.849837	 -0.608819	  0.680442	  0.944928	 -0.630125	  0.475872	  0.811206	 -0.648744	  0.408000	  0.809539	 -0.666664	  0.301820	  0.852535	 -0.726458	  0.077015	  0.794088	 -0.619021	  0.026125	  0.818986	 -0.487557	  0.986581	  0.530860	 -0.593426	  0.916284	  0.472623	 -0.519664	  0.711883	  0.361484	 -0.444595	  0.505831	  0.477766	 -0.438976	  0.448638	  0.475972	 -0.462915	  0.335850	  0.433042	 -0.463078	  0.097064	  0.494399	 -0.354473	  0.055073	  0.460652	 -0.802553	  0.023687	  0.743043	 -0.518617	  0.046019	  0.555554	 -0.480546	  1.460296	  0.861326	 -0.566475	  1.491197	  0.693210	 -0.494877	  1.473026	  0.523600	
   243	2.430	 -0.692575	  0.984011	  0.665690	 -0.484138	  0.946822	  0.811085	 -0.592488	  0.868300	  0.850007	 -0.601897	  0.679865	  0.944968	 -0.626803	  0.475497	  0.810920	 -0.646091	  0.407901	  0.809280	 -0.664791	  0.301728	  0.852181	 -0.726514	  0.077480	  0.793671	 -0.619123	  0.026072	  0.818909	 -0.478265	  0.985373	  0.531109	 -0.584326	  0.915304	  0.472755	 -0.512063	  0.709854	  0.361919	 -0.434839	  0.503308	  0.478072	 -0.426727	  0.446631	  0.476081	 -0.443083	  0.332415	  0.433123	 -0.430917	  0.093763	  0.493613	 -0.319802	  0.054190	  0.462445	 -0.802409	  0.024344	  0.742657	 -0.484943	  0.041385	  0.554398	 -0.471172	  1.460048	  0.859832	 -0.557370	  1.490151	  0.691721	 -0.486151	  1.471236	  0.522191	
   244	2.440	 -0.683173	  0.982752	  0.665682	 -0.475929	  0.945670	  0.811019	 -0.584272	  0.867247	  0.850052	 -0.595197	  0.679514	  0.945096	 -0.623206	  0.475235	  0.810748	 -0.643074	  0.407863	  0.809069	 -0.662719	  0.301682	  0.851880	 -0.726479	  0.077998	  0.793311	 -0.619260	  0.026046	  0.818862	 -0.468347	  0.983865	  0.531386	 -0.575001	  0.914287	  0.472713	 -0.504673	  0.707337	  0.362230	 -0.426025	  0.500909	  0.478253	 -0.414881	  0.444762	  0.476000	 -0.423032	  0.329744	  0.433003	 -0.399221	  0.091666	  0.492956	 -0.285609	  0.053961	  0.464728	 -0.802285	  0.025263	  0.742306	 -0.453033	  0.038244	  0.552870	 -0.461697	  1.459811	  0.858231	 -0.548225	  1.489087	  0.690129	 -0.477140	  1.469314	  0.520522	
   245	2.450	 -0.673931	  0.981566	  0.665378	 -0.466894	  0.944500	  0.811222	 -0.576030	  0.866325	  0.850067	 -0.587971	  0.678774	  0.945276	 -0.619190	  0.474970	  0.810680	 -0.639861	  0.407799	  0.808862	 -0.660376	  0.301686	  0.851647	 -0.726333	  0.078561	  0.792986	 -0.619554	  0.026010	  0.818743	 -0.458750	  0.982525	  0.531476	 -0.564979	  0.912907	  0.472985	 -0.497654	  0.704732	  0.362504	 -0.417619	  0.498594	  0.478500	 -0.402070	  0.442764	  0.476418	 -0.404148	  0.328252	  0.432521	 -0.369050	  0.090729	  0.492281	 -0.252899	  0.054953	  0.467467	 -0.802346	  0.026782	  0.741970	 -0.422056	  0.035661	  0.551095	 -0.452235	  1.459490	  0.856519	 -0.539302	  1.487972	  0.688382	 -0.468044	  1.467425	  0.518858	
   246	2.460	 -0.664722	  0.980366	  0.664759	 -0.457753	  0.943445	  0.811217	 -0.567405	  0.865405	  0.850127	 -0.579799	  0.677854	  0.945706	 -0.614662	  0.474528	  0.810712	 -0.635874	  0.407522	  0.808582	 -0.657779	  0.301705	  0.851474	 -0.726128	  0.079158	  0.792641	 -0.619943	  0.025983	  0.818599	 -0.449112	  0.981075	  0.531523	 -0.554492	  0.911101	  0.473325	 -0.489997	  0.701887	  0.362777	 -0.408211	  0.495816	  0.479123	 -0.389780	  0.440992	  0.477198	 -0.385786	  0.327173	  0.432232	 -0.340876	  0.090573	  0.491392	 -0.222045	  0.057287	  0.470443	 -0.802503	  0.028815	  0.741333	 -0.392757	  0.033475	  0.549134	 -0.442415	  1.459090	  0.854743	 -0.529843	  1.486774	  0.686535	 -0.458924	  1.465461	  0.516992	
   247	2.470	 -0.654940	  0.978936	  0.664125	 -0.448955	  0.942710	  0.811057	 -0.558869	  0.864486	  0.850088	 -0.572130	  0.677332	  0.945951	 -0.609569	  0.474031	  0.810738	 -0.631238	  0.407156	  0.808411	 -0.654859	  0.301714	  0.851319	 -0.725881	  0.079928	  0.792277	 -0.620294	  0.025918	  0.818483	 -0.438770	  0.979451	  0.531803	 -0.544159	  0.909463	  0.473121	 -0.481841	  0.699139	  0.362892	 -0.398493	  0.493267	  0.479925	 -0.378303	  0.439747	  0.477862	 -0.368473	  0.326574	  0.432248	 -0.314883	  0.091054	  0.490469	 -0.193430	  0.060957	  0.473278	 -0.802533	  0.030568	  0.740588	 -0.365536	  0.031521	  0.546495	 -0.432960	  1.458693	  0.852781	 -0.520813	  1.485561	  0.684414	 -0.449413	  1.463365	  0.515064	
   248	2.480	 -0.644930	  0.977389	  0.663445	 -0.439992	  0.941914	  0.811156	 -0.550352	  0.863759	  0.850003	 -0.564623	  0.676765	  0.946109	 -0.604386	  0.473709	  0.810719	 -0.627296	  0.407211	  0.808211	 -0.651849	  0.301892	  0.851141	 -0.725547	  0.080925	  0.792030	 -0.620614	  0.025801	  0.818361	 -0.428447	  0.977737	  0.531923	 -0.533693	  0.907664	  0.472913	 -0.472641	  0.696238	  0.362791	 -0.388669	  0.491303	  0.480571	 -0.366126	  0.438322	  0.479024	 -0.352400	  0.326416	  0.432422	 -0.291278	  0.092003	  0.489478	 -0.167248	  0.065465	  0.475993	 -0.802538	  0.032681	  0.740265	 -0.341562	  0.030215	  0.543056	 -0.423839	  1.458280	  0.850634	 -0.511508	  1.484338	  0.682119	 -0.440020	  1.461375	  0.513017	
   249	2.490	 -0.635365	  0.975921	  0.662481	 -0.431134	  0.940982	  0.811255	 -0.541463	  0.863190	  0.849899	 -0.556385	  0.675858	  0.946307	 -0.598819	  0.473657	  0.810737	 -0.623183	  0.407485	  0.808068	 -0.648574	  0.302338	  0.851018	 -0.725209	  0.082105	  0.791891	 -0.620942	  0.025685	  0.818240	 -0.418244	  0.975942	  0.531897	 -0.522489	  0.905851	  0.472824	 -0.462396	  0.693515	  0.362547	 -0.378314	  0.489772	  0.481516	 -0.355261	  0.437489	  0.480054	 -0.337202	  0.326407	  0.432819	 -0.269930	  0.093163	  0.488870	 -0.144015	  0.069933	  0.478377	 -0.802415	  0.035003	  0.740131	 -0.321098	  0.029647	  0.539534	 -0.414584	  1.458000	  0.848335	 -0.502072	  1.483189	  0.679793	 -0.430436	  1.459442	  0.510720	
   250	2.500	 -0.625255	  0.974452	  0.661371	 -0.421686	  0.940169	  0.811161	 -0.532540	  0.862573	  0.849625	 -0.548548	  0.675252	  0.946308	 -0.592834	  0.473743	  0.810889	 -0.618036	  0.407886	  0.808382	 -0.644863	  0.302887	  0.851034	 -0.724284	  0.083942	  0.791543	 -0.620013	  0.025774	  0.817606	 -0.407620	  0.974260	  0.531849	 -0.510771	  0.904100	  0.472477	 -0.450894	  0.690975	  0.362247	 -0.367902	  0.488606	  0.482200	 -0.343651	  0.436263	  0.481185	 -0.322803	  0.326180	  0.433275	 -0.251271	  0.094026	  0.488797	 -0.124187	  0.073729	  0.480343	 -0.802253	  0.037620	  0.740097	 -0.302710	  0.028815	  0.537316	 -0.405171	  1.457813	  0.846140	 -0.492449	  1.482102	  0.677137	 -0.420860	  1.457453	  0.508313	
   251	2.510	 -0.614835	  0.973119	  0.660175	 -0.412449	  0.939466	  0.811139	 -0.523455	  0.862025	  0.849323	 -0.540754	  0.674938	  0.946202	 -0.586416	  0.473803	  0.811018	 -0.612160	  0.408250	  0.808559	 -0.640607	  0.303504	  0.851192	 -0.722139	  0.086323	  0.791013	 -0.617487	  0.026210	  0.816333	 -0.396627	  0.972863	  0.531690	 -0.499432	  0.902706	  0.471962	 -0.438455	  0.688833	  0.362172	 -0.356834	  0.487529	  0.482563	 -0.332876	  0.435355	  0.481891	 -0.309365	  0.325729	  0.433768	 -0.235636	  0.094144	  0.489464	 -0.108091	  0.076067	  0.482013	 -0.801910	  0.040654	  0.740301	 -0.286824	  0.027666	  0.537083	 -0.395708	  1.457677	  0.843631	 -0.483219	  1.481156	  0.674284	 -0.411440	  1.455587	  0.505548	
   252	2.520	 -0.604551	  0.971904	  0.658758	 -0.402941	  0.938940	  0.811091	 -0.514285	  0.861676	  0.848843	 -0.532340	  0.674725	  0.945986	 -0.578915	  0.473725	  0.811312	 -0.606090	  0.408625	  0.808833	 -0.635968	  0.304286	  0.851453	 -0.720821	  0.088305	  0.791234	 -0.618029	  0.025942	  0.816471	 -0.385356	  0.971472	  0.531353	 -0.487906	  0.901458	  0.471517	 -0.425693	  0.687265	  0.362405	 -0.344826	  0.486389	  0.483141	 -0.321009	  0.434163	  0.482717	 -0.296296	  0.324697	  0.434415	 -0.223085	  0.093220	  0.490747	 -0.095735	  0.076648	  0.483259	 -0.801595	  0.044149	  0.740601	 -0.273635	  0.025911	  0.538551	 -0.386613	  1.457589	  0.841010	 -0.474033	  1.480307	  0.671215	 -0.401746	  1.453770	  0.502695	
   253	2.530	 -0.593783	  0.970649	  0.657443	 -0.393134	  0.938594	  0.811039	 -0.505030	  0.861496	  0.848273	 -0.523688	  0.674800	  0.945816	 -0.570954	  0.473648	  0.811661	 -0.599164	  0.408961	  0.809241	 -0.631010	  0.305169	  0.851867	 -0.719637	  0.090368	  0.791591	 -0.621103	  0.024939	  0.817522	 -0.374659	  0.970435	  0.530590	 -0.476534	  0.900336	  0.471194	 -0.412848	  0.686184	  0.362820	 -0.333382	  0.485626	  0.483432	 -0.309332	  0.433154	  0.483170	 -0.284498	  0.323356	  0.434981	 -0.213436	  0.091259	  0.492308	 -0.086813	  0.075415	  0.484287	 -0.801165	  0.048054	  0.740981	 -0.264017	  0.023848	  0.540812	 -0.377623	  1.457705	  0.838286	 -0.464525	  1.479484	  0.667952	 -0.391420	  1.451937	  0.499845	
   254	2.540	 -0.582849	  0.969622	  0.656012	 -0.383456	  0.938175	  0.810927	 -0.495038	  0.861258	  0.847795	 -0.515038	  0.675423	  0.945632	 -0.562477	  0.473687	  0.812143	 -0.591178	  0.409146	  0.810090	 -0.625475	  0.306147	  0.852444	 -0.718250	  0.092903	  0.792079	 -0.621869	  0.024558	  0.817774	 -0.363332	  0.969455	  0.530040	 -0.464689	  0.899340	  0.470722	 -0.399522	  0.685637	  0.363279	 -0.321311	  0.484841	  0.483843	 -0.298033	  0.432095	  0.483651	 -0.273710	  0.321561	  0.435861	 -0.206651	  0.088540	  0.493895	 -0.080713	  0.072815	  0.485266	 -0.800584	  0.052448	  0.741462	 -0.257827	  0.021735	  0.542742	 -0.368528	  1.458007	  0.835406	 -0.454981	  1.478740	  0.664594	 -0.381231	  1.450285	  0.496929	
   255	2.550	 -0.571639	  0.968717	  0.654452	 -0.373233	  0.938017	  0.810701	 -0.484705	  0.861020	  0.847187	 -0.506364	  0.676225	  0.945290	 -0.553581	  0.473876	  0.812759	 -0.583063	  0.409243	  0.810791	 -0.619514	  0.307207	  0.853087	 -0.716795	  0.095892	  0.792708	 -0.622092	  0.024374	  0.817794	 -0.351253	  0.968625	  0.529593	 -0.452608	  0.898288	  0.470214	 -0.385679	  0.685057	  0.363912	 -0.308923	  0.483809	  0.484580	 -0.286760	  0.430538	  0.484648	 -0.264547	  0.319465	  0.436981	 -0.202351	  0.085578	  0.495410	 -0.077106	  0.069166	  0.486431	 -0.799766	  0.057368	  0.742008	 -0.255153	  0.020347	  0.543945	 -0.359577	  1.458289	  0.832413	 -0.445553	  1.478013	  0.661129	 -0.371390	  1.448820	  0.493637	
   256	2.560	 -0.559942	  0.967789	  0.652894	 -0.362729	  0.938089	  0.810200	 -0.474233	  0.860939	  0.846458	 -0.497342	  0.677120	  0.945015	 -0.543995	  0.473983	  0.813551	 -0.574867	  0.409968	  0.811822	 -0.612975	  0.308271	  0.853866	 -0.714710	  0.098984	  0.793312	 -0.622192	  0.024358	  0.817728	 -0.339147	  0.967990	  0.528843	 -0.440379	  0.897287	  0.469446	 -0.371437	  0.684310	  0.364653	 -0.297188	  0.482779	  0.485385	 -0.276359	  0.428856	  0.485609	 -0.256807	  0.316999	  0.438299	 -0.199321	  0.082518	  0.496614	 -0.075496	  0.064257	  0.487895	 -0.798658	  0.062817	  0.742495	 -0.254909	  0.020155	  0.544524	 -0.350546	  1.458667	  0.829177	 -0.436098	  1.477240	  0.657522	 -0.361401	  1.447415	  0.490264	
   257	2.570	 -0.548629	  0.967234	  0.651142	 -0.352021	  0.938477	  0.809553	 -0.463508	  0.860910	  0.845475	 -0.487796	  0.678047	  0.944677	 -0.533254	  0.473853	  0.814382	 -0.565353	  0.410309	  0.812911	 -0.605670	  0.309351	  0.854786	 -0.712433	  0.102493	  0.794001	 -0.622223	  0.024518	  0.817589	 -0.327208	  0.967329	  0.527981	 -0.428040	  0.896360	  0.468421	 -0.357167	  0.683425	  0.365567	 -0.285406	  0.481558	  0.486364	 -0.266005	  0.426954	  0.486820	 -0.249863	  0.314491	  0.440088	 -0.196059	  0.080982	  0.497088	 -0.073952	  0.057591	  0.489420	 -0.797165	  0.068838	  0.742954	 -0.254342	  0.021167	  0.544887	 -0.341586	  1.459283	  0.825977	 -0.426620	  1.476592	  0.653700	 -0.350861	  1.446058	  0.486980	
   258	2.580	 -0.537269	  0.966766	  0.649284	 -0.341042	  0.938871	  0.808707	 -0.452523	  0.860877	  0.844174	 -0.477388	  0.678919	  0.944379	 -0.521442	  0.473596	  0.815136	 -0.554408	  0.410271	  0.813970	 -0.597594	  0.310514	  0.855669	 -0.709746	  0.106543	  0.794692	 -0.622112	  0.024858	  0.817478	 -0.315477	  0.966494	  0.527265	 -0.415508	  0.895910	  0.467192	 -0.342874	  0.682356	  0.366472	 -0.274671	  0.481144	  0.487179	 -0.256554	  0.425954	  0.487795	 -0.243197	  0.313326	  0.441942	 -0.190479	  0.081316	  0.496993	 -0.071078	  0.051171	  0.490606	 -0.795266	  0.075911	  0.743572	 -0.252767	  0.023218	  0.544956	 -0.332859	  1.459996	  0.822680	 -0.416953	  1.476361	  0.649657	 -0.340492	  1.444897	  0.483610	
   259	2.590	 -0.525882	  0.966547	  0.647684	 -0.329745	  0.939306	  0.807717	 -0.441071	  0.860764	  0.843092	 -0.465814	  0.679525	  0.944075	 -0.508562	  0.473365	  0.816011	 -0.542316	  0.410162	  0.815212	 -0.588491	  0.311750	  0.856576	 -0.706214	  0.111153	  0.795376	 -0.621859	  0.025548	  0.817275	 -0.303722	  0.966094	  0.526441	 -0.403099	  0.896431	  0.466140	 -0.329920	  0.681971	  0.367260	 -0.264031	  0.481662	  0.487725	 -0.246156	  0.426149	  0.488630	 -0.233435	  0.313904	  0.442899	 -0.185240	  0.080684	  0.497087	 -0.067718	  0.047381	  0.491807	 -0.792743	  0.084041	  0.744245	 -0.251109	  0.025716	  0.544389	 -0.324357	  1.460878	  0.819479	 -0.407024	  1.476573	  0.645574	 -0.330354	  1.444051	  0.479993	
