BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   114	1.140	 -1.338708	  0.961529	  0.634041	 -1.145525	  0.939965	  0.790970	 -1.246195	  0.855808	  0.831700	 -1.248377	  0.669585	  0.936450	 -1.254933	  0.461558	  0.812452	 -1.270880	  0.392714	  0.813840	 -1.285830	  0.287940	  0.863615	 -1.298444	  0.051403	  0.812178	 -1.191640	  0.000309	  0.855694	 -1.115819	  0.959518	  0.509238	 -1.228127	  0.884417	  0.454345	 -1.222185	  0.658824	  0.359068	 -1.240214	  0.450208	  0.486799	 -1.245869	  0.391879	  0.490112	 -1.263862	  0.276760	  0.445153	 -1.304384	  0.043853	  0.511320	 -1.193434	  0.005025	  0.482155	 -1.362462	 -0.005314	  0.754196	 -1.372854	 -0.004979	  0.563549	 -1.225549	  1.448864	  0.813924	 -1.288845	  1.468180	  0.636371	 -1.207259	  1.449014	  0.471509	
   115	1.150	 -1.338692	  0.961375	  0.633285	 -1.144731	  0.939339	  0.790123	 -1.246117	  0.855809	  0.831096	 -1.248091	  0.669370	  0.935648	 -1.254483	  0.461687	  0.812171	 -1.270497	  0.392731	  0.813705	 -1.285536	  0.287988	  0.863498	 -1.298460	  0.051424	  0.812167	 -1.191589	  0.000276	  0.855724	 -1.116232	  0.959411	  0.508571	 -1.227928	  0.884338	  0.453697	 -1.221524	  0.658544	  0.358723	 -1.239491	  0.450080	  0.486564	 -1.244881	  0.391550	  0.489952	 -1.263237	  0.276475	  0.445080	 -1.304471	  0.043850	  0.511147	 -1.193425	  0.005054	  0.482204	 -1.362474	 -0.005278	  0.754193	 -1.372921	 -0.004984	  0.563510	 -1.224355	  1.448795	  0.813043	 -1.288111	  1.468234	  0.635386	 -1.206639	  1.448807	  0.470453	
   116	1.160	 -1.338744	  0.961256	  0.632536	 -1.144361	  0.939226	  0.789361	 -1.246144	  0.855830	  0.830439	 -1.247936	  0.669280	  0.934866	 -1.254068	  0.461772	  0.811894	 -1.270170	  0.392748	  0.813544	 -1.285226	  0.288056	  0.863354	 -1.298430	  0.051422	  0.812166	 -1.191547	  0.000256	  0.855736	 -1.116587	  0.959328	  0.507915	 -1.227779	  0.884223	  0.452986	 -1.220843	  0.658250	  0.358327	 -1.238697	  0.449854	  0.486339	 -1.243956	  0.391248	  0.489717	 -1.262640	  0.276243	  0.444962	 -1.304080	  0.043719	  0.511498	 -1.193427	  0.005078	  0.482256	 -1.362461	 -0.005256	  0.754216	 -1.372943	 -0.005019	  0.563478	 -1.223214	  1.448617	  0.811957	 -1.287279	  1.468303	  0.634362	 -1.205933	  1.448574	  0.469321	
   117	1.170	 -1.338714	  0.961115	  0.631774	 -1.144482	  0.939495	  0.788510	 -1.246207	  0.855847	  0.829808	 -1.247874	  0.669224	  0.934193	 -1.253726	  0.461820	  0.811560	 -1.269805	  0.392764	  0.813352	 -1.284913	  0.288088	  0.863197	 -1.298435	  0.051439	  0.812165	 -1.191545	  0.000255	  0.855797	 -1.116919	  0.959231	  0.507123	 -1.227644	  0.884069	  0.452189	 -1.220129	  0.657948	  0.357878	 -1.237844	  0.449570	  0.486131	 -1.242970	  0.390865	  0.489495	 -1.262176	  0.276096	  0.444821	 -1.303898	  0.043627	  0.511553	 -1.193412	  0.005084	  0.482318	 -1.362460	 -0.005256	  0.754227	 -1.372965	 -0.005049	  0.563440	 -1.222532	  1.448293	  0.810574	 -1.286244	  1.468352	  0.633334	 -1.205345	  1.448311	  0.468250	
   118	1.180	 -1.338614	  0.960964	  0.630982	 -1.145410	  0.940174	  0.787629	 -1.246185	  0.855828	  0.829221	 -1.247745	  0.669106	  0.933632	 -1.253459	  0.461853	  0.811206	 -1.269332	  0.392714	  0.813115	 -1.284697	  0.288158	  0.863023	 -1.298422	  0.051430	  0.812134	 -1.191473	  0.000218	  0.855824	 -1.117211	  0.959131	  0.506286	 -1.227398	  0.883878	  0.451329	 -1.219400	  0.657612	  0.357386	 -1.237033	  0.449309	  0.485914	 -1.242204	  0.390592	  0.489310	 -1.261671	  0.275885	  0.444718	 -1.303797	  0.043567	  0.511521	 -1.193454	  0.005116	  0.482386	 -1.362486	 -0.005216	  0.754225	 -1.373015	 -0.005067	  0.563405	 -1.221807	  1.448226	  0.809333	 -1.285228	  1.468437	  0.632205	 -1.204395	  1.447990	  0.467245	
   119	1.190	 -1.338423	  0.960799	  0.630173	 -1.145803	  0.940367	  0.786896	 -1.246035	  0.855773	  0.828569	 -1.247529	  0.668997	  0.933028	 -1.253215	  0.461881	  0.810847	 -1.268878	  0.392660	  0.812899	 -1.284510	  0.288209	  0.862868	 -1.298330	  0.051399	  0.812107	 -1.191401	  0.000188	  0.855824	 -1.117055	  0.959026	  0.505539	 -1.227287	  0.883792	  0.450470	 -1.218953	  0.657366	  0.356640	 -1.236325	  0.449055	  0.485713	 -1.241451	  0.390297	  0.489087	 -1.261118	  0.275618	  0.444566	 -1.303745	  0.043531	  0.511502	 -1.193465	  0.005120	  0.482406	 -1.362498	 -0.005188	  0.754217	 -1.373052	 -0.005075	  0.563383	 -1.220887	  1.448175	  0.808059	 -1.284335	  1.468545	  0.630933	 -1.203289	  1.447588	  0.466029	
   120	1.200	 -1.338213	  0.960633	  0.629317	 -1.145805	  0.940445	  0.786379	 -1.245766	  0.855731	  0.827884	 -1.247350	  0.669000	  0.932416	 -1.252936	  0.461918	  0.810428	 -1.268472	  0.392651	  0.812696	 -1.284328	  0.288265	  0.862664	 -1.298303	  0.051388	  0.812076	 -1.191256	  0.000129	  0.855792	 -1.116413	  0.958913	  0.504930	 -1.227331	  0.883834	  0.449600	 -1.218796	  0.657221	  0.355691	 -1.235629	  0.448803	  0.485456	 -1.240804	  0.390025	  0.488868	 -1.260700	  0.275449	  0.444394	 -1.303718	  0.043486	  0.511463	 -1.193414	  0.005069	  0.482424	 -1.362478	 -0.005178	  0.754226	 -1.373053	 -0.005081	  0.563336	 -1.219712	  1.448152	  0.806763	 -1.283380	  1.468643	  0.629534	 -1.202236	  1.447186	  0.464571	
   121	1.210	 -1.338042	  0.960467	  0.628433	 -1.145449	  0.940468	  0.785814	 -1.245537	  0.855727	  0.827154	 -1.247256	  0.669080	  0.931805	 -1.252685	  0.461954	  0.810024	 -1.268113	  0.392640	  0.812501	 -1.284285	  0.288385	  0.862424	 -1.298370	  0.051421	  0.812053	 -1.191288	  0.000133	  0.855852	 -1.115591	  0.958775	  0.504377	 -1.226969	  0.883691	  0.448961	 -1.218273	  0.656900	  0.355090	 -1.234914	  0.448524	  0.485151	 -1.240187	  0.389744	  0.488614	 -1.260361	  0.275335	  0.444171	 -1.303671	  0.043434	  0.511409	 -1.193409	  0.005065	  0.482422	 -1.362461	 -0.005168	  0.754224	 -1.373074	 -0.005108	  0.563292	 -1.218309	  1.448212	  0.805334	 -1.282342	  1.468744	  0.628121	 -1.201270	  1.446820	  0.463133	
   122	1.220	 -1.337944	  0.960364	  0.627530	 -1.144954	  0.940529	  0.785198	 -1.245374	  0.855755	  0.826327	 -1.247191	  0.669167	  0.931185	 -1.252471	  0.462017	  0.809577	 -1.267788	  0.392668	  0.812256	 -1.284215	  0.288484	  0.862193	 -1.298379	  0.051457	  0.812073	 -1.191330	  0.000130	  0.855883	 -1.114994	  0.958633	  0.503640	 -1.226419	  0.883368	  0.448334	 -1.217767	  0.656623	  0.354586	 -1.234195	  0.448233	  0.484816	 -1.239666	  0.389499	  0.488353	 -1.259896	  0.275115	  0.443910	 -1.303605	  0.043337	  0.511373	 -1.193283	  0.004994	  0.482417	 -1.362447	 -0.005206	  0.754220	 -1.373099	 -0.005157	  0.563248	 -1.217101	  1.448409	  0.803774	 -1.280969	  1.468812	  0.626694	 -1.200490	  1.446482	  0.461624	
   123	1.230	 -1.337736	  0.960287	  0.626608	 -1.144320	  0.940297	  0.784395	 -1.245219	  0.855796	  0.825476	 -1.247211	  0.669330	  0.930587	 -1.252211	  0.462055	  0.809122	 -1.267569	  0.392679	  0.812001	 -1.284063	  0.288547	  0.861941	 -1.298393	  0.051478	  0.812014	 -1.191233	  0.000092	  0.855868	 -1.114127	  0.958170	  0.502825	 -1.225758	  0.882875	  0.447575	 -1.217225	  0.656349	  0.354123	 -1.233372	  0.447854	  0.484465	 -1.239211	  0.389257	  0.488081	 -1.259559	  0.274947	  0.443710	 -1.303582	  0.043225	  0.511322	 -1.193323	  0.004987	  0.482468	 -1.362467	 -0.005204	  0.754220	 -1.373100	 -0.005217	  0.563199	 -1.215666	  1.448540	  0.802253	 -1.279632	  1.468837	  0.625197	 -1.199560	  1.446139	  0.460066	
   124	1.240	 -1.337380	  0.960173	  0.625689	 -1.143349	  0.939715	  0.783270	 -1.244903	  0.855831	  0.824551	 -1.247236	  0.669532	  0.929980	 -1.252008	  0.462087	  0.808617	 -1.267442	  0.392762	  0.811711	 -1.283892	  0.288596	  0.861634	 -1.298370	  0.051493	  0.811964	 -1.191162	  0.000062	  0.855828	 -1.112289	  0.957272	  0.502402	 -1.225437	  0.882611	  0.446737	 -1.216666	  0.656047	  0.353664	 -1.232785	  0.447609	  0.484139	 -1.238906	  0.389063	  0.487840	 -1.259339	  0.274845	  0.443435	 -1.303654	  0.043181	  0.511249	 -1.193334	  0.004992	  0.482526	 -1.362495	 -0.005208	  0.754219	 -1.373124	 -0.005266	  0.563117	 -1.214314	  1.448672	  0.800706	 -1.278277	  1.468845	  0.623544	 -1.198298	  1.445763	  0.458422	
   125	1.250	 -1.337036	  0.960066	  0.624746	 -1.142550	  0.939546	  0.782188	 -1.244407	  0.855815	  0.823643	 -1.247318	  0.669753	  0.929392	 -1.251788	  0.462108	  0.808094	 -1.267094	  0.392807	  0.811339	 -1.283750	  0.288691	  0.861332	 -1.298371	  0.051496	  0.811885	 -1.191217	  0.000092	  0.855803	 -1.111653	  0.956820	  0.501735	 -1.225064	  0.882380	  0.445804	 -1.216157	  0.655735	  0.353248	 -1.232212	  0.447377	  0.483734	 -1.238615	  0.388883	  0.487601	 -1.259066	  0.274686	  0.443142	 -1.303692	  0.043114	  0.511170	 -1.193303	  0.004968	  0.482550	 -1.362496	 -0.005224	  0.754223	 -1.373199	 -0.005294	  0.563033	 -1.212822	  1.448848	  0.799109	 -1.277042	  1.468891	  0.621865	 -1.197052	  1.445484	  0.456695	
   126	1.260	 -1.336818	  0.960045	  0.623773	 -1.141902	  0.939438	  0.781108	 -1.243980	  0.855812	  0.822804	 -1.247405	  0.670012	  0.928779	 -1.251504	  0.462117	  0.807600	 -1.266573	  0.392817	  0.810868	 -1.283505	  0.288755	  0.861054	 -1.298352	  0.051506	  0.811849	 -1.191146	  0.000079	  0.855716	 -1.111255	  0.956492	  0.501007	 -1.224663	  0.882157	  0.444818	 -1.215590	  0.655403	  0.352792	 -1.231732	  0.447186	  0.483295	 -1.238325	  0.388709	  0.487302	 -1.258793	  0.274507	  0.442842	 -1.303713	  0.043013	  0.511078	 -1.193263	  0.004906	  0.482566	 -1.362494	 -0.005261	  0.754221	 -1.373223	 -0.005348	  0.562933	 -1.211189	  1.449058	  0.797288	 -1.275534	  1.468905	  0.620198	 -1.195912	  1.445179	  0.454969	
   127	1.270	 -1.336536	  0.960039	  0.622819	 -1.141835	  0.939659	  0.779981	 -1.243785	  0.855850	  0.822021	 -1.247221	  0.670190	  0.928137	 -1.251166	  0.462137	  0.807126	 -1.265993	  0.392864	  0.810337	 -1.283187	  0.288808	  0.860736	 -1.298373	  0.051571	  0.811827	 -1.191131	  0.000070	  0.855687	 -1.111911	  0.956362	  0.499744	 -1.224213	  0.881923	  0.443821	 -1.215055	  0.655091	  0.352201	 -1.231149	  0.446951	  0.482804	 -1.238177	  0.388622	  0.486932	 -1.258476	  0.274298	  0.442547	 -1.303708	  0.042902	  0.510988	 -1.193203	  0.004861	  0.482650	 -1.362499	 -0.005238	  0.754207	 -1.373238	 -0.005421	  0.562838	 -1.209589	  1.449263	  0.795491	 -1.273875	  1.468949	  0.618437	 -1.194716	  1.444803	  0.453181	
   128	1.280	 -1.336109	  0.960010	  0.621874	 -1.142290	  0.940163	  0.778856	 -1.243561	  0.855863	  0.821198	 -1.246801	  0.670346	  0.927541	 -1.250658	  0.462150	  0.806647	 -1.265377	  0.392885	  0.809895	 -1.282877	  0.288914	  0.860404	 -1.298408	  0.051645	  0.811766	 -1.191116	  0.000077	  0.855671	 -1.113608	  0.956387	  0.497774	 -1.223697	  0.881620	  0.442851	 -1.214426	  0.654624	  0.351526	 -1.230567	  0.446744	  0.482298	 -1.237977	  0.388484	  0.486561	 -1.258131	  0.274097	  0.442186	 -1.303762	  0.042825	  0.510882	 -1.193196	  0.004892	  0.482769	 -1.362484	 -0.005217	  0.754193	 -1.373291	 -0.005489	  0.562721	 -1.207804	  1.449478	  0.793692	 -1.272474	  1.469030	  0.616525	 -1.193201	  1.444331	  0.451316	
   129	1.290	 -1.335656	  0.959988	  0.620962	 -1.142035	  0.940198	  0.778089	 -1.243120	  0.855828	  0.820389	 -1.246326	  0.670594	  0.926968	 -1.249967	  0.462134	  0.806308	 -1.264694	  0.392847	  0.809444	 -1.282488	  0.289001	  0.860146	 -1.298379	  0.051731	  0.811755	 -1.191187	  0.000120	  0.855695	 -1.113096	  0.956068	  0.496725	 -1.223309	  0.881293	  0.441909	 -1.213375	  0.653862	  0.350933	 -1.230082	  0.446543	  0.481884	 -1.237794	  0.388342	  0.486128	 -1.257747	  0.273906	  0.441749	 -1.303861	  0.042737	  0.510778	 -1.193182	  0.004996	  0.482876	 -1.362465	 -0.005199	  0.754199	 -1.373322	 -0.005598	  0.562590	 -1.206036	  1.449703	  0.791844	 -1.270854	  1.469107	  0.614562	 -1.191635	  1.443904	  0.449481	
   130	1.300	 -1.335241	  0.959970	  0.620059	 -1.141350	  0.940004	  0.777236	 -1.242595	  0.855821	  0.819563	 -1.245827	  0.670920	  0.926404	 -1.249264	  0.462161	  0.806009	 -1.263957	  0.392845	  0.809020	 -1.281973	  0.289074	  0.859915	 -1.298335	  0.051780	  0.811714	 -1.191143	  0.000103	  0.855665	 -1.112335	  0.955595	  0.495622	 -1.223146	  0.881025	  0.441117	 -1.212746	  0.653436	  0.350305	 -1.229480	  0.446270	  0.481441	 -1.237579	  0.388195	  0.485576	 -1.257288	  0.273641	  0.441355	 -1.303909	  0.042609	  0.510688	 -1.193169	  0.005110	  0.483023	 -1.362428	 -0.005187	  0.754196	 -1.373389	 -0.005699	  0.562464	 -1.204052	  1.449937	  0.789756	 -1.268960	  1.469184	  0.612631	 -1.190256	  1.443440	  0.447472	
   131	1.310	 -1.334824	  0.959972	  0.619132	 -1.140213	  0.939506	  0.776124	 -1.242052	  0.855848	  0.818690	 -1.245165	  0.671347	  0.925737	 -1.248524	  0.462187	  0.805710	 -1.263028	  0.392806	  0.808646	 -1.281372	  0.289159	  0.859639	 -1.298291	  0.051856	  0.811690	 -1.191211	  0.000149	  0.855568	 -1.111624	  0.955054	  0.494482	 -1.222944	  0.880705	  0.440412	 -1.212229	  0.653093	  0.349660	 -1.228919	  0.446021	  0.480980	 -1.237292	  0.388040	  0.484986	 -1.256775	  0.273351	  0.440948	 -1.303934	  0.042512	  0.510564	 -1.193399	  0.005242	  0.483054	 -1.362411	 -0.005149	  0.754192	 -1.373436	 -0.005784	  0.562333	 -1.201970	  1.450188	  0.787738	 -1.267102	  1.469269	  0.610655	 -1.188763	  1.442869	  0.445395	
   132	1.320	 -1.334340	  0.959926	  0.618180	 -1.139474	  0.939366	  0.774958	 -1.241231	  0.855839	  0.817710	 -1.244344	  0.671867	  0.925053	 -1.247589	  0.462165	  0.805385	 -1.262128	  0.392826	  0.808277	 -1.280621	  0.289241	  0.859371	 -1.298227	  0.051935	  0.811669	 -1.191387	  0.000255	  0.855464	 -1.110906	  0.954690	  0.493446	 -1.222626	  0.880304	  0.439623	 -1.211666	  0.652784	  0.348906	 -1.228507	  0.445833	  0.480472	 -1.236976	  0.387852	  0.484446	 -1.256431	  0.273172	  0.440608	 -1.303975	  0.042412	  0.510470	 -1.193856	  0.005474	  0.482962	 -1.362386	 -0.005094	  0.754188	 -1.373439	 -0.005887	  0.562212	 -1.199885	  1.450461	  0.785751	 -1.265391	  1.469339	  0.608544	 -1.186979	  1.442309	  0.443347	
   133	1.330	 -1.333906	  0.959879	  0.617262	 -1.138633	  0.939332	  0.773668	 -1.240406	  0.855876	  0.816690	 -1.243385	  0.672411	  0.924474	 -1.246381	  0.462033	  0.805077	 -1.261062	  0.392710	  0.807947	 -1.279838	  0.289312	  0.859079	 -1.298175	  0.052040	  0.811616	 -1.191331	  0.000286	  0.855559	 -1.112549	  0.954594	  0.491399	 -1.222315	  0.879953	  0.438792	 -1.211050	  0.652484	  0.348074	 -1.228175	  0.445697	  0.479904	 -1.236544	  0.387689	  0.483871	 -1.256189	  0.273030	  0.440304	 -1.304000	  0.042279	  0.510382	 -1.193381	  0.005403	  0.483346	 -1.362332	 -0.005042	  0.754168	 -1.373530	 -0.005936	  0.562106	 -1.197818	  1.450687	  0.783598	 -1.263487	  1.469353	  0.606401	 -1.185107	  1.441701	  0.441340	
   134	1.340	 -1.333430	  0.959835	  0.616353	 -1.137766	  0.939339	  0.772325	 -1.239783	  0.855994	  0.815677	 -1.242221	  0.672963	  0.923942	 -1.245086	  0.461890	  0.804784	 -1.260011	  0.392685	  0.807671	 -1.279028	  0.289388	  0.858828	 -1.298126	  0.052168	  0.811560	 -1.191370	  0.000344	  0.855574	 -1.112543	  0.954287	  0.490094	 -1.221924	  0.879564	  0.438017	 -1.210758	  0.652323	  0.347174	 -1.227873	  0.445582	  0.479253	 -1.236134	  0.387581	  0.483293	 -1.255988	  0.272865	  0.439984	 -1.304024	  0.042168	  0.510316	 -1.193365	  0.005492	  0.483453	 -1.362286	 -0.004945	  0.754142	 -1.373622	 -0.006016	  0.562000	 -1.195628	  1.450957	  0.781310	 -1.261361	  1.469322	  0.604264	 -1.183465	  1.441072	  0.439251	
   135	1.350	 -1.332850	  0.959776	  0.615449	 -1.137086	  0.939398	  0.771162	 -1.239087	  0.856083	  0.814800	 -1.240992	  0.673598	  0.923505	 -1.243716	  0.461725	  0.804525	 -1.258810	  0.392700	  0.807415	 -1.278154	  0.289468	  0.858572	 -1.298054	  0.052350	  0.811516	 -1.191478	  0.000406	  0.855624	 -1.111561	  0.953931	  0.489141	 -1.221434	  0.879110	  0.437267	 -1.210933	  0.652368	  0.346258	 -1.227798	  0.445568	  0.478625	 -1.235922	  0.387545	  0.482702	 -1.255848	  0.272719	  0.439658	 -1.304057	  0.042073	  0.510221	 -1.193663	  0.005617	  0.483347	 -1.362191	 -0.004839	  0.754099	 -1.373698	 -0.006115	  0.561909	 -1.193278	  1.451379	  0.779340	 -1.259377	  1.469271	  0.602040	 -1.181828	  1.440567	  0.437075	
   136	1.360	 -1.332179	  0.959677	  0.614530	 -1.136546	  0.939524	  0.770123	 -1.238178	  0.856203	  0.813984	 -1.239604	  0.674290	  0.923159	 -1.242193	  0.461583	  0.804280	 -1.257444	  0.392713	  0.807141	 -1.277151	  0.289508	  0.858373	 -1.297965	  0.052594	  0.811496	 -1.191463	  0.000415	  0.855651	 -1.110656	  0.953601	  0.488015	 -1.220934	  0.878663	  0.436501	 -1.210772	  0.652214	  0.345622	 -1.227722	  0.445513	  0.478033	 -1.235783	  0.387478	  0.482112	 -1.255713	  0.272565	  0.439266	 -1.304082	  0.041999	  0.510114	 -1.194010	  0.005737	  0.483167	 -1.362094	 -0.004679	  0.754046	 -1.373790	 -0.006196	  0.561828	 -1.190851	  1.451782	  0.777378	 -1.257412	  1.469226	  0.599813	 -1.179956	  1.440066	  0.434745	
   137	1.370	 -1.331601	  0.959640	  0.613604	 -1.135908	  0.939776	  0.769017	 -1.237325	  0.856379	  0.813205	 -1.238151	  0.675049	  0.922764	 -1.240552	  0.461454	  0.804053	 -1.255834	  0.392642	  0.806944	 -1.275980	  0.289529	  0.858226	 -1.297821	  0.052909	  0.811489	 -1.191512	  0.000460	  0.855532	 -1.109593	  0.953032	  0.486850	 -1.220426	  0.878262	  0.435765	 -1.210548	  0.652015	  0.345027	 -1.227541	  0.445414	  0.477329	 -1.235786	  0.387386	  0.481485	 -1.255542	  0.272378	  0.438786	 -1.304159	  0.041935	  0.510019	 -1.193538	  0.005658	  0.483466	 -1.361990	 -0.004452	  0.753991	 -1.373870	 -0.006305	  0.561736	 -1.188437	  1.451777	  0.774852	 -1.255273	  1.469170	  0.597653	 -1.177972	  1.439432	  0.432601	
   138	1.380	 -1.330966	  0.959617	  0.612693	 -1.135312	  0.940095	  0.767873	 -1.236524	  0.856567	  0.812471	 -1.236630	  0.675908	  0.922350	 -1.238691	  0.461303	  0.803845	 -1.254008	  0.392533	  0.806822	 -1.274578	  0.289516	  0.858101	 -1.297658	  0.053413	  0.811683	 -1.191739	  0.000535	  0.855424	 -1.108480	  0.952265	  0.485764	 -1.220036	  0.877955	  0.435036	 -1.210092	  0.651692	  0.344402	 -1.227343	  0.445378	  0.476514	 -1.235878	  0.387321	  0.480859	 -1.255356	  0.272161	  0.438270	 -1.304191	  0.041828	  0.509911	 -1.193749	  0.005750	  0.483410	 -1.361893	 -0.004182	  0.753919	 -1.373945	 -0.006418	  0.561655	 -1.185938	  1.451964	  0.772605	 -1.252967	  1.469084	  0.595442	 -1.176176	  1.438765	  0.430448	
   139	1.390	 -1.330197	  0.959573	  0.611776	 -1.134284	  0.940390	  0.766496	 -1.235497	  0.856757	  0.811758	 -1.234951	  0.676752	  0.921951	 -1.236398	  0.461177	  0.803641	 -1.251692	  0.392348	  0.806788	 -1.272975	  0.289573	  0.858013	 -1.297495	  0.054115	  0.812167	 -1.191841	  0.000636	  0.855463	 -1.109013	  0.951951	  0.483976	 -1.219763	  0.877735	  0.434289	 -1.209601	  0.651363	  0.343708	 -1.226973	  0.445328	  0.475667	 -1.235800	  0.387245	  0.480248	 -1.255152	  0.271943	  0.437761	 -1.304265	  0.041737	  0.509809	 -1.194118	  0.005871	  0.483223	 -1.361799	 -0.003878	  0.753865	 -1.374055	 -0.006495	  0.561569	 -1.183563	  1.452340	  0.770672	 -1.250716	  1.469013	  0.593171	 -1.174166	  1.437979	  0.428200	
   140	1.400	 -1.329434	  0.959572	  0.610853	 -1.133078	  0.940659	  0.765064	 -1.234385	  0.856947	  0.810910	 -1.233130	  0.677597	  0.921472	 -1.233791	  0.461094	  0.803512	 -1.249029	  0.392257	  0.806841	 -1.271116	  0.289660	  0.858021	 -1.297317	  0.054622	  0.812280	 -1.191711	  0.000695	  0.855532	 -1.106674	  0.951108	  0.483519	 -1.219432	  0.877477	  0.433554	 -1.209358	  0.651178	  0.342980	 -1.226430	  0.445205	  0.474847	 -1.235329	  0.387132	  0.479748	 -1.254952	  0.271754	  0.437301	 -1.304360	  0.041678	  0.509718	 -1.193978	  0.005862	  0.483393	 -1.361688	 -0.003482	  0.753804	 -1.374147	 -0.006581	  0.561493	 -1.180911	  1.452703	  0.768614	 -1.248412	  1.468948	  0.590985	 -1.171797	  1.437191	  0.426188	
   141	1.410	 -1.328563	  0.959592	  0.609925	 -1.132085	  0.940839	  0.763868	 -1.233278	  0.857054	  0.809990	 -1.231200	  0.678514	  0.920852	 -1.230575	  0.460945	  0.803508	 -1.245981	  0.392191	  0.806859	 -1.269007	  0.289721	  0.858056	 -1.297151	  0.055183	  0.812270	 -1.191648	  0.000763	  0.855416	 -1.107406	  0.950921	  0.481733	 -1.218916	  0.877134	  0.432800	 -1.209187	  0.651021	  0.342142	 -1.225973	  0.445078	  0.474141	 -1.234819	  0.387003	  0.479300	 -1.254745	  0.271607	  0.436842	 -1.304413	  0.041600	  0.509626	 -1.194432	  0.005969	  0.483068	 -1.361494	 -0.003018	  0.753712	 -1.374224	 -0.006656	  0.561438	 -1.178364	  1.452585	  0.766267	 -1.245978	  1.468909	  0.588911	 -1.169495	  1.436458	  0.424260	
   142	1.420	 -1.327635	  0.959649	  0.609007	 -1.131264	  0.940941	  0.762771	 -1.232142	  0.857153	  0.809107	 -1.229204	  0.679351	  0.920132	 -1.226786	  0.460825	  0.803692	 -1.242366	  0.392039	  0.807000	 -1.266541	  0.289769	  0.858195	 -1.296933	  0.055773	  0.812189	 -1.191664	  0.000895	  0.855174	 -1.106459	  0.950400	  0.480569	 -1.218297	  0.876799	  0.432129	 -1.209295	  0.650984	  0.341174	 -1.225582	  0.444905	  0.473554	 -1.234408	  0.386882	  0.478887	 -1.254467	  0.271430	  0.436420	 -1.304432	  0.041514	  0.509513	 -1.194573	  0.006039	  0.482971	 -1.361313	 -0.002383	  0.753573	 -1.374293	 -0.006692	  0.561394	 -1.175804	  1.452679	  0.764244	 -1.243458	  1.468851	  0.586934	 -1.167185	  1.435850	  0.422221	
   143	1.430	 -1.326772	  0.959748	  0.608117	 -1.130437	  0.941013	  0.761662	 -1.230921	  0.857270	  0.808329	 -1.226866	  0.679952	  0.919479	 -1.222769	  0.460888	  0.803891	 -1.238312	  0.391931	  0.807214	 -1.263704	  0.289910	  0.858382	 -1.296764	  0.056422	  0.811924	 -1.191498	  0.001060	  0.854966	 -1.104740	  0.949622	  0.479551	 -1.217604	  0.876520	  0.431496	 -1.209639	  0.651040	  0.340056	 -1.225180	  0.444703	  0.473061	 -1.234015	  0.386780	  0.478357	 -1.254074	  0.271225	  0.435941	 -1.304461	  0.041432	  0.509449	 -1.194625	  0.006067	  0.482988	 -1.361137	 -0.001479	  0.753347	 -1.374351	 -0.006734	  0.561353	 -1.173021	  1.452834	  0.762239	 -1.240991	  1.468803	  0.584946	 -1.165049	  1.435370	  0.420190	
   144	1.440	 -1.325807	  0.959844	  0.607247	 -1.129482	  0.941084	  0.760556	 -1.229845	  0.857444	  0.807667	 -1.224189	  0.680562	  0.918873	 -1.218272	  0.461020	  0.804095	 -1.234028	  0.392006	  0.807465	 -1.260642	  0.290162	  0.858500	 -1.296563	  0.057179	  0.811342	 -1.191309	  0.001314	  0.854762	 -1.103250	  0.949019	  0.478479	 -1.216869	  0.876314	  0.430840	 -1.209469	  0.650917	  0.339263	 -1.224775	  0.444606	  0.472428	 -1.233630	  0.386696	  0.477812	 -1.253692	  0.271071	  0.435432	 -1.304526	  0.041414	  0.509368	 -1.194649	  0.006094	  0.482999	 -1.360892	 -0.000288	  0.753061	 -1.374399	 -0.006756	  0.561318	 -1.169965	  1.453041	  0.760346	 -1.238498	  1.468756	  0.582989	 -1.162796	  1.434839	  0.418336	
