BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	41
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	l asis 2.X	l asis 2.Y	l asis 2.Z	r asis 2.X	r asis 2.Y	r asis 2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     SHO.X	     SHO.Y	     SHO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	
   117	1.170	  0.468976	  0.981678	  0.645528	  0.662939	  0.961574	  0.792118	  0.567605	  0.873490	  0.833454	  0.561159	  0.694256	  0.940546	  0.550485	  0.479891	  0.816289	  0.533872	  0.412631	  0.816983	  0.515323	  0.309823	  0.867827	  0.509328	  0.073189	  0.821110	  0.614216	  0.015302	  0.875088	  0.681791	  0.989857	  0.509695	  0.566531	  0.915754	  0.458044	  0.559832	  0.707365	  0.340994	  0.548007	  0.484283	  0.448549	  0.547097	  0.426178	  0.447080	  0.530525	  0.315916	  0.392801	  0.515171	  0.072392	  0.441118	  0.631275	  0.024967	  0.408592	  0.452513	  0.018069	  0.754386	  0.450768	  0.022518	  0.490196	  0.569248	  1.475153	  0.817178	  0.504653	  1.486995	  0.641721	  0.584527	  1.476722	  0.479001	  0.672365	  0.975716	  0.650906	  0.681643	  0.989635	  0.511909	  0.663087	  0.961796	  0.789903	  0.519084	  0.071950	  0.777198	  0.623971	  0.014062	  0.831176	  0.549943	  0.482311	  0.761345	  0.537445	  0.316115	  0.767766	  0.672365	  0.975716	  0.650906	  0.576887	  1.475937	  0.648090	  0.585864	  0.861672	  0.735794	  0.569520	  0.689063	  0.747420	  0.591621	  0.881470	  0.540034	  0.546858	  0.483123	  0.503525	  0.571254	  0.700222	  0.523422	  0.520701	  0.071141	  0.485760	  0.536264	  0.316270	  0.496330	  0.636804	  0.023716	  0.453233	  0.528297	  0.016298	  0.788327	  0.532996	  0.023047	  0.473858	
   118	1.180	  0.468971	  0.981686	  0.645545	  0.662871	  0.961525	  0.792124	  0.567563	  0.873459	  0.833470	  0.561162	  0.694258	  0.940563	  0.550475	  0.479895	  0.816314	  0.533866	  0.412627	  0.817000	  0.515308	  0.309813	  0.867843	  0.509308	  0.073179	  0.821139	  0.614204	  0.015292	  0.875092	  0.681779	  0.989852	  0.509695	  0.566515	  0.915756	  0.458042	  0.559783	  0.707375	  0.341009	  0.548014	  0.484283	  0.448551	  0.547079	  0.426172	  0.447091	  0.530510	  0.315926	  0.392811	  0.515171	  0.072388	  0.441131	  0.631282	  0.024953	  0.408606	  0.452521	  0.018046	  0.754382	  0.450754	  0.022511	  0.490173	  0.569193	  1.475135	  0.817178	  0.504554	  1.487001	  0.641731	  0.584530	  1.476696	  0.479003	  0.672325	  0.975689	  0.650909	  0.681630	  0.989630	  0.511916	  0.663019	  0.961748	  0.789902	  0.519068	  0.071937	  0.777228	  0.623964	  0.014050	  0.831180	  0.549919	  0.482315	  0.761370	  0.537425	  0.316112	  0.767793	  0.672325	  0.975689	  0.650909	  0.576862	  1.475916	  0.648090	  0.585809	  0.861645	  0.735783	  0.569479	  0.689050	  0.747425	  0.591557	  0.881477	  0.540026	  0.546886	  0.483122	  0.503527	  0.571232	  0.700225	  0.523419	  0.520703	  0.071137	  0.485772	  0.536282	  0.316269	  0.496336	  0.636815	  0.023702	  0.453247	  0.528299	  0.016280	  0.788327	  0.532993	  0.023037	  0.473852	
   119	1.190	  0.468959	  0.981672	  0.645555	  0.662861	  0.961492	  0.792134	  0.567592	  0.873457	  0.833490	  0.561118	  0.694280	  0.940567	  0.550485	  0.479900	  0.816327	  0.533853	  0.412630	  0.817037	  0.515289	  0.309815	  0.867865	  0.509276	  0.073152	  0.821155	  0.614175	  0.015287	  0.875113	  0.681742	  0.989860	  0.509697	  0.566547	  0.915744	  0.458036	  0.559741	  0.707359	  0.341013	  0.548030	  0.484285	  0.448561	  0.547116	  0.426142	  0.447092	  0.530538	  0.315902	  0.392807	  0.515157	  0.072392	  0.441147	  0.631284	  0.024930	  0.408630	  0.452526	  0.018044	  0.754395	  0.450688	  0.022519	  0.490185	  0.569168	  1.475135	  0.817185	  0.504512	  1.486999	  0.641740	  0.584507	  1.476690	  0.479007	  0.672301	  0.975676	  0.650915	  0.681593	  0.989636	  0.511923	  0.663010	  0.961715	  0.789907	  0.519038	  0.071912	  0.777244	  0.623938	  0.014047	  0.831202	  0.549961	  0.482319	  0.761382	  0.537437	  0.316104	  0.767806	  0.672301	  0.975676	  0.650915	  0.576837	  1.475913	  0.648096	  0.585787	  0.861620	  0.735774	  0.569486	  0.689038	  0.747426	  0.591533	  0.881478	  0.540020	  0.546935	  0.483124	  0.503538	  0.571241	  0.700227	  0.523421	  0.520683	  0.071143	  0.485789	  0.536303	  0.316272	  0.496350	  0.636809	  0.023680	  0.453272	  0.528290	  0.016277	  0.788344	  0.532954	  0.023032	  0.473870	
   120	1.200	  0.468896	  0.981682	  0.645546	  0.662746	  0.961481	  0.792152	  0.567633	  0.873477	  0.833507	  0.561101	  0.694283	  0.940588	  0.550506	  0.479904	  0.816333	  0.533881	  0.412629	  0.817057	  0.515317	  0.309816	  0.867859	  0.509256	  0.073123	  0.821158	  0.614149	  0.015276	  0.875097	  0.681748	  0.989861	  0.509698	  0.566498	  0.915761	  0.458039	  0.559697	  0.707354	  0.341000	  0.548063	  0.484260	  0.448570	  0.547111	  0.426137	  0.447093	  0.530535	  0.315913	  0.392802	  0.515169	  0.072389	  0.441154	  0.631281	  0.024913	  0.408648	  0.452495	  0.018068	  0.754389	  0.450691	  0.022522	  0.490203	  0.569151	  1.475134	  0.817173	  0.504495	  1.487007	  0.641731	  0.584535	  1.476676	  0.478988	  0.672247	  0.975671	  0.650925	  0.681597	  0.989636	  0.511937	  0.662897	  0.961706	  0.789913	  0.519011	  0.071885	  0.777246	  0.623904	  0.014038	  0.831185	  0.550005	  0.482323	  0.761388	  0.537452	  0.316096	  0.767810	  0.672247	  0.975671	  0.650925	  0.576843	  1.475905	  0.648081	  0.585717	  0.861617	  0.735770	  0.569468	  0.689038	  0.747426	  0.591483	  0.881485	  0.540017	  0.546985	  0.483100	  0.503547	  0.571236	  0.700219	  0.523423	  0.520697	  0.071140	  0.485796	  0.536338	  0.316256	  0.496358	  0.636809	  0.023665	  0.453290	  0.528258	  0.016287	  0.788333	  0.532955	  0.023027	  0.473888	
   121	1.210	  0.468894	  0.981673	  0.645545	  0.662728	  0.961484	  0.792148	  0.567575	  0.873476	  0.833481	  0.561157	  0.694275	  0.940649	  0.550502	  0.479918	  0.816342	  0.533861	  0.412617	  0.817070	  0.515344	  0.309822	  0.867863	  0.509283	  0.073128	  0.821157	  0.614185	  0.015276	  0.875089	  0.681697	  0.989879	  0.509688	  0.566421	  0.915755	  0.458053	  0.559686	  0.707347	  0.340988	  0.548066	  0.484225	  0.448574	  0.547112	  0.426139	  0.447106	  0.530554	  0.315894	  0.392818	  0.515149	  0.072392	  0.441128	  0.631289	  0.024925	  0.408642	  0.452493	  0.018040	  0.754423	  0.450754	  0.022484	  0.490205	  0.569117	  1.475139	  0.817159	  0.504552	  1.487021	  0.641744	  0.584575	  1.476662	  0.478983	  0.672213	  0.975681	  0.650918	  0.681546	  0.989654	  0.511930	  0.662879	  0.961709	  0.789906	  0.519012	  0.071895	  0.777239	  0.623914	  0.014043	  0.831171	  0.549958	  0.482334	  0.761398	  0.537425	  0.316106	  0.767814	  0.672213	  0.975681	  0.650918	  0.576846	  1.475901	  0.648071	  0.585695	  0.861616	  0.735760	  0.569434	  0.689043	  0.747426	  0.591454	  0.881493	  0.540008	  0.546975	  0.483064	  0.503551	  0.571216	  0.700207	  0.523420	  0.520656	  0.071140	  0.485773	  0.536316	  0.316235	  0.496351	  0.636797	  0.023673	  0.453286	  0.528261	  0.016274	  0.788345	  0.532984	  0.023010	  0.473887	
   122	1.220	  0.468840	  0.981652	  0.645549	  0.662618	  0.961471	  0.792161	  0.567537	  0.873487	  0.833483	  0.561140	  0.694260	  0.940647	  0.550486	  0.479894	  0.816344	  0.533868	  0.412619	  0.817083	  0.515375	  0.309804	  0.867852	  0.509261	  0.073126	  0.821161	  0.614217	  0.015269	  0.875114	  0.681653	  0.989869	  0.509695	  0.566422	  0.915750	  0.458069	  0.559718	  0.707330	  0.341011	  0.548052	  0.484234	  0.448580	  0.547160	  0.426136	  0.447127	  0.530579	  0.315857	  0.392825	  0.515157	  0.072379	  0.441127	  0.631309	  0.024934	  0.408644	  0.452470	  0.018032	  0.754446	  0.450746	  0.022492	  0.490215	  0.569114	  1.475152	  0.817157	  0.504529	  1.487020	  0.641724	  0.584475	  1.476651	  0.478988	  0.672136	  0.975670	  0.650928	  0.681502	  0.989643	  0.511943	  0.662769	  0.961697	  0.789914	  0.518965	  0.071895	  0.777237	  0.623921	  0.014038	  0.831190	  0.549936	  0.482310	  0.761400	  0.537392	  0.316092	  0.767814	  0.672136	  0.975670	  0.650928	  0.576794	  1.475901	  0.648072	  0.585620	  0.861600	  0.735767	  0.569384	  0.689023	  0.747430	  0.591385	  0.881479	  0.540015	  0.546942	  0.483072	  0.503557	  0.571163	  0.700204	  0.523427	  0.520669	  0.071123	  0.485771	  0.536302	  0.316233	  0.496353	  0.636822	  0.023678	  0.453287	  0.528252	  0.016267	  0.788367	  0.532991	  0.023017	  0.473893	
   123	1.230	  0.468829	  0.981646	  0.645577	  0.662647	  0.961464	  0.792138	  0.567606	  0.873475	  0.833508	  0.561094	  0.694265	  0.940647	  0.550487	  0.479882	  0.816360	  0.533904	  0.412621	  0.817081	  0.515384	  0.309809	  0.867860	  0.509204	  0.073114	  0.821174	  0.614236	  0.015262	  0.875110	  0.681765	  0.989889	  0.509742	  0.566407	  0.915749	  0.458072	  0.559735	  0.707329	  0.341030	  0.548014	  0.484248	  0.448581	  0.547091	  0.426122	  0.447128	  0.530563	  0.315860	  0.392826	  0.515163	  0.072368	  0.441153	  0.631299	  0.024906	  0.408663	  0.452498	  0.018030	  0.754445	  0.450732	  0.022504	  0.490214	  0.569068	  1.475165	  0.817151	  0.504502	  1.487021	  0.641720	  0.584445	  1.476629	  0.478977	  0.672206	  0.975677	  0.650940	  0.681615	  0.989666	  0.511959	  0.662797	  0.961687	  0.789921	  0.518906	  0.071879	  0.777250	  0.623938	  0.014027	  0.831186	  0.549978	  0.482298	  0.761415	  0.537394	  0.316078	  0.767828	  0.672206	  0.975677	  0.650940	  0.576756	  1.475897	  0.648064	  0.585706	  0.861590	  0.735772	  0.569450	  0.689012	  0.747439	  0.591453	  0.881493	  0.540022	  0.546883	  0.483087	  0.503557	  0.571174	  0.700218	  0.523431	  0.520652	  0.071118	  0.485799	  0.536259	  0.316239	  0.496365	  0.636788	  0.023656	  0.453309	  0.528274	  0.016261	  0.788364	  0.532969	  0.023013	  0.473902	
   124	1.240	  0.468805	  0.981641	  0.645583	  0.662656	  0.961472	  0.792137	  0.567590	  0.873465	  0.833526	  0.561063	  0.694253	  0.940667	  0.550473	  0.479883	  0.816359	  0.533903	  0.412629	  0.817066	  0.515375	  0.309798	  0.867877	  0.509215	  0.073094	  0.821189	  0.614213	  0.015253	  0.875101	  0.681696	  0.989894	  0.509713	  0.566360	  0.915757	  0.458070	  0.559682	  0.707331	  0.341032	  0.548037	  0.484234	  0.448589	  0.547033	  0.426115	  0.447127	  0.530531	  0.315864	  0.392826	  0.515143	  0.072370	  0.441162	  0.631330	  0.024881	  0.408673	  0.452463	  0.018034	  0.754446	  0.450720	  0.022510	  0.490235	  0.569049	  1.475183	  0.817140	  0.504421	  1.487043	  0.641711	  0.584421	  1.476619	  0.478970	  0.672176	  0.975683	  0.650925	  0.681546	  0.989669	  0.511941	  0.662806	  0.961696	  0.789909	  0.518922	  0.071855	  0.777266	  0.623920	  0.014014	  0.831178	  0.549971	  0.482301	  0.761414	  0.537396	  0.316070	  0.767834	  0.672176	  0.975683	  0.650925	  0.576735	  1.475901	  0.648055	  0.585692	  0.861593	  0.735769	  0.569439	  0.689015	  0.747438	  0.591417	  0.881491	  0.540018	  0.546925	  0.483073	  0.503566	  0.571173	  0.700211	  0.523432	  0.520621	  0.071124	  0.485810	  0.536272	  0.316234	  0.496375	  0.636808	  0.023634	  0.453321	  0.528247	  0.016257	  0.788361	  0.532971	  0.023007	  0.473919	
   125	1.250	  0.468764	  0.981638	  0.645567	  0.662590	  0.961484	  0.792136	  0.567558	  0.873466	  0.833519	  0.561033	  0.694248	  0.940655	  0.550463	  0.479888	  0.816355	  0.533872	  0.412621	  0.817082	  0.515384	  0.309792	  0.867878	  0.509179	  0.073083	  0.821204	  0.614230	  0.015245	  0.875112	  0.681614	  0.989887	  0.509703	  0.566342	  0.915755	  0.458062	  0.559629	  0.707319	  0.341049	  0.548045	  0.484222	  0.448582	  0.547064	  0.426119	  0.447123	  0.530467	  0.315867	  0.392843	  0.515119	  0.072388	  0.441181	  0.631290	  0.024908	  0.408660	  0.452425	  0.018082	  0.754452	  0.450682	  0.022529	  0.490246	  0.569032	  1.475208	  0.817125	  0.504409	  1.487042	  0.641685	  0.584393	  1.476627	  0.478964	  0.672102	  0.975686	  0.650920	  0.681464	  0.989663	  0.511934	  0.662740	  0.961708	  0.789905	  0.518854	  0.071846	  0.777274	  0.623905	  0.014008	  0.831182	  0.549964	  0.482306	  0.761410	  0.537365	  0.316070	  0.767835	  0.672102	  0.975686	  0.650920	  0.576713	  1.475918	  0.648045	  0.585615	  0.861600	  0.735767	  0.569394	  0.689022	  0.747435	  0.591350	  0.881485	  0.540015	  0.546957	  0.483061	  0.503559	  0.571151	  0.700202	  0.523428	  0.520662	  0.071138	  0.485821	  0.536307	  0.316232	  0.496375	  0.636833	  0.023658	  0.453300	  0.528219	  0.016282	  0.788367	  0.532961	  0.023028	  0.473916	
   126	1.260	  0.468698	  0.981642	  0.645568	  0.662540	  0.961484	  0.792144	  0.567543	  0.873455	  0.833504	  0.561055	  0.694251	  0.940661	  0.550446	  0.479895	  0.816358	  0.533871	  0.412601	  0.817086	  0.515379	  0.309784	  0.867874	  0.509218	  0.073102	  0.821204	  0.614213	  0.015246	  0.875145	  0.681549	  0.989899	  0.509708	  0.566305	  0.915747	  0.458066	  0.559592	  0.707330	  0.341047	  0.548017	  0.484225	  0.448574	  0.547057	  0.426132	  0.447107	  0.530369	  0.315890	  0.392829	  0.515140	  0.072383	  0.441179	  0.631226	  0.024909	  0.408656	  0.452445	  0.018061	  0.754464	  0.450711	  0.022525	  0.490262	  0.568976	  1.475220	  0.817109	  0.504436	  1.487043	  0.641690	  0.584336	  1.476609	  0.478960	  0.672045	  0.975691	  0.650926	  0.681398	  0.989674	  0.511941	  0.662691	  0.961708	  0.789912	  0.518908	  0.071866	  0.777277	  0.623903	  0.014009	  0.831218	  0.549930	  0.482311	  0.761414	  0.537366	  0.316081	  0.767838	  0.672045	  0.975691	  0.650926	  0.576656	  1.475914	  0.648035	  0.585557	  0.861602	  0.735767	  0.569347	  0.689024	  0.747436	  0.591297	  0.881494	  0.540016	  0.546931	  0.483062	  0.503551	  0.571110	  0.700207	  0.523424	  0.520767	  0.071128	  0.485808	  0.536335	  0.316228	  0.496365	  0.636853	  0.023654	  0.453285	  0.528229	  0.016270	  0.788389	  0.532986	  0.023024	  0.473918	
   127	1.270	  0.468673	  0.981635	  0.645568	  0.662512	  0.961490	  0.792150	  0.567492	  0.873472	  0.833516	  0.561028	  0.694281	  0.940654	  0.550426	  0.479912	  0.816360	  0.533874	  0.412594	  0.817095	  0.515320	  0.309781	  0.867879	  0.509258	  0.073105	  0.821197	  0.614182	  0.015256	  0.875151	  0.681531	  0.989900	  0.509709	  0.566239	  0.915746	  0.458065	  0.559596	  0.707338	  0.341038	  0.547976	  0.484232	  0.448574	  0.546994	  0.426127	  0.447099	  0.530406	  0.315870	  0.392823	  0.515149	  0.072363	  0.441168	  0.631213	  0.024928	  0.408679	  0.452486	  0.018034	  0.754480	  0.450703	  0.022516	  0.490254	  0.568951	  1.475230	  0.817082	  0.504440	  1.487040	  0.641680	  0.584275	  1.476614	  0.478947	  0.672022	  0.975695	  0.650930	  0.681381	  0.989676	  0.511944	  0.662663	  0.961715	  0.789915	  0.519010	  0.071868	  0.777284	  0.623934	  0.014019	  0.831237	  0.549905	  0.482329	  0.761416	  0.537393	  0.316092	  0.767842	  0.672022	  0.975695	  0.650930	  0.576613	  1.475922	  0.648015	  0.585539	  0.861603	  0.735772	  0.569326	  0.689033	  0.747440	  0.591281	  0.881491	  0.540020	  0.546862	  0.483070	  0.503550	  0.571070	  0.700209	  0.523426	  0.520712	  0.071114	  0.485805	  0.536271	  0.316228	  0.496363	  0.636776	  0.023679	  0.453316	  0.528266	  0.016259	  0.788407	  0.532947	  0.023030	  0.473928	
   128	1.280	  0.468676	  0.981629	  0.645544	  0.662471	  0.961483	  0.792122	  0.567435	  0.873474	  0.833506	  0.561020	  0.694283	  0.940668	  0.550413	  0.479925	  0.816358	  0.533887	  0.412588	  0.817125	  0.515287	  0.309784	  0.867875	  0.509190	  0.073111	  0.821211	  0.614184	  0.015268	  0.875136	  0.681455	  0.989902	  0.509700	  0.566199	  0.915762	  0.458066	  0.559570	  0.707342	  0.341018	  0.547875	  0.484244	  0.448571	  0.546944	  0.426091	  0.447107	  0.530397	  0.315856	  0.392806	  0.515189	  0.072346	  0.441151	  0.631242	  0.024922	  0.408680	  0.452507	  0.018038	  0.754501	  0.450759	  0.022480	  0.490256	  0.568989	  1.475246	  0.817075	  0.504381	  1.487034	  0.641633	  0.584232	  1.476612	  0.478922	  0.671963	  0.975693	  0.650911	  0.681306	  0.989678	  0.511925	  0.662620	  0.961707	  0.789897	  0.518965	  0.071872	  0.777303	  0.623959	  0.014028	  0.831228	  0.549879	  0.482342	  0.761413	  0.537359	  0.316101	  0.767848	  0.671963	  0.975693	  0.650911	  0.576611	  1.475929	  0.647999	  0.585478	  0.861597	  0.735746	  0.569280	  0.689036	  0.747425	  0.591227	  0.881491	  0.539996	  0.546739	  0.483083	  0.503547	  0.570985	  0.700215	  0.523412	  0.520741	  0.071096	  0.485789	  0.536210	  0.316228	  0.496355	  0.636793	  0.023672	  0.453319	  0.528289	  0.016266	  0.788414	  0.532986	  0.023007	  0.473930	
   129	1.290	  0.468649	  0.981627	  0.645535	  0.662494	  0.961518	  0.792105	  0.567404	  0.873480	  0.833486	  0.560963	  0.694288	  0.940644	  0.550397	  0.479925	  0.816359	  0.533790	  0.412600	  0.817098	  0.515277	  0.309783	  0.867864	  0.509154	  0.073132	  0.821212	  0.614163	  0.015276	  0.875147	  0.681388	  0.989919	  0.509696	  0.566210	  0.915773	  0.458062	  0.559511	  0.707340	  0.341014	  0.547862	  0.484249	  0.448559	  0.546883	  0.426112	  0.447101	  0.530372	  0.315851	  0.392799	  0.515116	  0.072353	  0.441140	  0.631275	  0.024934	  0.408662	  0.452538	  0.018025	  0.754488	  0.450760	  0.022446	  0.490264	  0.568914	  1.475271	  0.817052	  0.504349	  1.487050	  0.641601	  0.584154	  1.476605	  0.478886	  0.671941	  0.975719	  0.650901	  0.681240	  0.989697	  0.511911	  0.662642	  0.961740	  0.789890	  0.518870	  0.071895	  0.777291	  0.623878	  0.014039	  0.831226	  0.549878	  0.482338	  0.761414	  0.537320	  0.316109	  0.767844	  0.671941	  0.975719	  0.650901	  0.576534	  1.475938	  0.647969	  0.585472	  0.861617	  0.735745	  0.569277	  0.689045	  0.747425	  0.591217	  0.881498	  0.539993	  0.546755	  0.483085	  0.503535	  0.570986	  0.700220	  0.523405	  0.520634	  0.071105	  0.485783	  0.536176	  0.316233	  0.496346	  0.636793	  0.023686	  0.453305	  0.528270	  0.016263	  0.788406	  0.532986	  0.022994	  0.473928	
   130	1.300	  0.468599	  0.981630	  0.645534	  0.662423	  0.961521	  0.792073	  0.567297	  0.873473	  0.833468	  0.560881	  0.694291	  0.940597	  0.550337	  0.479925	  0.816342	  0.533709	  0.412608	  0.817052	  0.515267	  0.309771	  0.867859	  0.509187	  0.073147	  0.821189	  0.614150	  0.015296	  0.875150	  0.681349	  0.989928	  0.509687	  0.566191	  0.915761	  0.458050	  0.559474	  0.707354	  0.341000	  0.547853	  0.484248	  0.448548	  0.546847	  0.426127	  0.447092	  0.530311	  0.315878	  0.392783	  0.515095	  0.072378	  0.441131	  0.631283	  0.024940	  0.408652	  0.452450	  0.018063	  0.754480	  0.450691	  0.022465	  0.490248	  0.568834	  1.475275	  0.817025	  0.504344	  1.487045	  0.641569	  0.584146	  1.476599	  0.478863	  0.671886	  0.975724	  0.650880	  0.681201	  0.989706	  0.511892	  0.662570	  0.961742	  0.789869	  0.518864	  0.071913	  0.777259	  0.623827	  0.014062	  0.831220	  0.549815	  0.482339	  0.761397	  0.537280	  0.316116	  0.767821	  0.671886	  0.975724	  0.650880	  0.576490	  1.475937	  0.647944	  0.585427	  0.861619	  0.735729	  0.569223	  0.689047	  0.747408	  0.591152	  0.881506	  0.539977	  0.546757	  0.483084	  0.503525	  0.570952	  0.700224	  0.523391	  0.520637	  0.071129	  0.485771	  0.536178	  0.316242	  0.496335	  0.636825	  0.023690	  0.453292	  0.528198	  0.016294	  0.788399	  0.532962	  0.023006	  0.473913	
   131	1.310	  0.468592	  0.981639	  0.645532	  0.662467	  0.961549	  0.792080	  0.567231	  0.873483	  0.833459	  0.560859	  0.694284	  0.940593	  0.550282	  0.479934	  0.816324	  0.533672	  0.412625	  0.817044	  0.515232	  0.309761	  0.867856	  0.509181	  0.073151	  0.821197	  0.614154	  0.015298	  0.875136	  0.681381	  0.989908	  0.509678	  0.566187	  0.915758	  0.458033	  0.559479	  0.707358	  0.340985	  0.547803	  0.484256	  0.448540	  0.546850	  0.426110	  0.447085	  0.530334	  0.315883	  0.392794	  0.515109	  0.072379	  0.441120	  0.631266	  0.024944	  0.408651	  0.452413	  0.018067	  0.754487	  0.450636	  0.022484	  0.490240	  0.568784	  1.475292	  0.816996	  0.504275	  1.487034	  0.641552	  0.584143	  1.476583	  0.478835	  0.671924	  0.975728	  0.650879	  0.681233	  0.989686	  0.511888	  0.662615	  0.961771	  0.789870	  0.518863	  0.071915	  0.777269	  0.623837	  0.014062	  0.831207	  0.549741	  0.482349	  0.761380	  0.537236	  0.316124	  0.767815	  0.671924	  0.975728	  0.650879	  0.576464	  1.475937	  0.647916	  0.585463	  0.861640	  0.735748	  0.569210	  0.689063	  0.747411	  0.591188	  0.881492	  0.539993	  0.546692	  0.483094	  0.503516	  0.570942	  0.700221	  0.523396	  0.520640	  0.071130	  0.485761	  0.536141	  0.316249	  0.496325	  0.636796	  0.023695	  0.453293	  0.528182	  0.016297	  0.788397	  0.532919	  0.023019	  0.473909	
   132	1.320	  0.468587	  0.981622	  0.645524	  0.662418	  0.961563	  0.792095	  0.567212	  0.873495	  0.833448	  0.560816	  0.694297	  0.940595	  0.550300	  0.479926	  0.816324	  0.533654	  0.412606	  0.817056	  0.515169	  0.309761	  0.867841	  0.509107	  0.073148	  0.821205	  0.614110	  0.015308	  0.875119	  0.681454	  0.989920	  0.509683	  0.566221	  0.915777	  0.458020	  0.559474	  0.707362	  0.340982	  0.547754	  0.484260	  0.448538	  0.546824	  0.426118	  0.447064	  0.530303	  0.315883	  0.392783	  0.515048	  0.072398	  0.441114	  0.631230	  0.024965	  0.408660	  0.452494	  0.018024	  0.754459	  0.450650	  0.022474	  0.490208	  0.568818	  1.475302	  0.816974	  0.504292	  1.487045	  0.641554	  0.584104	  1.476578	  0.478815	  0.671936	  0.975741	  0.650889	  0.681304	  0.989697	  0.511902	  0.662568	  0.961786	  0.789876	  0.518818	  0.071909	  0.777283	  0.623821	  0.014069	  0.831197	  0.549779	  0.482339	  0.761379	  0.537240	  0.316115	  0.767820	  0.671936	  0.975741	  0.650889	  0.576461	  1.475940	  0.647895	  0.585484	  0.861641	  0.735752	  0.569238	  0.689059	  0.747413	  0.591223	  0.881492	  0.539997	  0.546642	  0.483099	  0.503514	  0.570939	  0.700223	  0.523397	  0.520573	  0.071151	  0.485756	  0.536084	  0.316260	  0.496322	  0.636756	  0.023717	  0.453303	  0.528220	  0.016276	  0.788377	  0.532909	  0.023024	  0.473896	
