BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	63
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	l should s.X	l should s.Y	l should s.Z	l asis s.X	l asis s.Y	l asis s.Z	l thigh s.X	l thigh s.Y	l thigh s.Z	l bar 1 s.X	l bar 1 s.Y	l bar 1 s.Z	l knee 1 s.X	l knee 1 s.Y	l knee 1 s.Z	l knee 2 s.X	l knee 2 s.Y	l knee 2 s.Z	l bar 2 s.X	l bar 2 s.Y	l bar 2 s.Z	l mall s.X	l mall s.Y	l mall s.Z	 l met s.X	 l met s.Y	 l met s.Z	    C7 s.X	    C7 s.Y	    C7 s.Z	sacrum s.X	sacrum s.Y	sacrum s.Z	r should s.X	r should s.Y	r should s.Z	r asis s.X	r asis s.Y	r asis s.Z	r thigh s.X	r thigh s.Y	r thigh s.Z	r bar 1 s.X	r bar 1 s.Y	r bar 1 s.Z	r knee 1 s.X	r knee 1 s.Y	r knee 1 s.Z	r knee 2 s.X	r knee 2 s.Y	r knee 2 s.Z	r bar 2 s.X	r bar 2 s.Y	r bar 2 s.Z	r mall s.X	r mall s.Y	r mall s.Z	 r met s.X	 r met s.Y	 r met s.Z	     SHO.X	     SHO.Y	     SHO.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	r asis s2.X	r asis s2.Y	r asis s2.Z	l asis s2.X	l asis s2.Y	l asis s2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	r heel s.X	r heel s.Y	r heel s.Z	l heel s.X	l heel s.Y	l heel s.Z	
   324	3.240	  0.177952	  0.954064	  0.689655	  0.381471	  0.949288	  0.824313	  0.310139	  0.861470	  0.874829	  0.372078	  0.680189	  0.974357	  0.433803	  0.481978	  0.851053	  0.433058	  0.409992	  0.851372	  0.431652	  0.302772	  0.896908	  0.418160	  0.069241	  0.841218	  0.529966	  0.014294	  0.864185	  0.389670	  0.963805	  0.543684	  0.263757	  0.884038	  0.497214	  0.244711	  0.678296	  0.385010	  0.225466	  0.468360	  0.492049	  0.194805	  0.420868	  0.484758	  0.105939	  0.350517	  0.441579	 -0.058296	  0.179762	  0.499841	 -0.029257	  0.051937	  0.492779	  0.352501	  0.018577	  0.785129	 -0.136442	  0.194444	  0.552381	  0.315368	  1.446860	  0.866412	  0.254984	  1.471180	  0.686777	  0.348757	  1.456764	  0.528472	    0.348072	    1.456474	    0.528038	  0.388944	  0.963501	  0.543113	   0.263209	   0.884194	   0.497033	   0.244709	   0.678570	   0.384906	    0.226174	    0.468734	    0.492089	    0.196773	    0.420193	    0.484520	   0.108099	   0.350009	   0.441691	 -0.055009	  0.180045	  0.500593	 -0.024564	  0.054697	  0.491285	  0.254815	  1.471296	  0.686594	  0.177458	  0.954118	  0.689571	    0.315575	    1.446773	    0.866150	  0.381424	  0.948745	  0.823755	   0.309674	   0.861290	   0.874527	   0.371468	   0.680588	   0.974151	    0.433100	    0.482129	    0.850877	    0.432467	    0.410227	    0.851344	   0.431708	   0.303014	   0.897137	  0.418162	  0.069283	  0.841456	  0.529986	  0.014429	  0.864151	  0.331823	  1.451623	  0.697094	  0.385184	  0.956123	  0.683434	   0.381424	   0.948745	   0.823755	   0.388944	   0.963501	   0.543113	  0.414790	  0.070725	  0.796606	  0.526614	  0.015871	  0.819301	  0.464217	  0.046480	  0.806637	  0.430759	  0.484791	  0.795991	  0.424291	  0.317094	  0.796240	  0.385184	  0.956123	  0.683434	  0.308191	  0.843270	  0.778465	  0.363959	  0.680162	  0.786439	  0.302287	  0.853511	  0.581977	  0.226201	  0.468077	  0.547085	  0.267668	  0.678139	  0.566101	 -0.046952	  0.174538	  0.544522	  0.115574	  0.349194	  0.546047	 -0.016507	  0.049190	  0.535214	 -0.033496	  0.119134	  0.540408	  0.351000	  0.019239	  0.785460	 -0.131025	  0.197528	  0.552369	
   325	3.250	  0.188934	  0.955021	  0.691780	  0.394262	  0.950094	  0.825684	  0.321630	  0.862394	  0.876551	  0.382033	  0.680366	  0.975352	  0.439927	  0.481519	  0.851760	  0.437307	  0.409470	  0.852020	  0.433064	  0.302391	  0.897504	  0.418471	  0.069126	  0.841058	  0.530164	  0.014046	  0.864350	  0.400211	  0.965187	  0.545182	  0.274474	  0.884045	  0.499337	  0.261669	  0.678018	  0.386161	  0.248320	  0.466751	  0.492206	  0.218261	  0.420538	  0.484793	  0.126821	  0.353562	  0.442509	 -0.039066	  0.188021	  0.501212	 -0.018375	  0.059795	  0.493105	  0.354838	  0.017392	  0.784658	       NaN	       NaN	       NaN	  0.327972	  1.447752	  0.869212	  0.266200	  1.472344	  0.690053	  0.358668	  1.458388	  0.531245	    0.358347	    1.458067	    0.530747	  0.399431	  0.964874	  0.544560	   0.274446	   0.884375	   0.498955	   0.261175	   0.678486	   0.386280	    0.248685	    0.467994	    0.492501	    0.219463	    0.420504	    0.484585	   0.128638	   0.353226	   0.442506	 -0.037448	  0.188162	  0.501453	 -0.014038	  0.061406	  0.491601	  0.266149	  1.472440	  0.689871	  0.188679	  0.955115	  0.691554	    0.328150	    1.447679	    0.868923	  0.393431	  0.949659	  0.825185	   0.321201	   0.862374	   0.876163	   0.381028	   0.680808	   0.975260	    0.439512	    0.481674	    0.851671	    0.437333	    0.409819	    0.851973	   0.434425	   0.302599	   0.897626	  0.418667	  0.069258	  0.841238	  0.530362	  0.014245	  0.864227	  0.343248	  1.452873	  0.699835	  0.396431	  0.957266	  0.684872	   0.393431	   0.949659	   0.825185	   0.399431	   0.964874	   0.544560	  0.416031	  0.070817	  0.796343	  0.527726	  0.015804	  0.819331	  0.465400	  0.046502	  0.806504	  0.436971	  0.484414	  0.796798	  0.428490	  0.316908	  0.796614	  0.396431	  0.957266	  0.684872	  0.319762	  0.844208	  0.779920	  0.373092	  0.680502	  0.787599	  0.313334	  0.854768	  0.583466	  0.248899	  0.467128	  0.547494	  0.284016	  0.678392	  0.567098	 -0.029043	  0.182047	  0.545237	  0.136333	  0.351670	  0.546580	 -0.005633	  0.055292	  0.535384	 -0.018696	  0.126021	  0.540882	  0.351302	  0.019338	  0.785433	 -0.112870	  0.209842	  0.553109	
   326	3.260	  0.199980	  0.955984	  0.693799	  0.405462	  0.950511	  0.826797	  0.332944	  0.863330	  0.877970	  0.390944	  0.680937	  0.976378	  0.445973	  0.481101	  0.852362	  0.441639	  0.409287	  0.852619	  0.435517	  0.302192	  0.898193	  0.418823	  0.069018	  0.841028	  0.530293	  0.013846	  0.864535	  0.410051	  0.966370	  0.546292	  0.285516	  0.884089	  0.501223	  0.278665	  0.677966	  0.387509	  0.271246	  0.465967	  0.492588	  0.242341	  0.419918	  0.484432	  0.148618	  0.356544	  0.443416	 -0.019438	  0.196481	  0.502340	 -0.005291	  0.068224	  0.492909	  0.351580	  0.019667	  0.785396	 -0.093088	  0.227516	  0.552207	  0.340719	  1.448570	  0.871840	  0.277438	  1.473457	  0.693317	  0.368615	  1.459831	  0.533809	    0.368373	    1.459565	    0.533216	  0.409619	  0.966149	  0.545758	   0.285580	   0.884716	   0.500720	   0.277473	   0.678538	   0.387656	    0.271420	    0.467722	    0.492988	    0.242676	    0.420976	    0.484703	   0.150088	   0.356274	   0.443362	 -0.019036	  0.196203	  0.502456	 -0.001350	  0.068800	  0.491307	  0.277446	  1.473638	  0.693047	  0.199742	  0.956187	  0.693442	    0.340803	    1.448570	    0.871559	  0.405243	  0.950426	  0.826406	   0.332495	   0.863437	   0.877642	   0.390199	   0.681058	   0.976261	    0.445631	    0.481252	    0.852404	    0.442059	    0.409467	    0.852580	   0.437360	   0.302221	   0.898138	  0.419271	  0.069319	  0.841071	  0.530915	  0.014184	  0.864211	  0.354588	  1.454067	  0.702387	  0.407431	  0.958287	  0.686082	   0.405243	   0.950426	   0.826406	   0.409619	   0.966149	   0.545758	  0.417109	  0.070983	  0.796153	  0.528753	  0.015849	  0.819294	  0.466456	  0.046614	  0.806382	  0.442946	  0.484080	  0.797542	  0.432482	  0.316776	  0.796980	  0.407431	  0.958287	  0.686082	  0.331040	  0.845078	  0.781174	  0.381957	  0.680824	  0.788622	  0.323969	  0.856000	  0.584762	  0.271941	  0.466684	  0.547976	  0.300296	  0.678861	  0.568024	 -0.010518	  0.189737	  0.546167	  0.157545	  0.354521	  0.547243	  0.007168	  0.062335	  0.535018	 -0.002701	  0.133425	  0.541239	  0.351109	  0.019662	  0.785516	 -0.093583	  0.221268	  0.554256	
   327	3.270	  0.210809	  0.957083	  0.695588	  0.417000	  0.950936	  0.827753	  0.344090	  0.864378	  0.879261	  0.399581	  0.681521	  0.977332	  0.451888	  0.480784	  0.853156	  0.446220	  0.409279	  0.853248	  0.439279	  0.302029	  0.898845	  0.419128	  0.068971	  0.841066	  0.530373	  0.013714	  0.864647	  0.419938	  0.967363	  0.547129	  0.296687	  0.884486	  0.502824	  0.294500	  0.678380	  0.388960	  0.294339	  0.466175	  0.493327	  0.266384	  0.420175	  0.484366	  0.171211	  0.359324	  0.444197	  0.000581	  0.204810	  0.503730	  0.009374	  0.076671	  0.491705	  0.349663	  0.020765	  0.785805	 -0.074644	  0.235251	  0.553629	  0.353432	  1.449411	  0.874322	  0.288755	  1.474765	  0.696388	  0.378265	  1.461031	  0.535944	    0.378215	    1.460983	    0.535437	  0.419600	  0.967360	  0.546739	   0.296635	   0.885305	   0.502285	   0.293429	   0.678781	   0.389050	    0.294266	    0.468069	    0.493558	    0.266145	    0.421806	    0.484929	   0.172241	   0.359214	   0.444245	 -0.000011	  0.203991	  0.503602	  0.013505	  0.076555	  0.490412	  0.288716	  1.474897	  0.696100	  0.210674	  0.957350	  0.695192	    0.353513	    1.449462	    0.874046	  0.416911	  0.951124	  0.827451	   0.343548	   0.864497	   0.878977	   0.399056	   0.681377	   0.977195	    0.451505	    0.480861	    0.853102	    0.446804	    0.409132	    0.853157	   0.440703	   0.301846	   0.898656	  0.419994	  0.069466	  0.840944	  0.531653	  0.014244	  0.864100	  0.365864	  1.455223	  0.704742	  0.418255	  0.959242	  0.687095	   0.416911	   0.951124	   0.827451	   0.419600	   0.967360	   0.546739	  0.417977	  0.071240	  0.796025	  0.529636	  0.016018	  0.819180	  0.467330	  0.046832	  0.806259	  0.448706	  0.483773	  0.798251	  0.436261	  0.316697	  0.797349	  0.418255	  0.959242	  0.687095	  0.342084	  0.845939	  0.782252	  0.390597	  0.681153	  0.789531	  0.334321	  0.857230	  0.585887	  0.295286	  0.466913	  0.548536	  0.316560	  0.679636	  0.568892	  0.008377	  0.197490	  0.547332	  0.179088	  0.357797	  0.548049	  0.021893	  0.070054	  0.534143	  0.014351	  0.141163	  0.541503	  0.350694	  0.020040	  0.785659	 -0.073594	  0.231093	  0.556057	
   328	3.280	  0.221651	  0.958273	  0.697134	  0.428953	  0.951568	  0.828466	  0.354915	  0.865497	  0.880408	  0.407953	  0.681722	  0.978166	  0.457636	  0.480552	  0.853906	  0.451359	  0.409098	  0.853836	  0.443909	  0.301729	  0.899308	  0.420308	  0.069412	  0.840920	  0.531727	  0.014075	  0.864232	  0.429453	  0.968408	  0.547752	  0.307755	  0.885558	  0.504108	  0.309724	  0.678965	  0.390420	  0.317306	  0.467529	  0.494244	  0.290360	  0.421505	  0.484704	  0.194307	  0.361965	  0.444984	  0.019639	  0.212692	  0.504821	  0.025744	  0.085206	  0.489499	  0.349440	  0.020872	  0.785930	 -0.054354	  0.243266	  0.556627	  0.366197	  1.450286	  0.876713	  0.299996	  1.476092	  0.699342	  0.388095	  1.462269	  0.537829	    0.387936	    1.462361	    0.537419	  0.429436	  0.968564	  0.547555	   0.307643	   0.886189	   0.503623	   0.308990	   0.679234	   0.390457	    0.317115	    0.469106	    0.494171	    0.289628	    0.423137	    0.485308	   0.194865	   0.362118	   0.445163	  0.019470	  0.211292	  0.504863	  0.030555	  0.084308	  0.489053	  0.299948	  1.476216	  0.699009	  0.221498	  0.958615	  0.696788	    0.366248	    1.450382	    0.876372	  0.428450	  0.951833	  0.828364	   0.354364	   0.865558	   0.880181	   0.407618	   0.681761	   0.978086	    0.457115	    0.480494	    0.853761	    0.451577	    0.408779	    0.853692	   0.444363	   0.301452	   0.899158	  0.420841	  0.069699	  0.840841	  0.532585	  0.014404	  0.863899	  0.377092	  1.456372	  0.706896	  0.428943	  0.960198	  0.687959	   0.428450	   0.951833	   0.828364	   0.429436	   0.968564	   0.547555	  0.418728	  0.071593	  0.795930	  0.530473	  0.016298	  0.818988	  0.468119	  0.047153	  0.806122	  0.454220	  0.483485	  0.798919	  0.439846	  0.316669	  0.797708	  0.428943	  0.960198	  0.687959	  0.352934	  0.846846	  0.783187	  0.399019	  0.681516	  0.790345	  0.344491	  0.858496	  0.586871	  0.318843	  0.467900	  0.549131	  0.332821	  0.680775	  0.569699	  0.027532	  0.205057	  0.548694	  0.200862	  0.361449	  0.548954	  0.038617	  0.078073	  0.532883	  0.032432	  0.148930	  0.541706	  0.350227	  0.020395	  0.785830	 -0.052838	  0.239256	  0.558620	
   329	3.290	  0.232350	  0.959797	  0.698545	  0.439745	  0.952280	  0.829171	  0.365385	  0.866741	  0.881411	  0.416406	  0.681939	  0.978928	  0.463146	  0.480301	  0.854455	  0.456665	  0.408691	  0.854322	  0.448899	  0.301186	  0.899613	  0.422577	  0.070373	  0.840532	  0.534722	  0.015025	  0.863196	  0.438966	  0.969535	  0.548240	  0.318659	  0.886828	  0.505171	  0.324798	  0.679545	  0.392014	  0.340181	  0.469860	  0.495022	  0.313813	  0.423726	  0.485362	  0.217742	  0.364743	  0.445943	  0.037023	  0.220113	  0.505524	  0.044820	  0.093293	  0.487092	  0.349359	  0.020918	  0.786109	 -0.032717	  0.249362	  0.560998	  0.378987	  1.451176	  0.878937	  0.311177	  1.477542	  0.702087	  0.397988	  1.463594	  0.539611	    0.397554	    1.463731	    0.539183	  0.439211	  0.969820	  0.548261	   0.318659	   0.887354	   0.504736	   0.324183	   0.679892	   0.391864	    0.339866	    0.470803	    0.494772	    0.312931	    0.425032	    0.485858	   0.217744	   0.365041	   0.446130	  0.039431	  0.217843	  0.506225	  0.049790	  0.091662	  0.487464	  0.311141	  1.477587	  0.701756	  0.232236	  0.959976	  0.698231	    0.378966	    1.451351	    0.878519	  0.439819	  0.952598	  0.829198	   0.364939	   0.866601	   0.881268	   0.415877	   0.682193	   0.978941	    0.462412	    0.480128	    0.854372	    0.456241	    0.408395	    0.854187	   0.448062	   0.301042	   0.899639	  0.421735	  0.069979	  0.840754	  0.533617	  0.014616	  0.863654	  0.388260	  1.457541	  0.708851	  0.439515	  0.961209	  0.688730	   0.439819	   0.952598	   0.829198	   0.439211	   0.969820	   0.548262	  0.419437	  0.071995	  0.795858	  0.531320	  0.016633	  0.818758	  0.468889	  0.047525	  0.805980	  0.459433	  0.483193	  0.799538	  0.443235	  0.316658	  0.798048	  0.439515	  0.961209	  0.688730	  0.363620	  0.847826	  0.784011	  0.407215	  0.681918	  0.791076	  0.354552	  0.859830	  0.587744	  0.342491	  0.469623	  0.549697	  0.349064	  0.682286	  0.570433	  0.047061	  0.212094	  0.550200	  0.222842	  0.365324	  0.549900	  0.057420	  0.085913	  0.531438	  0.051640	  0.156322	  0.541907	  0.349755	  0.020727	  0.786010	 -0.031327	  0.245610	  0.561841	
   330	3.300	  0.243063	  0.961358	  0.699721	  0.451723	  0.953383	  0.829981	  0.375692	  0.867854	  0.882398	  0.424553	  0.682493	  0.979745	  0.468371	  0.479833	  0.855046	  0.461899	  0.408007	  0.854717	  0.453556	  0.300424	  0.899997	  0.423342	  0.070569	  0.840546	  0.535555	  0.015193	  0.863031	  0.449026	  0.970846	  0.548848	  0.329617	  0.888329	  0.506041	  0.339670	  0.680206	  0.393405	  0.362849	  0.472522	  0.495645	  0.336537	  0.426830	  0.486458	  0.241213	  0.367779	  0.447073	  0.057242	  0.226292	  0.507226	  0.067102	  0.100493	  0.485329	  0.349268	  0.021011	  0.786245	 -0.010347	  0.253315	  0.565700	  0.391926	  1.452183	  0.880936	  0.322488	  1.478928	  0.704705	  0.407266	  1.465043	  0.541090	    0.407039	    1.465115	    0.540740	  0.449011	  0.971186	  0.548929	   0.329707	   0.888772	   0.505642	   0.339072	   0.680747	   0.393236	    0.362413	    0.473045	    0.495322	    0.335923	    0.427471	    0.486557	   0.240687	   0.367994	   0.447143	  0.060128	  0.223359	  0.507721	  0.071125	  0.098264	  0.485870	  0.322293	  1.478992	  0.704328	  0.242915	  0.961393	  0.699526	    0.391645	    1.452393	    0.880470	  0.451061	  0.953438	  0.829993	   0.375289	   0.867593	   0.882259	   0.423839	   0.682642	   0.979764	    0.467332	    0.479744	    0.854940	    0.460580	    0.407992	    0.854646	   0.451439	   0.300643	   0.900104	  0.422507	  0.070226	  0.840702	  0.534520	  0.014791	  0.863458	  0.399342	  1.458754	  0.710605	  0.450036	  0.962312	  0.689461	   0.451061	   0.953438	   0.829993	   0.449011	   0.971186	   0.548929	  0.420080	  0.072353	  0.795818	  0.532092	  0.016918	  0.818574	  0.469589	  0.047850	  0.805876	  0.464269	  0.482879	  0.800115	  0.446372	  0.316616	  0.798375	  0.450036	  0.962312	  0.689461	  0.374222	  0.848875	  0.784744	  0.415193	  0.682347	  0.791738	  0.364632	  0.861254	  0.588525	  0.366081	  0.471971	  0.550189	  0.365291	  0.684130	  0.571082	  0.067347	  0.218179	  0.551835	  0.245094	  0.369185	  0.550856	  0.078344	  0.093085	  0.529984	  0.072208	  0.162887	  0.542177	  0.349400	  0.020990	  0.786155	 -0.009326	  0.249904	  0.565444	
   331	3.310	  0.253769	  0.962920	  0.700887	  0.462357	  0.954336	  0.830710	  0.385751	  0.868782	  0.883294	  0.432300	  0.683285	  0.980674	  0.472993	  0.479290	  0.855624	  0.466560	  0.407224	  0.854981	  0.456794	  0.299865	  0.900510	  0.423636	  0.070596	  0.840630	  0.535868	  0.015135	  0.863081	  0.458613	  0.972328	  0.549489	  0.340573	  0.890116	  0.506643	  0.353872	  0.681345	  0.394679	  0.385539	  0.475197	  0.496098	  0.359298	  0.429959	  0.487458	  0.264256	  0.370988	  0.448135	  0.079302	  0.230745	  0.509179	  0.091136	  0.106510	  0.483742	  0.349233	  0.021093	  0.786349	  0.011973	  0.255692	  0.570027	  0.404656	  1.453295	  0.882676	  0.333652	  1.480403	  0.707165	  0.416636	  1.466519	  0.542440	    0.416415	    1.466510	    0.542115	  0.458874	  0.972701	  0.549606	   0.340794	   0.890401	   0.506367	   0.353742	   0.681805	   0.394539	    0.384663	    0.475695	    0.495796	    0.358561	    0.430321	    0.487333	   0.263526	   0.370932	   0.448182	  0.081722	  0.227604	  0.509322	  0.094389	  0.103858	  0.484422	  0.333383	  1.480424	  0.706710	  0.253538	  0.962824	  0.700682	    0.404250	    1.453519	    0.882218	  0.462153	  0.954332	  0.830773	   0.385416	   0.868501	   0.883166	   0.431518	   0.683068	   0.980543	    0.471793	    0.479352	    0.855454	    0.464377	    0.407608	    0.855074	   0.454187	   0.300307	   0.900554	  0.423111	  0.070425	  0.840675	  0.535238	  0.014903	  0.863334	  0.410333	  1.460015	  0.712166	  0.460513	  0.963517	  0.690189	   0.462153	   0.954332	   0.830773	   0.458874	   0.972701	   0.549605	  0.420737	  0.072632	  0.795792	  0.532864	  0.017110	  0.818451	  0.470297	  0.048091	  0.805807	  0.468622	  0.482552	  0.800638	  0.449229	  0.316535	  0.798676	  0.460513	  0.963517	  0.690189	  0.384764	  0.849964	  0.785386	  0.422920	  0.682792	  0.792326	  0.374776	  0.862780	  0.589215	  0.389449	  0.474805	  0.550581	  0.381453	  0.686252	  0.571636	  0.088668	  0.222913	  0.553534	  0.267633	  0.372789	  0.551777	  0.101336	  0.099167	  0.528635	  0.094267	  0.168217	  0.542529	  0.349263	  0.021135	  0.786231	  0.013169	  0.252313	  0.569097	
   332	3.320	  0.264070	  0.964520	  0.701948	  0.473223	  0.955283	  0.831648	  0.395829	  0.869608	  0.884172	  0.439511	  0.683791	  0.981510	  0.476882	  0.478865	  0.856004	  0.469688	  0.406843	  0.855473	  0.458244	  0.299668	  0.901078	  0.423788	  0.070593	  0.840704	  0.536048	  0.015005	  0.863192	  0.468481	  0.973988	  0.550182	  0.351677	  0.892070	  0.507097	  0.368148	  0.682788	  0.395999	  0.407806	  0.478159	  0.496308	  0.381564	  0.433195	  0.488342	  0.286680	  0.374265	  0.449268	  0.102550	  0.233542	  0.511138	  0.116684	  0.111116	  0.482448	  0.349191	  0.021206	  0.786378	  0.035249	  0.256421	  0.573787	  0.416981	  1.454554	  0.884186	  0.344513	  1.481883	  0.709332	  0.425904	  1.467988	  0.543579	    0.425692	    1.467902	    0.543331	  0.468833	  0.974380	  0.550323	   0.351936	   0.892179	   0.506945	   0.368334	   0.683049	   0.395745	    0.406499	    0.478647	    0.496183	    0.380826	    0.433430	    0.488110	   0.286154	   0.373767	   0.449225	  0.104273	  0.230434	  0.510955	  0.119407	  0.108248	  0.483253	  0.344397	  1.481860	  0.708893	  0.264092	  0.964220	  0.701696	    0.416758	    1.454729	    0.883757	  0.473127	  0.955258	  0.831554	   0.395337	   0.869310	   0.883989	   0.438906	   0.683431	   0.981261	    0.475758	    0.478975	    0.855894	    0.467486	    0.407302	    0.855477	   0.456191	   0.300075	   0.900975	  0.423540	  0.070572	  0.840665	  0.535756	  0.014945	  0.863286	  0.421225	  1.461316	  0.713544	  0.470980	  0.964819	  0.690938	   0.473127	   0.955258	   0.831554	   0.468833	   0.974380	   0.550323	  0.421415	  0.072824	  0.795771	  0.533631	  0.017197	  0.818392	  0.471014	  0.048237	  0.805770	  0.472463	  0.482241	  0.801090	  0.451788	  0.316427	  0.798936	  0.470980	  0.964819	  0.690938	  0.395289	  0.851060	  0.785934	  0.430403	  0.683247	  0.792830	  0.385052	  0.864400	  0.589810	  0.412375	  0.477999	  0.550865	  0.397484	  0.688588	  0.572090	  0.111148	  0.226048	  0.555210	  0.290378	  0.375959	  0.552625	  0.126282	  0.103862	  0.527508	  0.117837	  0.172042	  0.542966	  0.349219	  0.021252	  0.786258	  0.036284	  0.253066	  0.572505	
   333	3.330	  0.274533	  0.965854	  0.702946	  0.484347	  0.956241	  0.832343	  0.405418	  0.870172	  0.884914	  0.446293	  0.684034	  0.982103	  0.480259	  0.478484	  0.856391	  0.471363	  0.406768	  0.855959	  0.458385	  0.299711	  0.901574	  0.423906	  0.070627	  0.840720	  0.536132	  0.014915	  0.863326	  0.478606	  0.975836	  0.550953	  0.363058	  0.893998	  0.507570	  0.382592	  0.684200	  0.397136	  0.429056	  0.481464	  0.496366	  0.403513	  0.436673	  0.489175	  0.308998	  0.377223	  0.450439	  0.126336	  0.234844	  0.512932	  0.143338	  0.114275	  0.481667	  0.349170	  0.021350	  0.786332	  0.059004	  0.255471	  0.576821	  0.429096	  1.455896	  0.885439	  0.355381	  1.483341	  0.711278	  0.435059	  1.469387	  0.544667	    0.434882	    1.469258	    0.544414	  0.478914	  0.976209	  0.551099	   0.363144	   0.894034	   0.507410	   0.382956	   0.684463	   0.396814	    0.427836	    0.481786	    0.496507	    0.402723	    0.436655	    0.488829	   0.308546	   0.376373	   0.450234	  0.127786	  0.231774	  0.512553	  0.145995	  0.111301	  0.482441	  0.355342	  1.483271	  0.710877	  0.274601	  0.965538	  0.702564	    0.429183	    1.456009	    0.885096	  0.483998	  0.956193	  0.832345	   0.405053	   0.870013	   0.884725	   0.446026	   0.683722	   0.981903	    0.479257	    0.478630	    0.856264	    0.469917	    0.407103	    0.855840	   0.457547	   0.299958	   0.901340	  0.423794	  0.070668	  0.840661	  0.536003	  0.014899	  0.863328	  0.432033	  1.462633	  0.714755	  0.481456	  0.966201	  0.691722	   0.483998	   0.956193	   0.832345	   0.478914	   0.976209	   0.551099	  0.422031	  0.072936	  0.795753	  0.534240	  0.017167	  0.818420	  0.471627	  0.048286	  0.805772	  0.475816	  0.481962	  0.801473	  0.454033	  0.316306	  0.799156	  0.481456	  0.966201	  0.691722	  0.405821	  0.852132	  0.786390	  0.437669	  0.683704	  0.793253	  0.395500	  0.866089	  0.590314	  0.434687	  0.481418	  0.551077	  0.413330	  0.691064	  0.572461	  0.134792	  0.227495	  0.556798	  0.313229	  0.378579	  0.553394	  0.153002	  0.107022	  0.526686	  0.142841	  0.174246	  0.543488	  0.349192	  0.021384	  0.786246	  0.059917	  0.252112	  0.575444	
