BTS ASCII format

Type:         	3D vector tracks
Measure unit: 	%

Tracks:       	8
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	 vRLASIS.X	 vRLASIS.Y	 vRLASIS.Z	 vLRASIS.X	 vLRASIS.Y	 vLRASIS.Z	    vRFz.X	    vRFz.Y	    vRFz.Z	    vLFz.X	    vLFz.Y	    vLFz.Z	    vRFx.X	    vRFx.Y	    vRFx.Z	    vRFy.X	    vRFy.Y	    vRFy.Z	    vLFx.X	    vLFx.Y	    vLFx.Z	    vLFy.X	    vLFy.Y	    vLFy.Z	
    80	0.800	  9.885397	  7.322551	-99.240410	 -9.885397	 -7.322551	 99.240410	 11.614430	  0.331087	-99.322685	 -1.708666	 -5.084449	-99.856041	-95.188873	 -3.149493	-30.482111	 -3.290363	 99.945839	 -0.051598	-97.748199	 -6.222271	 20.163670	 -7.360755	 99.606018	 -4.945766	
    81	0.810	  9.881492	  7.308107	-99.241867	 -9.881492	 -7.308107	 99.241867	 11.631652	  0.318190	-99.320709	 -1.668665	 -5.086851	-99.856598	-95.190796	 -3.131710	-30.477932	 -3.268145	 99.946564	 -0.062545	-97.749672	 -6.205898	 20.161564	 -7.345068	 99.606895	 -4.951390	
    82	0.820	  9.879871	  7.290075	-99.243355	 -9.879871	 -7.290075	 99.243355	 11.655758	  0.304182	-99.317924	 -1.638731	 -5.093558	-99.856743	-95.193184	 -3.116020	-30.472092	 -3.247621	 99.947220	 -0.075025	-97.751541	 -6.187581	 20.158140	 -7.328038	 99.607697	 -4.960595	
    83	0.830	  9.881730	  7.269843	-99.244652	 -9.881730	 -7.269843	 99.244652	 11.683569	  0.288768	-99.314705	 -1.631048	 -5.110037	-99.856033	-95.195709	 -3.102307	-30.465586	 -3.228622	 99.947830	 -0.089212	-97.753647	 -6.169555	 20.153431	 -7.312856	 99.607941	 -4.977894	
    84	0.840	  9.889135	  7.247844	-99.245522	 -9.889135	 -7.247844	 99.245522	 11.710056	  0.272087	-99.311630	 -1.627604	 -5.130951	-99.855019	-95.199318	 -3.090358	-30.455532	 -3.210999	 99.948380	 -0.104785	-97.756561	 -6.149817	 20.145325	 -7.296538	 99.608070	 -4.999330	
    85	0.850	  9.900985	  7.225618	-99.245956	 -9.900985	 -7.225618	 99.245956	 11.757739	  0.249031	-99.306061	 -1.617538	 -5.155065	-99.853935	-95.204514	 -3.078806	-30.440458	 -3.191555	 99.948975	 -0.127233	-97.759895	 -6.131194	 20.134813	 -7.281929	 99.607872	 -5.024402	
    86	0.860	  9.914252	  7.204363	-99.246178	 -9.914252	 -7.204363	 99.246178	 11.824768	  0.219246	-99.298172	 -1.599523	 -5.181794	-99.852844	-95.209900	 -3.068485	-30.424646	 -3.171088	 99.949585	 -0.156940	-97.763023	 -6.116004	 20.124262	 -7.271434	 99.607216	 -5.052568	
    87	0.870	  9.924189	  7.185148	-99.246582	 -9.924189	 -7.185148	 99.246582	 11.895494	  0.186968	-99.289787	 -1.566144	 -5.207481	-99.852036	-95.214973	 -3.059127	-30.409708	 -3.150812	 99.950172	 -0.189274	-97.765648	 -6.104967	 20.114841	 -7.265235	 99.606239	 -5.080710	
    88	0.880	  9.938948	  7.164445	-99.246605	 -9.938948	 -7.164445	 99.246605	 11.964108	  0.154095	-99.281601	 -1.503627	 -5.227179	-99.851974	-95.219063	 -3.051209	-30.397707	 -3.131870	 99.950699	 -0.222279	-97.766945	 -6.099431	 20.110216	 -7.264155	 99.605087	 -5.104867	
    89	0.890	  9.981029	  7.136923	-99.244362	 -9.981029	 -7.136923	 99.244362	 12.036159	  0.120749	-99.272934	 -1.441373	 -5.247048	-99.851845	-95.222092	 -3.043640	-30.388971	 -3.113141	 99.951202	 -0.255873	-97.766922	 -6.101619	 20.109657	 -7.271217	 99.603325	 -5.129027	
    90	0.900	 10.050192	  7.103916	-99.239746	-10.050192	 -7.103916	 99.239746	 12.084649	  0.092172	-99.267075	 -1.392100	 -5.270839	-99.851295	-95.223579	 -3.038179	-30.384857	 -3.098289	 99.951591	 -0.284374	-97.766060	 -6.110225	 20.111261	 -7.285539	 99.600883	 -5.156048	
    91	0.910	 10.135294	  7.067588	-99.233688	-10.135294	 -7.067588	 99.233688	 12.107418	  0.068719	-99.264320	 -1.348389	 -5.295514	-99.850586	-95.223412	 -3.035330	-30.385670	 -3.087947	 99.951843	 -0.307446	-97.764709	 -6.123353	 20.113804	 -7.304615	 99.598061	 -5.183480	
    92	0.920	 10.258602	  7.025048	-99.224037	-10.258602	 -7.025048	 99.224037	 12.118280	  0.046988	-99.263016	 -1.327991	 -5.322817	-99.849411	-95.222046	 -3.033877	-30.390102	 -3.079687	 99.952026	 -0.328662	-97.763428	 -6.141269	 20.114574	 -7.328623	 99.594826	 -5.211776	
    93	0.930	 10.411891	  6.981026	-99.211182	-10.411891	 -6.981026	 99.211182	 12.127821	  0.025887	-99.261848	 -1.349714	 -5.356702	-99.847305	-95.220528	 -3.033607	-30.394892	 -3.072830	 99.952164	 -0.349372	-97.762489	 -6.164692	 20.112005	 -7.358694	 99.590942	 -5.243474	
    94	0.940	 10.554680	  6.946063	-99.198547	-10.554680	 -6.946063	 99.198547	 12.124120	  0.005596	-99.262306	 -1.370906	 -5.388895	-99.845284	-95.218094	 -3.035698	-30.402296	 -3.068751	 99.952225	 -0.369189	-97.761749	 -6.190215	 20.107740	 -7.390444	 99.587006	 -5.273482	
    95	0.950	 10.689921	  6.923071	-99.185669	-10.689921	 -6.923071	 99.185669	 12.124642	 -0.017368	-99.262245	 -1.384682	 -5.412092	-99.843834	-95.214752	 -3.039026	-30.412424	 -3.065066	 99.952248	 -0.391879	-97.761086	 -6.217173	 20.102631	 -7.421894	 99.583527	 -5.295051	
    96	0.960	 10.818846	  6.918687	-99.171997	-10.818846	 -6.918687	 99.171997	 12.127299	 -0.041881	-99.261909	 -1.417002	 -5.431674	-99.842323	-95.211205	 -3.042839	-30.423161	 -3.061370	 99.952263	 -0.416194	-97.759995	 -6.248072	 20.098370	 -7.456399	 99.580063	 -5.311583	
    97	0.970	 10.866012	  6.944953	-99.165001	-10.866012	 -6.944953	 99.165001	 12.118817	 -0.066327	-99.262932	 -1.449584	 -5.446769	-99.841026	-95.207413	 -3.046493	-30.434641	 -3.057639	 99.952278	 -0.440089	-97.758148	 -6.282473	 20.096628	 -7.493725	 99.576622	 -5.323543	
    98	0.980	 10.813496	  7.003494	-99.166626	-10.813496	 -7.003494	 99.166626	 12.087291	 -0.090574	-99.266754	 -1.467069	 -5.455390	-99.840309	-95.202568	 -3.049654	-30.449495	 -3.053707	 99.952293	 -0.463037	-97.755905	 -6.317985	 20.096392	 -7.531209	 99.573448	 -5.330143	
    99	0.990	 10.679858	  7.084651	-99.175339	-10.679858	 -7.084651	 99.175339	 12.039339	 -0.115070	-99.272560	 -1.495414	 -5.467962	-99.839195	-95.196754	 -3.052027	-30.467403	 -3.049065	 99.952332	 -0.485635	-97.753479	 -6.355593	 20.096378	 -7.571457	 99.569878	 -5.339805	
   100	1.000	 10.474674	  7.170329	-99.191063	-10.474674	 -7.170329	 99.191063	 11.979999	 -0.139889	-99.279709	 -1.516342	 -5.487982	-99.837784	-95.190910	 -3.053375	-30.485523	 -3.043390	 99.952385	 -0.508080	-97.750992	 -6.394765	 20.096020	 -7.614864	 99.565620	 -5.357367	
   101	1.010	 10.234938	  7.239741	-99.211052	-10.234938	 -7.239741	 99.211052	 11.924894	 -0.167199	-99.286301	 -1.504951	 -5.513461	-99.836555	-95.185326	 -3.053595	-30.502930	 -3.035745	 99.952492	 -0.532933	-97.749146	 -6.431757	 20.093227	 -7.657459	 99.560982	 -5.382813	
   102	1.020	 10.057649	  7.276599	-99.226479	-10.057649	 -7.276599	 99.226479	 11.888347	 -0.197995	-99.290619	 -1.462037	 -5.544709	-99.835457	-95.179588	 -3.054860	-30.520714	 -3.027887	 99.952576	 -0.561852	-97.747444	 -6.466834	 20.090221	 -7.699727	 99.555901	 -5.416425	
   103	1.030	  9.974137	  7.273995	-99.235107	 -9.974137	 -7.273995	 99.235107	 11.888876	 -0.233352	-99.290482	 -1.361900	 -5.583134	-99.834732	-95.174416	 -3.054850	-30.536852	 -3.016944	 99.952705	 -0.596152	-97.745308	 -6.502455	 20.089130	 -7.744993	 99.549919	 -5.461552	
   104	1.040	  9.985917	  7.239381	-99.236450	 -9.985917	 -7.239381	 99.236450	 11.935760	 -0.273486	-99.284760	 -1.172490	 -5.627575	-99.834641	-95.170410	 -3.053457	-30.549467	 -3.002649	 99.952881	 -0.636297	-97.742287	 -6.542831	 20.090717	 -7.797872	 99.542595	 -5.519532	
   105	1.050	 10.076777	  7.193061	-99.230637	-10.076777	 -7.193061	 99.230637	 12.019745	 -0.317105	-99.274490	 -0.914468	 -5.685479	-99.834053	-95.167259	 -3.050389	-30.559576	 -2.985204	 99.953117	 -0.680709	-97.738045	 -6.592002	 20.095270	 -7.863693	 99.533127	 -5.596312	
   106	1.060	 10.220230	  7.145709	-99.219383	-10.220230	 -7.145709	 99.219383	 12.135242	 -0.363332	-99.260284	 -0.557635	 -5.758018	-99.832527	-95.164467	 -3.043403	-30.568981	 -2.962682	 99.953445	 -0.728077	-97.731880	 -6.652521	 20.105295	 -7.946007	 99.520958	 -5.695664	
   107	1.070	 10.367616	  7.103726	-99.207100	-10.367616	 -7.103726	 99.207100	 12.272990	 -0.409732	-99.243164	 -0.099076	 -5.846313	-99.828903	-95.162239	 -3.029680	-30.577274	 -2.933088	 99.953964	 -0.775390	-97.724770	 -6.721751	 20.116823	 -8.042212	 99.506065	 -5.819425	
   108	1.080	 10.497667	  7.067781	-99.195992	-10.497667	 -7.067781	 99.195992	 12.403853	 -0.449932	-99.226723	  0.405311	 -5.946066	-99.822243	-95.160507	 -3.013312	-30.584267	 -2.902825	 99.954529	 -0.816100	-97.718102	 -6.794599	 20.124762	 -8.145066	 99.489418	 -5.959312	
   109	1.090	 10.599948	  7.032675	-99.187614	-10.599948	 -7.032675	 99.187614	 12.516703	 -0.481986	-99.212395	  0.894600	 -6.046486	-99.813026	-95.158974	 -2.994157	-30.590921	 -2.872463	 99.955139	 -0.847986	-97.713295	 -6.862556	 20.125034	 -8.242441	 99.472885	 -6.099756	
   110	1.100	 10.665611	  6.995690	-99.183189	-10.665611	 -6.995690	 99.183189	 12.609689	 -0.505389	-99.200508	  1.337263	 -6.135650	-99.802628	-95.157036	 -2.972852	-30.599026	 -2.842820	 99.955788	 -0.870597	-97.711082	 -6.919676	 20.116240	 -8.325182	 99.458168	 -6.226023	
   111	1.110	 10.672067	  6.967052	-99.184509	-10.672067	 -6.967052	 99.184509	 12.665059	 -0.519852	-99.193375	  1.656479	 -6.210106	-99.793236	-95.154778	 -2.951669	-30.608103	 -2.816437	 99.956429	 -0.883455	-97.712433	 -6.964584	 20.094141	 -8.389451	 99.446350	 -6.327776	
   112	1.120	 10.613771	  6.949589	-99.191994	-10.613771	 -6.949589	 99.191994	 12.675402	 -0.529290	-99.192009	  1.813836	 -6.270892	-99.786705	-95.152504	 -2.931155	-30.617138	 -2.792705	 99.957031	 -0.890242	-97.717438	 -6.999122	 20.057808	 -8.436489	 99.437599	 -6.402304	
   113	1.130	 10.499151	  6.943347	-99.204620	-10.499151	 -6.943347	 99.204620	 12.670631	 -0.545565	-99.192528	  1.798472	 -6.317251	-99.784058	-95.149757	 -2.908673	-30.627819	 -2.764992	 99.957687	 -0.902967	-97.725510	 -7.024534	 20.009497	 -8.467356	 99.432053	 -6.447578	
   114	1.140	 10.349463	  6.941988	-99.220451	-10.349463	 -6.941988	 99.220451	 12.658961	 -0.572080	-99.193863	  1.653831	 -6.354851	-99.784172	-95.147087	 -2.882077	-30.638626	 -2.729991	 99.958450	 -0.924887	-97.735283	 -7.046790	 19.953865	 -8.490393	 99.428436	 -6.472916	
   115	1.150	 10.194429	  6.935057	-99.236984	-10.194429	 -6.935057	 99.236984	 12.648373	 -0.611146	-99.194984	  1.439782	 -6.391898	-99.785126	-95.145294	 -2.850599	-30.647123	 -2.686132	 99.959328	 -0.958365	-97.745827	 -7.069490	 19.894112	 -8.512206	 99.425354	 -6.491673	
   116	1.160	 10.082064	  6.902670	-99.250717	-10.082064	 -6.902670	 99.250717	 12.665066	 -0.664518	-99.192513	  1.192622	 -6.431893	-99.785812	-95.145157	 -2.813722	-30.650965	 -2.632123	 99.960289	 -1.005735	-97.756523	 -7.091746	 19.833555	 -8.533478	 99.422302	 -6.510454	
   117	1.170	 10.041105	  6.839742	-99.259224	-10.041105	 -6.839742	 99.259224	 12.736319	 -0.732094	-99.182915	  0.946787	 -6.469045	-99.786049	-95.146095	 -2.772520	-30.651808	 -2.568863	 99.961296	 -1.067713	-97.766808	 -7.111678	 19.775612	 -8.552031	 99.419662	 -6.526435	
   118	1.180	 10.075026	  6.750818	-99.261879	-10.075026	 -6.750818	 99.261879	 12.870359	 -0.809911	-99.165001	  0.764264	 -6.510845	-99.784889	-95.148567	 -2.727999	-30.648130	 -2.498581	 99.962273	 -1.140707	-97.775856	 -7.131072	 19.723825	 -8.572497	 99.416183	 -6.552445	
   119	1.190	 10.165381	  6.651884	-99.259346	-10.165381	 -6.651884	 99.259346	 13.052350	 -0.894698	-99.140480	  0.641081	 -6.558916	-99.782608	-95.152290	 -2.683584	-30.640497	 -2.425919	 99.963104	 -1.221507	-97.783836	 -7.148801	 19.677830	 -8.593934	 99.411865	 -6.589760	
   120	1.200	 10.301498	  6.549721	-99.252106	-10.301498	 -6.549721	 99.252106	 13.257395	 -0.983352	-99.112434	  0.552866	 -6.610056	-99.779770	-95.156769	 -2.641228	-30.630272	 -2.354043	 99.963745	 -1.306678	-97.791428	 -7.165018	 19.634125	 -8.615165	 99.407150	 -6.633107	
   121	1.210	 10.447445	  6.454053	-99.243118	-10.447445	 -6.454053	 99.243118	 13.473572	 -1.075575	-99.082321	  0.509421	 -6.663855	-99.776421	-95.160782	 -2.603650	-30.621010	 -2.285868	 99.964127	 -1.395988	-97.798721	 -7.182488	 19.591375	 -8.638966	 99.401741	 -6.682939	
   122	1.220	 10.577073	  6.367319	-99.234985	-10.577073	 -6.367319	 99.234985	 13.671981	 -1.171637	-99.054047	  0.522932	 -6.727089	-99.772102	-95.165756	 -2.570785	-30.608315	 -2.221492	 99.964233	 -1.489025	-97.805908	 -7.203198	 19.547815	 -8.668714	 99.394821	 -6.747087	
   123	1.230	 10.675107	  6.285299	-99.229721	-10.675107	 -6.285299	 99.229721	 13.827477	 -1.271648	-99.031227	  0.574854	 -6.797727	-99.767029	-95.171898	 -2.540440	-30.591763	 -2.158862	 99.964127	 -1.585064	-97.813766	 -7.229007	 19.498936	 -8.705184	 99.386520	 -6.821959	
   124	1.240	 10.725444	  6.196184	-99.229897	-10.725444	 -6.196184	 99.229897	 13.957553	 -1.380394	-99.011520	  0.676843	 -6.877842	-99.760902	-95.178810	 -2.511153	-30.572668	 -2.094875	 99.963791	 -1.688982	-97.822723	 -7.261398	 19.441908	 -8.750209	 99.376434	 -6.910703	
   125	1.250	 10.712309	  6.098285	-99.237373	-10.712309	 -6.098285	 99.237373	 14.089484	 -1.503395	-98.991043	  0.850360	 -6.973820	-99.752907	-95.185806	 -2.481920	-30.553268	 -2.026592	 99.963142	 -1.806605	-97.832268	 -7.304769	 19.377508	 -8.809868	 99.363388	 -7.021689	
   126	1.260	 10.648709	  5.991911	-99.250702	-10.648709	 -5.991911	 99.250702	 14.218482	 -1.640667	-98.970413	  1.103878	 -7.091083	-99.742157	-95.193504	 -2.448612	-30.531961	 -1.949932	 99.962219	 -1.937243	-97.842300	 -7.364272	 19.304180	 -8.890392	 99.346245	 -7.161328	
   127	1.270	 10.540913	  5.879737	-99.268921	-10.540913	 -5.879737	 99.268921	 14.346437	 -1.788752	-98.949379	  1.442168	 -7.233622	-99.727600	-95.200500	 -2.411162	-30.513119	 -1.865843	 99.961006	 -2.077564	-97.851860	 -7.447014	 19.223837	 -8.999952	 99.323746	 -7.334477	
   128	1.280	 10.410872	  5.765940	-99.289314	-10.410872	 -5.765940	 99.289314	 14.467779	 -1.942682	-98.928810	  1.847478	 -7.399748	-99.708733	-95.206207	 -2.374147	-30.498215	 -1.780468	 99.959427	 -2.223304	-97.859024	 -7.558526	 19.143660	 -9.144178	 99.295296	 -7.538496	
   129	1.290	 10.263220	  5.660500	-99.310753	-10.263220	 -5.660500	 99.310753	 14.566046	 -2.097454	-98.911224	  2.282195	 -7.584664	-99.685829	-95.210060	 -2.338086	-30.488977	 -1.695924	 99.957535	 -2.369390	-97.865334	 -7.692871	 19.057692	 -9.314888	 99.261917	 -7.765664	
   130	1.300	 10.092875	  5.565906	-99.333557	-10.092875	 -5.565906	 99.333557	 14.618500	 -2.245373	-98.900238	  2.699959	 -7.779966	-99.660339	-95.212425	 -2.302395	-30.484316	 -1.614127	 99.955521	 -2.507916	-97.871277	 -7.842743	 18.965874	 -9.502178	 99.225266	 -8.003431	
   131	1.310	  9.901185	  5.480838	-99.357567	 -9.901185	 -5.480838	 99.357567	 14.632016	 -2.384261	-98.894989	  3.058116	 -7.974548	-99.634605	-95.212067	 -2.268882	-30.487936	 -1.537393	 99.953392	 -2.637243	-97.875778	 -8.000568	 18.876518	 -9.696267	 99.187424	 -8.236366	
   132	1.320	  9.702145	  5.397190	-99.381783	 -9.702145	 -5.397190	 99.381783	 14.603144	 -2.513297	-98.896065	  3.317199	 -8.157951	-99.611465	-95.208183	 -2.234603	-30.502596	 -1.462924	 99.951309	 -2.756132	-97.878883	 -8.157388	 18.793110	 -9.885713	 99.150795	 -8.449430	
   133	1.330	  9.491630	  5.304404	-99.407104	 -9.491630	 -5.304404	 99.407104	 14.553330	 -2.635245	-98.900238	  3.488065	 -8.330803	-99.591324	-95.200974	 -2.191853	-30.528185	 -1.381956	 99.949356	 -2.866556	-97.885078	 -8.297582	 18.699255	-10.053173	 99.117241	 -8.643248	
   134	1.340	  9.329806	  5.182439	-99.428856	 -9.329806	 -5.182439	 99.428856	 14.483662	 -2.752335	-98.907265	  3.616546	 -8.499072	-99.572517	-95.191544	 -2.136650	-30.561499	 -1.289824	 99.947563	 -2.970161	-97.889099	 -8.432898	 18.617496	-10.214943	 99.084381	 -8.828421	
   135	1.350	  9.221480	  5.026042	-99.446991	 -9.221480	 -5.026042	 99.446991	 14.415855	 -2.874353	-98.913704	  3.747147	 -8.668993	-99.553040	-95.179718	 -2.064379	-30.603256	 -1.178680	 99.945724	 -3.076125	-97.888649	 -8.567965	 18.558083	-10.378919	 99.050453	 -9.015888	
   136	1.360	  9.175585	  4.827243	-99.461075	 -9.175585	 -4.827243	 99.461075	 14.353849	 -3.003658	-98.918877	  3.896024	 -8.842546	-99.532059	-95.167099	 -1.968278	-30.648800	 -1.041062	 99.943817	 -3.185846	-97.886681	 -8.699039	 18.507397	-10.540553	 99.015587	 -9.209256	
   137	1.370	  9.151120	  4.593235	-99.474411	 -9.151120	 -4.593235	 99.474411	 14.310683	 -3.142035	-98.920837	  4.070335	 -9.019823	-99.509171	-95.155350	 -1.845965	-30.692846	 -0.874091	 99.941681	 -3.300914	-97.883476	 -8.826276	 18.464087	-10.700064	 98.979645	 -9.409501	
   138	1.380	  9.137913	  4.335098	-99.487213	 -9.137913	 -4.335098	 99.487213	 14.286840	 -3.289118	-98.919502	  4.250209	 -9.193728	-99.485733	-95.144745	 -1.695606	-30.734365	 -0.676079	 99.939194	 -3.420668	-97.873978	 -8.958743	 18.450653	-10.867741	 98.942314	 -9.607800	
   139	1.390	  9.098149	  4.070243	-99.502045	 -9.098149	 -4.070243	 99.502045	 14.294781	 -3.439709	-98.913231	  4.402530	 -9.357553	-99.463829	-95.135483	 -1.510151	-30.772718	 -0.441592	 99.936378	 -3.539107	-97.862259	 -9.084719	 18.451170	-11.028086	 98.906387	 -9.793242	
   140	1.400	  9.072050	  3.802300	-99.515030	 -9.072050	 -3.802300	 99.515030	 14.317030	 -3.573786	-98.905258	  4.504789	 -9.506845	-99.445091	-95.128159	 -1.282128	-30.805679	 -0.169601	 99.933746	 -3.635499	-97.851547	 -9.197658	 18.452057	-11.171600	 98.873795	 -9.958296	
   141	1.410	  8.998760	  3.552788	-99.530899	 -8.998760	 -3.552788	 99.530899	 14.366317	 -3.686823	-98.893967	  4.566774	 -9.642000	-99.429253	-95.121468	 -1.001828	-30.836720	  0.148272	 99.931267	 -3.703954	-97.839035	 -9.301807	 18.466177	-11.304456	 98.843864	-10.104444	
   142	1.420	  8.913283	  3.320597	-99.546608	 -8.913283	 -3.320597	 99.546608	 14.461154	 -3.776875	-98.876747	  4.611279	 -9.767476	-99.414948	-95.110809	 -0.653803	-30.878893	  0.527295	 99.928650	 -3.739937	-97.827087	 -9.395242	 18.482145	-11.424580	 98.816246	-10.238573	
   143	1.430	  8.808607	  3.105185	-99.562874	 -8.808607	 -3.105185	 99.562874	 14.623262	 -3.845068	-98.850266	  4.699761	 -9.903066	-99.397392	-95.090874	 -0.214707	-30.946413	  0.991586	 99.925110	 -3.740189	-97.817902	 -9.478511	 18.488274	-11.535851	 98.787743	-10.387770	
   144	1.440	  8.671364	  2.905539	-99.580948	 -8.671364	 -2.905539	 99.580948	 14.893744	 -3.904551	-98.807541	  4.860561	-10.055670	-99.374336	-95.054077	  0.332425	-31.058207	  1.562609	 99.918831	 -3.712926	-97.810463	 -9.555508	 18.487965	-11.644467	 98.756447	-10.562696	
   145	1.450	  8.492552	  2.715256	-99.601730	 -8.492552	 -2.715256	 99.601730	 15.330313	 -3.983370	-98.737602	  5.113287	-10.229405	-99.343910	-94.991089	  1.004619	-31.235937	  2.266261	 99.906609	 -3.678664	-97.803459	 -9.630173	 18.486305	-11.756250	 98.720772	-10.770340	
   146	1.460	  8.396883	  2.503709	-99.615379	 -8.396883	 -2.503709	 99.615379	 15.965307	 -4.098442	-98.632202	  5.486805	-10.434569	-99.302643	-94.891945	  1.812618	-31.499737	  3.118215	 99.884865	 -3.645756	-97.797318	 -9.703503	 18.480440	-11.874310	 98.678513	-11.025082	
   147	1.470	  8.402271	  2.264021	-99.620659	 -8.402271	 -2.264021	 99.620659	 16.827311	 -4.269660	-98.481529	  5.984040	-10.672707	-99.248596	-94.748955	  2.752294	-31.860012	  4.119412	 99.849335	 -3.625087	-97.789810	 -9.778153	 18.480801	-12.003153	 98.628403	-11.329724	
   148	1.480	  8.514170	  1.992448	-99.616966	 -8.514170	 -1.992448	 99.616966	 17.899128	 -4.510272	-98.281631	  6.507502	-10.913998	-99.189400	-94.555313	  3.799129	-32.324295	  5.248566	 99.796387	 -3.623914	-97.781769	 -9.848031	 18.486259	-12.129132	 98.576569	-11.642322	
   149	1.490	  8.742953	  1.680238	-99.602905	 -8.742953	 -1.680238	 99.602905	 19.106611	 -4.807896	-98.039894	  6.992289	-11.142147	-99.131027	-94.311127	  4.924637	-32.880993	  6.472556	 99.724297	 -3.629088	-97.774162	 -9.909435	 18.493666	-12.243751	 98.527039	-11.937883	
   150	1.500	  9.050194	  1.332462	-99.580711	 -9.050194	 -1.332462	 99.580711	 20.371010	 -5.134012	-97.768417	  7.389650	-11.345967	-99.079071	-94.021095	  6.070299	-33.513950	  7.724080	 99.635406	 -3.622663	-97.767601	 -9.958993	 18.501747	-12.340271	 98.483116	-12.198100	
   151	1.510	  9.305138	  0.977192	-99.561333	 -9.305138	 -0.977192	 99.561333	 21.597809	 -5.454173	-97.487366	  7.639193	-11.510521	-99.041161	-93.695663	  7.158130	-34.203556	  8.916190	 99.536873	 -3.593503	-97.762772	 -9.993559	 18.508629	-12.411122	 98.449120	-12.399003	
   152	1.520	  9.472058	  0.624179	-99.548431	 -9.472058	 -0.624179	 99.548431	 22.663527	 -5.716313	-97.230080	  7.716285	-11.631259	-99.021072	-93.355087	  8.130953	-34.910091	  9.977321	 99.438721	 -3.520532	-97.761238	-10.009746	 18.507990	-12.450433	 98.427353	-12.531728	
   153	1.530	  9.573338	  0.271774	-99.540329	 -9.573338	 -0.271774	 99.540329	 23.507803	 -5.872928	-97.020058	  7.674697	-11.723527	-99.013428	-93.025475	  8.943998	-35.584621	 10.847439	 99.352249	 -3.385785	-97.764450	-10.005353	 18.493395	-12.458885	 98.415199	-12.618404	
   154	1.540	  9.617452	 -0.072008	-99.536423	 -9.617452	  0.072008	 99.536423	 24.123470	 -5.900433	-96.867142	  7.565817	-11.798741	-99.012871	-92.730423	  9.555146	-36.190708	 11.475850	 99.288109	 -3.189992	-97.772102	 -9.981003	 18.466049	-12.440493	 98.409935	-12.677503	
   155	1.550	  9.600900	 -0.389423	-99.537285	 -9.600900	  0.389423	 99.537285	 24.527187	 -5.802630	-96.771622	  7.408198	-11.861727	-99.017265	-92.487755	  9.959511	-36.699085	 11.856817	 99.250877	 -2.946130	-97.782791	 -9.940458	 18.431316	-12.401218	 98.409828	-12.716784	
   156	1.560	  9.562947	 -0.683573	-99.539352	 -9.562947	  0.683573	 99.539352	 24.720043	 -5.583004	-96.735458	  7.207922	-11.913633	-99.025810	-92.308464	 10.179326	-37.088127	 12.011715	 99.240379	 -2.658067	-97.795235	 -9.886329	 18.394365	-12.344900	 98.414078	-12.738602	
   157	1.570	  9.507217	 -0.955469	-99.542450	 -9.507217	  0.955469	 99.542450	 24.757662	 -5.262282	-96.743813	  6.963152	-11.952743	-99.038612	-92.195747	 10.218714	-37.356686	 11.949731	 99.255852	 -2.340872	-97.809013	 -9.818125	 18.357603	-12.271127	 98.422974	-12.741193	
   158	1.580	  9.405710	 -1.199290	-99.549454	 -9.405710	  1.199290	 99.549454	 24.703892	 -4.871756	-96.778015	  6.651611	-11.972971	-99.057579	-92.143173	 10.074640	-37.525158	 11.678228	 99.295258	 -2.017448	-97.819168	 -9.745830	 18.342020	-12.191753	 98.436028	-12.716508	
   159	1.590	  9.230070	 -1.414908	-99.563065	 -9.230070	  1.414908	 99.563065	 24.612232	 -4.445947	-96.821854	  6.247092	-11.968563	-99.084442	-92.134895	  9.739409	-37.633835	 11.203011	 99.355690	 -1.714479	-97.823357	 -9.675056	 18.357138	-12.112370	 98.453621	-12.656029	
   160	1.600	  9.012157	 -1.628754	-99.579758	 -9.012157	  1.628754	 99.579758	 24.532202	 -4.012666	-96.861084	  5.760195	-11.939933	-99.117401	-92.162163	  9.208899	-37.700554	 10.529577	 99.433487	 -1.452386	-97.825127	 -9.596521	 18.388891	-12.021713	 98.476845	-12.561411	
   161	1.610	  8.783639	 -1.852013	-99.596275	 -8.783639	  1.852013	 99.596275	 24.540419	 -3.598580	-96.875267	  5.216331	-11.892536	-99.153206	-92.220436	  8.479079	-37.729252	  9.661802	 99.524315	 -1.249457	-97.827492	 -9.503988	 18.424328	-11.913013	 98.505272	-12.441551	
   162	1.620	  8.571485	 -2.089020	-99.610069	 -8.571485	  2.089020	 99.610069	 24.663595	 -3.218136	-96.857376	  4.623463	-11.827392	-99.190399	-92.298073	  7.550462	-37.736664	  8.606902	 99.622643	 -1.118367	-97.828033	 -9.406035	 18.471687	-11.796555	 98.537132	-12.299358	
   163	1.630	  8.396058	 -2.341077	-99.619408	 -8.396058	  2.341077	 99.619408	 24.865194	 -2.862644	-96.816978	  4.009140	-11.749739	-99.226364	-92.383873	  6.422762	-37.735500	  7.364769	 99.722832	 -1.057093	-97.829178	 -9.298605	 18.519958	-11.668091	 98.571739	-12.143660	
   164	1.640	  8.274986	 -2.606336	-99.622948	 -8.274986	  2.606336	 99.622948	 25.121630	 -2.524753	-96.760162	  3.411238	-11.667933	-99.258362	-92.462067	  5.126506	-37.742367	  5.965214	 99.816338	 -1.055762	-97.833427	 -9.177498	 18.557880	-11.524032	 98.607788	-11.987507	
