BTS ASCII format

Type:         	3D vector tracks
Measure unit: 	%

Tracks:       	8
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	 vRLASIS.X	 vRLASIS.Y	 vRLASIS.Z	 vLRASIS.X	 vLRASIS.Y	 vLRASIS.Z	    vRFz.X	    vRFz.Y	    vRFz.Z	    vLFz.X	    vLFz.Y	    vLFz.Z	    vRFx.X	    vRFx.Y	    vRFx.Z	    vRFy.X	    vRFy.Y	    vRFy.Z	    vLFx.X	    vLFx.Y	    vLFx.Z	    vLFy.X	    vLFy.Y	    vLFy.Z	
   165	1.650	  8.190946	 -2.868684	-99.622688	 -8.190946	  2.868684	 99.622688	 25.367481	 -2.182524	-96.704330	  2.844598	-11.586079	-99.285805	-92.508087	  3.691053	-37.797222	  4.431974	 99.895767	 -1.091956	-97.836533	 -9.054939	 18.601654	-11.380132	 98.642670	-11.837076	
   166	1.660	  8.108025	 -3.117342	-99.621994	 -8.108025	  3.117342	 99.621994	 25.518209	 -1.815293	-96.672264	  2.316369	-11.504393	-99.309029	-92.532585	  2.145570	-37.856533	  2.784810	 99.954697	 -1.141834	-97.836060	 -8.937293	 18.660933	-11.244301	 98.675392	-11.693262	
   167	1.670	  7.989279	 -3.344110	-99.624237	 -7.989279	  3.344110	 99.624237	 25.540707	 -1.416735	-96.672981	  1.831584	-11.422442	-99.328613	-92.536613	  0.533876	-37.903709	  1.062123	 99.987343	 -1.184697	-97.833298	 -8.816668	 18.732632	-11.108051	 98.707016	-11.555789	
   168	1.680	  7.806996	 -3.540659	-99.631897	 -7.806996	  3.540659	 99.631897	 25.454382	 -1.002915	-96.700928	  1.360046	-11.332228	-99.346519	-92.519333	 -1.099504	-37.933685	 -0.688763	 99.990204	 -1.218331	-97.829124	 -8.686649	 18.815037	-10.962551	 98.739883	-11.413106	
   169	1.690	  7.536319	 -3.697362	-99.647049	 -7.536319	  3.697362	 99.647049	 25.211447	 -0.574440	-96.768036	  0.868639	-11.229918	-99.363647	-92.494713	 -2.750831	-37.909908	 -2.466336	 99.961945	 -1.235966	-97.823143	 -8.542480	 18.911880	-10.802087	 98.775383	-11.257865	
   170	1.700	  7.186312	 -3.819643	-99.668289	 -7.186312	  3.819643	 99.668289	 24.811443	 -0.135385	-96.872978	  0.351535	-11.116745	-99.379547	-92.494888	 -4.399547	-37.753681	 -4.250525	 99.902077	 -1.228278	-97.816284	 -8.377525	 19.020817	-10.619681	 98.814026	-11.091049	
   171	1.710	  6.797143	 -3.920482	-99.691666	 -6.797143	  3.920482	 99.691666	 24.308088	  0.293520	-97.000160	 -0.214841	-10.987952	-99.394264	-92.479065	 -6.057500	-37.562344	 -6.045043	 99.809753	 -1.212857	-97.809052	 -8.186067	 19.140985	-10.408075	 98.857117	-10.906075	
   172	1.720	  6.400894	 -4.008224	-99.714401	 -6.400894	  4.008224	 99.714401	 23.703320	  0.696547	-97.147659	 -0.853274	-10.837945	-99.407295	-92.441933	 -7.742292	-37.343616	 -7.862521	 99.683159	 -1.203672	-97.801819	 -7.967665	 19.269670	-10.164970	 98.905357	-10.695970	
   173	1.730	  6.029169	 -4.097342	-99.733948	 -6.029169	  4.097342	 99.733948	 22.967915	  1.074274	-97.320709	 -1.528263	-10.676587	-99.416672	-92.401421	 -9.433268	-37.053894	 -9.684324	 99.522888	 -1.186940	-97.793999	 -7.725688	 19.407427	 -9.896294	 98.956238	-10.475011	
   174	1.740	  5.743159	 -4.212254	-99.746040	 -5.743159	  4.212254	 99.746040	 22.144587	  1.424750	-97.506859	 -2.224710	-10.496850	-99.422668	-92.379829	-11.088407	-36.647160	-11.465879	 99.333801	 -1.152548	-97.785454	 -7.461263	 19.553373	 -9.601993	 99.009979	-10.238421	
   175	1.750	  5.565784	 -4.349442	-99.750206	 -5.565784	  4.349442	 99.750206	 21.255293	  1.738966	-97.699478	 -2.966194	-10.284456	-99.425507	-92.366470	-12.733607	-36.142643	-13.228154	 99.114960	 -1.113728	-97.776428	 -7.174338	 19.705324	 -9.278553	 99.068130	 -9.970680	
   176	1.760	  5.448419	 -4.481534	-99.750839	 -5.448419	  4.481534	 99.750839	 20.288351	  2.010265	-97.899651	 -3.737610	-10.041970	-99.424294	-92.388718	-14.348793	-35.474449	-14.945822	 98.871048	 -1.067104	-97.766777	 -6.864490	 19.862940	 -8.926152	 99.129639	 -9.676654	
   177	1.770	  5.359925	 -4.597105	-99.750374	 -5.359925	  4.597105	 99.750374	 19.277868	  2.244927	-98.098541	 -4.508495	 -9.781494	-99.418289	-92.446777	-15.925984	-34.640400	-16.609503	 98.605827	 -1.007487	-97.756783	 -6.525144	 20.025820	 -8.540884	 99.192841	 -9.371994	
   178	1.780	  5.281614	 -4.687561	-99.750343	 -5.281614	  4.687561	 99.750343	 18.300339	  2.443243	-98.280869	 -5.310906	 -9.494184	-99.406509	-92.516319	-17.494179	-33.685070	-18.244078	 98.317070	 -0.952987	-97.746887	 -6.146093	 20.193371	 -8.110148	 99.259155	 -9.046817	
   179	1.790	  5.163589	 -4.736598	-99.754211	 -5.163589	  4.736598	 99.754211	 17.344948	  2.601958	-98.449898	 -6.163646	 -9.176733	-99.387108	-92.573509	-19.061283	-32.662086	-19.858892	 98.004074	 -0.908574	-97.737358	 -5.717290	 20.364714	 -7.622846	 99.328880	 -8.698614	
   180	1.800	  4.968884	 -4.739370	-99.763962	 -4.968884	  4.739370	 99.763962	 16.443851	  2.723666	-98.601120	 -7.077325	 -8.829926	-99.357658	-92.615738	-20.592857	-31.595226	-21.419613	 97.675156	 -0.874092	-97.729370	 -5.222429	 20.535234	 -7.062296	 99.401817	 -8.330796	
   181	1.810	  4.741924	 -4.720984	-99.775879	 -4.741924	  4.720984	 99.775879	 15.607679	  2.821453	-98.734192	 -8.076031	 -8.446358	-99.314842	-92.633797	-22.084713	-30.516306	-22.927269	 97.332573	 -0.842891	-97.723755	 -4.639977	 20.701187	 -6.405122	 99.478340	 -7.939415	
   182	1.820	  4.498646	 -4.687235	-99.788734	 -4.498646	  4.687235	 99.788734	 14.818910	  2.894915	-98.853523	 -9.191826	 -8.009626	-99.253998	-92.628555	-23.524906	-29.436878	-24.371838	 96.981194	 -0.813443	-97.720177	 -3.950375	 20.860544	 -5.628490	 99.558403	 -7.512942	
   183	1.830	  4.215374	 -4.629392	-99.803802	 -4.215374	  4.629392	 99.803802	 14.016634	  2.938345	-98.969185	-10.389216	 -7.530869	-99.173332	-92.608116	-24.893497	-28.355783	-25.736502	 96.628311	 -0.776119	-97.715958	 -3.155014	 21.015171	 -4.737506	 99.637207	 -7.069801	
   184	1.840	  3.888819	 -4.543212	-99.821022	 -3.888819	  4.543212	 99.821022	 13.246004	  2.957963	-99.074684	-11.635087	 -7.031300	-99.071617	-92.579987	-26.172960	-27.274937	-27.002934	 96.282402	 -0.735619	-97.709122	 -2.253323	 21.162464	 -3.737085	 99.709457	 -6.637681	
   185	1.850	  3.537934	 -4.444593	-99.838516	 -3.537934	  4.444593	 99.838516	 12.456569	  2.948938	-99.177307	-12.861885	 -6.530474	-98.954155	-92.552956	-27.342546	-26.198009	-28.153572	 95.952644	 -0.683004	-97.697121	 -1.250762	 21.300428	 -2.638092	 99.770157	 -6.241432	
   186	1.860	  3.151497	 -4.333016	-99.856361	 -3.151497	  4.333016	 99.856361	 11.641578	  2.908524	-99.277458	-13.997287	 -6.044911	-98.830841	-92.538162	-28.370867	-25.135279	-29.158159	 95.652603	 -0.616848	-97.676971	 -0.169353	 21.428486	 -1.466832	 99.815178	 -5.897372	
   187	1.870	  2.718128	 -4.203950	-99.874619	 -2.718128	  4.203950	 99.874619	 10.820629	  2.837397	-99.372345	-14.951764	 -5.599113	-98.717247	-92.548248	-29.217375	-24.107405	-29.976849	 95.399666	 -0.540207	-97.646561	  0.964693	 21.545727	 -0.254627	 99.841385	 -5.624307	
   188	1.880	  2.237624	 -4.059995	-99.892494	 -2.237624	  4.059995	 99.892494	  9.999146	  2.739629	-99.461105	-15.713642	 -5.190341	-98.621201	-92.603333	-29.829212	-23.126638	-30.558380	 95.215454	 -0.449449	-97.605057	  2.161540	 21.646742	  1.010092	 99.848129	 -5.415854	
   189	1.890	  1.703932	 -3.905920	-99.909164	 -1.703932	  3.905920	 99.909164	  9.123094	  2.612523	-99.548706	-16.278412	 -4.808882	-98.548912	-92.717239	-30.170578	-22.209211	-30.871058	 95.115021	 -0.332997	-97.549690	  3.425638	 21.733004	  2.334614	 99.834419	 -5.257245	
   190	1.900	  1.065445	 -3.713728	-99.925339	 -1.065445	  3.713728	 99.925339	  8.260274	  2.484536	-99.627281	-16.652481	 -4.457633	-98.502914	-92.915222	-30.177221	-21.356447	-30.851206	 95.121857	 -0.185749	-97.476524	  4.763923	 21.808990	  3.726001	 99.797966	 -5.146141	
   191	1.910	  0.324307	 -3.472894	-99.939148	 -0.324307	  3.472894	 99.939148	  7.416270	  2.361452	-99.696655	-16.859119	 -4.136284	-98.481781	-93.230873	-29.763811	-20.545542	-30.411457	 95.263550	 -0.005811	-97.381134	  6.199570	 21.874205	  5.208212	 99.734962	 -5.080513	
   192	1.920	 -0.469424	 -3.195521	-99.947830	  0.469424	  3.195521	 99.947830	  6.607506	  2.251847	-99.756050	-16.988642	 -3.831186	-98.471863	-93.687195	-28.857977	-19.746569	-29.476933	 95.556625	  0.204598	-97.257790	  7.761047	 21.924601	  6.812284	 99.639709	 -5.051897	
   193	1.930	 -1.216424	 -2.900181	-99.950531	  1.216424	  2.900181	 99.950531	  5.964836	  2.189775	-99.797920	-17.111296	 -3.528404	-98.461945	-94.277344	-27.443146	-18.938194	-28.028471	 95.990723	  0.431000	-97.100372	  9.463468	 21.953613	  8.555485	 99.505150	 -5.052609	
   194	1.940	 -1.854024	 -2.598896	-99.949028	  1.854024	  2.598896	 99.949028	  5.566280	  2.194246	-99.820847	-17.304161	 -3.194785	-98.439621	-94.973221	-25.556665	-18.081573	-26.102680	 96.530853	  0.666370	-96.900551	 11.334896	 21.950003	 10.470950	 99.321274	 -5.064029	
   195	1.950	 -2.306278	 -2.318552	-99.946510	  2.306278	  2.318552	 99.946510	  5.360841	  2.237144	-99.831139	-17.628679	 -2.794524	-98.394211	-95.715652	-23.317926	-17.169384	-23.820351	 97.117386	  0.897200	-96.647552	 13.401257	 21.901054	 12.589067	 99.074806	 -5.069359	
   196	1.960	 -2.585658	 -2.056857	-99.945404	  2.585658	  2.056857	 99.945404	  5.290511	  2.294217	-99.833595	-18.099936	 -2.318404	-98.320992	-96.436569	-20.898003	-16.225319	-21.356174	 97.686615	  1.113145	-96.328270	 15.675676	 21.797647	 14.921309	 98.750160	 -5.075392	
   197	1.970	 -2.741326	 -1.811085	-99.946007	  2.741326	  1.811085	 99.946007	  5.207191	  2.334398	-99.837044	-18.614923	 -1.789662	-98.235847	-97.076218	-18.484955	-15.313848	-18.903357	 98.188324	  1.309907	-95.926086	 18.166794	 21.636845	 17.471195	 98.329681	 -5.102026	
   198	1.980	 -2.801737	 -1.571929	-99.948380	  2.801737	  1.571929	 99.948380	  4.784794	  2.295738	-99.859077	-19.065554	 -1.245076	-98.157806	-97.605179	-16.197962	-14.520847	-16.582838	 98.604469	  1.472321	-95.420418	 20.883343	 21.420328	 20.241617	 97.793289	 -5.172056	
   199	1.990	 -2.797941	 -1.328389	-99.952026	  2.797941	  1.328389	 99.952026	  3.818271	  2.150385	-99.903938	-19.372831	 -0.738650	-98.102745	-98.015182	-14.094668	-13.941455	-14.451666	 98.937668	  1.577252	-94.787910	 23.826660	 21.155203	 23.225998	 97.119896	 -5.317802	
   200	2.000	 -2.735731	 -1.069865	-99.956848	  2.735731	  1.069865	 99.956848	  2.244710	  1.916521	-99.956429	-19.605947	 -0.249445	-98.058884	-98.311401	-12.216332	-13.624609	-12.550780	 99.196037	  1.620090	-94.000565	 27.014360	 20.835485	 26.443666	 96.281502	 -5.532085	
   201	2.010	 -2.631378	 -0.805301	-99.962128	  2.631378	  0.805301	 99.962128	  0.153780	  1.650006	-99.986267	-19.841454	  0.263270	-98.011467	-98.505196	-10.587872	-13.587637	-10.906920	 99.390160	  1.623394	-93.023399	 30.465609	 20.457121	 29.917070	 95.243492	 -5.800580	
   202	2.020	 -2.435520	 -0.527491	-99.968948	  2.435520	  0.527491	 99.968948	 -2.287626	  1.402679	-99.963989	-20.219753	  0.873490	-97.930580	-98.618340	 -9.204016	-13.773508	 -9.514872	 99.533218	  1.614378	-91.806778	 34.195473	 20.054533	 33.664017	 93.964729	 -6.112503	
   203	2.030	 -2.249196	 -0.233691	-99.974426	  2.249196	  0.233691	 99.974426	 -4.804268	  1.225472	-99.877014	-20.825596	  1.629293	-97.793869	-98.672607	 -8.089804	-14.080932	 -8.400681	 99.633240	  1.626569	-90.300125	 38.211746	 19.640518	 37.688839	 92.398460	 -6.486587	
   204	2.040	 -2.051826	  0.074239	-99.978920	  2.051826	 -0.074239	 99.978920	 -7.131492	  1.148498	-99.738770	-21.681267	  2.562454	-97.587685	-98.687881	 -7.275049	-14.414419	 -7.596431	 99.696716	  1.691172	-88.454247	 42.506115	 19.211357	 41.977863	 90.496162	 -6.950066	
   205	2.050	 -1.913324	  0.386504	-99.980942	  1.913324	 -0.386504	 99.980942	 -9.089314	  1.176050	-99.579117	-22.656124	  3.616346	-97.332535	-98.682373	 -6.732882	-14.712487	 -7.076445	 99.732628	  1.823781	-86.222176	 47.045918	 18.772797	 46.490299	 88.214172	 -7.544003	
   206	2.060	 -1.763286	  0.703817	-99.981979	  1.763286	 -0.703817	 99.981979	-10.603270	  1.284629	-99.427971	-23.732437	  4.802675	-97.024254	-98.670021	 -6.402204	-14.941173	 -6.776858	 99.749825	  2.011490	-83.556137	 51.795620	 18.318989	 51.186977	 85.505569	 -8.287992	
   207	2.070	 -1.683833	  1.027828	-99.980537	  1.683833	 -1.027828	 99.980537	-11.641844	  1.444104	-99.309525	-24.793678	  6.062471	-96.687744	-98.656311	 -6.223585	-15.106280	 -6.634078	 99.754814	  2.228278	-80.454269	 56.676163	 17.746094	 55.983334	 82.349052	 -9.192417	
   208	2.080	 -1.604195	  1.352804	-99.977982	  1.604195	 -1.352804	 99.977982	-12.232985	  1.628961	-99.235580	-25.731983	  7.348506	-96.352806	-98.643860	 -6.137164	-15.222518	 -6.584105	 99.752953	  2.449090	-76.952812	 61.561108	 16.985153	 60.756786	 78.766724	-10.218433	
   209	2.090	 -1.581373	  1.680528	-99.973373	  1.581373	 -1.680528	 99.973373	-12.482277	  1.825625	-99.201111	-26.422075	  8.592737	-96.062683	-98.634109	 -6.090395	-15.304211	 -6.572335	 99.748253	  2.662678	-73.150139	 66.279564	 16.002411	 65.349998	 74.847519	-11.279483	
   210	2.100	 -1.553871	  2.029835	-99.967316	  1.553871	 -2.029835	 99.967316	-12.533927	  2.032071	-99.190582	-26.804855	  9.722903	-95.848656	-98.626297	 -6.053710	-15.369001	 -6.570019	 99.742554	  2.873580	-69.211372	 70.647392	 14.789584	 69.593987	 70.751274	-12.285503	
   211	2.110	 -1.603857	  2.403890	-99.958237	  1.603857	 -2.403890	 99.958237	-12.543469	  2.256020	-99.184532	-26.744986	 10.550877	-95.777786	-98.619888	 -6.018297	-15.423925	 -6.571158	 99.735710	  3.099585	-65.367409	 74.484947	 13.382651	 73.329353	 66.711876	-13.127509	
   212	2.120	 -1.633341	  2.798398	-99.947495	  1.633341	 -2.798398	 99.947495	-12.604528	  2.508097	-99.170738	-26.256758	 10.997812	-95.862564	-98.614868	 -5.984136	-15.469225	 -6.578409	 99.726860	  3.358273	-61.835606	 77.673843	 11.963779	 76.456108	 62.978817	-13.716100	
   213	2.130	 -1.612184	  3.219148	-99.935165	  1.612184	 -3.219148	 99.935165	-12.776589	  2.793472	-99.141083	-25.369850	 11.013513	-96.099289	-98.609688	 -5.945058	-15.517301	 -6.587460	 99.715698	  3.658607	-58.785671	 80.176270	 10.770813	 78.946358	 59.763603	-13.992301	
   214	2.140	 -1.536621	  3.660695	-99.921158	  1.536621	 -3.660695	 99.921158	-13.078583	  3.108498	-99.092323	-24.125586	 10.555324	-96.470413	-98.603462	 -5.895677	-15.575565	 -6.592876	 99.702316	  3.997786	-56.300343	 82.031754	 10.052993	 80.835938	 57.190205	-13.958200	
   215	2.150	 -1.449668	  4.100434	-99.905380	  1.449668	 -4.100434	 99.905380	-13.382438	  3.438957	-99.040817	-22.597055	  9.634597	-96.935791	-98.597244	 -5.836071	-15.637249	 -6.590821	 99.687614	  4.351970	-54.407562	 83.301247	 10.035937	 82.177910	 55.319405	-13.658512	
   216	2.160	 -1.322848	  4.523975	-99.888855	  1.322848	 -4.523975	 99.888855	-13.573427	  3.760687	-99.003128	-20.888638	  8.364714	-97.435600	-98.591423	 -5.770909	-15.698014	 -6.580713	 99.673035	  4.688356	-53.089340	 84.043190	 10.874933	 83.032974	 54.153027	-13.151982	
   217	2.170	 -1.218399	  4.914173	-99.871750	  1.218399	 -4.914173	 99.871750	-13.592779	  4.056545	-98.988792	-19.124355	  6.907253	-97.910919	-98.585342	 -5.707962	-15.759095	 -6.567147	 99.659492	  4.985807	-52.352726	 84.267815	 12.574908	 83.427689	 53.697193	-12.507293	
   218	2.180	 -1.162645	  5.259375	-99.854836	  1.162645	 -5.259375	 99.854836	-13.412369	  4.317197	-99.002373	-17.504688	  5.478527	-98.303467	-98.580566	 -5.644215	-15.811870	 -6.544538	 99.648354	  5.231989	-52.231853	 83.950287	 14.972740	 83.350304	 53.969223	-11.834264	
   219	2.190	 -1.129015	  5.568198	-99.838470	  1.129015	 -5.568198	 99.838470	-13.064406	  4.540415	-99.038910	-16.300940	  4.412398	-98.563736	-98.581680	 -5.556861	-15.835808	 -6.487891	 99.641800	  5.423885	-52.784683	 83.052910	 17.776159	 82.758614	 55.000137	-11.224824	
   220	2.200	 -1.075877	  5.863005	-99.822182	  1.075877	 -5.863005	 99.822182	-12.722542	  4.735471	-99.074272	-15.658265	  3.932779	-98.688156	-98.589745	 -5.445236	-15.824413	 -6.399482	 99.638664	  5.584231	-54.027729	 81.575737	 20.649527	 81.627960	 56.768101	-10.689184	
   221	2.210	 -0.978978	  6.167734	-99.804810	  0.978978	 -6.167734	 99.804810	-12.501884	  4.918529	-99.093445	-15.625683	  4.112752	-98.685989	-98.604614	 -5.307234	-15.778565	 -6.281005	 99.637466	  5.737959	-55.927788	 79.559616	 23.288422	 79.954636	 59.189163	-10.193092	
   222	2.220	 -0.824889	  6.508531	-99.784561	  0.824889	 -6.508531	 99.784561	-12.472995	  5.100102	-99.087906	-16.134047	  4.840790	-98.571083	-98.626480	 -5.134300	-15.698926	 -6.126002	 99.637680	  5.899529	-58.371902	 77.090500	 25.490688	 77.782799	 62.097488	 -9.681849	
   223	2.230	 -0.642874	  6.904753	-99.759262	  0.642874	 -6.904753	 99.759262	-12.621222	  5.281206	-99.059647	-17.079769	  5.978442	-98.349068	-98.652802	 -4.938127	-15.596163	 -5.947036	 99.638298	  6.069769	-61.206787	 74.253960	 27.204388	 75.185310	 65.303818	 -9.087352	
   224	2.240	 -0.405637	  7.353544	-99.728432	  0.405637	 -7.353544	 99.728432	-12.850759	  5.458642	-99.020508	-18.251743	  7.248259	-98.052719	-98.675095	 -4.767555	-15.507939	 -5.795433	 99.636421	  6.244719	-64.276665	 71.121964	 28.463591	 72.240334	 68.638367	 -8.373081	
   225	2.250	 -0.124006	  7.841298	-99.692017	  0.124006	 -7.841298	 99.692017	-13.012481	  5.623893	-98.990135	-19.454428	  8.393858	-97.729568	-98.690338	 -4.628998	-15.452819	 -5.676349	 99.633003	  6.406585	-67.459854	 67.743797	 29.324833	 69.002678	 71.983170	 -7.553405	
   226	2.260	  0.177481	  8.348082	-99.650780	 -0.177481	 -8.348082	 99.650780	-13.014614	  5.768855	-98.981514	-20.606113	  9.300639	-97.410912	-98.698753	 -4.522314	-15.430628	 -5.587620	 99.629265	  6.541297	-70.657852	 64.151962	 29.866276	 65.509590	 75.259392	 -6.672122	
   227	2.270	  0.475664	  8.854314	-99.606094	 -0.475664	 -8.854314	 99.606094	-12.817123	  5.889421	-99.000183	-21.727476	 10.002616	-97.097191	-98.700409	 -4.447323	-15.441832	 -5.528232	 99.625893	  6.642360	-73.798546	 60.364151	 30.165281	 61.790340	 78.414955	 -5.748813	
   228	2.280	  0.775627	  9.340993	-99.559753	 -0.775627	 -9.340993	 99.559753	-12.482277	  5.991064	-99.036858	-22.730293	 10.411206	-96.824280	-98.695518	 -4.398331	-15.487093	 -5.493970	 99.622650	  6.718941	-76.839134	 56.388897	 30.266153	 57.852345	 81.423676	 -4.826084	
   229	2.290	  1.029227	  9.798982	-99.513420	 -1.029227	 -9.798982	 99.513420	-12.126492	  6.083164	-99.075439	-23.592447	 10.517108	-96.606354	-98.687111	 -4.352545	-15.553413	 -5.463061	 99.619850	  6.785251	-79.739227	 52.222919	 30.239407	 53.695686	 84.268951	 -3.939151	
   230	2.300	  1.220692	 10.225284	-99.468353	 -1.220692	-10.225284	 99.468353	-11.852059	  6.179051	-99.102715	-24.390100	 10.408599	-96.419838	-98.676575	 -4.306682	-15.632859	 -5.434651	 99.616219	  6.861018	-82.457314	 47.864544	 30.162521	 49.329674	 86.931068	 -3.094022	
   231	2.310	  1.339041	 10.620538	-99.425407	 -1.339041	-10.620538	 99.425407	-11.709002	  6.285907	-99.112999	-25.059111	 10.042884	-96.286980	-98.663567	 -4.261535	-15.727019	 -5.411362	 99.610847	  6.956768	-84.957474	 43.325714	 30.085049	 44.763210	 89.391525	 -2.326146	
   232	2.320	  1.406046	 10.992978	-99.383995	 -1.406046	-10.992978	 99.383995	-11.696941	  6.404366	-99.106842	-25.472385	  9.338463	-96.249420	-98.648232	 -4.218753	-15.834391	 -5.394952	 99.603531	  7.073195	-87.202629	 38.626652	 30.061314	 40.004597	 91.633804	 -1.696568	
   233	2.330	  1.434473	 11.349595	-99.343491	 -1.434473	-11.349595	 99.343491	-11.769260	  6.527085	-99.090271	-25.655418	  8.363356	-96.290466	-98.631157	 -4.173964	-15.952214	 -5.379147	 99.595360	  7.199253	-89.164185	 33.788822	 30.134090	 35.074909	 93.639099	 -1.212212	
   234	2.340	  1.444825	 11.688329	-99.304054	 -1.444825	-11.688329	 99.304054	-11.863437	  6.644920	-99.071205	-25.650936	  7.190806	-96.386314	-98.613510	 -4.121738	-16.074417	 -5.355797	 99.587753	  7.320904	-90.829063	 28.844088	 30.300167	 30.002621	 95.389145	 -0.868074	
   235	2.350	  1.446677	 12.010447	-99.265587	 -1.446677	-12.010447	 99.265587	-11.931656	  6.748404	-99.056015	-25.527092	  5.884505	-96.507721	-98.595924	 -4.058892	-16.197809	 -5.319295	 99.582001	  7.424965	-92.190659	 23.859346	 30.522352	 24.847582	 96.861519	 -0.666314	
   236	2.360	  1.473670	 12.322091	-99.226982	 -1.473670	-12.322091	 99.226982	-11.984910	  6.841093	-99.043236	-25.523886	  4.595350	-96.578537	-98.577271	 -3.984364	-16.329298	 -5.269779	 99.577827	  7.515698	-93.261559	 18.908726	 30.736652	 19.698986	 98.039063	 -0.541227	
   237	2.370	  1.535079	 12.611567	-99.189674	 -1.535079	-12.611567	 99.189674	-12.044780	  6.930947	-99.029716	-25.835949	  3.390575	-96.545372	-98.556831	 -3.896026	-16.473392	 -5.206968	 99.574547	  7.602392	-94.078415	 14.084750	 30.836206	 14.661943	 98.918274	 -0.449689	
   238	2.380	  1.613339	 12.871148	-99.155083	 -1.613339	-12.871148	 99.155083	-12.131130	  7.028776	-99.012283	-26.530939	  2.256184	-96.389931	-98.534355	 -3.792928	-16.631130	 -5.132017	 99.571159	  7.697232	-94.682472	  9.505869	 30.738699	  9.865323	 99.511436	 -0.386142	
   239	2.390	  1.707635	 13.099363	-99.123611	 -1.707635	-13.099363	 99.123611	-12.263582	  7.147007	-98.987495	-27.506342	  1.113067	-96.136162	-98.509285	 -3.670787	-16.806147	 -5.043229	 99.566628	  7.813627	-95.125267	  5.284579	 30.385130	  5.421016	 99.852173	 -0.394963	
   240	2.400	  1.842771	 13.282681	-99.096794	 -1.842771	-13.282681	 99.096794	-12.433521	  7.290372	-98.955841	-28.424648	 -0.141213	-95.875015	-98.481819	 -3.517052	-16.998854	 -4.928574	 99.561234	  7.954235	-95.470970	  1.473444	 29.717381	  1.370826	 99.989067	 -0.553690	
   241	2.410	  1.997260	 13.409808	-99.076675	 -1.997260	-13.409808	 99.076675	-12.598700	  7.451839	-98.922913	-28.973631	 -1.522353	-95.698540	-98.454689	 -3.302642	-17.197853	 -4.755448	 99.557472	  8.105288	-95.775070	 -1.901763	 28.697020	 -2.256840	 99.970421	 -0.907030	
   242	2.420	  2.155219	 13.483535	-99.063362	 -2.155219	-13.483535	 99.063362	-12.718575	  7.622211	-98.894592	-28.899782	 -2.949388	-95.687531	-98.429161	 -2.991883	-17.399681	 -4.484601	 99.558144	  8.250106	-96.071358	 -4.888391	 27.320278	 -5.484218	 99.839386	 -1.421004	
   243	2.430	  2.362276	 13.496486	-99.056877	 -2.362276	-13.496486	 99.056877	-12.766661	  7.793709	-98.875023	-28.039663	 -4.311102	-95.891563	-98.404388	 -2.558234	-17.607700	 -4.087100	 99.564758	  8.375799	-96.374733	 -7.590242	 25.579266	 -8.384489	 99.627258	 -2.027342	
   244	2.440	  2.631025	 13.443652	-99.057289	 -2.631025	-13.443652	 99.057289	-12.739500	  7.959688	-98.865303	-26.542133	 -5.457547	-96.258667	-98.380020	 -1.975916	-17.817644	 -3.534426	 99.577728	  8.472482	-96.680489	-10.124630	 23.460083	-11.033455	 99.355682	 -2.590799	
   245	2.450	  2.931495	 13.333172	-99.063782	 -2.931495	-13.333172	 99.063782	-12.673932	  8.123764	-98.860382	-24.711693	 -6.290294	-96.694176	-98.354301	 -1.228119	-18.025646	 -2.809541	 99.594688	  8.544289	-96.955544	-12.601355	 20.995914	-13.518874	 99.036934	 -2.987741	
   246	2.460	  3.274973	 13.167103	-99.075233	 -3.274973	-13.167103	 99.075233	-12.576309	  8.293486	-98.858765	-22.714127	 -6.785604	-97.149490	-98.327042	 -0.323968	-18.212322	 -1.921292	 99.610901	  8.601002	-97.149559	-15.095943	 18.277733	-15.928566	 98.672417	 -3.167783	
   247	2.470	  3.684169	 12.948759	-99.089638	 -3.684169	-12.948759	 99.089638	-12.461733	  8.478821	-98.857544	-20.705929	 -6.986145	-97.583084	-98.304474	  0.707921	-18.322922	 -0.896219	 99.620529	  8.657236	-97.219109	-17.597231	 15.452597	-18.287563	 98.262993	 -3.154425	
   248	2.480	  4.132051	 12.692867	-99.105087	 -4.132051	-12.692867	 99.105087	-12.387438	  8.692098	-98.848358	-18.833931	 -6.955146	-97.963814	-98.286102	  1.876146	-18.339073	  0.273491	 99.618225	  8.725522	-97.146286	-20.016108	 12.726158	-20.547314	 97.820450	 -2.994665	
   249	2.490	  4.596762	 12.415376	-99.119766	 -4.596762	-12.415376	 99.119766	-12.312991	  8.926339	-98.836784	-17.031559	 -6.759463	-98.306847	-98.262451	  3.208106	-18.281097	  1.615702	 99.599480	  8.793939	-96.946213	-22.237822	 10.339793	-22.630047	 97.366241	 -2.774156	
   250	2.500	  5.087334	 12.128072	-99.131371	 -5.087334	-12.128072	 99.131371	-12.156034	  9.166017	-98.834282	-15.271774	 -6.462685	-98.615448	-98.226326	  4.725968	-18.145370	  3.156111	 99.558052	  8.844956	-96.668205	-24.150007	  8.487391	-24.441586	 96.933052	 -2.567361	
   251	2.510	  5.603890	 11.842987	-99.137985	 -5.603890	-11.842987	 99.137985	-11.925565	  9.399884	-98.840393	-13.596383	 -6.130503	-98.881516	-98.160851	  6.470822	-17.960402	  4.935916	 99.483864	  8.865538	-96.387688	-25.630650	  7.244580	-25.861195	 96.567535	 -2.431080	
