BTS ASCII format

Type:         	Reference tracks
Measure unit: 	m

Tracks:       	16
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	   rRTC.Ox	   rRTC.Oy	   rRTC.Oz	   rRTC.Ix	   rRTC.Iy	   rRTC.Iz	   rRTC.Jx	   rRTC.Jy	   rRTC.Jz	   rRTC.Kx	   rRTC.Ky	   rRTC.Kz	   rRTT.Ox	   rRTT.Oy	   rRTT.Oz	   rRTT.Ix	   rRTT.Iy	   rRTT.Iz	   rRTT.Jx	   rRTT.Jy	   rRTT.Jz	   rRTT.Kx	   rRTT.Ky	   rRTT.Kz	    rRC.Ox	    rRC.Oy	    rRC.Oz	    rRC.Ix	    rRC.Iy	    rRC.Iz	    rRC.Jx	    rRC.Jy	    rRC.Jz	    rRC.Kx	    rRC.Ky	    rRC.Kz	    rTP.Ox	    rTP.Oy	    rTP.Oz	    rTP.Ix	    rTP.Iy	    rTP.Iz	    rTP.Jx	    rTP.Jy	    rTP.Jz	    rTP.Kx	    rTP.Ky	    rTP.Kz	   rTSH.Ox	   rTSH.Oy	   rTSH.Oz	   rTSH.Ix	   rTSH.Iy	   rTSH.Iz	   rTSH.Jx	   rTSH.Jy	   rTSH.Jz	   rTSH.Kx	   rTSH.Ky	   rTSH.Kz	    rRT.Ox	    rRT.Oy	    rRT.Oz	    rRT.Ix	    rRT.Iy	    rRT.Iz	    rRT.Jx	    rRT.Jy	    rRT.Jz	    rRT.Kx	    rRT.Ky	    rRT.Kz	     rP.Ox	     rP.Oy	     rP.Oz	     rP.Ix	     rP.Iy	     rP.Iz	     rP.Jx	     rP.Jy	     rP.Jz	     rP.Kx	     rP.Ky	     rP.Kz	    rSH.Ox	    rSH.Oy	    rSH.Oz	    rSH.Ix	    rSH.Iy	    rSH.Iz	    rSH.Jx	    rSH.Jy	    rSH.Jz	    rSH.Kx	    rSH.Ky	    rSH.Kz	   rLTT.Ox	   rLTT.Oy	   rLTT.Oz	   rLTT.Ix	   rLTT.Iy	   rLTT.Iz	   rLTT.Jx	   rLTT.Jy	   rLTT.Jz	   rLTT.Kx	   rLTT.Ky	   rLTT.Kz	    rLT.Ox	    rLT.Oy	    rLT.Oz	    rLT.Ix	    rLT.Iy	    rLT.Iz	    rLT.Jx	    rLT.Jy	    rLT.Jz	    rLT.Kx	    rLT.Ky	    rLT.Kz	   rLTC.Ox	   rLTC.Oy	   rLTC.Oz	   rLTC.Ix	   rLTC.Iy	   rLTC.Iz	   rLTC.Jx	   rLTC.Jy	   rLTC.Jz	   rLTC.Kx	   rLTC.Ky	   rLTC.Kz	    rLC.Ox	    rLC.Oy	    rLC.Oz	    rLC.Ix	    rLC.Iy	    rLC.Iz	    rLC.Jx	    rLC.Jy	    rLC.Jz	    rLC.Kx	    rLC.Ky	    rLC.Kz	   rRFp.Ox	   rRFp.Oy	   rRFp.Oz	   rRFp.Ix	   rRFp.Iy	   rRFp.Iz	   rRFp.Jx	   rRFp.Jy	   rRFp.Jz	   rRFp.Kx	   rRFp.Ky	   rRFp.Kz	   rLFp.Ox	   rLFp.Oy	   rLFp.Oz	   rLFp.Ix	   rLFp.Iy	   rLFp.Iz	   rLFp.Jx	   rLFp.Jy	   rLFp.Jz	   rLFp.Kx	   rLFp.Ky	   rLFp.Kz	    rRF.Ox	    rRF.Oy	    rRF.Oz	    rRF.Ix	    rRF.Iy	    rRF.Iz	    rRF.Jx	    rRF.Jy	    rRF.Jz	    rRF.Kx	    rRF.Ky	    rRF.Kz	    rLF.Ox	    rLF.Oy	    rLF.Oz	    rLF.Ix	    rLF.Iy	    rLF.Iz	    rLF.Jx	    rLF.Jy	    rLF.Jz	    rLF.Kx	    rLF.Ky	    rLF.Kz	
     0	0.000	  0.509164	  0.073226	  0.821123	  0.075520	  0.997084	 -0.010958	 -0.207390	  0.026455	  0.977901	  0.975339	 -0.071579	  0.208783	  0.551597	  0.479785	  0.816514	  0.048729	  0.997804	  0.044855	  0.009958	 -0.045391	  0.998920	  0.998762	 -0.048230	 -0.012148	  0.537866	  0.316132	  0.767869	  0.079044	  0.996156	 -0.037745	  0.976475	 -0.069751	  0.204037	  0.200620	 -0.052985	 -0.978235	  0.673573	  0.975266	  0.650742	  0.999279	 -0.031588	  0.021052	  0.024110	  0.099783	 -0.994717	  0.029320	  0.994508	  0.100473	  0.580544	  1.475816	  0.648345	  0.045617	  0.004737	 -0.998948	 -0.987095	  0.153872	 -0.044346	  0.153500	  0.988079	  0.011695	  0.570788	  0.688947	  0.747735	  0.094868	  0.993265	 -0.066512	  0.994917	 -0.092335	  0.040180	  0.033768	 -0.069985	 -0.996976	  0.673573	  0.975266	  0.650742	  0.029320	  0.994508	  0.100473	  0.999279	 -0.031588	  0.021052	  0.024110	  0.099783	 -0.994717	  0.580544	  1.475816	  0.648345	  0.153500	  0.988079	  0.011695	  0.987095	 -0.153872	  0.044347	  0.045617	  0.004737	 -0.998948	  0.548345	  0.484364	  0.448714	  0.045359	  0.998719	  0.022420	  0.016183	  0.021705	 -0.999633	 -0.998840	  0.045705	 -0.015177	  0.571739	  0.700057	  0.523687	  0.110810	  0.989646	  0.091228	  0.992213	 -0.104908	 -0.067141	 -0.056875	  0.097958	 -0.993564	  0.515117	  0.072543	  0.441235	  0.090567	  0.995747	  0.016894	 -0.119266	  0.027686	 -0.992476	 -0.988723	  0.087870	  0.121266	  0.536532	  0.316361	  0.496485	  0.065282	  0.996937	  0.043078	  0.996525	 -0.062895	 -0.054616	 -0.051739	  0.046494	 -0.997578	  0.528046	  0.016342	  0.788293	  0.484591	  0.874734	 -0.003322	  0.874714	 -0.484603	 -0.005997	 -0.006856	  0.000000	 -0.999977	  0.533019	  0.023056	  0.473948	  0.378170	  0.925733	 -0.002593	  0.925711	 -0.378179	 -0.006347	 -0.006856	 -0.000000	 -0.999977	  0.528046	  0.016342	  0.788293	 -0.912091	  0.021145	 -0.409443	  0.032233	  0.999276	 -0.020197	  0.408720	 -0.031619	 -0.912112	  0.533019	  0.023056	  0.473948	 -0.980739	 -0.006492	  0.195216	 -0.001041	  0.999607	  0.028011	 -0.195321	  0.027268	 -0.980360	
     1	0.010	  0.509216	  0.073229	  0.821121	  0.075757	  0.997067	 -0.010912	 -0.209706	  0.026630	  0.977402	  0.974825	 -0.071757	  0.211109	  0.551658	  0.479809	  0.816531	  0.050366	  0.997716	  0.045019	  0.006361	 -0.045396	  0.998949	  0.998711	 -0.050027	 -0.008633	  0.538083	  0.316144	  0.767886	  0.079285	  0.996137	 -0.037752	  0.976012	 -0.069868	  0.206203	  0.202769	 -0.053195	 -0.977781	  0.673560	  0.975256	  0.650735	  0.999266	 -0.031930	  0.021183	  0.024280	  0.099933	 -0.994698	  0.029644	  0.994482	  0.100635	  0.580672	  1.475842	  0.648381	  0.045170	  0.004776	 -0.998968	 -0.987069	  0.154167	 -0.043895	  0.153798	  0.988033	  0.011677	  0.570871	  0.688962	  0.747721	  0.094035	  0.993335	 -0.066656	  0.994982	 -0.091471	  0.040543	  0.034176	 -0.070134	 -0.996952	  0.673560	  0.975256	  0.650735	  0.029644	  0.994482	  0.100635	  0.999266	 -0.031930	  0.021183	  0.024279	  0.099933	 -0.994698	  0.580672	  1.475842	  0.648381	  0.153798	  0.988033	  0.011677	  0.987069	 -0.154167	  0.043895	  0.045170	  0.004776	 -0.998968	  0.548349	  0.484373	  0.448678	  0.045337	  0.998719	  0.022479	  0.016568	  0.021748	 -0.999626	 -0.998834	  0.045693	 -0.015561	  0.571715	  0.700079	  0.523652	  0.110770	  0.989650	  0.091230	  0.992238	 -0.104905	 -0.066774	 -0.056512	  0.097918	 -0.993589	  0.515080	  0.072561	  0.441224	  0.090929	  0.995714	  0.016901	 -0.121522	  0.027939	 -0.992195	 -0.988415	  0.088165	  0.123542	  0.536547	  0.316369	  0.496454	  0.065085	  0.996951	  0.043049	  0.996492	 -0.062659	 -0.055479	 -0.052613	  0.046509	 -0.997531	  0.528150	  0.016313	  0.788290	  0.484564	  0.874750	 -0.003322	  0.874729	 -0.484575	 -0.005997	 -0.006856	 -0.000000	 -0.999977	  0.533053	  0.023060	  0.473919	  0.378279	  0.925688	 -0.002594	  0.925666	 -0.378287	 -0.006347	 -0.006856	 -0.000000	 -0.999977	  0.528150	  0.016313	  0.788290	 -0.912080	  0.021028	 -0.409472	  0.032163	  0.999276	 -0.020325	  0.408748	 -0.031708	 -0.912096	  0.533053	  0.023060	  0.473919	 -0.980733	 -0.006185	  0.195254	 -0.000683	  0.999601	  0.028231	 -0.195350	  0.027554	 -0.980346	
     2	0.020	  0.509233	  0.073250	  0.821118	  0.075809	  0.997062	 -0.011001	 -0.210146	  0.026761	  0.977304	  0.974726	 -0.071777	  0.211557	  0.551661	  0.479835	  0.816510	  0.049955	  0.997739	  0.044965	  0.007172	 -0.045378	  0.998944	  0.998726	 -0.049580	 -0.009423	  0.538073	  0.316165	  0.767874	  0.079094	  0.996150	 -0.037806	  0.976047	 -0.069676	  0.206101	  0.202673	 -0.053202	 -0.977800	  0.673593	  0.975252	  0.650718	  0.999261	 -0.032048	  0.021228	  0.024337	  0.099963	 -0.994694	  0.029756	  0.994475	  0.100669	  0.580761	  1.475864	  0.648401	  0.044995	  0.004844	 -0.998975	 -0.987037	  0.154428	 -0.043709	  0.154058	  0.987992	  0.011730	  0.570861	  0.688975	  0.747698	  0.094190	  0.993319	 -0.066671	  0.994970	 -0.091630	  0.040473	  0.034094	 -0.070147	 -0.996954	  0.673593	  0.975252	  0.650718	  0.029756	  0.994475	  0.100669	  0.999261	 -0.032048	  0.021228	  0.024337	  0.099963	 -0.994694	  0.580761	  1.475864	  0.648401	  0.154058	  0.987992	  0.011730	  0.987037	 -0.154428	  0.043709	  0.044995	  0.004844	 -0.998975	  0.548384	  0.484392	  0.448650	  0.045408	  0.998715	  0.022514	  0.016445	  0.021787	 -0.999627	 -0.998833	  0.045762	 -0.015434	  0.571749	  0.700091	  0.523626	  0.110736	  0.989653	  0.091239	  0.992243	 -0.104871	 -0.066757	 -0.056498	  0.097923	 -0.993589	  0.515118	  0.072574	  0.441208	  0.090982	  0.995709	  0.016929	 -0.121677	  0.027987	 -0.992175	 -0.988391	  0.088210	  0.123701	  0.536591	  0.316383	  0.496431	  0.065078	  0.996952	  0.043022	  0.996491	 -0.062653	 -0.055500	 -0.052635	  0.046483	 -0.997531	  0.528191	  0.016337	  0.788273	  0.484491	  0.874790	 -0.003322	  0.874769	 -0.484503	 -0.005998	 -0.006856	 -0.000000	 -0.999977	  0.533027	  0.023092	  0.473897	  0.378433	  0.925625	 -0.002595	  0.925603	 -0.378442	 -0.006346	 -0.006856	 -0.000000	 -0.999977	  0.528191	  0.016337	  0.788273	 -0.912030	  0.021037	 -0.409584	  0.032225	  0.999272	 -0.020433	  0.408856	 -0.031835	 -0.912043	  0.533027	  0.023092	  0.473897	 -0.980755	 -0.006003	  0.195152	 -0.000496	  0.999601	  0.028257	 -0.195244	  0.027617	 -0.980366	
     3	0.030	  0.509332	  0.073264	  0.821096	  0.075575	  0.997079	 -0.011019	 -0.209931	  0.026713	  0.977351	  0.974791	 -0.071551	  0.211337	  0.551638	  0.479858	  0.816489	  0.051583	  0.997646	  0.045189	  0.004136	 -0.045462	  0.998958	  0.998660	 -0.051343	 -0.006472	  0.538195	  0.316188	  0.767851	  0.079223	  0.996140	 -0.037798	  0.975910	 -0.069770	  0.206715	  0.203280	 -0.053264	 -0.977671	  0.673656	  0.975247	  0.650698	  0.999252	 -0.032219	  0.021376	  0.024498	  0.099866	 -0.994699	  0.029914	  0.994479	  0.100581	  0.580803	  1.475873	  0.648422	  0.044750	  0.004999	 -0.998986	 -0.987005	  0.154707	 -0.043439	  0.154333	  0.987948	  0.011857	  0.570943	  0.688998	  0.747676	  0.093898	  0.993347	 -0.066675	  0.994981	 -0.091303	  0.040958	  0.034598	 -0.070186	 -0.996934	  0.673656	  0.975247	  0.650698	  0.029914	  0.994479	  0.100581	  0.999252	 -0.032219	  0.021376	  0.024498	  0.099866	 -0.994699	  0.580803	  1.475873	  0.648422	  0.154333	  0.987948	  0.011857	  0.987005	 -0.154707	  0.043439	  0.044750	  0.004999	 -0.998986	  0.548441	  0.484399	  0.448626	  0.045371	  0.998717	  0.022501	  0.016210	  0.021785	 -0.999631	 -0.998839	  0.045719	 -0.015201	  0.571814	  0.700095	  0.523603	  0.110719	  0.989654	  0.091244	  0.992231	 -0.104831	 -0.066994	 -0.056736	  0.097953	 -0.993572	  0.515108	  0.072585	  0.441187	  0.090889	  0.995716	  0.016976	 -0.120298	  0.027899	 -0.992346	 -0.988568	  0.088151	  0.122319	  0.536603	  0.316393	  0.496411	  0.065420	  0.996931	  0.042996	  0.996483	 -0.063008	 -0.055241	 -0.052362	  0.046459	 -0.997547	  0.528171	  0.016360	  0.788268	  0.484893	  0.874567	 -0.003325	  0.874547	 -0.484904	 -0.005996	 -0.006856	 -0.000000	 -0.999977	  0.532967	  0.023145	  0.473883	  0.378402	  0.925638	 -0.002594	  0.925616	 -0.378411	 -0.006346	 -0.006856	  0.000000	 -0.999977	  0.528171	  0.016360	  0.788268	 -0.912063	  0.021252	 -0.409500	  0.032420	  0.999267	 -0.020348	  0.408767	 -0.031835	 -0.912083	  0.532967	  0.023145	  0.473883	 -0.980791	 -0.005646	  0.194980	 -0.000164	  0.999604	  0.028123	 -0.195061	  0.027551	 -0.980404	
     4	0.040	  0.509368	  0.073275	  0.821082	  0.075563	  0.997081	 -0.010988	 -0.210283	  0.026706	  0.977276	  0.974716	 -0.071535	  0.211687	  0.551673	  0.479868	  0.816484	  0.051975	  0.997627	  0.045158	  0.002906	 -0.045370	  0.998966	  0.998644	 -0.051790	 -0.005257	  0.538277	  0.316196	  0.767844	  0.079350	  0.996130	 -0.037788	  0.975771	 -0.069862	  0.207343	  0.203901	 -0.053325	 -0.977538	  0.673721	  0.975237	  0.650679	  0.999245	 -0.032418	  0.021402	  0.024547	  0.099925	 -0.994692	  0.030107	  0.994467	  0.100645	  0.580887	  1.475871	  0.648448	  0.044751	  0.005175	 -0.998985	 -0.987001	  0.154740	 -0.043413	  0.154359	  0.987942	  0.012033	  0.571012	  0.689001	  0.747658	  0.093736	  0.993358	 -0.066737	  0.994979	 -0.091106	  0.041426	  0.035071	 -0.070285	 -0.996910	  0.673721	  0.975237	  0.650679	  0.030107	  0.994467	  0.100645	  0.999245	 -0.032418	  0.021402	  0.024547	  0.099925	 -0.994692	  0.580887	  1.475871	  0.648448	  0.154359	  0.987942	  0.012033	  0.987001	 -0.154740	  0.043413	  0.044751	  0.005175	 -0.998985	  0.548458	  0.484397	  0.448615	  0.045305	  0.998722	  0.022418	  0.016371	  0.021695	 -0.999631	 -0.998839	  0.045655	 -0.015367	  0.571846	  0.700103	  0.523583	  0.110821	  0.989647	  0.091198	  0.992216	 -0.104929	 -0.067060	 -0.056796	  0.097920	 -0.993572	  0.515123	  0.072595	  0.441171	  0.090898	  0.995715	  0.016984	 -0.120575	  0.027934	 -0.992311	 -0.988534	  0.088151	  0.122598	  0.536619	  0.316398	  0.496398	  0.065374	  0.996933	  0.043013	  0.996479	 -0.062955	 -0.055377	 -0.052499	  0.046482	 -0.997539	  0.528185	  0.016386	  0.788272	  0.484776	  0.874632	 -0.003324	  0.874611	 -0.484788	 -0.005997	 -0.006856	  0.000000	 -0.999977	  0.533012	  0.023155	  0.473882	  0.378235	  0.925706	 -0.002593	  0.925684	 -0.378244	 -0.006347	 -0.006856	  0.000000	 -0.999977	  0.528185	  0.016386	  0.788272	 -0.912099	  0.021113	 -0.409426	  0.032272	  0.999272	 -0.020363	  0.408698	 -0.031786	 -0.912116	  0.533012	  0.023155	  0.473882	 -0.980809	 -0.005634	  0.194889	 -0.000147	  0.999604	  0.028157	 -0.194971	  0.027588	 -0.980421	
     5	0.050	  0.509363	  0.073274	  0.821067	  0.075602	  0.997077	 -0.010994	 -0.210433	  0.026731	  0.977243	  0.974681	 -0.071568	  0.211838	  0.551679	  0.479878	  0.816466	  0.052047	  0.997623	  0.045162	  0.003581	 -0.045410	  0.998962	  0.998638	 -0.051831	 -0.005936	  0.538259	  0.316202	  0.767828	  0.079268	  0.996137	 -0.037796	  0.975803	 -0.069788	  0.207216	  0.203777	 -0.053307	 -0.977565	  0.673773	  0.975229	  0.650679	  0.999241	 -0.032552	  0.021417	  0.024579	  0.100071	 -0.994677	  0.030235	  0.994448	  0.100795	  0.581004	  1.475876	  0.648485	  0.044658	  0.005259	 -0.998988	 -0.986978	  0.154915	 -0.043306	  0.154530	  0.987914	  0.012109	  0.571017	  0.689000	  0.747640	  0.093912	  0.993341	 -0.066742	  0.994980	 -0.091315	  0.040954	  0.034587	 -0.070253	 -0.996929	  0.673773	  0.975229	  0.650679	  0.030235	  0.994448	  0.100795	  0.999241	 -0.032552	  0.021417	  0.024579	  0.100071	 -0.994677	  0.581004	  1.475876	  0.648485	  0.154530	  0.987914	  0.012109	  0.986978	 -0.154915	  0.043306	  0.044658	  0.005259	 -0.998988	  0.548481	  0.484410	  0.448602	  0.045307	  0.998723	  0.022367	  0.016456	  0.021641	 -0.999630	 -0.998838	  0.045659	 -0.015455	  0.571877	  0.700120	  0.523569	  0.110874	  0.989642	  0.091194	  0.992211	 -0.104985	 -0.067043	 -0.056775	  0.097917	 -0.993574	  0.515119	  0.072618	  0.441156	  0.090916	  0.995716	  0.016871	 -0.119968	  0.027769	 -0.992389	 -0.988606	  0.088200	  0.121978	  0.536617	  0.316420	  0.496385	  0.065498	  0.996925	  0.043010	  0.996490	 -0.063095	 -0.055021	 -0.052138	  0.046463	 -0.997558	  0.528193	  0.016393	  0.788264	  0.484681	  0.874685	 -0.003323	  0.874664	 -0.484692	 -0.005997	 -0.006856	 -0.000000	 -0.999977	  0.533025	  0.023168	  0.473894	  0.378218	  0.925713	 -0.002593	  0.925691	 -0.378227	 -0.006347	 -0.006856	  0.000000	 -0.999977	  0.528193	  0.016393	  0.788264	 -0.912149	  0.021258	 -0.409306	  0.032421	  0.999267	 -0.020353	  0.408573	 -0.031835	 -0.912170	  0.533025	  0.023168	  0.473894	 -0.980790	 -0.005581	  0.194985	 -0.000125	  0.999608	  0.027986	 -0.195065	  0.027424	 -0.980407	
     6	0.060	  0.509391	  0.073298	  0.821071	  0.075603	  0.997077	 -0.011040	 -0.211184	  0.026831	  0.977078	  0.974518	 -0.071538	  0.212595	  0.551683	  0.479889	  0.816438	  0.052107	  0.997621	  0.045136	  0.003941	 -0.045403	  0.998961	  0.998634	 -0.051875	 -0.006297	  0.538275	  0.316217	  0.767816	  0.079081	  0.996148	 -0.037893	  0.975761	 -0.069570	  0.207484	  0.204049	 -0.053382	 -0.977504	  0.673823	  0.975243	  0.650649	  0.999238	 -0.032662	  0.021378	  0.024558	  0.100270	 -0.994657	  0.030344	  0.994424	  0.100995	  0.581075	  1.475894	  0.648504	  0.044559	  0.005381	 -0.998992	 -0.986952	  0.155116	 -0.043186	  0.154728	  0.987882	  0.012223	  0.571033	  0.689009	  0.747600	  0.094062	  0.993323	 -0.066801	  0.994974	 -0.091479	  0.040731	  0.034348	 -0.070296	 -0.996935	  0.673823	  0.975243	  0.650649	  0.030344	  0.994424	  0.100995	  0.999238	 -0.032662	  0.021378	  0.024558	  0.100270	 -0.994657	  0.581075	  1.475894	  0.648504	  0.154728	  0.987882	  0.012223	  0.986952	 -0.155116	  0.043186	  0.044559	  0.005381	 -0.998992	  0.548497	  0.484436	  0.448561	  0.045474	  0.998714	  0.022414	  0.016060	  0.021703	 -0.999635	 -0.998836	  0.045818	 -0.015053	  0.571914	  0.700155	  0.523525	  0.110868	  0.989644	  0.091172	  0.992203	 -0.104963	 -0.067207	 -0.056941	  0.097912	 -0.993565	  0.515105	  0.072638	  0.441153	  0.091080	  0.995702	  0.016816	 -0.119702	  0.027710	 -0.992423	 -0.988623	  0.088377	  0.121711	  0.536629	  0.316443	  0.496361	  0.065651	  0.996919	  0.042914	  0.996493	 -0.063265	 -0.054759	 -0.051876	  0.046359	 -0.997577	  0.528213	  0.016409	  0.788259	  0.484907	  0.874560	 -0.003325	  0.874539	 -0.484918	 -0.005996	 -0.006856	  0.000000	 -0.999977	  0.533098	  0.023164	  0.473891	  0.378080	  0.925769	 -0.002592	  0.925748	 -0.378089	 -0.006347	 -0.006856	 -0.000000	 -0.999977	  0.528213	  0.016409	  0.788259	 -0.912170	  0.021522	 -0.409247	  0.032716	  0.999257	 -0.020369	  0.408505	 -0.031969	 -0.912196	  0.533098	  0.023164	  0.473891	 -0.980817	 -0.005750	  0.194848	 -0.000308	  0.999609	  0.027948	 -0.194932	  0.027352	 -0.980435	
     7	0.070	  0.509398	  0.073300	  0.821067	  0.075486	  0.997086	 -0.011053	 -0.210369	  0.026760	  0.977256	  0.974703	 -0.071444	  0.211776	  0.551653	  0.479890	  0.816422	  0.052283	  0.997614	  0.045095	  0.003582	 -0.045344	  0.998965	  0.998626	 -0.052067	 -0.005944	  0.538256	  0.316218	  0.767802	  0.079129	  0.996143	 -0.037904	  0.975842	 -0.069637	  0.207084	  0.203646	 -0.053375	 -0.977589	  0.673855	  0.975240	  0.650623	  0.999232	 -0.032804	  0.021445	  0.024642	  0.100397	 -0.994642	  0.030475	  0.994406	  0.101129	  0.581165	  1.475918	  0.648541	  0.044318	  0.005534	 -0.999002	 -0.986975	  0.155039	 -0.042926	  0.154647	  0.987893	  0.012333	  0.571033	  0.689007	  0.747567	  0.094115	  0.993312	 -0.066881	  0.994963	 -0.091517	  0.040902	  0.034507	 -0.070394	 -0.996922	  0.673855	  0.975240	  0.650623	  0.030475	  0.994406	  0.101129	  0.999232	 -0.032804	  0.021445	  0.024642	  0.100397	 -0.994642	  0.581165	  1.475918	  0.648541	  0.154647	  0.987893	  0.012333	  0.986975	 -0.155039	  0.042926	  0.044318	  0.005534	 -0.999002	  0.548523	  0.484423	  0.448546	  0.045389	  0.998719	  0.022362	  0.015709	  0.021669	 -0.999642	 -0.998846	  0.045724	 -0.014705	  0.571949	  0.700163	  0.523494	  0.110814	  0.989658	  0.091093	  0.992187	 -0.104878	 -0.067562	 -0.057309	  0.097868	 -0.993548	  0.515126	  0.072632	  0.441172	  0.091115	  0.995699	  0.016807	 -0.119150	  0.027656	 -0.992491	 -0.988687	  0.088429	  0.121157	  0.536654	  0.316434	  0.496361	  0.065771	  0.996915	  0.042827	  0.996501	 -0.063404	 -0.054452	 -0.051569	  0.046259	 -0.997598	  0.528249	  0.016399	  0.788248	  0.484890	  0.874569	 -0.003325	  0.874548	 -0.484901	 -0.005996	 -0.006856	 -0.000000	 -0.999977	  0.533065	  0.023175	  0.473874	  0.378092	  0.925765	 -0.002592	  0.925743	 -0.378101	 -0.006347	 -0.006856	 -0.000000	 -0.999977	  0.528249	  0.016399	  0.788248	 -0.912092	  0.021336	 -0.409431	  0.032516	  0.999264	 -0.020363	  0.408695	 -0.031886	 -0.912114	  0.533065	  0.023175	  0.473874	 -0.980849	 -0.005688	  0.194687	 -0.000262	  0.999611	  0.027885	 -0.194770	  0.027300	 -0.980469	
     8	0.080	  0.509386	  0.073308	  0.821074	  0.075450	  0.997088	 -0.011105	 -0.209857	  0.026765	  0.977366	  0.974817	 -0.071412	  0.211266	  0.551628	  0.479884	  0.816413	  0.051412	  0.997669	  0.044882	  0.005135	 -0.045205	  0.998965	  0.998664	 -0.051128	 -0.007447	  0.538177	  0.316212	  0.767797	  0.078951	  0.996157	 -0.037933	  0.976018	 -0.069499	  0.206298	  0.202869	 -0.053311	 -0.977754	  0.673825	  0.975241	  0.650595	  0.999236	 -0.032794	  0.021282	  0.024479	  0.100398	 -0.994646	  0.030481	  0.994407	  0.101124	  0.581229	  1.475926	  0.648572	  0.044065	  0.005630	 -0.999013	 -0.986993	  0.155001	 -0.042661	  0.154607	  0.987898	  0.012387	  0.570975	  0.689001	  0.747555	  0.094359	  0.993289	 -0.066890	  0.994943	 -0.091767	  0.040820	  0.034408	 -0.070403	 -0.996925	  0.673825	  0.975241	  0.650595	  0.030481	  0.994407	  0.101124	  0.999236	 -0.032793	  0.021282	  0.024479	  0.100398	 -0.994646	  0.581229	  1.475926	  0.648572	  0.154607	  0.987898	  0.012387	  0.986993	 -0.155001	  0.042661	  0.044065	  0.005630	 -0.999013	  0.548568	  0.484416	  0.448518	  0.045201	  0.998728	  0.022333	  0.015684	  0.021644	 -0.999643	 -0.998855	  0.045536	 -0.014686	  0.571945	  0.700160	  0.523473	  0.110582	  0.989681	  0.091126	  0.992215	 -0.104649	 -0.067519	 -0.057286	  0.097883	 -0.993548	  0.515151	  0.072639	  0.441164	  0.091150	  0.995696	  0.016794	 -0.119726	  0.027699	 -0.992421	 -0.988614	  0.088448	  0.121735	  0.536703	  0.316433	  0.496340	  0.065761	  0.996918	  0.042787	  0.996479	 -0.063376	 -0.054893	 -0.052012	  0.046246	 -0.997575	  0.528227	  0.016403	  0.788249	  0.484844	  0.874594	 -0.003324	  0.874574	 -0.484856	 -0.005996	 -0.006856	  0.000000	 -0.999977	  0.533041	  0.023193	  0.473878	  0.378195	  0.925722	 -0.002593	  0.925700	 -0.378204	 -0.006347	 -0.006856	 -0.000000	 -0.999977	  0.528227	  0.016403	  0.788249	 -0.912097	  0.021327	 -0.409420	  0.032514	  0.999263	 -0.020383	  0.408684	 -0.031904	 -0.912118	  0.533041	  0.023193	  0.473878	 -0.980843	 -0.005483	  0.194724	 -0.000048	  0.999611	  0.027906	 -0.194801	  0.027362	 -0.980461	
