BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
   128	1.280	 -9.681056	  1.689552	 -0.979924	 -1.442417	 -9.786195	 -3.631376	 -4.831898	  0.756835	 -4.815790	  0.364237	  2.903332	 -2.573986	  2.075116	  5.800362	  1.680567	 -2.075116	 -5.800362	  1.680567	  2.973891	  0.231178	  8.705324	 -2.973891	 -0.231178	  8.705324	  1.066436	  5.539584	 -6.925820	 -1.066436	 -5.539584	 -6.925820	-24.564638	-180.000000	 90.000000	 14.156850	 -0.000008	 90.000000	  1.533884	-12.010456	  1.843598	  1.061704	 -8.198733	  3.452866	
   129	1.290	 -9.648240	  1.690915	 -0.964955	 -1.459225	 -9.782390	 -3.638243	 -4.849725	  0.751627	 -4.819826	  0.389835	  2.904792	 -2.552168	  2.073625	  5.796596	  1.672635	 -2.073625	 -5.796596	  1.672635	  2.973313	  0.225781	  8.716604	 -2.973313	 -0.225781	  8.716604	  1.066636	  5.541333	 -6.945029	 -1.066636	 -5.541333	 -6.945029	-24.565237	-180.000000	 90.000000	 14.149362	  0.000002	 90.000000	  1.535270	-12.044640	  1.862333	  1.063668	 -8.211998	  3.484216	
   130	1.300	 -9.620660	  1.693220	 -0.974774	 -1.474193	 -9.783497	 -3.641768	 -4.846175	  0.753396	 -4.810407	  0.356437	  2.903244	 -2.542595	  2.068256	  5.798407	  1.672048	 -2.068256	 -5.798407	  1.672048	  2.985369	  0.224026	  8.717647	 -2.985369	 -0.224026	  8.717647	  1.084186	  5.544370	 -6.944863	 -1.084186	 -5.544370	 -6.944863	-24.582954	-180.000000	 90.000000	 14.146122	 -0.000008	 90.000000	  1.533542	-12.058818	  1.852033	  1.063786	 -8.169456	  3.479421	
   131	1.310	 -9.615083	  1.685078	 -1.001729	 -1.477615	 -9.768225	 -3.657381	 -4.840831	  0.740091	 -4.824036	  0.382093	  2.907994	 -2.566650	  2.067914	  5.788430	  1.673000	 -2.067914	 -5.788430	  1.673000	  2.993237	  0.218478	  8.704484	 -2.993237	 -0.218478	  8.704484	  1.092388	  5.539671	 -6.930090	 -1.092388	 -5.539671	 -6.930090	-24.572075	-180.000000	 90.000000	 14.144944	  0.000001	 90.000000	  1.532891	-12.052158	  1.840511	  1.062449	 -8.197577	  3.466198	
   132	1.320	 -9.631246	  1.682081	 -0.987246	 -1.494575	 -9.767303	 -3.663013	 -4.844579	  0.739463	 -4.845059	  0.396537	  2.908961	 -2.576322	  2.072039	  5.787931	  1.664495	 -2.072039	 -5.787931	  1.664495	  2.981027	  0.216080	  8.713370	 -2.981027	 -0.216080	  8.713370	  1.075217	  5.542235	 -6.949169	 -1.075217	 -5.542235	 -6.949169	-24.559195	-180.000000	 90.000000	 14.135955	 -0.000005	 90.000000	  1.535760	-12.032003	  1.864047	  1.063774	 -8.203436	  3.478943	
   133	1.330	 -9.598227	  1.688065	 -0.962010	 -1.501958	 -9.769079	 -3.663240	 -4.847041	  0.737752	 -4.850497	  0.368394	  2.911054	 -2.564009	  2.076846	  5.785063	  1.649783	 -2.076846	 -5.785063	  1.649783	  2.965954	  0.212970	  8.706331	 -2.965954	 -0.212970	  8.706331	  1.053834	  5.543360	 -6.958954	 -1.053834	 -5.543360	 -6.958954	-24.556673	-180.000000	 90.000000	 14.136497	  0.000006	 90.000000	  1.539145	-12.049188	  1.877974	  1.058921	 -8.177558	  3.484592	
   134	1.340	 -9.614921	  1.689509	 -0.952019	 -1.514153	 -9.767383	 -3.651835	 -4.833132	  0.733928	 -4.851372	  0.380899	  2.913996	 -2.580829	  2.073299	  5.781312	  1.651825	 -2.073299	 -5.781312	  1.651825	  2.968899	  0.214264	  8.678697	 -2.968899	 -0.214264	  8.678697	  1.060397	  5.538082	 -6.928689	 -1.060397	 -5.538082	 -6.928689	-24.566544	180.000000	 90.000000	 14.139660	  0.000007	 90.000000	  1.542072	-12.028081	  1.882441	  1.057180	 -8.208864	  3.487023	
   135	1.350	 -9.625280	  1.681457	 -0.982362	 -1.511770	 -9.754412	 -3.662415	 -4.839614	  0.727635	 -4.870621	  0.372781	  2.912052	 -2.617644	  2.078045	  5.772745	  1.654308	 -2.078045	 -5.772745	  1.654308	  2.973679	  0.211347	  8.673547	 -2.973679	 -0.211347	  8.673547	  1.060498	  5.532389	 -6.921191	 -1.060498	 -5.532389	 -6.921191	-24.582428	-180.000000	 90.000000	 14.132195	  0.000015	 90.000000	  1.542635	-12.023561	  1.875768	  1.059862	 -8.189645	  3.470754	
   136	1.360	 -9.664014	  1.684977	 -0.981787	 -1.502119	 -9.746408	 -3.650267	 -4.837880	  0.717672	 -4.859405	  0.312057	  2.913815	 -2.608718	  2.081612	  5.764334	  1.654778	 -2.081612	 -5.764334	  1.654778	  2.977035	  0.207360	  8.687703	 -2.977035	 -0.207360	  8.687703	  1.060196	  5.527966	 -6.935041	 -1.060196	 -5.527966	 -6.935041	-24.592125	-180.000000	 90.000000	 14.119688	 -0.000007	 90.000000	  1.543617	-11.980105	  1.885925	  1.058287	 -8.131244	  3.471669	
   137	1.370	 -9.633660	  1.688470	 -0.973532	 -1.513686	 -9.745432	 -3.658718	 -4.858500	  0.713457	 -4.863083	  0.333355	  2.918665	 -2.599190	  2.082358	  5.760951	  1.647565	 -2.082358	 -5.760951	  1.647565	  2.988246	  0.204118	  8.657458	 -2.988246	 -0.204118	  8.657458	  1.070004	  5.527639	 -6.911047	 -1.070004	 -5.527639	 -6.911047	-24.580837	-180.000000	 90.000000	 14.129846	 -0.000006	 90.000000	  1.539769	-12.008642	  1.903813	  1.059906	 -8.135375	  3.488628	
   138	1.380	 -9.630858	  1.692489	 -0.974479	 -1.504387	 -9.755953	 -3.655308	 -4.870800	  0.720508	 -4.871694	  0.345049	  2.926950	 -2.620104	  2.096928	  5.765668	  1.650756	 -2.096928	 -5.765668	  1.650756	  2.977066	  0.202258	  8.663156	 -2.977066	 -0.202258	  8.663156	  1.044656	  5.534940	 -6.916028	 -1.044656	 -5.534940	 -6.916028	-24.571249	-180.000000	 90.000000	 14.156126	  0.000008	 90.000000	  1.532871	-12.011930	  1.893827	  1.056768	 -8.153475	  3.481894	
   139	1.390	 -9.668571	  1.692697	 -0.953439	 -1.508958	 -9.758829	 -3.629911	 -4.864117	  0.721034	 -4.863536	  0.339341	  2.925140	 -2.618253	  2.101999	  5.764547	  1.654536	 -2.101999	 -5.764547	  1.654536	  2.957645	  0.201412	  8.685490	 -2.957645	 -0.201412	  8.685490	  1.020419	  5.535344	 -6.937042	 -1.020419	 -5.535344	 -6.937042	-24.571228	180.000000	 90.000000	 14.121225	 -0.000021	 90.000000	  1.534623	-11.960955	  1.883773	  1.053554	 -8.142510	  3.481348	
   140	1.400	 -9.650921	  1.681836	 -0.958365	 -1.500889	 -9.741002	 -3.631886	 -4.866322	  0.707390	 -4.865426	  0.323030	  2.927792	 -2.618054	  2.105790	  5.752300	  1.653092	 -2.105790	 -5.752300	  1.653092	  2.969241	  0.200689	  8.673735	 -2.969241	 -0.200689	  8.673735	  1.027764	  5.523613	 -6.926173	 -1.027764	 -5.523613	 -6.926173	-24.570419	180.000000	 90.000000	 14.116444	 -0.000006	 90.000000	  1.540423	-11.982822	  1.877448	  1.051346	 -8.122032	  3.480289	
   141	1.410	 -9.680762	  1.684758	 -0.985676	 -1.508746	 -9.746077	 -3.638889	 -4.854620	  0.713119	 -4.867326	  0.314367	  2.920221	 -2.625961	  2.103605	  5.754128	  1.654546	 -2.103605	 -5.754128	  1.654546	  2.972389	  0.202050	  8.670858	 -2.972389	 -0.202050	  8.670858	  1.033274	  5.523891	 -6.921273	 -1.033274	 -5.523891	 -6.921273	-24.583237	180.000000	 90.000000	 14.137209	 -0.000009	 90.000000	  1.538944	-11.942942	  1.857231	  1.056016	 -8.142442	  3.482550	
   142	1.420	 -9.678985	  1.687709	 -0.983863	 -1.499450	 -9.755433	 -3.621600	 -4.831664	  0.718746	 -4.852472	  0.299228	  2.920278	 -2.640818	  2.101648	  5.758672	  1.667631	 -2.101648	 -5.758672	  1.667631	  2.967008	  0.201758	  8.701125	 -2.967008	 -0.201758	  8.701125	  1.031250	  5.528594	 -6.938655	 -1.031250	 -5.528594	 -6.938655	-24.579367	180.000000	 90.000000	 14.131925	 -0.000021	 90.000000	  1.537912	-11.958093	  1.861534	  1.051882	 -8.145741	  3.461178	
   143	1.430	 -9.675530	  1.678512	 -0.965717	 -1.503429	 -9.750359	 -3.604189	 -4.832288	  0.717767	 -4.850101	  0.319621	  2.920976	 -2.638059	  2.106645	  5.756608	  1.672947	 -2.106645	 -5.756608	  1.672947	  2.966086	  0.203801	  8.708752	 -2.966086	 -0.203801	  8.708752	  1.025694	  5.524576	 -6.941578	 -1.025694	 -5.524576	 -6.941578	-24.579254	-180.000000	 90.000000	 14.113695	 -0.000010	 90.000000	  1.540216	-11.957360	  1.869867	  1.051948	 -8.166368	  3.481860	
   144	1.440	 -9.667484	  1.678148	 -0.960643	 -1.504582	 -9.749450	 -3.593123	 -4.834666	  0.719180	 -4.823298	  0.284622	  2.915797	 -2.615154	  2.099542	  5.755712	  1.678908	 -2.099542	 -5.755712	  1.678908	  2.972554	  0.200863	  8.713497	 -2.972554	 -0.200863	  8.713497	  1.039961	  5.526090	 -6.938983	 -1.039961	 -5.526090	 -6.938983	-24.586391	180.000000	 90.000000	 14.098696	 -0.000005	 90.000000	  1.542402	-11.960990	  1.874382	  1.052482	 -8.110414	  3.481791	
   145	1.450	 -9.690922	  1.682636	 -0.974727	 -1.487385	 -9.755589	 -3.588630	 -4.843297	  0.722280	 -4.810737	  0.285008	  2.915942	 -2.608828	  2.099173	  5.756587	  1.683904	 -2.099173	 -5.756587	  1.683904	  2.976925	  0.201708	  8.729356	 -2.976925	 -0.201708	  8.729356	  1.045205	  5.525882	 -6.949335	 -1.045205	 -5.525882	 -6.949335	-24.586603	-180.000000	 90.000000	 14.102997	 -0.000017	 90.000000	  1.540681	-11.946943	  1.854082	  1.052203	 -8.108134	  3.475098	
   146	1.460	 -9.667934	  1.688474	 -0.980819	 -1.506194	 -9.762437	 -3.600399	 -4.874292	  0.725022	 -4.818859	  0.329925	  2.923681	 -2.604053	  2.103582	  5.758182	  1.684338	 -2.103582	 -5.758182	  1.684338	  2.986359	  0.201917	  8.737809	 -2.986359	 -0.201917	  8.737809	  1.050337	  5.527104	 -6.956819	 -1.050337	 -5.527104	 -6.956819	-24.574900	180.000000	 90.000000	 14.113643	  0.000002	 90.000000	  1.538985	-11.955675	  1.851528	  1.053710	 -8.127092	  3.486238	
   147	1.470	 -9.631776	  1.692184	 -0.948235	 -1.509642	 -9.772158	 -3.568452	 -4.853338	  0.733563	 -4.792954	  0.312661	  2.921600	 -2.594920	  2.100514	  5.762986	  1.698168	 -2.100514	 -5.762986	  1.698168	  2.999129	  0.205407	  8.760469	 -2.999129	 -0.205407	  8.760469	  1.067619	  5.527667	 -6.963922	 -1.067619	 -5.527667	 -6.963922	-24.574537	180.000000	 90.000000	 14.114495	 -0.000007	 90.000000	  1.538399	-11.988492	  1.851910	  1.054595	 -8.121769	  3.478902	
   148	1.480	 -9.663473	  1.690096	 -0.968564	 -1.502953	 -9.765872	 -3.565722	 -4.865629	  0.728529	 -4.787616	  0.310333	  2.921253	 -2.595164	  2.106144	  5.756129	  1.704031	 -2.106144	 -5.756129	  1.704031	  3.008440	  0.207466	  8.783703	 -3.008440	 -0.207466	  8.783703	  1.071602	  5.518530	 -6.981031	 -1.071602	 -5.518530	 -6.981031	-24.585060	180.000000	 90.000000	 14.107104	  0.000008	 90.000000	  1.533795	-11.945700	  1.827991	  1.052164	 -8.107698	  3.471184	
   149	1.490	 -9.690914	  1.686116	 -0.976015	 -1.490319	 -9.772386	 -3.555922	 -4.850125	  0.735308	 -4.774670	  0.319884	  2.921557	 -2.587700	  2.108383	  5.761451	  1.713592	 -2.108383	 -5.761451	  1.713592	  3.007049	  0.210324	  8.801028	 -3.007049	 -0.210324	  8.801028	  1.068958	  5.520929	 -6.989027	 -1.068958	 -5.520929	 -6.989027	-24.592474	-180.000000	 90.000000	 14.118612	 -0.000023	 90.000000	  1.535825	-11.918604	  1.813524	  1.049947	 -8.148986	  3.472837	
   150	1.500	 -9.711929	  1.690201	 -0.977192	 -1.496636	 -9.780092	 -3.553607	 -4.850298	  0.739989	 -4.760934	  0.324545	  2.921936	 -2.570876	  2.102111	  5.765326	  1.715196	 -2.102111	 -5.765326	  1.715196	  3.009407	  0.212517	  8.810202	 -3.009407	 -0.212517	  8.810202	  1.077833	  5.522306	 -6.995656	 -1.077833	 -5.522306	 -6.995656	-24.585791	-180.000000	 90.000000	 14.126646	  0.000004	 90.000000	  1.537530	-11.886831	  1.802528	  1.054091	 -8.142231	  3.462237	
   151	1.510	 -9.709353	  1.693795	 -0.986193	 -1.500761	 -9.780819	 -3.557677	 -4.850211	  0.742432	 -4.756732	  0.310964	  2.914158	 -2.571662	  2.100704	  5.763395	  1.718475	 -2.100704	 -5.763395	  1.718475	  3.015828	  0.214743	  8.841653	 -3.015828	 -0.214743	  8.841653	  1.085877	  5.517841	 -7.023071	 -1.085877	 -5.517841	 -7.023071	-24.598280	180.000000	 90.000000	 14.118048	  0.000015	 90.000000	  1.530146	-11.903715	  1.803914	  1.057815	 -8.124619	  3.458248	
   152	1.520	 -9.698009	  1.692358	 -0.993623	 -1.493542	 -9.782010	 -3.556811	 -4.863984	  0.741381	 -4.734353	  0.285832	  2.915069	 -2.545698	  2.099127	  5.763505	  1.723274	 -2.099127	 -5.763505	  1.723274	  3.012279	  0.218405	  8.876048	 -3.012279	 -0.218405	  8.876048	  1.084247	  5.514263	 -7.052854	 -1.084247	 -5.514263	 -7.052854	-24.605848	-180.000000	 90.000000	 14.108505	  0.000003	 90.000000	  1.527437	-11.943445	  1.799044	  1.055979	 -8.086920	  3.466485	
   153	1.530	 -9.691751	  1.693102	 -0.998118	 -1.516438	 -9.790338	 -3.551517	 -4.857416	  0.749247	 -4.713667	  0.284190	  2.912020	 -2.520941	  2.092320	  5.768670	  1.727964	 -2.092320	 -5.768670	  1.727964	  3.006178	  0.221444	  8.887943	 -3.006178	 -0.221444	  8.887943	  1.085477	  5.516276	 -7.059878	 -1.085477	 -5.516276	 -7.059878	-24.602598	-180.000000	 90.000000	 14.110054	 -0.000014	 90.000000	  1.533671	-11.926339	  1.778889	  1.059251	 -8.084006	  3.475945	
   154	1.540	 -9.688644	  1.694357	 -0.986001	 -1.533752	 -9.796689	 -3.548341	 -4.857573	  0.754160	 -4.706999	  0.288631	  2.911486	 -2.496912	  2.090125	  5.771494	  1.723385	 -2.090125	 -5.771494	  1.723385	  3.010927	  0.223013	  8.897819	 -3.010927	 -0.223013	  8.897819	  1.092048	  5.517397	 -7.073607	 -1.092048	 -5.517397	 -7.073607	-24.595955	180.000000	 90.000000	 14.108252	  0.000006	 90.000000	  1.534876	-11.910860	  1.780985	  1.057590	 -8.081386	  3.479469	
   155	1.550	 -9.657375	  1.690902	 -1.001267	 -1.541287	 -9.793413	 -3.557602	 -4.874551	  0.751601	 -4.719566	  0.322702	  2.915514	 -2.514755	  2.099112	  5.769515	  1.728083	 -2.099112	 -5.769515	  1.728083	  3.025655	  0.226675	  8.906419	 -3.025655	 -0.226675	  8.906419	  1.098085	  5.511485	 -7.076960	 -1.098085	 -5.511485	 -7.076960	-24.594303	-180.000000	 90.000000	 14.099875	  0.000013	 90.000000	  1.529355	-11.925374	  1.781996	  1.054423	 -8.098917	  3.463302	
   156	1.560	 -9.617849	  1.698536	 -0.975230	 -1.534705	 -9.799451	 -3.539031	 -4.846893	  0.754612	 -4.700314	  0.316207	  2.912511	 -2.506498	  2.096204	  5.769573	  1.739489	 -2.096204	 -5.769573	  1.739489	  3.031623	  0.230558	  8.939384	 -3.031623	 -0.230558	  8.939384	  1.107974	  5.507158	 -7.097589	 -1.107974	 -5.507158	 -7.097589	-24.582207	-180.000000	 90.000000	 14.106507	 -0.000005	 90.000000	  1.525126	-11.966050	  1.801087	  1.055715	 -8.117262	  3.462735	
   157	1.570	 -9.619945	  1.697521	 -0.972521	 -1.547273	 -9.795674	 -3.543827	 -4.831847	  0.750099	 -4.704937	  0.323418	  2.915571	 -2.501681	  2.094196	  5.766782	  1.738272	 -2.094196	 -5.766782	  1.738272	  3.034142	  0.228992	  8.965192	 -3.034142	 -0.228992	  8.965192	  1.112364	  5.505812	 -7.124214	 -1.112364	 -5.505812	 -7.124214	-24.576883	180.000000	 90.000000	 14.113741	  0.000012	 90.000000	  1.526988	-11.935826	  1.795793	  1.055416	 -8.149118	  3.472673	
   158	1.580	 -9.616645	  1.695517	 -0.968985	 -1.538172	 -9.799868	 -3.545868	 -4.818283	  0.756568	 -4.704652	  0.347751	  2.914523	 -2.490103	  2.095924	  5.771125	  1.738992	 -2.095924	 -5.771125	  1.738992	  3.037428	  0.228627	  8.977230	 -3.037428	 -0.228627	  8.977230	  1.114148	  5.510454	 -7.135287	 -1.114148	 -5.510454	 -7.135287	-24.578552	180.000000	 90.000000	 14.118564	 -0.000000	 90.000000	  1.530624	-11.956299	  1.802822	  1.058927	 -8.190488	  3.491900	
   159	1.590	 -9.615774	  1.690894	 -0.955789	 -1.539548	 -9.796908	 -3.530597	 -4.814782	  0.757286	 -4.692121	  0.309633	  2.910453	 -2.493689	  2.098281	  5.768990	  1.746726	 -2.098281	 -5.768990	  1.746726	  3.036171	  0.229344	  8.968532	 -3.036171	 -0.229344	  8.968532	  1.111174	  5.507568	 -7.119227	 -1.111174	 -5.507568	 -7.119227	-24.585340	-180.000000	 90.000000	 14.128616	 -0.000001	 90.000000	  1.533040	-11.967484	  1.813675	  1.061242	 -8.159814	  3.479517	
   160	1.600	 -9.611650	  1.688602	 -0.964858	 -1.532408	 -9.801945	 -3.539873	 -4.842353	  0.765812	 -4.696493	  0.308920	  2.905891	 -2.484079	  2.108536	  5.771891	  1.745179	 -2.108536	 -5.771891	  1.745179	  3.037319	  0.233214	  8.970945	 -3.037319	 -0.233214	  8.970945	  1.101848	  5.506923	 -7.124065	 -1.101848	 -5.506923	 -7.124065	-24.574970	180.000000	 90.000000	 14.127488	  0.000002	 90.000000	  1.529119	-11.958982	  1.809420	  1.065671	 -8.143902	  3.499693	
   161	1.610	 -9.627042	  1.690431	 -0.983403	 -1.526953	 -9.806240	 -3.534748	 -4.851190	  0.770364	 -4.682911	  0.339141	  2.907283	 -2.464809	  2.112061	  5.775472	  1.754959	 -2.112061	 -5.775472	  1.754959	  3.031212	  0.237765	  8.972850	 -3.031212	 -0.237765	  8.972850	  1.093088	  5.506077	 -7.117058	 -1.093088	 -5.506077	 -7.117058	-24.579180	-180.000000	 90.000000	 14.128779	 -0.000014	 90.000000	  1.529690	-11.930481	  1.790049	  1.065985	 -8.173835	  3.519815	
   162	1.620	 -9.623758	  1.693590	 -0.998607	 -1.535582	 -9.810274	 -3.544667	 -4.844329	  0.768706	 -4.698037	  0.382049	  2.913960	 -2.475870	  2.116455	  5.775899	  1.753391	 -2.116455	 -5.775899	  1.753391	  3.028766	  0.242254	  9.000559	 -3.028766	 -0.242254	  9.000559	  1.085937	  5.502268	 -7.147036	 -1.085937	 -5.502268	 -7.147036	-24.584272	-180.000000	 90.000000	 14.124944	  0.000002	 90.000000	  1.527843	-11.939794	  1.788847	  1.065507	 -8.221125	  3.517288	
   163	1.630	 -9.599089	  1.692006	 -0.977837	 -1.545172	 -9.808189	 -3.547325	 -4.838560	  0.766414	 -4.721275	  0.380616	  2.914394	 -2.492841	  2.128065	  5.773336	  1.745111	 -2.128065	 -5.773336	  1.745111	  3.035560	  0.244228	  8.999042	 -3.035560	 -0.244228	  8.999042	  1.080156	  5.498047	 -7.154373	 -1.080156	 -5.498047	 -7.154373	-24.580956	-180.000000	 90.000000	 14.109443	  0.000010	 90.000000	  1.527774	-11.938337	  1.803102	  1.064416	 -8.226281	  3.510943	
   164	1.640	 -9.594895	  1.689329	 -0.956284	 -1.537019	 -9.809494	 -3.531497	 -4.864956	  0.771044	 -4.704931	  0.386604	  2.908568	 -2.466693	  2.134809	  5.775033	  1.749077	 -2.134809	 -5.775033	  1.749077	  3.031363	  0.244707	  8.983517	 -3.031363	 -0.244707	  8.983517	  1.069592	  5.499541	 -7.135933	 -1.069592	 -5.499541	 -7.135933	-24.573963	180.000000	 90.000000	 14.100433	  0.000010	 90.000000	  1.531553	-11.940519	  1.812985	  1.064459	 -8.215321	  3.529405	
   165	1.650	 -9.604894	  1.689637	 -0.950995	 -1.551513	 -9.805512	 -3.521216	 -4.877796	  0.767413	 -4.692228	  0.375947	  2.904989	 -2.457579	  2.134105	  5.770619	  1.756886	 -2.134105	 -5.770619	  1.756886	  3.029763	  0.250366	  8.992863	 -3.029763	 -0.250366	  8.992863	  1.069117	  5.489358	 -7.137627	 -1.069117	 -5.489358	 -7.137627	-24.568970	-180.000000	 90.000000	 14.088941	  0.000002	 90.000000	  1.529346	-11.928686	  1.822930	  1.064799	 -8.195426	  3.553406	
   166	1.660	 -9.589178	  1.684054	 -0.959907	 -1.559662	 -9.797632	 -3.523256	 -4.884270	  0.760936	 -4.695425	  0.384174	  2.912223	 -2.468506	  2.136219	  5.765992	  1.761303	 -2.136219	 -5.765992	  1.761303	  3.028041	  0.252970	  8.993792	 -3.028041	 -0.252970	  8.993792	  1.065454	  5.482173	 -7.134599	 -1.065454	 -5.482173	 -7.134599	-24.574345	-180.000000	 90.000000	 14.104452	  0.000017	 90.000000	  1.531421	-11.947206	  1.827260	  1.060894	 -8.204327	  3.546924	
   167	1.670	 -9.568575	  1.679314	 -0.998887	 -1.570806	 -9.791101	 -3.557427	 -4.898069	  0.756604	 -4.722846	  0.422822	  2.919598	 -2.475570	  2.141129	  5.764074	  1.750443	 -2.141129	 -5.764074	  1.750443	  3.028102	  0.256173	  8.986565	 -3.028102	 -0.256173	  8.986565	  1.059377	  5.477414	 -7.138812	 -1.059377	 -5.477414	 -7.138812	-24.592592	-180.000000	 90.000000	 14.113373	  0.000013	 90.000000	  1.534795	-11.955420	  1.810676	  1.059379	 -8.237368	  3.558884	
   168	1.680	 -9.552302	  1.682869	 -1.011213	 -1.558989	 -9.789836	 -3.569102	 -4.889659	  0.755045	 -4.729920	  0.393925	  2.917578	 -2.487400	  2.145424	  5.760478	  1.750201	 -2.145424	 -5.760478	  1.750201	  3.036353	  0.260994	  8.976918	 -3.036353	 -0.260994	  8.976918	  1.063055	  5.468879	 -7.129094	 -1.063055	 -5.468879	 -7.129094	-24.596806	180.000000	 90.000000	 14.104660	  0.000009	 90.000000	  1.531836	-11.988936	  1.812801	  1.059603	 -8.206042	  3.557805	
   169	1.690	 -9.570101	  1.686140	 -0.994281	 -1.541450	 -9.788819	 -3.561268	 -4.845348	  0.752423	 -4.723544	  0.369730	  2.914753	 -2.494125	  2.135510	  5.757560	  1.751510	 -2.135510	 -5.757560	  1.751510	  3.038860	  0.268389	  8.963144	 -3.038860	 -0.268389	  8.963144	  1.075316	  5.458146	 -7.112838	 -1.075316	 -5.458146	 -7.112838	-24.581575	180.000000	 90.000000	 14.097750	  0.000006	 90.000000	  1.533981	-11.997502	  1.825272	  1.055776	 -8.212414	  3.549062	
   170	1.700	 -9.600836	  1.691878	 -0.991156	 -1.514815	 -9.792935	 -3.551071	 -4.830695	  0.752184	 -4.725706	  0.343972	  2.915205	 -2.512978	  2.140024	  5.757309	  1.756147	 -2.140024	 -5.757309	  1.756147	  3.021025	  0.275668	  8.960127	 -3.021025	 -0.275668	  8.960127	  1.053075	  5.451256	 -7.107429	 -1.053075	 -5.451256	 -7.107429	-24.585192	180.000000	 90.000000	 14.112320	 -0.000013	 90.000000	  1.532712	-11.982952	  1.826652	  1.053405	 -8.219223	  3.547122	
   171	1.710	 -9.599296	  1.693120	 -0.988715	 -1.519811	 -9.790798	 -3.544548	 -4.842278	  0.749035	 -4.704972	  0.328772	  2.914234	 -2.484431	  2.134579	  5.755423	  1.760765	 -2.134579	 -5.755423	  1.760765	  3.015692	  0.278862	  8.957872	 -3.015692	 -0.278862	  8.957872	  1.053463	  5.446089	 -7.100570	 -1.053463	 -5.446089	 -7.100570	-24.593525	-180.000000	 90.000000	 14.098054	 -0.000004	 90.000000	  1.530494	-11.990152	  1.839732	  1.056833	 -8.174315	  3.558679	
   172	1.720	 -9.567411	  1.685819	 -0.999706	 -1.531427	 -9.774813	 -3.554910	 -4.851655	  0.735272	 -4.702959	  0.336097	  2.918597	 -2.485389	  2.131685	  5.744757	  1.765741	 -2.131685	 -5.744757	  1.765741	  3.022762	  0.283597	  8.966410	 -3.022762	 -0.283597	  8.966410	  1.063439	  5.430283	 -7.103325	 -1.063439	 -5.430283	 -7.103325	-24.561417	-180.000000	 90.000000	 14.095814	 -0.000012	 90.000000	  1.530810	-12.008877	  1.845469	  1.055199	 -8.170255	  3.558173	
   173	1.730	 -9.556863	  1.692394	 -1.000374	 -1.522038	 -9.784956	 -3.553221	 -4.871446	  0.740409	 -4.712303	  0.426416	  2.925407	 -2.494414	  2.139465	  5.750561	  1.771710	 -2.139465	 -5.750561	  1.771710	  3.029193	  0.285375	  8.948195	 -3.029193	 -0.285375	  8.948195	  1.062784	  5.434238	 -7.079148	 -1.062784	 -5.434238	 -7.079148	-24.569479	180.000000	 90.000000	 14.097157	 -0.000014	 90.000000	  1.530782	-12.027813	  1.847696	  1.052130	 -8.253968	  3.584620	
   174	1.740	 -9.581362	  1.690158	 -1.001039	 -1.531349	 -9.778559	 -3.544430	 -4.859772	  0.736043	 -4.712443	  0.428824	  2.923656	 -2.497857	  2.136016	  5.745682	  1.774579	 -2.136016	 -5.745682	  1.774579	  3.034369	  0.285893	  8.955451	 -3.034369	 -0.285893	  8.955451	  1.071540	  5.428510	 -7.082754	 -1.071540	 -5.428510	 -7.082754	-24.597565	180.000000	 90.000000	 14.083070	 -0.000010	 90.000000	  1.533885	-12.017724	  1.857094	  1.050612	 -8.256104	  3.590425	
   175	1.750	 -9.603635	  1.688449	 -0.995726	 -1.525218	 -9.777176	 -3.528498	 -4.846271	  0.736791	 -4.697461	  0.395695	  2.921403	 -2.493774	  2.133846	  5.745119	  1.782202	 -2.133846	 -5.745119	  1.782202	  3.024081	  0.290625	  8.950095	 -3.024081	 -0.290625	  8.950095	  1.063939	  5.423341	 -7.070578	 -1.063939	 -5.423341	 -7.070578	-24.595495	180.000000	 90.000000	 14.089931	 -0.000011	 90.000000	  1.530032	-11.993093	  1.857723	  1.050441	 -8.236775	  3.589824	
