BTS ASCII format

Type:         	3D vector tracks
Measure unit: 	%

Tracks:       	8
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	 vRLASIS.X	 vRLASIS.Y	 vRLASIS.Z	 vLRASIS.X	 vLRASIS.Y	 vLRASIS.Z	    vRFz.X	    vRFz.Y	    vRFz.Z	    vLFz.X	    vLFz.Y	    vLFz.Z	    vRFx.X	    vRFx.Y	    vRFx.Z	    vRFy.X	    vRFy.Y	    vRFy.Z	    vLFx.X	    vLFx.Y	    vLFx.Z	    vLFy.X	    vLFy.Y	    vLFy.Z	
    77	0.770	  6.674093	  9.834387	-99.291191	 -6.674093	 -9.834387	 99.291191	 21.542854	 -2.753571	-97.613129	-12.229015	  2.762890	-99.210976	-91.219139	  2.108597	-40.922150	  3.252376	 99.925011	 -2.100999	-98.088554	 -0.656875	 19.447468	 -0.114687	 99.960785	  2.797907	
    78	0.780	  6.702201	  9.835258	-99.289215	 -6.702201	 -9.835258	 99.289215	 21.615679	 -2.755074	-97.596985	-12.190339	  2.755356	-99.215942	-91.225800	  2.089738	-40.908276	  3.232876	 99.925568	 -2.104794	-98.090393	 -0.635656	 19.438911	 -0.095319	 99.961090	  2.787762	
    79	0.790	  6.664063	  9.831908	-99.292114	 -6.664063	 -9.831908	 99.292114	 21.537819	 -2.741666	-97.614578	-12.220411	  2.758801	-99.212151	-91.232872	  2.092026	-40.892376	  3.229904	 99.925888	 -2.093933	-98.093468	 -0.641754	 19.423187	 -0.101121	 99.960968	  2.792079	
    80	0.800	  6.662790	  9.836726	-99.291725	 -6.662790	 -9.836726	 99.291725	 21.513689	 -2.741531	-97.619904	-12.236170	  2.766268	-99.209999	-91.232674	  2.088954	-40.892971	  3.227086	 99.925957	 -2.095101	-98.094963	 -0.637355	 19.415756	 -0.095481	 99.960777	  2.798978	
    81	0.810	  6.740113	  9.864962	-99.283699	 -6.740113	 -9.864962	 99.283699	 21.535019	 -2.742906	-97.615158	-12.265177	  2.768619	-99.206352	-91.234291	  2.085277	-40.889549	  3.223627	 99.926033	 -2.096670	-98.090927	 -0.633406	 19.436260	 -0.090503	 99.960724	  2.800861	
    82	0.820	  6.693008	  9.863609	-99.287018	 -6.693008	 -9.863609	 99.287018	 21.465080	 -2.740190	-97.630638	-12.173652	  2.766400	-99.217690	-91.246162	  2.121465	-40.861191	  3.258373	 99.925079	 -2.088202	-98.090111	 -0.635262	 19.440342	 -0.092747	 99.960793	  2.798500	
    83	0.830	  6.649633	  9.849387	-99.291351	 -6.649633	 -9.849387	 99.291351	 21.500181	 -2.738451	-97.622971	-12.188092	  2.770822	-99.215790	-91.242699	  2.123481	-40.868820	  3.259518	 99.925110	 -2.085163	-98.092087	 -0.637151	 19.430307	 -0.094029	 99.960663	  2.803175	
    84	0.840	  6.678835	  9.866004	-99.287735	 -6.678835	 -9.866004	 99.287735	 21.516624	 -2.743206	-97.619209	-12.219612	  2.773221	-99.211845	-91.250351	  2.129230	-40.851433	  3.266420	 99.924828	 -2.088032	-98.085655	 -0.640192	 19.462648	 -0.095663	 99.960579	  2.805933	
    85	0.850	  6.743102	  9.885749	-99.281433	 -6.743102	 -9.885749	 99.281433	 21.387859	 -2.739478	-97.647606	-12.187691	  2.766582	-99.215958	-91.247871	  2.141391	-40.856339	  3.278673	 99.924484	 -2.085224	-98.084816	 -0.613557	 19.467745	 -0.070347	 99.960884	  2.795995	
    86	0.860	  6.720123	  9.888000	-99.282768	 -6.720123	 -9.888000	 99.282768	 21.422823	 -2.741083	-97.639893	-12.211005	  2.767543	-99.213066	-91.248886	  2.147019	-40.853767	  3.284451	 99.924309	 -2.084584	-98.085533	 -0.615992	 19.464033	 -0.072666	 99.960838	  2.797346	
    87	0.870	  6.672922	  9.886943	-99.286057	 -6.672922	 -9.886943	 99.286057	 21.509457	 -2.749976	-97.620598	-12.187428	  2.767212	-99.215973	-91.249161	  2.155915	-40.852692	  3.295961	 99.923843	 -2.088635	-98.086586	 -0.614067	 19.458794	 -0.070979	 99.960861	  2.796706	
    88	0.880	  6.674980	  9.886394	-99.285973	 -6.674980	 -9.886394	 99.285973	 21.544567	 -2.760474	-97.612556	-12.187696	  2.765226	-99.215996	-91.256020	  2.144391	-40.837975	  3.287910	 99.923866	 -2.100146	-98.089760	 -0.597909	 19.443291	 -0.055721	 99.960976	  2.792834	
    89	0.890	  6.690306	  9.891629	-99.284416	 -6.690306	 -9.891629	 99.284416	 21.524706	 -2.754862	-97.617096	-12.231270	  2.768801	-99.210533	-91.263596	  2.148184	-40.820850	  3.288979	 99.923943	 -2.094739	-98.089203	 -0.608270	 19.445763	 -0.065228	 99.960831	  2.797783	
    90	0.900	  6.714514	  9.896111	-99.282333	 -6.714514	 -9.896111	 99.282333	 21.487738	 -2.749777	-97.625389	-12.185575	  2.758520	-99.216446	-91.250717	  2.120156	-40.851097	  3.260437	 99.924835	 -2.096910	-98.090889	 -0.615324	 19.437071	 -0.074529	 99.961090	  2.788377	
    91	0.910	  6.738544	  9.904799	-99.279839	 -6.738544	 -9.904799	 99.279839	 21.462704	 -2.752658	-97.630814	-12.129680	  2.747261	-99.223602	-91.242912	  2.104245	-40.869331	  3.246715	 99.925140	 -2.103603	-98.088470	 -0.630782	 19.448753	 -0.091830	 99.961342	  2.778913	
    92	0.920	  6.733379	  9.894678	-99.281204	 -6.733379	 -9.894678	 99.281204	 21.403496	 -2.748602	-97.643921	-12.119878	  2.752096	-99.224670	-91.243454	  2.111592	-40.867741	  3.252982	 99.925018	 -2.099761	-98.087280	 -0.630613	 19.454769	 -0.090560	 99.961212	  2.783586	
    93	0.930	  6.737064	  9.900020	-99.280418	 -6.737064	 -9.900020	 99.280418	 21.406536	 -2.749578	-97.643227	-12.146899	  2.757063	-99.221222	-91.248009	  2.123019	-40.856998	  3.264366	 99.924675	 -2.098168	-98.087387	 -0.615723	 19.454683	 -0.074755	 99.961128	  2.786775	
    94	0.940	  6.727545	  9.904808	-99.280586	 -6.727545	 -9.904808	 99.280586	 21.404154	 -2.748982	-97.643768	-12.118023	  2.758305	-99.224724	-91.249207	  2.133379	-40.853767	  3.274360	 99.924408	 -2.095428	-98.086258	 -0.638934	 19.459646	 -0.097494	 99.961006	  2.790679	
    95	0.950	  6.756681	  9.908457	-99.278244	 -6.756681	 -9.908457	 99.278244	 21.409180	 -2.753269	-97.642548	-12.139742	  2.763718	-99.221916	-91.244820	  2.137414	-40.863358	  3.280450	 99.924149	 -2.098331	-98.086037	 -0.640915	 19.460703	 -0.098361	 99.960846	  2.796335	
    96	0.960	  6.782493	  9.912243	-99.276108	 -6.782493	 -9.912243	 99.276108	 21.395544	 -2.745439	-97.645752	-12.231400	  2.769115	-99.210510	-91.239868	  2.122877	-40.875168	  3.263273	 99.924789	 -2.094488	-98.084862	 -0.641308	 19.466602	 -0.097455	 99.960686	  2.802068	
    97	0.970	  6.779449	  9.913995	-99.276138	 -6.779449	 -9.913995	 99.276138	 21.342690	 -2.733517	-97.657654	-12.161198	  2.757989	-99.219444	-91.233109	  2.119514	-40.890427	  3.256108	 99.925217	 -2.085379	-98.086143	 -0.646411	 19.459969	 -0.104949	 99.960976	  2.791464	
    98	0.980	  6.763826	  9.919250	-99.276680	 -6.763826	 -9.919250	 99.276680	 21.288530	 -2.737046	-97.669373	-12.100671	  2.751168	-99.227036	-91.237564	  2.103705	-40.881313	  3.242118	 99.925499	 -2.093601	-98.086494	 -0.653547	 19.457958	 -0.113490	 99.961136	  2.785362	
    99	0.990	  6.737567	  9.916211	-99.278770	 -6.737567	 -9.916211	 99.278770	 21.335934	 -2.748518	-97.658714	-12.153522	  2.754447	-99.220482	-91.233513	  2.088280	-40.891129	  3.231312	 99.925583	 -2.106357	-98.085007	 -0.660141	 19.465265	 -0.119162	 99.961014	  2.789601	
   100	1.000	  6.715082	  9.915637	-99.280350	 -6.715082	 -9.915637	 99.280350	 21.219793	 -2.730755	-97.684509	-12.185176	  2.758238	-99.216499	-91.227676	  2.091190	-40.904015	  3.228607	 99.925972	 -2.092071	-98.088516	 -0.661508	 19.447521	 -0.120243	 99.960892	  2.793700	
   101	1.010	  6.696383	  9.914150	-99.281761	 -6.696383	 -9.914150	 99.281761	 21.283894	 -2.735440	-97.670433	-12.211267	  2.762807	-99.213165	-91.232422	  2.089922	-40.893478	  3.228182	 99.925919	 -2.095138	-98.087379	 -0.666320	 19.453094	 -0.123960	 99.960747	  2.798882	
   102	1.020	  6.736007	  9.925669	-99.277931	 -6.736007	 -9.925669	 99.277931	 21.249197	 -2.739116	-97.677879	-12.199618	  2.759712	-99.214684	-91.235886	  2.068603	-40.886833	  3.208608	 99.926361	 -2.104156	-98.083916	 -0.694802	 19.469530	 -0.152457	 99.960693	  2.799210	
   103	1.030	  6.714927	  9.926074	-99.279312	 -6.714927	 -9.926074	 99.279312	 21.291306	 -2.735439	-97.668816	-12.146895	  2.753469	-99.221329	-91.231911	  2.058927	-40.896206	  3.197270	 99.926773	 -2.101689	-98.085251	 -0.715426	 19.462049	 -0.174454	 99.960770	  2.795346	
   104	1.040	  6.697650	  9.912784	-99.281815	 -6.697650	 -9.912784	 99.281815	 21.336353	 -2.737030	-97.658936	-12.228754	  2.765357	-99.210938	-91.221169	  2.045208	-40.920837	  3.184603	 99.927116	 -2.104832	-98.084145	 -0.684169	 19.468754	 -0.140770	 99.960587	  2.803604	
   105	1.050	  6.667315	  9.912098	-99.283920	 -6.667315	 -9.912098	 99.283920	 21.370783	 -2.738883	-97.651360	-12.268353	  2.774264	-99.205803	-91.218773	  2.050618	-40.925919	  3.190560	 99.926933	 -2.104461	-98.087891	 -0.665164	 19.450546	 -0.120592	 99.960426	  2.810280	
   106	1.060	  6.656374	  9.920346	-99.283829	 -6.656374	 -9.920346	 99.283829	 21.420582	 -2.738104	-97.640472	-12.286110	  2.771550	-99.203682	-91.224243	  2.074186	-40.912533	  3.212696	 99.926369	 -2.097399	-98.092834	 -0.666100	 19.425550	 -0.122728	 99.960495	  2.807894	
   107	1.070	  6.624858	  9.925745	-99.285400	 -6.624858	 -9.925745	 99.285400	 21.444023	 -2.739395	-97.635284	-12.213785	  2.767758	-99.212715	-91.224648	  2.045767	-40.913059	  3.184649	 99.927124	 -2.104241	-98.093643	 -0.670255	 19.421341	 -0.127784	 99.960587	  2.804353	
   108	1.080	  6.584308	  9.930023	-99.287674	 -6.584308	 -9.930023	 99.287674	 21.492491	 -2.733782	-97.624794	-12.186103	  2.768486	-99.216095	-91.222160	  2.039469	-40.918915	  3.175686	 99.927513	 -2.099124	-98.088959	 -0.682331	 19.444544	 -0.139040	 99.960518	  2.806336	
   109	1.090	  6.614494	  9.933828	-99.285278	 -6.614494	 -9.933828	 99.285278	 21.511709	 -2.741532	-97.620338	-12.113256	  2.769299	-99.224998	-91.236244	  2.062710	-40.886341	  3.200718	 99.926682	 -2.100989	-98.083809	 -0.685082	 19.470392	 -0.140972	 99.960495	  2.807035	
   110	1.100	  6.666910	  9.932708	-99.281891	 -6.666910	 -9.932708	 99.281891	 21.478996	 -2.747724	-97.627365	-12.140144	  2.765292	-99.221817	-91.236229	  2.053548	-40.886845	  3.194557	 99.926689	 -2.109605	-98.085854	 -0.661243	 19.460938	 -0.118272	 99.960716	  2.800356	
   111	1.110	  6.644949	  9.934605	-99.283173	 -6.644949	 -9.934605	 99.283173	 21.440456	 -2.741814	-97.636002	-12.228226	  2.767063	-99.210953	-91.232239	  2.053827	-40.895718	  3.193124	 99.926842	 -2.104949	-98.089340	 -0.639665	 19.444075	 -0.096847	 99.960747	  2.799912	
   112	1.120	  6.641747	  9.932618	-99.283585	 -6.641747	 -9.932618	 99.283585	 21.503107	 -2.737244	-97.622353	-12.310479	  2.775739	-99.200539	-91.226601	  2.067180	-40.907631	  3.204234	 99.926666	 -2.096064	-98.090210	 -0.641757	 19.439619	 -0.097288	 99.960487	  2.809076	
   113	1.130	  6.659428	  9.947469	-99.280914	 -6.659428	 -9.947469	 99.280914	 21.599411	 -2.752163	-97.600670	-12.214052	  2.773272	-99.212524	-91.236992	  2.089050	-40.883339	  3.230283	 99.925690	 -2.102850	-98.088524	 -0.631679	 19.448462	 -0.087582	 99.960617	  2.804965	
   114	1.140	  6.647603	  9.953145	-99.281136	 -6.647603	 -9.953145	 99.281136	 21.621265	 -2.749614	-97.595909	-12.256303	  2.784132	-99.207016	-91.236130	  2.089031	-40.885265	  3.229018	 99.925789	 -2.099902	-98.089462	 -0.654103	 19.442987	 -0.107884	 99.960213	  2.818599	
   115	1.150	  6.639895	  9.957329	-99.281235	 -6.639895	 -9.957329	 99.281235	 21.543245	 -2.727957	-97.613762	-12.259089	  2.784746	-99.206650	-91.234665	  2.088837	-40.888535	  3.220815	 99.926437	 -2.081757	-98.085388	 -0.666439	 19.463110	 -0.119473	 99.960144	  2.820660	
   116	1.160	  6.618159	  9.951598	-99.283257	 -6.618159	 -9.951598	 99.283257	 21.572784	 -2.735937	-97.607018	-12.232862	  2.779845	-99.210030	-91.238495	  2.112719	-40.878765	  3.247252	 99.925545	 -2.083229	-98.081917	 -0.645900	 19.481279	 -0.099517	 99.960373	  2.813140	
   117	1.170	  6.627295	  9.942514	-99.283562	 -6.627295	 -9.942514	 99.283562	 21.679277	 -2.754150	-97.582909	-12.287164	  2.780490	-99.203300	-91.244179	  2.132129	-40.865067	  3.272446	 99.924515	 -2.093223	-98.080872	 -0.631463	 19.487022	 -0.084824	 99.960411	  2.812217	
   118	1.180	  6.646726	  9.957705	-99.280739	 -6.646726	 -9.957705	 99.280739	 21.688812	 -2.759017	-97.580650	-12.294314	  2.780009	-99.202423	-91.241333	  2.126544	-40.871708	  3.269035	 99.924515	 -2.098694	-98.085098	 -0.627992	 19.465853	 -0.082048	 99.960442	  2.811420	
   119	1.190	  6.636752	  9.971784	-99.279991	 -6.636752	 -9.971784	 99.279991	 21.694901	 -2.754215	-97.579430	-12.278953	  2.776384	-99.204430	-91.236679	  2.127187	-40.882065	  3.267972	 99.924652	 -2.093839	-98.087639	 -0.612082	 19.453558	 -0.067285	 99.960609	  2.805875	
   120	1.200	  6.678634	  9.975151	-99.276848	 -6.678634	 -9.975151	 99.276848	 21.677668	 -2.751183	-97.583351	-12.285707	  2.774811	-99.203644	-91.238350	  2.145379	-40.877388	  3.284863	 99.924232	 -2.087464	-98.087601	 -0.601986	 19.454041	 -0.057531	 99.960693	  2.803111	
   121	1.210	  6.667005	  9.980248	-99.277115	 -6.667005	 -9.980248	 99.277115	 21.619541	 -2.740176	-97.596550	-12.238022	  2.782344	-99.209320	-91.249199	  2.127848	-40.854080	  3.262675	 99.925056	 -2.082806	-98.085411	 -0.626595	 19.464317	 -0.080292	 99.960388	  2.813313	
   122	1.220	  6.690162	  9.980819	-99.275497	 -6.690162	 -9.980819	 99.275497	 21.564568	 -2.735423	-97.608849	-12.250206	  2.790755	-99.207581	-91.252823	  2.126042	-40.846081	  3.259256	 99.925217	 -2.080276	-98.085129	 -0.625259	 19.465763	 -0.077269	 99.960159	  2.821466	
   123	1.230	  6.721000	  9.992417	-99.272247	 -6.721000	 -9.992417	 99.272247	 21.560045	 -2.745388	-97.609566	-12.197758	  2.776864	-99.214432	-91.252426	  2.130899	-40.846722	  3.268318	 99.924751	 -2.088598	-98.087166	 -0.607355	 19.456062	 -0.062484	 99.960617	  2.805431	
   124	1.240	  6.692739	  9.990459	-99.274353	 -6.692739	 -9.990459	 99.274353	 21.571190	 -2.753801	-97.606865	-12.172457	  2.770158	-99.217728	-91.255539	  2.139584	-40.839306	  3.280079	 99.924248	 -2.094282	-98.087074	 -0.592730	 19.456993	 -0.049238	 99.960861	  2.796947	
   125	1.250	  6.687077	  9.983935	-99.275391	 -6.687077	 -9.983935	 99.275391	 21.500584	 -2.748701	-97.622589	-12.317764	  2.778769	-99.199554	-91.257462	  2.168214	-40.833496	  3.307111	 99.923546	 -2.085123	-98.084984	 -0.595030	 19.467432	 -0.049442	 99.960609	  2.806227	
   126	1.260	  6.681297	  9.987890	-99.275383	 -6.681297	 -9.987890	 99.275383	 21.533295	 -2.747624	-97.615410	-12.505449	  2.790109	-99.175743	-91.250793	  2.156650	-40.849003	  3.295302	 99.923927	 -2.085682	-98.081734	 -0.594943	 19.483849	 -0.046535	 99.960274	  2.818048	
   127	1.270	  6.684958	  9.986080	-99.275322	 -6.684958	 -9.986080	 99.275322	 21.670265	 -2.750606	-97.585007	-12.362665	  2.775921	-99.194046	-91.249557	  2.136950	-40.852814	  3.275444	 99.924507	 -2.089186	-98.084167	 -0.613024	 19.471016	 -0.067760	 99.960609	  2.805818	
   128	1.280	  6.673459	  9.989478	-99.275757	 -6.673459	 -9.989478	 99.275757	 21.722441	 -2.754495	-97.573296	-12.336704	  2.777692	-99.197227	-91.256195	  2.134018	-40.838127	  3.273012	 99.924522	 -2.092210	-98.083374	 -0.628375	 19.474533	 -0.082605	 99.960495	  2.809338	
   129	1.290	  6.641942	  9.984402	-99.278381	 -6.641942	 -9.984402	 99.278381	 21.590265	 -2.749696	-97.602768	-12.260410	  2.772676	-99.206833	-91.244118	  2.122843	-40.865688	  3.262403	 99.924843	 -2.093452	-98.080948	 -0.653704	 19.485889	 -0.108530	 99.960533	  2.807153	
   130	1.300	  6.653829	  9.986882	-99.277336	 -6.653829	 -9.986882	 99.277336	 21.504951	 -2.743038	-97.621788	-12.314853	  2.776948	-99.199966	-91.247025	  2.130278	-40.858803	  3.267793	 99.924782	 -2.087892	-98.083427	 -0.645398	 19.473721	 -0.099722	 99.960449	  2.810616	
   131	1.310	  6.649346	  9.969661	-99.279366	 -6.649346	 -9.969661	 99.279366	 21.516476	 -2.746747	-97.619141	-12.290612	  2.775789	-99.203003	-91.255035	  2.132185	-40.840816	  3.270466	 99.924637	 -2.090766	-98.084793	 -0.637965	 19.467075	 -0.092762	 99.960510	  2.808477	
   132	1.320	  6.691550	  9.968201	-99.276672	 -6.691550	 -9.968201	 99.276672	 21.580452	 -2.753386	-97.604828	-12.279482	  2.771781	-99.204491	-91.243439	  2.106529	-40.868042	  3.247884	 99.925163	 -2.100734	-98.087814	 -0.655033	 19.451239	 -0.110970	 99.960541	  2.806641	
   133	1.330	  6.690145	  9.964490	-99.277145	 -6.690145	 -9.964490	 99.277145	 21.535414	 -2.745140	-97.615013	-12.315907	  2.776086	-99.199852	-91.244141	  2.101792	-40.866730	  3.240206	 99.925522	 -2.095276	-98.087860	 -0.659421	 19.450878	 -0.114471	 99.960403	  2.811581	
   134	1.340	  6.672341	  9.958234	-99.278969	 -6.672341	 -9.958234	 99.278969	 21.526545	 -2.742989	-97.617027	-12.294051	  2.768933	-99.202766	-91.240143	  2.093018	-40.876095	  3.230999	 99.925819	 -2.095364	-98.085335	 -0.685503	 19.462700	 -0.141503	 99.960480	  2.807619	
   135	1.350	  6.662643	  9.943783	-99.281067	 -6.662643	 -9.943783	 99.281067	 21.553179	 -2.744480	-97.611107	-12.361475	  2.768752	-99.194397	-91.236473	  2.073948	-40.885262	  3.212634	 99.926308	 -2.100205	-98.089058	 -0.683881	 19.444000	 -0.140378	 99.960480	  2.807629	
   136	1.360	  6.618050	  9.930835	-99.285347	 -6.618050	 -9.930835	 99.285347	 21.640991	 -2.737261	-97.591873	-12.501608	  2.774463	-99.176666	-91.243706	  2.042619	-40.870705	  3.176904	 99.927498	 -2.098292	-98.090500	 -0.689012	 19.436531	 -0.144438	 99.960281	  2.814591	
   137	1.370	  6.607494	  9.925775	-99.286560	 -6.607494	 -9.925775	 99.286560	 21.596870	 -2.742707	-97.601494	-12.468495	  2.764314	-99.181122	-91.236656	  2.026646	-40.887226	  3.164337	 99.927696	 -2.107883	-98.089615	 -0.709285	 19.440252	 -0.166504	 99.960457	  2.806967	
   138	1.380	  6.634663	  9.933691	-99.283951	 -6.634663	 -9.933691	 99.283951	 21.621660	 -2.756269	-97.595627	-12.464122	  2.753817	-99.181961	-91.232315	  2.041944	-40.896160	  3.185264	 99.926849	 -2.116433	-98.087944	 -0.713705	 19.448540	 -0.172724	 99.960724	  2.797145	
   139	1.390	  6.645634	  9.931433	-99.283447	 -6.645634	 -9.931433	 99.283447	 21.696753	 -2.763387	-97.578766	-12.440552	  2.758288	-99.184799	-91.231758	  2.055951	-40.896690	  3.201348	 99.926300	 -2.118045	-98.093781	 -0.715133	 19.419046	 -0.174107	 99.960594	  2.801701	
   140	1.400	  6.611570	  9.911624	-99.287697	 -6.611570	 -9.911624	 99.287697	 21.642450	 -2.758090	-97.590973	-12.495782	  2.761880	-99.177757	-91.231110	  2.057796	-40.898048	  3.201644	 99.926376	 -2.114073	-98.096191	 -0.712198	 19.406942	 -0.170765	 99.960503	  2.805194	
   141	1.410	  6.648489	  9.913374	-99.285057	 -6.648489	 -9.913374	 99.285057	 21.759125	 -2.761382	-97.564926	-12.471016	  2.758917	-99.180954	-91.235641	  2.060645	-40.887787	  3.204162	 99.926308	 -2.113617	-98.089577	 -0.724552	 19.439919	 -0.182744	 99.960526	  2.803581	
   142	1.420	  6.656260	  9.920064	-99.283867	 -6.656260	 -9.920064	 99.283867	 21.716482	 -2.763519	-97.574371	-12.512605	  2.761847	-99.175636	-91.234573	  2.048317	-40.890793	  3.193368	 99.926529	 -2.119411	-98.090454	 -0.713184	 19.435905	 -0.170937	 99.960503	  2.805271	
   143	1.430	  6.705129	  9.914825	-99.281105	 -6.705129	 -9.914825	 99.281105	 21.709873	 -2.771402	-97.575615	-12.402529	  2.755704	-99.189636	-91.229904	  2.040008	-40.901623	  3.188836	 99.926468	 -2.128679	-98.091812	 -0.738371	 19.428112	 -0.197509	 99.960548	  2.801817	
   144	1.440	  6.670295	  9.913611	-99.283569	 -6.670295	 -9.913611	 99.283569	 21.683643	 -2.767295	-97.581566	-12.451546	  2.760871	-99.183350	-91.236961	  2.032456	-40.886265	  3.179357	 99.926804	 -2.127317	-98.095772	 -0.733785	 19.408291	 -0.192434	 99.960419	  2.806660	
   145	1.450	  6.639755	  9.915786	-99.285400	 -6.639755	 -9.915786	 99.285400	 21.755432	 -2.769497	-97.565521	-12.488362	  2.758171	-99.178795	-91.242638	  2.046121	-40.872906	  3.192596	 99.926445	 -2.124620	-98.093536	 -0.724751	 19.419912	 -0.183619	 99.960533	  2.803032	
   146	1.460	  6.671457	  9.917751	-99.283081	 -6.671457	 -9.917751	 99.283081	 21.723383	 -2.772660	-97.572571	-12.436049	  2.742675	-99.185791	-91.237244	  2.058844	-40.884304	  3.207349	 99.925949	 -2.125456	-98.092857	 -0.722339	 19.423428	 -0.184199	 99.960983	  2.787206	
   147	1.470	  6.687642	  9.924479	-99.281319	 -6.687642	 -9.924479	 99.281319	 21.607075	 -2.774794	-97.598335	-12.440680	  2.735224	-99.185425	-91.236328	  2.080900	-40.885223	  3.231570	 99.925163	 -2.125518	-98.094597	 -0.710809	 19.415045	 -0.174411	 99.961243	  2.778494	
   148	1.480	  6.642947	  9.914009	-99.285362	 -6.642947	 -9.914009	 99.285362	 21.702311	 -2.785854	-97.576889	-12.495124	  2.740043	-99.178444	-91.244759	  2.094164	-40.865738	  3.247594	 99.924538	 -2.130575	-98.096527	 -0.697731	 19.405800	 -0.160667	 99.961166	  2.781909	
   149	1.490	  6.669079	  9.921874	-99.282822	 -6.669079	 -9.921874	 99.282822	 21.697929	 -2.789247	-97.577759	-12.440281	  2.737227	-99.185417	-91.252052	  2.104827	-40.848896	  3.259073	 99.924149	 -2.131613	-98.091393	 -0.692369	 19.431921	 -0.155223	 99.961281	  2.778107	
   150	1.500	  6.688550	  9.927498	-99.280952	 -6.688550	 -9.927498	 99.280952	 21.771578	 -2.789330	-97.561356	-12.417899	  2.727757	-99.188484	-91.259277	  2.120269	-40.831966	  3.273020	 99.923798	 -2.126474	-98.092766	 -0.664429	 19.425951	 -0.129472	 99.961678	  2.765229	
   151	1.510	  6.714028	  9.922997	-99.279686	 -6.714028	 -9.922997	 99.279686	 21.793575	 -2.801004	-97.556107	-12.451012	  2.728684	-99.184303	-91.248230	  2.113498	-40.856995	  3.271776	 99.923592	 -2.138079	-98.093788	 -0.660474	 19.420929	 -0.125464	 99.961662	  2.765820	
   152	1.520	  6.710093	  9.922888	-99.279961	 -6.710093	 -9.922888	 99.279961	 21.792116	 -2.808107	-97.556236	-12.502143	  2.734529	-99.177711	-91.234856	  2.112879	-40.886879	  3.275206	 99.923340	 -2.144627	-98.092796	 -0.662023	 19.425901	 -0.125683	 99.961494	  2.771983	
   153	1.530	  6.716462	  9.930953	-99.278725	 -6.716462	 -9.930953	 99.278725	 21.784977	 -2.801718	-97.558006	-12.468763	  2.726251	-99.182144	-91.239510	  2.135794	-40.875301	  3.295024	 99.922920	 -2.133846	-98.092766	 -0.661313	 19.426064	 -0.126616	 99.961731	  2.763597	
   154	1.540	  6.740538	  9.935192	-99.276665	 -6.740538	 -9.935192	 99.276665	 21.795298	 -2.806137	-97.555580	-12.454722	  2.725572	-99.183922	-91.241219	  2.136663	-40.871445	  3.297469	 99.922760	 -2.137526	-98.093941	 -0.643933	 19.420710	 -0.109626	 99.961823	  2.760715	
   155	1.550	  6.747786	  9.931760	-99.276520	 -6.747786	 -9.931760	 99.276520	 21.767750	 -2.816849	-97.561417	-12.431669	  2.728964	-99.186722	-91.243225	  2.132166	-40.867195	  3.297622	 99.922501	 -2.149260	-98.096786	 -0.618177	 19.407164	 -0.083745	 99.961845	  2.760787	
   156	1.560	  6.748648	  9.930882	-99.276550	 -6.748648	 -9.930882	 99.276550	 21.658747	 -2.820874	-97.585556	-12.422802	  2.721714	-99.188034	-91.247978	  2.132506	-40.856552	  3.300529	 99.922264	 -2.155880	-98.096642	 -0.612654	 19.408089	 -0.079647	 99.962067	  2.752929	
   157	1.570	  6.765046	  9.925452	-99.275978	 -6.765046	 -9.925452	 99.275978	 21.660725	 -2.820906	-97.585121	-12.364652	  2.716978	-99.195435	-91.259804	  2.152416	-40.829102	  3.319353	 99.921730	 -2.151662	-98.092628	 -0.614561	 19.428295	 -0.081965	 99.962196	  2.748197	
   158	1.580	  6.817587	  9.931223	-99.271805	 -6.817587	 -9.931223	 99.271805	 21.591724	 -2.816933	-97.600525	-12.228221	  2.703831	-99.212700	-91.253487	  2.149199	-40.843384	  3.315830	 99.921875	 -2.150385	-98.091583	 -0.625040	 19.433218	 -0.094931	 99.962524	  2.735967	
   159	1.590	  6.811906	  9.927371	-99.272575	 -6.811906	 -9.927371	 99.272575	 21.575012	 -2.820324	-97.604118	-12.326111	  2.704793	-99.200562	-91.242943	  2.136251	-40.867622	  3.305417	 99.922089	 -2.156653	-98.091255	 -0.618310	 19.435091	 -0.087916	 99.962517	  2.736492	
   160	1.600	  6.806429	  9.933263	-99.272362	 -6.806429	 -9.933263	 99.272362	 21.643780	 -2.834947	-97.588470	-12.347298	  2.699577	-99.198067	-91.250816	  2.140929	-40.849777	  3.314705	 99.921539	 -2.167567	-98.090202	 -0.634951	 19.439890	 -0.105337	 99.962578	  2.733493	
   161	1.610	  6.833591	  9.938128	-99.270020	 -6.833591	 -9.938128	 99.270020	 21.675037	 -2.829119	-97.581703	-12.274981	  2.692425	-99.207237	-91.262009	  2.154229	-40.824078	  3.324223	 99.921417	 -2.158570	-98.088051	 -0.643568	 19.450443	 -0.115083	 99.962738	  2.727168	
   162	1.620	  6.806119	  9.940197	-99.271698	 -6.806119	 -9.940197	 99.271698	 21.668150	 -2.831354	-97.583168	-12.170601	  2.682473	-99.220367	-91.250160	  2.142568	-40.851170	  3.314605	 99.921638	 -2.163203	-98.090172	 -0.632883	 19.440096	 -0.106764	 99.963066	  2.715648	
