BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
    98	0.980	 -3.621418	  1.729086	 -0.284957	  0.549795	 -7.268083	 -1.790078	 -3.724157	  4.304600	 -3.276857	  2.082295	  2.088742	  0.592220	 -0.886128	  4.061371	-10.252431	  0.886128	 -4.061371	-10.252431	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.689310	180.000000	 90.000000	-18.732838	180.000000	 90.000000	  1.623243	-10.823436	  6.234351	  0.877212	-13.452739	 11.342239	
    99	0.990	 -3.649625	  1.775127	 -0.248457	  0.562685	 -7.366572	 -1.725237	 -3.679877	  4.385304	 -3.182634	  2.016482	  2.060560	  0.680164	 -0.895462	  4.108982	-10.268719	  0.895462	 -4.108982	-10.268719	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.698683	180.000000	 90.000000	-18.728981	180.000000	 90.000000	  1.622377	-10.813429	  6.232213	  0.870986	-13.433596	 11.391649	
   100	1.000	 -3.700659	  1.827555	 -0.191745	  0.588430	 -7.471368	 -1.643412	 -3.601860	  4.471308	 -3.060815	  1.934269	  2.028218	  0.799877	 -0.897273	  4.156315	-10.284669	  0.897273	 -4.156315	-10.284669	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.707407	-180.000000	 90.000000	-18.725393	180.000000	 90.000000	  1.622103	-10.803349	  6.230874	  0.864481	-13.420910	 11.446523	
   101	1.010	 -3.781025	  1.880740	 -0.117838	  0.633389	 -7.566711	 -1.553181	 -3.481374	  4.549170	 -2.921414	  1.838811	  1.991887	  0.951475	 -0.895646	  4.192631	-10.307305	  0.895646	 -4.192631	-10.307305	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.715382	-180.000000	 90.000000	-18.724632	180.000000	 90.000000	  1.621670	-10.790627	  6.228272	  0.858042	-13.427858	 11.507209	
   102	1.020	 -3.880297	  1.928029	 -0.046852	  0.693403	 -7.640913	 -1.473188	 -3.344667	  4.608182	 -2.786370	  1.743281	  1.959032	  1.113911	 -0.902602	  4.212670	-10.338968	  0.902602	 -4.212670	-10.338968	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.724592	-180.000000	 90.000000	-18.725527	180.000000	 90.000000	  1.620872	-10.773227	  6.223443	  0.851783	-13.452445	 11.573216	
   103	1.030	 -3.997017	  1.965763	  0.014371	  0.766617	 -7.688167	 -1.410032	 -3.217307	  4.643396	 -2.662817	  1.669789	  1.930866	  1.286145	 -0.921600	  4.213477	-10.383937	  0.921600	 -4.213477	-10.383937	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.736561	-180.000000	 90.000000	-18.727547	-180.000000	 90.000000	  1.619721	-10.745289	  6.213642	  0.848478	-13.496970	 11.650158	
   104	1.040	 -4.126307	  1.994511	  0.060199	  0.850740	 -7.713262	 -1.369622	 -3.109648	  4.660500	 -2.557375	  1.638035	  1.901679	  1.469097	 -0.952101	  4.198124	-10.447920	  0.952101	 -4.198124	-10.447920	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.750706	-180.000000	 90.000000	-18.732805	-180.000000	 90.000000	  1.617640	-10.706107	  6.199346	  0.850731	-13.573802	 11.747755	
   105	1.050	 -4.259007	  2.017090	  0.086857	  0.941437	 -7.730565	 -1.349914	 -3.037959	  4.672761	 -2.469295	  1.648024	  1.874659	  1.650176	 -0.990862	  4.175063	-10.535363	  0.990862	 -4.175063	-10.535363	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.768324	180.000000	 90.000000	-18.737143	-180.000000	 90.000000	  1.615508	-10.657998	  6.181711	  0.859473	-13.669206	 11.862454	
   106	1.060	 -4.385348	  2.035402	  0.097516	  1.029597	 -7.747189	 -1.345263	 -3.015300	  4.686495	 -2.395717	  1.722588	  1.847261	  1.831298	 -1.035643	  4.149155	-10.645658	  1.035643	 -4.149155	-10.645658	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.788179	180.000000	 90.000000	-18.738752	180.000000	 90.000000	  1.614051	-10.601154	  6.161862	  0.875223	-13.795226	 12.000253	
   107	1.070	 -4.504286	  2.051706	  0.102399	  1.113233	 -7.767225	 -1.347465	 -3.028227	  4.704116	 -2.334434	  1.868217	  1.820270	  2.009897	 -1.080941	  4.123247	-10.776797	  1.080941	 -4.123247	-10.776797	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.807983	-180.000000	 90.000000	-18.737741	180.000000	 90.000000	  1.614988	-10.536003	  6.141153	  0.893711	-13.966289	 12.157491	
   108	1.080	 -4.608973	  2.068044	  0.108060	  1.189292	 -7.791967	 -1.352069	 -3.052103	  4.725512	 -2.285961	  2.062259	  1.796781	  2.174705	 -1.121560	  4.100073	-10.922305	  1.121560	 -4.100073	-10.922305	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.827333	-180.000000	 90.000000	-18.734734	-180.000000	 90.000000	  1.621714	-10.468805	  6.125109	  0.907464	-14.177978	 12.322618	
   109	1.090	 -4.701423	  2.084282	  0.121375	  1.255763	 -7.817722	 -1.353897	 -3.070433	  4.747149	 -2.247629	  2.277843	  1.777378	  2.320604	 -1.158507	  4.078718	-11.074723	  1.158507	 -4.078718	-11.074723	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.844841	180.000000	 90.000000	-18.729427	-180.000000	 90.000000	  1.635750	-10.399637	  6.114563	  0.910344	-14.414206	 12.481891	
   110	1.100	 -4.782596	  2.101354	  0.151293	  1.309106	 -7.843010	 -1.348818	 -3.063989	  4.768890	 -2.216599	  2.496185	  1.755920	  2.452789	 -1.195466	  4.063381	-11.219758	  1.195466	 -4.063381	-11.219758	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.857656	180.000000	 90.000000	-18.724779	-180.000000	 90.000000	  1.657427	-10.329558	  6.111899	  0.899270	-14.670859	 12.630966	
   111	1.110	 -4.849652	  2.121444	  0.201765	  1.350417	 -7.875785	 -1.332356	 -3.019425	  4.797350	 -2.186555	  2.681624	  1.735605	  2.566540	 -1.231308	  4.061299	-11.348180	  1.231308	 -4.061299	-11.348180	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.868382	180.000000	 90.000000	-18.719780	180.000000	 90.000000	  1.687143	-10.267509	  6.119515	  0.870261	-14.917946	 12.759108	
   112	1.120	 -4.901681	  2.144916	  0.273402	  1.382991	 -7.917993	 -1.303070	 -2.945980	  4.835480	 -2.147662	  2.811551	  1.716056	  2.672968	 -1.269113	  4.071629	-11.465099	  1.269113	 -4.071629	-11.465099	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.878181	180.000000	 90.000000	-18.714281	-180.000000	 90.000000	  1.722190	-10.220119	  6.136420	  0.827593	-15.121082	 12.866089	
   113	1.130	 -4.939693	  2.171120	  0.363823	  1.408421	 -7.969461	 -1.262486	 -2.852234	  4.884799	 -2.094970	  2.869678	  1.694592	  2.781429	 -1.315619	  4.087927	-11.590145	  1.315619	 -4.087927	-11.590145	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.886074	180.000000	 90.000000	-18.705999	180.000000	 90.000000	  1.754985	-10.189292	  6.158174	  0.776918	-15.257794	 12.952935	
   114	1.140	 -4.960021	  2.198481	  0.469228	  1.429852	 -8.025753	 -1.214062	 -2.743483	  4.941096	 -2.027858	  2.862730	  1.671516	  2.900056	 -1.366126	  4.106924	-11.732157	  1.366126	 -4.106924	-11.732157	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.892326	180.000000	 90.000000	-18.693457	180.000000	 90.000000	  1.782638	-10.179629	  6.181492	  0.723718	-15.333718	 13.028661	
   115	1.150	 -4.964007	  2.223286	  0.580635	  1.451173	 -8.078761	 -1.163950	 -2.632704	  4.995440	 -1.950003	  2.814368	  1.650891	  3.034170	 -1.413480	  4.121824	-11.903474	  1.413480	 -4.121824	-11.903474	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.898531	180.000000	 90.000000	-18.677864	-180.000000	 90.000000	  1.803702	-10.189465	  6.201265	  0.672066	-15.363929	 13.102899	
   116	1.160	 -4.958989	  2.240065	  0.690464	  1.475134	 -8.113185	 -1.121898	 -2.538202	  5.034763	 -1.871058	  2.740104	  1.633716	  3.184573	 -1.457470	  4.122436	-12.116061	  1.457470	 -4.122436	-12.116061	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.903019	-180.000000	 90.000000	-18.661448	180.000000	 90.000000	  1.817290	-10.207705	  6.213239	  0.627173	-15.353308	 13.178802	
   117	1.170	 -4.951588	  2.246805	  0.791049	  1.500076	 -8.125285	 -1.094679	 -2.466069	  5.055562	 -1.801056	  2.656936	  1.617132	  3.346177	 -1.498508	  4.110242	-12.365534	  1.498508	 -4.110242	-12.365534	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.905622	180.000000	 90.000000	-18.644888	180.000000	 90.000000	  1.824171	-10.223539	  6.215943	  0.588727	-15.319057	 13.259159	
   118	1.180	 -4.948749	  2.242893	  0.875023	  1.525439	 -8.117725	 -1.084870	 -2.428135	  5.059377	 -1.745876	  2.596585	  1.602022	  3.513726	 -1.538292	  4.095819	-12.628463	  1.538292	 -4.095819	-12.628463	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.907814	-180.000000	 90.000000	-18.629686	180.000000	 90.000000	  1.827891	-10.225883	  6.208348	  0.558836	-15.285096	 13.350287	
   119	1.190	 -4.945176	  2.230419	  0.937797	  1.541785	 -8.101905	 -1.089414	 -2.440880	  5.056389	 -1.704272	  2.570205	  1.587526	  3.678725	 -1.586836	  4.088814	-12.886881	  1.586836	 -4.088814	-12.886881	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.910370	180.000000	 90.000000	-18.616276	180.000000	 90.000000	  1.831551	-10.209820	  6.194326	  0.537887	-15.247057	 13.451457	
   120	1.200	 -4.929447	  2.210799	  0.978542	  1.536971	 -8.083226	 -1.103757	 -2.504331	  5.051643	 -1.674152	  2.568850	  1.573173	  3.828734	 -1.650289	  4.092702	-13.121776	  1.650289	 -4.092702	-13.121776	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.913717	-180.000000	 90.000000	-18.602676	-180.000000	 90.000000	  1.837661	-10.176733	  6.179279	  0.524442	-15.192844	 13.557803	
   121	1.210	 -4.896553	  2.187889	  1.000337	  1.500990	 -8.069933	 -1.119967	 -2.596099	  5.051980	 -1.648487	  2.585703	  1.557360	  3.961715	 -1.726351	  4.111462	-13.316170	  1.726351	 -4.111462	-13.316170	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.917969	180.000000	 90.000000	-18.586926	180.000000	 90.000000	  1.846475	-10.129313	  6.167183	  0.516505	-15.131299	 13.670617	
   122	1.220	 -4.838658	  2.164133	  1.011056	  1.430265	 -8.064555	 -1.128016	 -2.699041	  5.059271	 -1.618500	  2.617011	  1.541721	  4.078428	 -1.809773	  4.144274	-13.462819	  1.809773	 -4.144274	-13.462819	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.923468	180.000000	 90.000000	-18.568308	-180.000000	 90.000000	  1.857101	-10.073548	  6.160598	  0.514291	-15.069146	 13.788984	
   123	1.230	 -4.752844	  2.142054	  1.022484	  1.327572	 -8.065447	 -1.119822	 -2.789949	  5.071360	 -1.575725	  2.642968	  1.526646	  4.184896	 -1.891306	  4.184439	-13.566781	  1.891306	 -4.184439	-13.566781	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.929691	180.000000	 90.000000	-18.546297	-180.000000	 90.000000	  1.867990	-10.020151	  6.161356	  0.515941	-15.001213	 13.910698	
   124	1.240	 -4.659137	  2.122254	  1.047783	  1.210158	 -8.064429	 -1.092770	 -2.835238	  5.080166	 -1.517921	  2.649101	  1.513799	  4.292082	 -1.957752	  4.223679	-13.642491	  1.957752	 -4.223679	-13.642491	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.936747	180.000000	 90.000000	-18.521019	180.000000	 90.000000	  1.875446	 -9.972392	  6.167743	  0.520112	-14.938540	 14.034673	
   125	1.250	 -4.578903	  2.106645	  1.099444	  1.098395	 -8.059903	 -1.046247	 -2.815116	  5.082935	 -1.447662	  2.631499	  1.505304	  4.409988	 -2.007831	  4.259709	-13.708334	  2.007831	 -4.259709	-13.708334	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.945429	180.000000	 90.000000	-18.490406	180.000000	 90.000000	  1.874876	 -9.929553	  6.178787	  0.527502	-14.896656	 14.164365	
   126	1.260	 -4.517051	  2.097546	  1.181469	  1.004707	 -8.053207	 -0.979153	 -2.733671	  5.079741	 -1.364730	  2.598288	  1.501159	  4.542577	 -2.044404	  4.294140	-13.777968	  2.044404	 -4.294140	-13.777968	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.957140	-180.000000	 90.000000	-18.452190	-180.000000	 90.000000	  1.864457	 -9.896242	  6.193623	  0.540554	-14.879627	 14.304370	
   127	1.270	 -4.478056	  2.098039	  1.291512	  0.936139	 -8.047719	 -0.894159	 -2.597540	  5.072676	 -1.269077	  2.557316	  1.500271	  4.692665	 -2.067226	  4.330090	-13.859921	  2.067226	 -4.330090	-13.859921	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.973001	-180.000000	 90.000000	-18.404987	180.000000	 90.000000	  1.844486	 -9.878240	  6.213102	  0.561859	-14.889010	 14.461600	
   128	1.280	 -4.456964	  2.108564	  1.425475	  0.888557	 -8.046731	 -0.796495	 -2.423429	  5.064881	 -1.170862	  2.523820	  1.501973	  4.847540	 -2.080069	  4.372039	-13.951864	  2.080069	 -4.372039	-13.951864	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-23.993259	-180.000000	 90.000000	-18.346794	-180.000000	 90.000000	  1.817918	 -9.873827	  6.242520	  0.589481	-14.930573	 14.638441	
   129	1.290	 -4.438147	  2.130757	  1.579370	  0.849547	 -8.057601	 -0.686633	 -2.231901	  5.062974	 -1.075774	  2.507161	  1.504930	  4.991293	 -2.087643	  4.425987	-14.049850	  2.087643	 -4.425987	-14.049850	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.017572	-180.000000	 90.000000	-18.276888	180.000000	 90.000000	  1.787241	 -9.883994	  6.286322	  0.621249	-14.993083	 14.827802	
   130	1.300	 -4.410742	  2.165560	  1.749358	  0.809784	 -8.082771	 -0.566219	 -2.044106	  5.069196	 -0.980595	  2.512075	  1.506762	  5.122637	 -2.087352	  4.494170	-14.149785	  2.087352	 -4.494170	-14.149785	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.045364	-180.000000	 90.000000	-18.198149	-180.000000	 90.000000	  1.756707	 -9.913951	  6.346052	  0.654394	-15.057106	 15.023479	
   131	1.310	 -4.377107	  2.210459	  1.936116	  0.768932	 -8.119958	 -0.439278	 -1.873654	  5.082152	 -0.891413	  2.537803	  1.507225	  5.235856	 -2.078254	  4.575375	-14.241651	  2.078254	 -4.575375	-14.241651	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.077152	180.000000	 90.000000	-18.115829	180.000000	 90.000000	  1.728856	 -9.962945	  6.423274	  0.683574	-15.114080	 15.216760	
   132	1.320	 -4.340764	  2.260922	  2.147341	  0.730629	 -8.161150	 -0.309407	 -1.724268	  5.095150	 -0.819548	  2.573110	  1.509137	  5.323053	 -2.063830	  4.663507	-14.320365	  2.063830	 -4.663507	-14.320365	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.114578	180.000000	 90.000000	-18.032717	180.000000	 90.000000	  1.705688	-10.028452	  6.518541	  0.703311	-15.155012	 15.396278	
   133	1.330	 -4.308358	  2.314616	  2.385778	  0.699268	 -8.197910	 -0.175748	 -1.595561	  5.099533	 -0.762749	  2.613412	  1.515291	  5.391210	 -2.044646	  4.749128	-14.393707	  2.044646	 -4.749128	-14.393707	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.161720	180.000000	 90.000000	-17.952520	180.000000	 90.000000	  1.685903	-10.108516	  6.626008	  0.715419	-15.166008	 15.553051	
   134	1.340	 -4.273057	  2.364442	  2.646019	  0.681160	 -8.215446	 -0.043491	 -1.503758	  5.080520	 -0.727083	  2.672364	  1.531102	  5.440644	 -2.032058	  4.822226	-14.462610	  2.032058	 -4.822226	-14.462610	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.228394	-180.000000	 90.000000	-17.877417	-180.000000	 90.000000	  1.668867	-10.207960	  6.741732	  0.723747	-15.162992	 15.700119	
   135	1.350	 -4.233517	  2.405863	  2.935138	  0.675464	 -8.209700	  0.092043	 -1.436250	  5.034114	 -0.714081	  2.747698	  1.558760	  5.472687	 -2.025159	  4.879795	-14.525480	  2.025159	 -4.879795	-14.525480	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.325762	180.000000	 90.000000	-17.808586	180.000000	 90.000000	  1.652328	-10.324977	  6.863705	  0.731354	-15.163674	 15.844079	
   136	1.360	 -4.175968	  2.436572	  3.258405	  0.674316	 -8.175146	  0.235984	 -1.386778	  4.953930	 -0.721165	  2.835558	  1.601870	  5.490358	 -2.021811	  4.917616	-14.587912	  2.021811	 -4.917616	-14.587912	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.456825	180.000000	 90.000000	-17.744738	-180.000000	 90.000000	  1.635197	-10.460503	  6.991785	  0.738638	-15.163819	 15.986994	
   137	1.370	 -4.094322	  2.460306	  3.631624	  0.668921	 -8.118066	  0.404428	 -1.346810	  4.844697	 -0.732194	  2.930316	  1.658863	  5.508857	 -2.015283	  4.936490	-14.665364	  2.015283	 -4.936490	-14.665364	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.623760	180.000000	 90.000000	-17.685272	-180.000000	 90.000000	  1.616078	-10.611058	  7.130342	  0.745923	-15.162175	 16.134382	
   138	1.380	 -3.981001	  2.480945	  4.078182	  0.651532	 -8.047535	  0.612702	 -1.320654	  4.715399	 -0.740212	  3.030342	  1.724615	  5.533978	 -2.004428	  4.943908	-14.751946	  2.004428	 -4.943908	-14.751946	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.825634	-180.000000	 90.000000	-17.629013	-180.000000	 90.000000	  1.594703	-10.772498	  7.288932	  0.750500	-15.167548	 16.293798	
   139	1.390	 -3.837166	  2.508870	  4.623393	  0.616937	 -7.977898	  0.877239	 -1.311047	  4.581433	 -0.732012	  3.132178	  1.788446	  5.580497	 -1.980628	  4.946713	-14.842360	  1.980628	 -4.946713	-14.842360	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-25.049591	180.000000	 90.000000	-17.575901	-180.000000	 90.000000	  1.569997	-10.939217	  7.474522	  0.752173	-15.162780	 16.458885	
   140	1.400	 -3.653073	  2.553793	  5.277891	  0.567452	 -7.913196	  1.205697	 -1.342300	  4.447540	 -0.707837	  3.249214	  1.845703	  5.644247	 -1.954430	  4.944795	-14.931833	  1.954430	 -4.944795	-14.931833	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-25.278112	-180.000000	 90.000000	-17.526098	-180.000000	 90.000000	  1.542992	-11.112676	  7.693771	  0.750399	-15.136567	 16.624599	
   141	1.410	 -3.452149	  2.626215	  6.063919	  0.513979	 -7.869281	  1.615544	 -1.389715	  4.330307	 -0.655977	  3.371803	  1.888578	  5.735385	 -1.920476	  4.944427	-15.020350	  1.920476	 -4.944427	-15.020350	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-25.510059	-180.000000	 90.000000	-17.479145	-180.000000	 90.000000	  1.513539	-11.284743	  7.944753	  0.745670	-15.106021	 16.791494	
   142	1.420	 -3.243393	  2.723746	  6.974745	  0.462188	 -7.843946	  2.103819	 -1.457160	  4.230427	 -0.587112	  3.515357	  1.915534	  5.840262	 -1.880806	  4.947778	-15.096247	  1.880806	 -4.947778	-15.096247	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-25.746067	-180.000000	 90.000000	-17.434755	-180.000000	 90.000000	  1.482906	-11.454769	  8.214921	  0.739469	-15.079815	 16.955944	
   143	1.430	 -3.050882	  2.840791	  7.998979	  0.429056	 -7.831725	  2.664159	 -1.527956	  4.146475	 -0.508057	  3.678990	  1.929441	  5.955381	 -1.835553	  4.954400	-15.169027	  1.835553	 -4.954400	-15.169027	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-25.994308	-180.000000	 90.000000	-17.393581	-180.000000	 90.000000	  1.454441	-11.624067	  8.481818	  0.742452	-15.065727	 17.119501	
   144	1.440	 -2.913613	  2.968609	  9.136937	  0.433782	 -7.825370	  3.296491	 -1.574949	  4.074215	 -0.429119	  3.847403	  1.937742	  6.069720	 -1.786268	  4.961976	-15.249897	  1.786268	 -4.961976	-15.249897	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-26.279049	-180.000000	 90.000000	-17.355562	180.000000	 90.000000	  1.431411	-11.781376	  8.728941	  0.755201	-15.078640	 17.281307	
   145	1.450	 -2.873802	  3.098789	 10.393200	  0.488392	 -7.816176	  4.003830	 -1.587793	  4.007555	 -0.354584	  4.011406	  1.943467	  6.182452	 -1.724070	  4.967162	-15.349457	  1.724070	 -4.967162	-15.349457	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-26.631161	-180.000000	 90.000000	-17.318607	180.000000	 90.000000	  1.413267	-11.909157	  8.940431	  0.781030	-15.122980	 17.443853	
   146	1.460	 -2.944532	  3.220517	 11.745594	  0.601700	 -7.778636	  4.770830	 -1.618511	  3.924608	 -0.307300	  4.200716	  1.953253	  6.274767	 -1.662696	  4.959319	-15.466847	  1.662696	 -4.959319	-15.466847	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-27.061642	180.000000	 90.000000	-17.283720	180.000000	 90.000000	  1.398093	-12.003222	  9.104410	  0.829874	-15.190134	 17.612141	
   147	1.470	 -3.155292	  3.339598	 13.187164	  0.797026	 -7.705363	  5.592660	 -1.676681	  3.820049	 -0.292657	  4.410546	  1.968157	  6.345507	 -1.611275	  4.935503	-15.600282	  1.611275	 -4.935503	-15.600282	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-27.576468	180.000000	 90.000000	-17.252300	180.000000	 90.000000	  1.379661	-12.062919	  9.218488	  0.907042	-15.274982	 17.788395	
   148	1.480	 -3.507410	  3.471291	 14.707437	  1.087366	 -7.595315	  6.462028	 -1.763256	  3.690900	 -0.312216	  4.626528	  1.988980	  6.389469	 -1.569297	  4.889572	-15.741558	  1.569297	 -4.889572	-15.741558	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-28.175991	180.000000	 90.000000	-17.224567	-180.000000	 90.000000	  1.347675	-12.108471	  9.293340	  0.994173	-15.360609	 17.961588	
   149	1.490	 -3.976283	  3.635061	 16.270107	  1.471798	 -7.446069	  7.359077	 -1.874645	  3.531417	 -0.367184	  4.837777	  2.017350	  6.401970	 -1.527544	  4.818508	-15.884905	  1.527544	 -4.818508	-15.884905	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-28.836546	-180.000000	 90.000000	-17.200518	-180.000000	 90.000000	  1.296361	-12.167001	  9.332368	  1.081205	-15.431623	 18.124010	
   150	1.500	 -4.526894	  3.850270	 17.827158	  1.943956	 -7.262817	  8.259987	 -1.992784	  3.343695	 -0.456142	  5.031925	  2.054867	  6.383647	 -1.478731	  4.722682	-16.026327	  1.478731	 -4.722682	-16.026327	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-29.506561	180.000000	 90.000000	-17.182629	180.000000	 90.000000	  1.223906	-12.272095	  9.346117	  1.157975	-15.482525	 18.268734	
