BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
   236	2.360	  7.426958	  1.511977	  9.690226	 -0.767205	 -8.066703	  2.225684	 -4.478951	  2.631055	 21.515373	 -2.191208	  3.371523	 37.109386	 -2.866892	  3.415656	-13.619354	  2.866892	 -3.415656	-13.619354	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.007368	-180.000000	 90.000000	-33.656906	180.000000	 90.000000	  2.192382	-14.187915	 14.411296	  0.030750	-12.762593	  8.274289	
   237	2.370	  7.354664	  1.523202	  9.160970	 -0.685041	 -8.213765	  1.422455	 -4.308377	  2.769902	 22.152399	 -2.913585	  3.630698	 34.715519	 -3.077779	  3.866457	-13.503910	  3.077779	 -3.866457	-13.503910	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.100220	-180.000000	 90.000000	-30.918249	180.000000	 90.000000	  2.190798	-14.311661	 14.737240	  0.047851	-12.526690	  8.285675	
   238	2.380	  7.247926	  1.539463	  8.613336	 -0.547428	 -8.342743	  0.602057	 -4.287696	  2.887377	 22.687225	 -3.753259	  3.769777	 32.088615	 -3.285795	  4.306224	-13.391812	  3.285795	 -4.306224	-13.391812	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.207726	-180.000000	 90.000000	-28.384106	180.000000	 90.000000	  2.187177	-14.469153	 15.055991	  0.102158	-11.946651	  7.989470	
   239	2.390	  7.134283	  1.557257	  8.062510	 -0.384822	 -8.454304	 -0.230637	 -4.421967	  2.987409	 23.118931	 -4.615519	  3.794651	 29.252880	 -3.487118	  4.731953	-13.281671	  3.487118	 -4.731953	-13.281671	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.331179	180.000000	 90.000000	-26.095812	-180.000000	 90.000000	  2.187425	-14.659891	 15.375650	  0.195315	-11.061809	  7.352712	
   240	2.400	  7.030758	  1.574504	  7.522152	 -0.211945	 -8.541848	 -1.073692	 -4.702177	  3.065642	 23.454914	 -5.341444	  3.726063	 26.280981	 -3.676697	  5.136372	-13.182082	  3.676697	 -5.136372	-13.182082	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.472528	-180.000000	 90.000000	-24.056747	180.000000	 90.000000	  2.191390	-14.885900	 15.696253	  0.342042	 -9.983222	  6.412079	
   241	2.410	  6.939111	  1.591235	  6.996750	 -0.029839	 -8.598281	 -1.926885	 -5.124461	  3.114396	 23.708569	 -5.784216	  3.594546	 23.261385	 -3.853859	  5.508627	-13.097289	  3.853859	 -5.508627	-13.097289	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.639816	180.000000	 90.000000	-22.260376	-180.000000	 90.000000	  2.192309	-15.138756	 16.000006	  0.543393	 -8.821499	  5.225109	
   242	2.420	  6.853581	  1.613224	  6.492001	  0.165281	 -8.628855	 -2.787852	 -5.676726	  3.142946	 23.896893	 -5.824732	  3.418722	 20.284702	 -4.019530	  5.846685	-13.032263	  4.019530	 -5.846685	-13.032263	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-24.838112	180.000000	 90.000000	-20.661674	180.000000	 90.000000	  2.182371	-15.410645	 16.266464	  0.783423	 -7.701706	  3.887764	
   243	2.430	  6.782856	  1.639836	  6.032391	  0.352531	 -8.633216	 -3.646347	 -6.333446	  3.151557	 24.031446	 -5.439357	  3.223507	 17.422134	 -4.176764	  6.148970	-12.984975	  4.176764	 -6.148970	-12.984975	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-25.073833	180.000000	 90.000000	-19.209845	180.000000	 90.000000	  2.159711	-15.682854	 16.488077	  1.048529	 -6.668629	  2.511290	
   244	2.440	  6.717921	  1.673255	  5.629516	  0.549301	 -8.610775	 -4.496509	 -7.057923	  3.132589	 24.118233	 -4.709795	  3.032317	 14.717173	 -4.332375	  6.412773	-12.957574	  4.332375	 -6.412773	-12.957574	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-25.357485	-180.000000	 90.000000	-17.831358	-180.000000	 90.000000	  2.121297	-15.949344	 16.651796	  1.296625	 -5.674654	  1.194422	
   245	2.450	  6.647413	  1.717295	  5.299211	  0.779029	 -8.569151	 -5.327570	 -7.813635	  3.089453	 24.171476	 -3.796971	  2.846866	 12.215428	 -4.495121	  6.640503	-12.944368	  4.495121	 -6.640503	-12.944368	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-25.700802	-180.000000	 90.000000	-16.462612	-180.000000	 90.000000	  2.071384	-16.207767	 16.754263	  1.492323	 -4.626921	  0.035626	
   246	2.460	  6.577046	  1.774140	  5.056839	  1.034422	 -8.513328	 -6.131069	 -8.536187	  3.024828	 24.198999	 -2.838968	  2.669553	  9.959424	 -4.668643	  6.836184	-12.950914	  4.668643	 -6.836184	-12.950914	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-26.113020	180.000000	 90.000000	-15.056743	-180.000000	 90.000000	  2.016595	-16.438234	 16.806692	  1.623471	 -3.510030	 -0.875159	
   247	2.470	  6.527812	  1.838645	  4.911331	  1.285150	 -8.445314	 -6.900472	 -9.163075	  2.935026	 24.199923	 -1.958773	  2.514054	  7.977200	 -4.851814	  7.004983	-12.976636	  4.851814	 -7.004983	-12.976636	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-26.601946	180.000000	 90.000000	-13.615641	180.000000	 90.000000	  1.968763	-16.595894	 16.824553	  1.692226	 -2.352364	 -1.500272	
   248	2.480	  6.503478	  1.910851	  4.864350	  1.538845	 -8.375934	 -7.629985	 -9.646485	  2.824073	 24.181923	 -1.231246	  2.383050	  6.303465	 -5.046948	  7.153652	-13.023364	  5.046948	 -7.153652	-13.023364	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-27.190556	-180.000000	 90.000000	-12.182837	180.000000	 90.000000	  1.936821	-16.681780	 16.803741	  1.703919	 -1.250679	 -1.845025	
   249	2.490	  6.500981	  1.994586	  4.921870	  1.787754	 -8.317900	 -8.313230	 -9.956882	  2.703034	 24.152060	 -0.658956	  2.273807	  4.985247	 -5.245977	  7.292688	-13.088232	  5.245977	 -7.292688	-13.088232	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-27.924362	-180.000000	 90.000000	-10.836889	-179.999985	 90.000000	  1.918590	-16.704803	 16.729149	  1.682221	 -0.368662	 -1.925307	
   250	2.500	  6.538008	  2.089800	  5.095047	  1.990870	 -8.280704	 -8.942867	-10.081508	  2.577830	 24.106516	 -0.209994	  2.193080	  4.048884	 -5.441015	  7.431296	-13.170325	  5.441015	 -7.431296	-13.170325	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-28.826193	180.000000	 90.000000	 -9.658984	179.999985	 90.000000	  1.910398	-16.648739	 16.588739	  1.642881	  0.143291	 -1.776355	
   251	2.510	  6.632352	  2.192670	  5.399672	  2.132590	 -8.272721	 -9.512003	-10.042451	  2.456034	 24.044334	  0.131174	  2.138231	  3.512551	 -5.626626	  7.574362	-13.259425	  5.626626	 -7.574362	-13.259425	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-29.919510	-180.000000	 90.000000	 -8.724172	-180.000000	 90.000000	  1.908866	-16.538269	 16.368071	  1.599334	  0.250725	 -1.456087	
   252	2.520	  6.804136	  2.301451	  5.859093	  2.211843	 -8.298534	-10.017667	 -9.864528	  2.347521	 23.960411	  0.361335	  2.094186	  3.364023	 -5.793917	  7.722402	-13.348544	  5.793917	 -7.722402	-13.348544	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-31.234510	-180.000000	 90.000000	 -8.092395	-179.999985	 90.000000	  1.916314	-16.449896	 16.053930	  1.559383	  0.016633	 -1.052744	
   253	2.530	  7.067211	  2.415061	  6.486609	  2.213728	 -8.355673	-10.454898	 -9.562646	  2.258891	 23.842012	  0.425223	  2.047222	  3.543653	 -5.932130	  7.875549	-13.423216	  5.932130	 -7.875549	-13.423216	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-32.764950	-180.000000	 90.000000	 -7.845853	-179.999985	 90.000000	  1.928525	-16.388597	 15.644747	  1.529612	 -0.394266	 -0.699739	
   254	2.540	  7.435695	  2.526854	  7.299457	  2.138153	 -8.436316	-10.809159	 -9.156118	  2.189277	 23.683474	  0.231174	  1.980907	  3.955021	 -6.046906	  8.027264	-13.479246	  6.046906	 -8.027264	-13.479246	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-34.446629	-180.000000	 90.000000	 -8.067629	180.000000	 90.000000	  1.948046	-16.327164	 15.161757	  1.509727	 -0.754284	 -0.552159	
   255	2.550	  7.903576	  2.634180	  8.305531	  2.009669	 -8.532234	-11.073348	 -8.671066	  2.139537	 23.480749	 -0.193661	  1.882651	  4.507218	 -6.133432	  8.170047	-13.527209	  6.133432	 -8.170047	-13.527209	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-36.266766	-180.000000	 90.000000	 -8.765023	-180.000000	 90.000000	  1.975706	-16.280989	 14.605581	  1.501720	 -0.942225	 -0.720305	
   256	2.560	  8.447524	  2.744050	  9.522807	  1.846399	 -8.640391	-11.233533	 -8.141214	  2.113382	 23.241484	 -0.682042	  1.744801	  5.143785	 -6.175930	  8.303729	-13.579999	  6.175930	 -8.303729	-13.579999	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-38.220264	180.000000	 90.000000	 -9.905217	179.999985	 90.000000	  2.015557	-16.249266	 13.978058	  1.512293	 -1.003349	 -1.234482	
   257	2.570	  9.019470	  2.868975	 10.957515	  1.670289	 -8.762397	-11.275553	 -7.633671	  2.112381	 22.990601	 -1.002056	  1.567020	  5.862648	 -6.162592	  8.432705	-13.657672	  6.162592	 -8.432705	-13.657672	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-40.296993	180.000000	 90.000000	-11.414907	180.000000	 90.000000	  2.052461	-16.193562	 13.262561	  1.543280	 -1.086537	 -2.000836	
   258	2.580	  9.574189	  3.024864	 12.609376	  1.487609	 -8.908188	-11.203152	 -7.225601	  2.143268	 22.747694	 -0.863920	  1.356245	  6.707623	 -6.083249	  8.563254	-13.787046	  6.083249	 -8.563254	-13.787046	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-42.520626	-180.000000	 90.000000	-13.089886	180.000000	 90.000000	  2.082752	-16.102232	 12.424756	  1.586399	 -1.426026	 -2.805821	
   259	2.590	 10.060681	  3.234994	 14.471313	  1.297417	 -9.093261	-11.028668	 -6.978243	  2.218152	 22.531300	  0.008471	  1.118813	  7.771064	 -5.922571	  8.705433	-13.972008	  5.922571	 -8.705433	-13.972008	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-44.951336	-180.000000	 90.000000	-14.668916	-180.000000	 90.000000	  2.105479	-15.976192	 11.414516	  1.622039	 -2.277010	 -3.392104	
   260	2.600	 10.438495	  3.516856	 16.534451	  1.103871	 -9.325155	-10.760187	 -6.899770	  2.339128	 22.343132	  1.600578	  0.852664	  9.084538	 -5.678288	  8.862665	-14.190843	  5.678288	 -8.862665	-14.190843	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-47.618011	180.000000	 90.000000	-16.032139	-180.000000	 90.000000	  2.122682	-15.797760	 10.191640	  1.634728	 -3.696280	 -3.608191	
   261	2.610	 10.674824	  3.870544	 18.761761	  0.921813	 -9.597105	-10.409624	 -6.941338	  2.494306	 22.153942	  3.617433	  0.562451	 10.583217	 -5.367188	  9.026803	-14.417987	  5.367188	 -9.026803	-14.417987	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-50.549000	-180.000000	 90.000000	-17.117287	180.000000	 90.000000	  2.138168	-15.542030	  8.697460	  1.615461	 -5.523415	 -3.396373	
   262	2.620	 10.754517	  4.274129	 21.126772	  0.759576	 -9.892900	 -9.977157	 -7.007624	  2.669982	 21.912264	  5.680800	  0.260431	 12.141561	 -5.013577	  9.183588	-14.621810	  5.013577	 -9.183588	-14.621810	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-53.783714	-180.000000	 90.000000	-17.897558	180.000000	 90.000000	  2.168688	-15.183736	  6.890507	  1.574642	 -7.496753	 -2.809674	
   263	2.630	 10.644938	  4.698556	 23.610559	  0.656593	-10.185679	 -9.438416	 -6.990961	  2.847621	 21.568901	  7.429399	 -0.025268	 13.597857	 -4.644810	  9.317194	-14.771590	  4.644810	 -9.317194	-14.771590	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-57.318981	180.000000	 90.000000	-18.445402	180.000000	 90.000000	  2.226635	-14.679055	  4.741872	  1.526808	 -9.343731	 -1.998349	
   264	2.640	 10.345858	  5.100844	 26.194265	  0.632472	-10.444908	 -8.767599	 -6.821100	  3.008425	 21.078678	  8.608521	 -0.259437	 14.795199	 -4.280649	  9.412583	-14.863156	  4.280649	 -9.412583	-14.863156	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-61.112789	-180.000000	 90.000000	-18.861488	180.000000	 90.000000	  2.330335	-13.989620	  2.269078	  1.480492	-10.833778	 -1.125540	
   265	2.650	  9.876118	  5.435281	 28.868082	  0.679736	-10.652118	 -7.937052	 -6.494675	  3.146474	 20.428450	  9.173202	 -0.424729	 15.658313	 -3.931809	  9.467451	-14.898963	  3.931809	 -9.467451	-14.898963	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-65.081459	-180.000000	 90.000000	-19.176886	-180.000000	 90.000000	  2.491796	-13.096929	 -0.436258	  1.437569	-11.863781	 -0.283357	
   266	2.660	  9.288635	  5.666081	 31.638609	  0.770561	-10.800748	 -6.918233	 -6.056657	  3.264795	 19.636999	  9.246961	 -0.526169	 16.186234	 -3.598109	  9.490644	-14.891279	  3.598109	 -9.490644	-14.891279	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-69.086288	180.000000	 90.000000	-19.409063	-180.000000	 90.000000	  2.709700	-12.026134	 -3.204103	  1.400317	-12.466146	  0.481364	
   267	2.670	  8.684754	  5.778258	 34.502098	  0.880687	-10.889181	 -5.699870	 -5.561463	  3.364945	 18.743101	  9.000809	 -0.572395	 16.418303	 -3.274211	  9.493038	-14.849004	  3.274211	 -9.493038	-14.849004	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-72.917854	180.000000	 90.000000	-19.581825	-180.000000	 90.000000	  2.975733	-10.915890	 -5.798072	  1.362703	-12.750802	  1.156932	
   268	2.680	  8.222875	  5.764896	 37.440781	  0.967524	-10.922553	 -4.293072	 -5.068920	  3.448477	 17.801065	  8.597459	 -0.582049	 16.449282	 -2.954001	  9.482294	-14.785892	  2.954001	 -9.482294	-14.785892	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-76.372925	-180.000000	 90.000000	-19.701401	-180.000000	 90.000000	  3.265595	-10.007843	 -7.972504	  1.321794	-12.831192	  1.785056	
   269	2.690	  8.051835	  5.630878	 40.428177	  0.997325	-10.909524	 -2.723804	 -4.612127	  3.513456	 16.851025	  8.185130	 -0.564768	 16.361292	 -2.638340	  9.463396	-14.703726	  2.638340	 -9.463396	-14.703726	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-79.230042	-180.000000	 90.000008	-19.779818	-180.000000	 90.000000	  3.541790	 -9.559049	 -9.562428	  1.277851	-12.837063	  2.402225	
   270	2.700	  8.252182	  5.392465	 43.414154	  0.947299	-10.855799	 -1.030083	 -4.194638	  3.552634	 15.910963	  7.877521	 -0.518973	 16.208647	 -2.335516	  9.433863	-14.623234	  2.335516	 -9.433863	-14.623234	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-81.277672	-180.000000	 90.000008	-19.832384	-180.000000	 90.000000	  3.770112	 -9.746723	-10.494763	  1.233389	-12.897675	  3.027714	
   271	2.710	  8.812017	  5.080504	 46.318878	  0.818222	-10.767574	  0.735376	 -3.819865	  3.559974	 14.980548	  7.749071	 -0.445925	 16.024218	 -2.053291	  9.386091	-14.553163	  2.053291	 -9.386091	-14.553163	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-82.326256	-180.000000	 90.000031	-19.870300	-180.000000	 90.000000	  3.928334	-10.655438	-10.815229	  1.190351	-13.098060	  3.673856	
   272	2.720	  9.623595	  4.730629	 49.053379	  0.619947	-10.654497	  2.516840	 -3.501426	  3.535275	 14.049808	  7.849867	 -0.355182	 15.833458	 -1.788602	  9.313755	-14.511152	  1.788602	 -9.313755	-14.511152	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-82.346268	180.000000	 89.999962	-19.896563	180.000000	 90.000000	  4.005998	-12.187243	-10.631381	  1.158366	-13.477060	  4.362367	
   273	2.730	 10.521827	  4.371767	 51.543114	  0.360363	-10.524416	  4.261295	 -3.241859	  3.477959	 13.088944	  8.194651	 -0.249180	 15.617069	 -1.530375	  9.211871	-14.499272	  1.530375	 -9.211871	-14.499272	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-81.578148	180.000000	 89.999962	-19.914177	-180.000000	 90.000000	  3.999312	-14.092375	-10.053253	  1.143087	-14.035991	  5.087002	
   274	2.740	 11.291392	  4.051656	 53.705509	  0.067527	-10.384042	  5.932190	 -3.041713	  3.393064	 12.088161	  8.708449	 -0.136065	 15.355165	 -1.261764	  9.077702	-14.515945	  1.261764	 -9.077702	-14.515945	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-80.374245	180.000000	 89.999969	-19.924334	180.000000	 90.000000	  3.921197	-16.039480	 -9.193981	  1.143594	-14.683054	  5.822743	
   275	2.750	 11.769508	  3.810346	 55.476936	 -0.229318	-10.238534	  7.504815	 -2.895134	  3.286897	 11.048333	  9.284163	 -0.022719	 15.027973	 -0.961352	  8.909045	-14.535449	  0.961352	 -8.909045	-14.535449	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-78.974739	180.000000	 89.999969	-19.925747	180.000000	 90.000000	  3.786673	-17.731411	 -8.155499	  1.154744	-15.294383	  6.539612	
   276	2.760	 11.871429	  3.665810	 56.827496	 -0.516772	-10.091372	  8.963805	 -2.775187	  3.163492	  9.969378	  9.824145	  0.092362	 14.616652	 -0.611443	  8.706442	-14.549427	  0.611443	 -8.706442	-14.549427	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-77.491287	180.000000	 89.999977	-19.917093	180.000000	 90.000000	  3.602789	-18.915710	 -6.982182	  1.172965	-15.780321	  7.210890	
   277	2.770	 11.567570	  3.628793	 57.742310	 -0.782302	 -9.942493	 10.304982	 -2.650078	  3.023023	  8.850239	 10.260148	  0.215853	 14.101421	 -0.213117	  8.470391	-14.537786	  0.213117	 -8.470391	-14.537786	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-75.928642	180.000000	 89.999977	-19.899120	-180.000000	 90.000000	  3.384291	-19.468359	 -5.743649	  1.191099	-16.096966	  7.808566	
   278	2.780	 10.863808	  3.723387	 58.193287	 -0.996615	 -9.790387	 11.526362	 -2.510889	  2.868405	  7.707092	 10.558093	  0.344042	 13.497928	  0.231409	  8.202884	-14.496110	 -0.231409	 -8.202884	-14.496110	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-74.260078	180.000000	 89.999985	-19.874872	180.000000	 90.000000	  3.152827	-19.398684	 -4.546345	  1.203998	-16.226778	  8.326335	
   279	2.790	  9.858677	  3.948595	 58.195610	 -1.135855	 -9.632944	 12.624067	 -2.359021	  2.697866	  6.547402	 10.760843	  0.477883	 12.831478	  0.708981	  7.907967	-14.429309	 -0.708981	 -7.907967	-14.429309	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-72.467407	-180.000000	 90.000015	-19.849394	-180.000000	 90.000000	  2.918868	-18.843231	 -3.449826	  1.212821	-16.231102	  8.780420	
   280	2.800	  8.683176	  4.302021	 57.778046	 -1.175058	 -9.467460	 13.591020	 -2.213091	  2.508522	  5.374620	 10.940973	  0.616815	 12.130456	  1.204102	  7.591753	-14.354334	 -1.204102	 -7.591753	-14.354334	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-70.515060	-180.000000	 90.000008	-19.830704	-180.000000	 90.000000	  2.690964	-17.996901	 -2.467713	  1.221548	-16.190327	  9.193592	
   281	2.810	  7.441109	  4.782399	 56.972141	 -1.087150	 -9.292477	 14.431663	 -2.100155	  2.301031	  4.202826	 11.155917	  0.757362	 11.431714	  1.700393	  7.261006	-14.268884	 -1.700393	 -7.261006	-14.268884	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-68.384644	-180.000000	 90.000008	-19.825232	-180.000000	 90.000000	  2.473953	-17.061731	 -1.600334	  1.233283	-16.158558	  9.589025	
   282	2.820	  6.205482	  5.376993	 55.814491	 -0.859006	 -9.111651	 15.157240	 -2.033124	  2.082798	  3.047985	 11.418734	  0.895794	 10.765745	  2.188219	  6.924935	-14.187385	 -2.188219	 -6.924935	-14.187385	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-66.043442	-180.000000	 90.000008	-19.838305	-180.000000	 90.000000	  2.265177	-16.172001	 -0.807383	  1.250151	-16.151669	  9.982506	
   283	2.830	  5.024676	  6.060334	 54.362350	 -0.490759	 -8.930457	 15.785424	 -2.002696	  1.860555	  1.914390	 11.715665	  1.034672	 10.136901	  2.653483	  6.592364	-14.117576	 -2.653483	 -6.592364	-14.117576	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-63.416866	-180.000000	 90.000000	-19.870224	180.000000	 90.000000	  2.058056	-15.399545	 -0.024329	  1.271713	-16.173409	 10.377461	
   284	2.840	  3.885321	  6.805765	 52.645802	  0.004164	 -8.755801	 16.333218	 -1.987251	  1.643888	  0.804248	 12.009575	  1.173954	  9.535184	  3.094768	  6.270218	-14.053914	 -3.094768	 -6.270218	-14.053914	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-60.539410	-180.000000	 90.000000	-19.918827	-180.000000	 90.000000	  1.855813	-14.795911	  0.717265	  1.294830	-16.208090	 10.766461	
   285	2.850	  2.730178	  7.575875	 50.690907	  0.595694	 -8.597042	 16.821085	 -1.949569	  1.443057	 -0.280367	 12.256996	  1.315026	  8.947343	  3.511600	  5.963428	-13.992013	 -3.511600	 -5.963428	-13.992013	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-57.475906	-180.000000	 90.000000	-19.978773	-180.000000	 90.000000	  1.658735	-14.350119	  1.391890	  1.315658	-16.244305	 11.143153	
   286	2.860	  1.524594	  8.325109	 48.517235	  1.242942	 -8.458712	 17.261599	 -1.851830	  1.263280	 -1.345310	 12.433432	  1.461173	  8.350475	  3.902244	  5.673952	-13.938067	 -3.902244	 -5.673952	-13.938067	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-54.297966	-180.000000	 90.000000	-20.046690	-180.000000	 90.000000	  1.472737	-14.055726	  1.983343	  1.329727	-16.292707	 11.499190	
   287	2.870	  0.248436	  8.998340	 46.141266	  1.895315	 -8.339636	 17.660549	 -1.683768	  1.105196	 -2.391731	 12.541925	  1.611861	  7.734925	  4.269322	  5.400858	-13.882074	 -4.269322	 -5.400858	-13.882074	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-51.125198	-180.000000	 90.000000	-20.121035	-180.000000	 90.000000	  1.307693	-13.928396	  2.446130	  1.334780	-16.365864	 11.834853	
   288	2.880	 -1.112506	  9.535084	 43.577808	  2.496216	 -8.239683	 18.021534	 -1.449161	  0.971615	 -3.412362	 12.585558	  1.764104	  7.103945	  4.614991	  5.146364	-13.813593	 -4.614991	 -5.146364	-13.813593	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	-48.108044	-180.000000	 90.000000	-20.204397	180.000000	 90.000000	  1.175897	-13.987405	  2.731181	  1.328566	-16.462847	 12.152416	
